shipment_id,customer_id,ship_date,weight_kg,carrier
MS-1650,MC-1279,2025-04-08,15204,德邦
MS-1651,MC-1181,2025-06-05,17565,专线物流
MS-1652,MC-1337,01/08/2026,2488,德邦
MS-1653,MC-29,2026-06-19,10552,德邦
MS-1654,MC-1328,2025-12-17,6308,顺丰重货
MS-1655,MC-526,20-02-2025,6863,自提
MS-1656,MC-1227,10-08-2025,4876,顺丰重货
MS-1657,MC-1353,2024-03-23,1668,顺丰重货
MS-1658,MC-601,22-03-2026,15304,自提
MS-1659,MC-563,2026-11-27,17663,顺丰重货
MS-1660,MC-1040,24-06-2025,16515,德邦
MS-1661,MC-1394,2025-02-05,19119,自提
MS-1662,MC-285,18-04-2025,8171,德邦
MS-1663,MC-38,12/11/2025,5795,德邦
MS-1664,MC-720,2024-05-01,14150,顺丰重货
MS-1665,MC-1374,10/05/2026,14000,顺丰重货
MS-1666,MC-472,02/18/2025,9231,德邦
MS-1667,MC-1014,07/15/2025,7752,顺丰重货
MS-1668,MC-1206,2024-04-18,6624,德邦
MS-1669,MC-537,2025-07-24,3528,专线物流
MS-1670,MC-1231,2025-05-04,13224,德邦
MS-1671,MC-1358,02-03-2025,18394,自提
MS-1672,MC-1226,26-07-2024,6362,德邦
MS-1673,MC-1266,2025-08-28,1221,顺丰重货
MS-1674,MC-553,10/19/2024,19146,德邦
MS-1675,MC-625,2024-05-20,9944,顺丰重货
MS-1676,MC-1253,09/23/2026,11892,自提
MS-1677,MC-956,2025-11-11,15234,顺丰重货
MS-1678,MC-939,10-02-2025,18296,自提
MS-1679,MC-1137,2026-03-26,12234,德邦
MS-1680,MC-641,28-09-2024,12518,专线物流
MS-1681,MC-923,2024-12-08,181,顺丰重货
MS-1682,MC-731,24-06-2025,1170,德邦
MS-1683,MC-875,2025-11-04,4806,顺丰重货
MS-1684,MC-1226,06/28/2024,13970,顺丰重货
MS-1685,MC-533,2026-04-12,10634,顺丰重货
MS-1686,MC-525,2024-11-01,9454,德邦
MS-1687,MC-1272,12/19/2026,12759,自提
MS-1688,MC-600,2026-05-08,18057,自提
MS-1689,MC-1242,2025-09-22,10232,专线物流
MS-1690,MC-521,07/26/2025,12111,德邦
MS-1691,MC-21,04/20/2025,6464,德邦
MS-1692,MC-1009,2025-03-04,6292,专线物流
MS-1693,MC-1172,2025-08-17,13703,自提
MS-1694,MC-1096,2024-09-18,12425,专线物流
MS-1695,MC-594,2025-12-28,17431,德邦
MS-1696,MC-854,07/19/2025,11025,顺丰重货
MS-1697,MC-1038,2024-03-09,10505,专线物流
MS-1698,MC-1100,2026-07-23,3651,专线物流
MS-1699,MC-886,2026-10-05,15729,德邦
MS-1700,MC-875,07/20/2026,17377,顺丰重货
MS-1701,MC-1290,2026-08-25,12761,顺丰重货
MS-1702,MC-1329,04/11/2025,13918,顺丰重货
MS-1703,MC-914,2025-08-23,12516,自提
MS-1704,MC-1094,04/18/2024,8115,自提
MS-1705,MC-758,2026-03-25,17220,专线物流
MS-1706,MC-486,2026-09-14,10046,专线物流
MS-1707,MC-288,2024-06-12,7708,专线物流
MS-1708,MC-794,2024-11-09,18232,自提
MS-1709,MC-863,03-09-2026,19747,专线物流
MS-1710,MC-14,26-09-2026,7486,自提
MS-1711,MC-1190,2025-04-26,10671,专线物流
MS-1712,MC-882,06/26/2024,5175,自提
MS-1713,MC-1177,2026-10-25,17190,顺丰重货
MS-1714,MC-1247,13-06-2024,7790,自提
MS-1715,MC-874,04/07/2025,3013,自提
MS-1716,MC-501,2024-06-21,5621,自提
MS-1717,MC-564,2024-09-28,19256,德邦
MS-1718,MC-475,03/25/2024,17787,顺丰重货
MS-1719,MC-373,05-12-2024,19733,顺丰重货
MS-1720,MC-572,2024-05-07,12772,自提
MS-1721,MC-1342,19-03-2024,9767,自提
MS-1722,MC-812,2025-05-17,7859,专线物流
MS-1723,MC-951,11/10/2024,8544,专线物流
MS-1724,MC-1232,2025-11-15,19098,专线物流
MS-1725,MC-329,2025-08-11,17679,德邦
MS-1726,MC-725,2024-06-11,13865,自提
MS-1727,MC-14,2025-12-16,12395,自提
MS-1728,MC-361,2026-03-04,17519,顺丰重货
MS-1729,MC-696,2025-01-07,6040,德邦
MS-1730,MC-649,2025-09-08,15077,德邦
MS-1731,MC-625,01-11-2024,8233,德邦
MS-1732,MC-717,2024-10-12,13943,德邦
MS-1733,MC-379,03/24/2026,17037,顺丰重货
MS-1734,MC-35,01/14/2025,9384,专线物流
MS-1735,MC-1057,17-03-2025,15547,顺丰重货
MS-1736,MC-792,05/11/2026,19974,顺丰重货
MS-1737,MC-422,18-09-2025,15010,德邦
MS-1738,MC-735,2025-02-21,16788,自提
MS-1739,MC-1136,20-10-2025,19009,德邦
MS-1740,MC-1290,03/24/2026,5328,顺丰重货
MS-1741,MC-1300,2026-07-09,2906,自提
MS-1742,MC-586,05/12/2025,6428,德邦
MS-1743,MC-764,2026-04-08,15786,自提
MS-1744,MC-823,2024-10-15,15824,自提
MS-1745,MC-828,02/26/2025,5113,德邦
MS-1746,MC-842,10/01/2025,13406,德邦
MS-1747,MC-508,08/28/2025,882,专线物流
MS-1748,MC-489,2024-02-14,3513,专线物流
MS-1749,MC-759,2025-04-15,16646,专线物流
MS-1750,MC-539,2025-04-23,15828,顺丰重货
MS-1751,MC-756,2026-07-25,19734,顺丰重货
MS-1752,MC-148,2026-03-16,17717,专线物流
MS-1753,MC-991,2026-04-10,9272,自提
MS-1754,MC-433,2024-04-22,861,德邦
MS-1755,MC-1310,23-07-2026,11106,德邦
MS-1756,MC-576,07-01-2026,6495,顺丰重货
MS-1757,MC-658,2026-05-28,1555,德邦
MS-1758,MC-307,2024-03-19,8926,德邦
MS-1759,MC-668,09/13/2025,12244,德邦
MS-1760,MC-1210,2024-10-11,15866,专线物流
MS-1761,MC-948,2025-07-03,18887,专线物流
MS-1762,MC-327,2025-03-07,14468,专线物流
MS-1763,MC-1214,09/12/2026,9289,顺丰重货
MS-1764,MC-1146,2026-02-18,2040,自提
MS-1765,MC-1179,07/28/2026,9497,自提
MS-1766,MC-1173,2026-12-23,8211,专线物流
MS-1767,MC-489,2026-10-03,2139,自提
MS-1768,MC-355,24-04-2026,10925,专线物流
MS-1769,MC-626,2025-10-14,12602,德邦
MS-1770,MC-1043,05/09/2024,14340,顺丰重货
MS-1771,MC-27,10/03/2025,7854,专线物流
MS-1772,MC-581,01-11-2024,957,自提
MS-1773,MC-798,10/27/2024,14126,德邦
MS-1774,MC-921,10/01/2026,19996,顺丰重货
MS-1775,MC-1079,05-05-2025,7797,专线物流
MS-1776,MC-862,08/19/2024,15015,专线物流
MS-1777,MC-672,2024-01-25,10872,专线物流
MS-1778,MC-590,2024-07-15,17440,德邦
MS-1779,MC-11,01/14/2024,12223,自提
MS-1780,MC-1077,2025-02-13,12478,专线物流
MS-1781,MC-463,2025-04-22,3015,顺丰重货
MS-1782,MC-1335,2026-12-17,10418,自提
MS-1783,MC-584,01-03-2024,9657,顺丰重货
MS-1784,MC-1393,2025-06-07,3902,德邦
MS-1785,MC-595,2026-05-28,12967,顺丰重货
MS-1786,MC-1099,07/14/2025,6016,德邦
MS-1787,MC-708,08/09/2026,7426,自提
MS-1788,MC-1206,2025-06-28,16707,德邦
MS-1789,MC-1266,09/22/2024,6997,顺丰重货
MS-1790,MC-928,2026-04-04,11321,德邦
MS-1791,MC-412,2024-12-08,10828,自提
MS-1792,MC-32,2024-07-04,13005,德邦
MS-1793,MC-1390,2026-10-17,13401,专线物流
MS-1794,MC-15,01-08-2025,5998,顺丰重货
MS-1795,MC-600,2026-09-01,10289,德邦
MS-1796,MC-607,22-10-2025,2384,德邦
MS-1797,MC-311,2025-12-20,9618,专线物流
MS-1798,MC-384,2024-03-19,516,自提
MS-1799,MC-356,2024-02-16,19698,德邦
MS-1800,MC-1272,2025-12-13,3481,顺丰重货
MS-1801,MC-1127,2026-11-26,12573,顺丰重货
MS-1802,MC-375,2024-10-28,17256,自提
MS-1803,MC-1400,2025-05-24,4099,德邦
MS-1804,MC-945,08/05/2026,15562,自提
MS-1805,MC-327,04/15/2024,14324,顺丰重货
MS-1806,MC-726,19-07-2024,2324,顺丰重货
MS-1807,MC-416,2024-12-25,11279,德邦
MS-1808,MC-596,2025-10-15,15406,专线物流
MS-1809,MC-561,2025-03-14,19703,专线物流
MS-1810,MC-540,2024-04-16,13611,德邦
MS-1811,MC-694,08-09-2024,1272,顺丰重货
MS-1812,MC-901,2025-10-22,1257,顺丰重货
MS-1813,MC-1107,2024-10-04,6843,专线物流
MS-1814,MC-146,2025-01-21,2592,自提
MS-1815,MC-1280,12/10/2025,6374,德邦
MS-1816,MC-1131,2026-01-22,9685,自提
MS-1817,MC-361,2025-11-10,13761,自提
MS-1818,MC-1240,2026-07-03,16648,专线物流
MS-1819,MC-1057,2025-04-09,19309,自提
MS-1820,MC-113,02/14/2025,2987,专线物流
MS-1821,MC-140,08/10/2026,13890,专线物流
MS-1822,MC-804,2024-04-23,14577,专线物流
MS-1823,MC-659,24-02-2025,6890,自提
MS-1824,MC-1264,2024-03-10,3185,专线物流
MS-1825,MC-1079,11/12/2025,5210,德邦
MS-1826,MC-1313,2024-04-28,16530,顺丰重货
MS-1827,MC-1262,2025-02-22,19977,自提
MS-1828,MC-1260,2024-04-11,3734,德邦
MS-1829,MC-986,2024-03-28,10244,顺丰重货
MS-1830,MC-1123,02/08/2026,13702,德邦
MS-1831,MC-827,26-01-2024,7790,顺丰重货
MS-1832,MC-927,07/20/2024,2704,专线物流
MS-1833,MC-1040,13-04-2024,355,自提
MS-1834,MC-1314,03/19/2024,2288,自提
MS-1835,MC-427,2025-11-09,1976,专线物流
MS-1836,MC-1026,10-05-2024,18471,顺丰重货
MS-1837,MC-766,2024-10-22,12822,顺丰重货
MS-1838,MC-290,25-07-2024,4000,顺丰重货
MS-1839,MC-695,2026-01-11,19323,专线物流
MS-1840,MC-1304,04/13/2024,12559,专线物流
MS-1841,MC-463,2025-06-02,11225,专线物流
MS-1842,MC-802,2024-10-10,15203,自提
MS-1843,MC-779,2024-01-09,861,顺丰重货
MS-1844,MC-567,03/27/2024,9794,自提
MS-1845,MC-854,03/22/2026,4590,德邦
MS-1846,MC-706,2026-06-05,1545,自提
MS-1847,MC-1259,2024-04-19,19961,顺丰重货
MS-1848,MC-574,05/21/2024,6488,自提
MS-1849,MC-1099,2024-05-26,4598,自提
MS-1850,MC-679,2025-12-03,6352,专线物流
MS-1851,MC-855,2024-01-27,19898,专线物流
MS-1852,MC-632,2024-06-25,11422,专线物流
MS-1853,MC-590,25-08-2024,512,专线物流
MS-1854,MC-1160,07/22/2025,19710,自提
MS-1855,MC-1293,2025-10-05,817,专线物流
MS-1856,MC-1082,2026-03-16,2390,顺丰重货
MS-1857,MC-573,2026-04-18,9028,专线物流
MS-1858,MC-1068,2026-09-17,10905,顺丰重货
MS-1859,MC-764,13-10-2026,17545,专线物流
MS-1860,MC-723,2025-09-24,18560,顺丰重货
MS-1861,MC-29,07/04/2026,13651,自提
MS-1862,MC-738,07/24/2025,11706,德邦
MS-1863,MC-1001,2024-01-27,17363,顺丰重货
MS-1864,MC-495,2026-07-03,11895,顺丰重货
MS-1865,MC-1334,2025-04-03,14507,顺丰重货
MS-1866,MC-978,10-02-2025,6354,顺丰重货
MS-1867,MC-1381,2024-11-28,11386,德邦
MS-1868,MC-546,2025-09-02,5163,自提
MS-1869,MC-296,2024-09-14,11653,专线物流
MS-1870,MC-556,2024-05-05,4211,顺丰重货
MS-1871,MC-1007,05/07/2025,1165,专线物流
MS-1872,MC-1204,2025-08-26,2407,自提
MS-1873,MC-132,01-03-2024,16455,自提
MS-1874,MC-1139,2026-03-23,15312,自提
MS-1875,MC-1078,14-11-2024,1426,顺丰重货
MS-1876,MC-1068,2025-01-26,8694,顺丰重货
MS-1877,MC-608,08/10/2026,19481,专线物流
MS-1878,MC-913,2025-10-24,3821,顺丰重货
MS-1879,MC-1198,2026-01-08,14674,自提
MS-1880,MC-826,2026-11-09,4994,自提
MS-1881,MC-350,10/16/2026,8135,自提
MS-1882,MC-1262,09-12-2024,226,德邦
MS-1883,MC-770,2025-05-22,16226,德邦
MS-1884,MC-867,2024-03-02,2606,自提
MS-1885,MC-854,07-09-2026,7150,专线物流
MS-1886,MC-1367,2024-04-18,11804,顺丰重货
MS-1887,MC-1022,2024-11-14,578,顺丰重货
MS-1888,MC-1229,2025-04-03,5957,顺丰重货
MS-1889,MC-869,2026-09-06,8048,专线物流
MS-1890,MC-650,17-05-2025,1945,自提
MS-1891,MC-306,04-11-2024,9198,自提
MS-1892,MC-589,2025-09-18,13407,专线物流
MS-1893,MC-383,18-03-2024,18576,德邦
MS-1894,MC-804,2025-04-13,1318,德邦
MS-1895,MC-366,04/05/2026,4299,德邦
MS-1896,MC-450,06/08/2026,18692,专线物流
MS-1897,MC-805,13-10-2024,4086,顺丰重货
MS-1898,MC-678,2025-06-02,11156,自提
MS-1899,MC-1219,2024-09-14,10031,专线物流
MS-1900,MC-771,2024-08-04,11397,德邦
MS-1901,MC-862,01-03-2026,18284,顺丰重货
MS-1902,MC-1379,2024-03-25,4285,专线物流
MS-1903,MC-547,2025-01-09,7018,德邦
MS-1904,MC-1337,2024-03-18,17249,顺丰重货
MS-1905,MC-328,2024-04-22,17725,顺丰重货
MS-1906,MC-541,2025-12-13,10842,顺丰重货
MS-1907,MC-390,2026-07-16,450,专线物流
MS-1908,MC-547,03/08/2025,16313,德邦
MS-1909,MC-864,2025-01-22,7989,自提
MS-1910,MC-3,2026-04-23,3879,专线物流
MS-1911,MC-1191,2025-11-14,4927,德邦
MS-1912,MC-17,11-06-2025,19937,自提
MS-1913,MC-354,2024-03-13,8342,顺丰重货
MS-1914,MC-1010,09/25/2026,13370,专线物流
MS-1915,MC-1245,07/05/2026,13430,顺丰重货
MS-1916,MC-983,2026-06-01,8715,顺丰重货
MS-1917,MC-585,01-04-2025,17919,德邦
MS-1918,MC-506,2024-08-13,18321,顺丰重货
MS-1919,MC-824,11-10-2024,17339,顺丰重货
MS-1920,MC-1233,06/13/2025,3179,顺丰重货
MS-1921,MC-1204,15-07-2024,13650,专线物流
MS-1922,MC-403,01/12/2026,18131,自提
MS-1923,MC-1177,2024-08-15,11668,专线物流
MS-1924,MC-839,2026-02-23,15765,顺丰重货
MS-1925,MC-1033,10-09-2024,2086,顺丰重货
MS-1926,MC-1303,06/21/2024,3177,德邦
MS-1927,MC-849,12/08/2026,2898,专线物流
MS-1928,MC-759,06/21/2026,11396,德邦
MS-1929,MC-1254,2025-04-25,7294,顺丰重货
MS-1930,MC-964,2026-04-20,13104,顺丰重货
MS-1931,MC-370,2026-06-28,9684,专线物流
MS-1932,MC-383,26-12-2025,147,自提
MS-1933,MC-916,2026-04-23,14695,专线物流
MS-1934,MC-654,2025-08-25,7097,专线物流
MS-1935,MC-1070,08/16/2026,2523,专线物流
MS-1936,MC-555,2024-11-02,2876,顺丰重货
MS-1937,MC-665,2026-12-12,3778,自提
MS-1938,MC-644,06/21/2025,18935,顺丰重货
MS-1939,MC-554,02/05/2024,244,专线物流
MS-1940,MC-422,2024-07-02,7979,德邦
MS-1941,MC-764,2026-10-26,16084,德邦
MS-1942,MC-607,09/14/2024,12690,专线物流
MS-1943,MC-376,15-01-2024,9489,专线物流
MS-1944,MC-448,10-11-2026,4228,专线物流
MS-1945,MC-1123,11-09-2024,8845,自提
MS-1946,MC-819,18-06-2024,18005,德邦
MS-1947,MC-408,2025-04-28,193,德邦
MS-1948,MC-1034,26-09-2024,19203,专线物流
MS-1949,MC-1142,24-11-2026,17025,自提
MS-1950,MC-608,2025-11-28,3642,自提
MS-1951,MC-830,07/27/2025,8269,顺丰重货
MS-1952,MC-663,04/06/2025,3835,自提
MS-1953,MC-619,05/14/2024,1849,自提
MS-1954,MC-512,21-08-2025,12800,专线物流
MS-1955,MC-285,10/09/2026,19733,德邦
MS-1956,MC-334,10/11/2024,10750,德邦
MS-1957,MC-1307,2024-08-09,18740,顺丰重货
MS-1958,MC-1150,05/05/2025,373,顺丰重货
MS-1959,MC-1073,2025-09-14,16750,自提
MS-1960,MC-1180,02-12-2024,137,专线物流
MS-1961,MC-781,01/28/2025,18296,自提
MS-1962,MC-1377,2024-05-26,8292,专线物流
MS-1963,MC-929,08/23/2025,456,专线物流
MS-1964,MC-472,17-04-2026,9421,顺丰重货
MS-1965,MC-812,2024-11-25,15989,德邦
MS-1966,MC-487,2026-09-25,13691,顺丰重货
MS-1967,MC-1048,21-01-2025,1710,专线物流
MS-1968,MC-467,01/28/2026,5782,自提
MS-1969,MC-1085,2026-10-24,16903,德邦
MS-1970,MC-572,24-11-2024,10772,自提
MS-1971,MC-874,12/26/2024,10087,专线物流
MS-1972,MC-916,2025-06-25,8663,自提
MS-1973,MC-434,08/02/2026,14621,顺丰重货
MS-1974,MC-1330,2024-06-01,17016,顺丰重货
MS-1975,MC-666,02/19/2025,5339,顺丰重货
MS-1976,MC-976,22-05-2025,11105,顺丰重货
MS-1977,MC-832,10/22/2025,13315,专线物流
MS-1978,MC-129,2024-05-22,3562,德邦
MS-1979,MC-652,2025-08-07,7525,专线物流
MS-1980,MC-911,03/13/2025,6644,德邦
MS-1981,MC-1302,2025-03-28,4371,专线物流
MS-1982,MC-1111,2025-10-15,14541,顺丰重货
MS-1983,MC-869,2026-10-19,64,德邦
MS-1984,MC-1071,2024-12-09,18646,顺丰重货
MS-1985,MC-33,2024-04-07,1078,德邦
MS-1986,MC-1361,03/12/2024,13217,顺丰重货
MS-1987,MC-946,2025-12-19,12856,顺丰重货
MS-1988,MC-327,10-11-2025,13003,德邦
MS-1989,MC-1259,2026-05-04,11404,专线物流
MS-1990,MC-336,2026-03-11,15660,自提
MS-1991,MC-414,09/02/2026,5530,德邦
MS-1992,MC-980,19-05-2026,421,自提
MS-1993,MC-789,2026-03-28,12838,自提
MS-1994,MC-974,2025-06-22,13411,德邦
MS-1995,MC-543,2025-01-10,16384,自提
MS-1996,MC-1030,2026-10-21,19534,德邦
MS-1997,MC-127,2025-08-06,2316,顺丰重货
MS-1998,MC-700,05/11/2024,19497,德邦
MS-1999,MC-1272,2025-04-11,7979,顺丰重货
MS-2000,MC-1110,06/04/2026,19462,顺丰重货
MS-2001,MC-1055,2024-11-26,4479,专线物流
MS-2002,MC-1364,09-10-2025,14251,顺丰重货
MS-2003,MC-619,08/27/2026,17811,自提
MS-2004,MC-1181,2025-07-15,17709,自提
MS-2005,MC-493,2026-09-24,19547,德邦
MS-2006,MC-129,2024-09-19,19558,自提
MS-2007,MC-1221,2025-12-23,12230,德邦
MS-2008,MC-1115,03/20/2024,14114,顺丰重货
MS-2009,MC-1350,2026-08-03,13314,德邦
MS-2010,MC-947,2026-04-16,5849,专线物流
MS-2011,MC-1017,2024-06-25,6987,自提
MS-2012,MC-1249,2025-01-01,15139,专线物流
MS-2013,MC-1070,13-02-2024,5760,自提
MS-2014,MC-580,2024-11-16,2966,顺丰重货
MS-2015,MC-401,2026-07-26,14936,专线物流
MS-2016,MC-598,27-03-2024,8844,自提
MS-2017,MC-681,02/19/2025,12690,德邦
MS-2018,MC-150,10/21/2024,6461,顺丰重货
MS-2019,MC-116,2024-07-16,14016,专线物流
MS-2020,MC-692,2026-04-26,6817,自提
MS-2021,MC-840,04/03/2024,11603,专线物流
MS-2022,MC-310,05-06-2024,9045,自提
MS-2023,MC-887,2026-06-08,18568,自提
MS-2024,MC-482,2026-02-05,17349,自提
MS-2025,MC-658,06/05/2026,4834,德邦
MS-2026,MC-1367,08/13/2024,14608,自提
MS-2027,MC-1329,2025-07-01,3039,自提
MS-2028,MC-746,2025-04-25,11165,德邦
MS-2029,MC-589,02/26/2024,15215,专线物流
MS-2030,MC-547,2025-11-16,1103,德邦
MS-2031,MC-1305,2025-03-27,4235,自提
MS-2032,MC-1342,2025-12-20,11492,顺丰重货
MS-2033,MC-118,2026-12-18,14061,德邦
MS-2034,MC-1313,09/03/2025,4161,自提
MS-2035,MC-1011,2026-05-04,10090,德邦
MS-2036,MC-1342,03-10-2024,19067,德邦
MS-2037,MC-308,2026-09-11,8422,顺丰重货
MS-2038,MC-1367,2025-02-04,682,专线物流
MS-2039,MC-32,2026-05-03,17937,专线物流
MS-2040,MC-975,08/09/2026,17542,专线物流
MS-2041,MC-1160,2024-10-14,4949,自提
MS-2042,MC-383,2026-01-27,769,自提
MS-2043,MC-1105,12/14/2026,9044,专线物流
MS-2044,MC-953,21-04-2024,9286,顺丰重货
MS-2045,MC-327,06-12-2026,12964,顺丰重货
MS-2046,MC-1050,10/11/2026,14912,专线物流
MS-2047,MC-780,08/11/2026,4768,专线物流
MS-2048,MC-625,2025-07-09,18215,自提
MS-2049,MC-1071,11/08/2026,4019,自提
MS-2050,MC-766,07-01-2024,11293,专线物流
MS-2051,MC-120,2026-09-04,7337,自提
MS-2052,MC-1035,2026-04-16,184,自提
MS-2053,MC-763,2025-10-03,8689,德邦
MS-2054,MC-658,12/16/2024,9557,自提
MS-2055,MC-1065,08/12/2025,16291,自提
MS-2056,MC-416,2026-06-06,7543,自提
MS-2057,MC-1064,2025-10-17,793,专线物流
MS-2058,MC-749,2025-01-23,12871,自提
MS-2059,MC-414,16-08-2026,2790,自提
MS-2060,MC-1382,25-07-2024,15632,专线物流
MS-2061,MC-861,2025-08-19,19408,专线物流
MS-2062,MC-617,2025-04-17,5682,顺丰重货
MS-2063,MC-1225,16-11-2026,3523,专线物流
MS-2064,MC-955,09/21/2024,13760,自提
MS-2065,MC-1228,2024-12-16,8309,德邦
MS-2066,MC-971,2026-05-04,1345,顺丰重货
MS-2067,MC-443,2026-01-16,16684,专线物流
MS-2068,MC-1336,05-02-2026,8969,顺丰重货
MS-2069,MC-366,2024-12-14,8779,自提
MS-2070,MC-1294,2024-01-26,19682,顺丰重货
MS-2071,MC-362,2025-04-05,15602,德邦
MS-2072,MC-527,09/10/2024,10423,顺丰重货
MS-2073,MC-790,05/23/2025,2486,顺丰重货
MS-2074,MC-701,03/18/2025,19930,专线物流
MS-2075,MC-775,27-07-2025,19075,德邦
MS-2076,MC-1007,2026-06-28,1804,德邦
MS-2077,MC-425,05-04-2024,12987,专线物流
MS-2078,MC-402,2025-01-08,5991,德邦
MS-2079,MC-1373,07-04-2024,15976,德邦
MS-2080,MC-311,2024-10-19,14992,顺丰重货
MS-2081,MC-742,08/11/2024,17889,专线物流
MS-2082,MC-1269,2025-05-25,967,专线物流
MS-2083,MC-662,2026-10-20,11161,自提
MS-2084,MC-731,2024-03-14,14747,自提
MS-2085,MC-693,2025-05-17,19228,顺丰重货
MS-2086,MC-446,2024-09-01,4148,顺丰重货
MS-2087,MC-1278,2024-05-20,1434,顺丰重货
MS-2088,MC-1051,2025-03-24,547,德邦
MS-2089,MC-1397,2025-07-08,11923,自提
MS-2090,MC-292,14-04-2024,12541,顺丰重货
MS-2091,MC-7,08-07-2025,4899,顺丰重货
MS-2092,MC-815,2024-04-04,6775,顺丰重货
MS-2093,MC-1091,04/18/2026,17887,德邦
MS-2094,MC-531,2024-02-12,6842,自提
MS-2095,MC-537,02/19/2024,11981,顺丰重货
MS-2096,MC-865,19-08-2025,4362,顺丰重货
MS-2097,MC-942,08/14/2025,10546,自提
MS-2098,MC-931,04/13/2026,9124,德邦
MS-2099,MC-523,11/17/2025,11120,德邦
MS-2100,MC-1394,2026-01-01,19778,顺丰重货
MS-2101,MC-1166,04/12/2024,377,自提
MS-2102,MC-299,11/07/2025,680,德邦
MS-2103,MC-1297,2024-08-02,12509,顺丰重货
MS-2104,MC-575,2026-03-06,3885,顺丰重货
MS-2105,MC-1270,2026-04-05,6726,自提
MS-2106,MC-1122,04/01/2026,14044,专线物流
MS-2107,MC-760,2024-01-10,4218,自提
MS-2108,MC-617,11-09-2024,5229,德邦
MS-2109,MC-641,18-03-2024,9683,专线物流
MS-2110,MC-1066,2025-12-01,1100,德邦
MS-2111,MC-19,18-08-2024,4917,德邦
MS-2112,MC-1391,21-05-2026,811,顺丰重货
MS-2113,MC-1257,02/09/2026,18341,自提
MS-2114,MC-761,03-05-2026,2452,自提
MS-2115,MC-915,2026-01-06,15821,自提
MS-2116,MC-455,2024-08-12,16606,专线物流
MS-2117,MC-1219,2024-09-17,5297,自提
MS-2118,MC-1330,05/03/2026,4058,顺丰重货
MS-2119,MC-1158,09-09-2025,5016,自提
MS-2120,MC-1176,2024-04-08,2991,顺丰重货
MS-2121,MC-712,2024-08-17,1865,顺丰重货
MS-2122,MC-1069,08-05-2024,19633,专线物流
MS-2123,MC-935,2024-10-18,11538,专线物流
MS-2124,MC-968,06/14/2025,12867,自提
MS-2125,MC-972,07/27/2026,14990,自提
MS-2126,MC-315,2025-08-05,17619,自提
MS-2127,MC-116,2025-01-06,8979,自提
MS-2128,MC-1153,2025-04-08,15286,专线物流
MS-2129,MC-1063,2026-08-09,11867,德邦
MS-2130,MC-1171,08/09/2024,10373,顺丰重货
MS-2131,MC-299,25-11-2026,12056,顺丰重货
MS-2132,MC-1350,11/28/2024,18753,自提
MS-2133,MC-787,2025-07-02,9256,德邦
MS-2134,MC-1251,27-09-2025,10822,顺丰重货
MS-2135,MC-872,02/06/2025,18277,德邦
MS-2136,MC-124,2024-08-08,10073,德邦
MS-2137,MC-1291,2026-04-05,3657,专线物流
MS-2138,MC-822,09/09/2026,4306,德邦
MS-2139,MC-1372,11/08/2024,13436,德邦
MS-2140,MC-602,2024-12-22,3179,自提
MS-2141,MC-595,11/03/2026,973,自提
MS-2142,MC-1341,2024-07-25,6988,顺丰重货
MS-2143,MC-696,2026-11-11,8890,专线物流
MS-2144,MC-634,2025-10-24,13031,自提
MS-2145,MC-376,2026-04-03,19158,顺丰重货
MS-2146,MC-727,2024-09-09,3898,顺丰重货
MS-2147,MC-1003,01/19/2026,810,德邦
MS-2148,MC-1199,2026-06-24,6077,专线物流
MS-2149,MC-1012,07/02/2024,9036,德邦
MS-2150,MC-665,2026-06-01,18159,自提
MS-2151,MC-422,01/12/2026,777,顺丰重货
MS-2152,MC-1202,2026-03-23,6303,顺丰重货
MS-2153,MC-281,11/09/2025,851,专线物流
MS-2154,MC-879,03/18/2026,17143,专线物流
MS-2155,MC-4,2026-01-21,14025,自提
MS-2156,MC-936,2025-11-21,5155,专线物流
MS-2157,MC-678,01-07-2025,16365,顺丰重货
MS-2158,MC-871,2024-12-20,10225,顺丰重货
MS-2159,MC-1298,2026-01-10,7696,顺丰重货
MS-2160,MC-480,2026-12-09,1240,顺丰重货
MS-2161,MC-559,01/03/2024,3291,顺丰重货
MS-2162,MC-1171,05-01-2026,8995,德邦
MS-2163,MC-727,05/21/2025,2923,自提
MS-2164,MC-287,24-11-2026,10371,德邦
MS-2165,MC-751,02/24/2024,674,德邦
MS-2166,MC-337,06/24/2025,5847,德邦
MS-2167,MC-863,2026-03-10,10028,德邦
MS-2168,MC-1024,2026-02-17,872,专线物流
MS-2169,MC-1111,11-02-2025,3054,专线物流
MS-2170,MC-1143,12/14/2024,4301,专线物流
MS-2171,MC-294,2024-04-25,18009,顺丰重货
MS-2172,MC-938,2024-02-10,3764,顺丰重货
MS-2173,MC-650,07/28/2025,17686,顺丰重货
MS-2174,MC-658,21-11-2024,19843,顺丰重货
MS-2175,MC-1351,21-02-2026,8380,专线物流
MS-2176,MC-669,2025-03-26,641,自提
MS-2177,MC-875,01-04-2026,12426,德邦
MS-2178,MC-489,2025-06-20,2561,顺丰重货
MS-2179,MC-798,2025-07-19,13848,自提
MS-2180,MC-1267,2025-08-05,14158,顺丰重货
MS-2181,MC-328,2025-01-17,8921,顺丰重货
MS-2182,MC-38,08-03-2026,9572,德邦
MS-2183,MC-521,2025-08-25,3678,顺丰重货
MS-2184,MC-1155,05/07/2026,17376,自提
