batch_id,order_id,material_id,start_date,output_qty
BATCH-6537,MO-6065,RM-44,21-04-2026,96
BATCH-6538,MO-3758,RM-85,2026-07-07,1035
BATCH-6539,MO-651,RM-91,27-02-2026,1662
BATCH-6540,MO-2226,RM-118,02/12/2024,3828
BATCH-6541,MO-5342,RM-117,05/25/2025,2408
BATCH-6542,MO-6316,RM-116,01/06/2025,577
BATCH-6543,MO-7728,RM-69,2024-02-26,3483
BATCH-6544,MO-2576,RM-36,2024-01-10,2668
BATCH-6545,MO-6605,RM-109,06-06-2025,2704
BATCH-6546,MO-3789,RM-73,05/01/2024,2694
BATCH-6547,MO-7775,RM-14,2024-01-18,3301
BATCH-6548,MO-7171,RM-13,2026-01-15,3110
BATCH-6549,MO-1302,RM-17,25-10-2026,1570
BATCH-6550,MO-4511,RM-12,2026-08-11,1410
BATCH-6551,MO-6094,RM-86,2025-01-26,809
BATCH-6552,MO-2175,RM-6,2026-03-14,3156
BATCH-6553,MO-5625,RM-92,2025-11-25,3685
BATCH-6554,MO-6502,RM-118,22-07-2026,852
BATCH-6555,MO-160,RM-77,06/21/2025,4519
BATCH-6556,MO-3582,RM-99,05/02/2024,1958
BATCH-6557,MO-3857,RM-96,2024-04-14,3411
BATCH-6558,MO-5234,RM-105,04/28/2024,4486
BATCH-6559,MO-1340,RM-43,2026-03-21,1245
BATCH-6560,MO-3535,RM-28,09/08/2026,4629
BATCH-6561,MO-17,RM-95,2025-05-13,994
BATCH-6562,MO-3036,RM-13,08/18/2026,2770
BATCH-6563,MO-7965,RM-99,05/04/2026,1839
BATCH-6564,MO-1778,RM-15,2024-04-14,1694
BATCH-6565,MO-1446,RM-44,2024-07-02,3215
BATCH-6566,MO-595,RM-90,08/28/2024,4170
BATCH-6567,MO-714,RM-119,2026-04-08,358
BATCH-6568,MO-3221,RM-77,2025-05-01,4745
BATCH-6569,MO-2869,RM-41,2025-12-26,1439
BATCH-6570,MO-7739,RM-84,03/17/2026,2988
BATCH-6571,MO-3457,RM-90,2025-06-01,4558
BATCH-6572,MO-7511,RM-50,2025-10-13,213
BATCH-6573,MO-7515,RM-47,25-08-2026,453
BATCH-6574,MO-6361,RM-6,2025-06-10,2174
BATCH-6575,MO-6550,RM-117,2025-03-02,1986
BATCH-6576,MO-5735,RM-22,19-09-2024,4633
BATCH-6577,MO-3339,RM-31,2025-06-03,3443
BATCH-6578,MO-3596,RM-6,08/21/2025,733
BATCH-6579,MO-7246,RM-96,07/06/2024,4117
BATCH-6580,MO-988,RM-6,2025-07-03,4486
BATCH-6581,MO-2483,RM-96,02/19/2025,2729
BATCH-6582,MO-5752,RM-76,11/02/2025,3079
BATCH-6583,MO-3238,RM-33,2026-06-06,702
BATCH-6584,MO-626,RM-83,24-05-2024,1366
BATCH-6585,MO-810,RM-72,12/16/2026,3301
BATCH-6586,MO-3285,RM-81,10/28/2024,4227
BATCH-6587,MO-7724,RM-28,2024-06-05,579
BATCH-6588,MO-3731,RM-67,2025-06-12,3577
BATCH-6589,MO-465,RM-65,03/05/2025,1366
BATCH-6590,MO-389,RM-43,2025-12-06,1884
BATCH-6591,MO-688,RM-108,2026-12-09,3811
BATCH-6592,MO-7710,RM-98,2024-11-16,3794
BATCH-6593,MO-1207,RM-60,2025-08-11,3083
BATCH-6594,MO-1883,RM-106,12/11/2025,3419
BATCH-6595,MO-7352,RM-38,06-02-2024,2065
BATCH-6596,MO-3130,RM-6,2026-06-04,4715
BATCH-6597,MO-2216,RM-52,03/20/2025,2138
BATCH-6598,MO-377,RM-5,2025-01-02,2139
BATCH-6599,MO-2894,RM-40,15-10-2024,2518
BATCH-6600,MO-820,RM-93,2025-03-12,3521
BATCH-6601,MO-4610,RM-96,08/06/2026,4772
BATCH-6602,MO-6089,RM-84,12-01-2024,2120
BATCH-6603,MO-5035,RM-116,2026-03-10,3877
BATCH-6604,MO-6723,RM-14,2024-01-10,2815
BATCH-6605,MO-6734,RM-57,22-06-2025,2122
BATCH-6606,MO-1524,RM-31,14-10-2026,4756
BATCH-6607,MO-739,RM-65,2026-04-25,17
BATCH-6608,MO-5392,RM-108,2025-10-11,2563
BATCH-6609,MO-3133,RM-86,05/04/2026,328
BATCH-6610,MO-2423,RM-101,2026-04-15,1171
BATCH-6611,MO-1896,RM-43,2026-05-10,746
BATCH-6612,MO-6162,RM-77,06/03/2025,3558
BATCH-6613,MO-1234,RM-6,2025-02-05,773
BATCH-6614,MO-3705,RM-108,2026-02-09,630
BATCH-6615,MO-6088,RM-35,05/01/2025,2327
BATCH-6616,MO-4187,RM-49,20-10-2026,3870
BATCH-6617,MO-4081,RM-65,23-01-2026,3806
BATCH-6618,MO-1810,RM-30,08/10/2024,3514
BATCH-6619,MO-1632,RM-19,04/21/2024,750
BATCH-6620,MO-6564,RM-95,01/27/2025,3456
BATCH-6621,MO-7429,RM-81,01/16/2026,1216
BATCH-6622,MO-2723,RM-72,2025-08-17,535
BATCH-6623,MO-2611,RM-59,2024-03-12,8
BATCH-6624,MO-6913,RM-92,12-12-2024,1625
BATCH-6625,MO-5935,RM-25,16-02-2024,3172
BATCH-6626,MO-1042,RM-50,25-05-2024,519
BATCH-6627,MO-3672,RM-53,24-08-2026,2570
BATCH-6628,MO-3785,RM-45,10/14/2026,1658
BATCH-6629,MO-2288,RM-119,06/09/2024,3574
BATCH-6630,MO-4439,RM-46,2026-07-10,3027
BATCH-6631,MO-860,RM-67,01-08-2026,2292
BATCH-6632,MO-2568,RM-95,2024-05-18,3031
BATCH-6633,MO-7564,RM-1,10-05-2026,3573
BATCH-6634,MO-7005,RM-1,2026-06-26,3466
BATCH-6635,MO-6761,RM-106,2025-02-16,1583
BATCH-6636,MO-876,RM-39,03/13/2025,238
BATCH-6637,MO-2060,RM-23,2024-09-24,4713
BATCH-6638,MO-2914,RM-31,03/24/2025,2286
BATCH-6639,MO-1178,RM-34,2025-11-02,1022
BATCH-6640,MO-7190,RM-99,09/11/2025,1075
BATCH-6641,MO-4889,RM-81,16-08-2024,4569
BATCH-6642,MO-2246,RM-14,2026-01-24,3353
BATCH-6643,MO-652,RM-70,10/13/2024,2484
BATCH-6644,MO-5605,RM-60,13-09-2024,4748
BATCH-6645,MO-5679,RM-79,03/15/2024,1179
BATCH-6646,MO-4150,RM-43,2026-08-14,3869
BATCH-6647,MO-4432,RM-25,11/25/2025,4124
BATCH-6648,MO-1280,RM-52,2026-05-03,2180
BATCH-6649,MO-5009,RM-107,2024-11-12,442
BATCH-6650,MO-67,RM-26,2025-05-01,2387
BATCH-6651,MO-489,RM-80,04/08/2026,1017
BATCH-6652,MO-313,RM-64,01/06/2024,1628
BATCH-6653,MO-4852,RM-73,06-05-2025,4555
BATCH-6654,MO-5825,RM-37,12/17/2025,3831
BATCH-6655,MO-3070,RM-96,2025-09-14,3846
BATCH-6656,MO-1268,RM-9,10/05/2025,4446
BATCH-6657,MO-2391,RM-120,2024-06-12,28
BATCH-6658,MO-7999,RM-29,16-03-2025,3209
BATCH-6659,MO-1450,RM-116,18-10-2024,1493
BATCH-6660,MO-6202,RM-69,02/26/2026,4511
BATCH-6661,MO-119,RM-39,2024-08-01,4794
BATCH-6662,MO-4378,RM-109,02/08/2024,4322
BATCH-6663,MO-478,RM-47,28-11-2026,1295
BATCH-6664,MO-1867,RM-23,26-08-2025,1200
BATCH-6665,MO-628,RM-35,2025-08-17,2269
BATCH-6666,MO-4616,RM-106,05/04/2025,2093
BATCH-6667,MO-2424,RM-5,27-12-2026,3798
BATCH-6668,MO-6035,RM-87,2024-04-23,1594
BATCH-6669,MO-5906,RM-101,19-04-2024,3894
BATCH-6670,MO-2894,RM-77,2026-04-10,3499
BATCH-6671,MO-4456,RM-68,2026-07-17,3747
BATCH-6672,MO-2081,RM-32,07-06-2024,3338
BATCH-6673,MO-3495,RM-87,2025-09-14,4175
BATCH-6674,MO-2287,RM-101,06/13/2025,3480
BATCH-6675,MO-387,RM-89,2026-09-22,2463
BATCH-6676,MO-2423,RM-103,2025-03-06,203
BATCH-6677,MO-6939,RM-109,2026-09-17,3123
BATCH-6678,MO-2359,RM-7,2025-08-12,1021
BATCH-6679,MO-2016,RM-72,2025-04-09,3233
BATCH-6680,MO-5246,RM-74,24-02-2025,4495
BATCH-6681,MO-2536,RM-48,15-12-2026,15
BATCH-6682,MO-593,RM-43,2026-07-08,529
BATCH-6683,MO-35,RM-15,2026-11-08,4564
BATCH-6684,MO-1144,RM-27,12/12/2026,503
BATCH-6685,MO-3319,RM-46,18-11-2024,38
BATCH-6686,MO-1980,RM-78,2026-02-14,3750
BATCH-6687,MO-3372,RM-88,2024-03-07,2931
BATCH-6688,MO-5844,RM-79,2025-03-24,3726
BATCH-6689,MO-4010,RM-49,06/25/2024,2058
BATCH-6690,MO-1713,RM-70,2026-06-14,4225
BATCH-6691,MO-7626,RM-73,2026-11-09,2557
BATCH-6692,MO-6739,RM-53,01/23/2026,2278
BATCH-6693,MO-6698,RM-21,2026-05-15,563
BATCH-6694,MO-1912,RM-99,07/14/2024,890
BATCH-6695,MO-1753,RM-45,2024-05-23,470
BATCH-6696,MO-159,RM-25,19-06-2026,1658
BATCH-6697,MO-7608,RM-68,11/06/2025,1073
BATCH-6698,MO-7226,RM-26,2024-10-26,1891
BATCH-6699,MO-4101,RM-16,2026-05-11,1726
BATCH-6700,MO-3528,RM-26,2024-07-19,1778
BATCH-6701,MO-760,RM-67,2026-03-18,4491
BATCH-6702,MO-6882,RM-112,2025-02-22,4569
BATCH-6703,MO-4103,RM-43,09/10/2026,3987
BATCH-6704,MO-309,RM-53,2024-03-07,303
BATCH-6705,MO-5525,RM-92,2026-10-21,4440
BATCH-6706,MO-5183,RM-16,01/03/2025,4217
BATCH-6707,MO-273,RM-105,2025-12-07,3454
BATCH-6708,MO-5653,RM-29,2025-08-02,1436
BATCH-6709,MO-4780,RM-66,2024-04-11,2014
BATCH-6710,MO-3741,RM-37,2026-03-01,2278
BATCH-6711,MO-3774,RM-117,09/10/2026,398
BATCH-6712,MO-3911,RM-65,2026-01-16,3712
BATCH-6713,MO-1784,RM-120,08-02-2025,880
BATCH-6714,MO-5156,RM-120,2025-09-05,637
BATCH-6715,MO-3665,RM-46,07-09-2025,77
BATCH-6716,MO-7973,RM-24,01/12/2024,2725
BATCH-6717,MO-1489,RM-79,2024-09-21,179
BATCH-6718,MO-3858,RM-44,10/06/2024,2518
BATCH-6719,MO-4348,RM-90,17-11-2025,996
BATCH-6720,MO-302,RM-6,26-11-2025,1597
BATCH-6721,MO-3410,RM-55,10-05-2025,1218
BATCH-6722,MO-5911,RM-4,08/14/2024,4627
BATCH-6723,MO-1206,RM-103,2026-11-04,260
BATCH-6724,MO-3870,RM-90,12/23/2025,3969
BATCH-6725,MO-5536,RM-92,2026-05-02,354
BATCH-6726,MO-5152,RM-47,2024-12-27,978
BATCH-6727,MO-3035,RM-97,01-06-2026,4139
BATCH-6728,MO-1965,RM-33,2025-02-10,3389
BATCH-6729,MO-1715,RM-115,10-10-2024,534
BATCH-6730,MO-363,RM-35,12/12/2024,4711
BATCH-6731,MO-4195,RM-50,2025-11-01,360
BATCH-6732,MO-1011,RM-120,2024-09-18,2425
BATCH-6733,MO-2047,RM-71,2026-04-06,4583
BATCH-6734,MO-6808,RM-99,2024-12-20,2397
BATCH-6735,MO-311,RM-10,01/22/2025,2807
BATCH-6736,MO-6714,RM-102,08-06-2026,463
BATCH-6737,MO-5614,RM-102,02-07-2026,2649
BATCH-6738,MO-724,RM-55,2026-12-28,2528
BATCH-6739,MO-5007,RM-105,09-05-2026,1658
BATCH-6740,MO-4790,RM-94,2025-08-21,2972
BATCH-6741,MO-6740,RM-10,2024-07-22,149
BATCH-6742,MO-134,RM-113,17-07-2025,3165
BATCH-6743,MO-4552,RM-28,06-06-2025,2959
BATCH-6744,MO-1376,RM-92,06/01/2025,4310
BATCH-6745,MO-4284,RM-30,2024-10-16,1253
BATCH-6746,MO-4374,RM-83,2024-08-01,3258
BATCH-6747,MO-1365,RM-3,07/08/2026,1970
BATCH-6748,MO-6417,RM-1,11/01/2025,4346
BATCH-6749,MO-3443,RM-93,2025-02-09,3462
BATCH-6750,MO-4784,RM-24,2024-07-26,735
BATCH-6751,MO-2130,RM-6,2024-02-18,3522
BATCH-6752,MO-1386,RM-15,06-10-2024,3011
BATCH-6753,MO-6890,RM-70,11/05/2025,320
BATCH-6754,MO-1071,RM-18,2025-11-17,4473
BATCH-6755,MO-4173,RM-21,24-08-2025,3986
BATCH-6756,MO-7976,RM-27,2026-10-01,2439
BATCH-6757,MO-4105,RM-94,2026-08-20,3112
BATCH-6758,MO-6982,RM-110,08/25/2026,1477
BATCH-6759,MO-1635,RM-112,03-01-2025,4533
BATCH-6760,MO-785,RM-89,2025-01-10,4087
BATCH-6761,MO-5835,RM-93,11/17/2024,1414
BATCH-6762,MO-805,RM-106,19-02-2025,2294
BATCH-6763,MO-1094,RM-92,04/20/2025,2782
BATCH-6764,MO-2814,RM-113,06/12/2024,4435
BATCH-6765,MO-584,RM-52,09/19/2026,1251
BATCH-6766,MO-5461,RM-54,06/08/2026,223
BATCH-6767,MO-4732,RM-18,08/22/2025,1229
BATCH-6768,MO-3260,RM-85,12-09-2024,3383
BATCH-6769,MO-1747,RM-41,08/08/2024,3463
BATCH-6770,MO-4993,RM-55,04-08-2024,2014
BATCH-6771,MO-935,RM-47,09/26/2024,4264
BATCH-6772,MO-6872,RM-29,2024-01-13,1269
BATCH-6773,MO-2493,RM-115,08/17/2025,1644
BATCH-6774,MO-1793,RM-106,01/12/2026,3801
BATCH-6775,MO-7359,RM-54,2024-10-03,4727
BATCH-6776,MO-4727,RM-40,2024-01-11,3477
BATCH-6777,MO-5662,RM-100,2026-08-26,1034
BATCH-6778,MO-6151,RM-109,2024-04-08,1377
BATCH-6779,MO-6596,RM-38,2024-05-10,4557
BATCH-6780,MO-3931,RM-14,2025-11-02,3088
BATCH-6781,MO-7707,RM-47,20-02-2024,4526
BATCH-6782,MO-6162,RM-25,09-09-2024,895
BATCH-6783,MO-4426,RM-78,21-12-2025,1786
BATCH-6784,MO-6029,RM-38,2026-09-09,2166
BATCH-6785,MO-2814,RM-65,2026-07-16,254
BATCH-6786,MO-245,RM-91,19-04-2025,150
BATCH-6787,MO-787,RM-37,16-02-2026,354
BATCH-6788,MO-2694,RM-24,2026-08-14,1901
BATCH-6789,MO-2491,RM-34,2026-05-12,1641
BATCH-6790,MO-1693,RM-33,10-11-2025,164
BATCH-6791,MO-4258,RM-6,09-05-2025,2462
BATCH-6792,MO-7239,RM-70,2025-02-05,3220
BATCH-6793,MO-4931,RM-94,2025-10-12,4574
BATCH-6794,MO-5290,RM-104,02/01/2025,3736
BATCH-6795,MO-1402,RM-36,2025-07-07,414
BATCH-6796,MO-1820,RM-76,2026-06-02,126
BATCH-6797,MO-232,RM-11,02/12/2025,1721
BATCH-6798,MO-2044,RM-91,09/14/2026,707
BATCH-6799,MO-7436,RM-56,2026-05-10,68
BATCH-6800,MO-6887,RM-101,2025-12-28,1112
BATCH-6801,MO-1414,RM-70,24-07-2024,3966
BATCH-6802,MO-4249,RM-90,2024-08-02,3205
BATCH-6803,MO-7198,RM-11,2024-05-14,2245
BATCH-6804,MO-62,RM-90,2026-08-21,2267
BATCH-6805,MO-5469,RM-115,2025-07-07,2930
BATCH-6806,MO-1766,RM-105,2024-06-02,889
BATCH-6807,MO-6577,RM-43,08-07-2026,467
BATCH-6808,MO-7216,RM-18,2025-07-13,1704
BATCH-6809,MO-1283,RM-30,2026-09-09,3182
BATCH-6810,MO-3991,RM-71,2025-09-22,3551
BATCH-6811,MO-840,RM-42,2026-07-24,2757
BATCH-6812,MO-6784,RM-28,10/08/2025,1254
BATCH-6813,MO-4857,RM-17,2026-07-26,282
BATCH-6814,MO-3210,RM-114,04/12/2025,3966
BATCH-6815,MO-2213,RM-90,25-02-2024,2714
BATCH-6816,MO-6224,RM-77,2024-12-25,4603
BATCH-6817,MO-5118,RM-1,2026-12-12,3330
BATCH-6818,MO-3050,RM-81,05/01/2024,1573
BATCH-6819,MO-5557,RM-61,2025-05-05,3429
BATCH-6820,MO-2910,RM-16,2026-07-16,4463
BATCH-6821,MO-1156,RM-96,24-07-2025,4427
BATCH-6822,MO-1014,RM-75,04/25/2024,3840
BATCH-6823,MO-3090,RM-46,10-04-2025,407
BATCH-6824,MO-4854,RM-41,2026-07-24,2261
BATCH-6825,MO-4326,RM-27,27-10-2025,1325
BATCH-6826,MO-1065,RM-31,23-07-2024,3999
BATCH-6827,MO-5490,RM-55,01/28/2024,4662
BATCH-6828,MO-2409,RM-31,2025-07-02,2554
BATCH-6829,MO-4267,RM-36,2024-09-09,3663
BATCH-6830,MO-490,RM-13,2024-02-09,3290
BATCH-6831,MO-7245,RM-35,2024-07-22,456
BATCH-6832,MO-2902,RM-89,11/27/2024,872
BATCH-6833,MO-4443,RM-76,2025-05-17,3994
BATCH-6834,MO-2466,RM-2,2026-09-26,891
BATCH-6835,MO-2340,RM-41,14-07-2025,2888
BATCH-6836,MO-3497,RM-103,2025-08-15,4216
BATCH-6837,MO-6213,RM-79,2025-05-17,3337
BATCH-6838,MO-4012,RM-44,2025-11-15,3737
BATCH-6839,MO-510,RM-98,2026-12-02,4426
BATCH-6840,MO-6705,RM-51,2026-11-19,999
BATCH-6841,MO-5556,RM-39,2024-09-11,4572
BATCH-6842,MO-5755,RM-96,07/03/2026,3327
BATCH-6843,MO-2753,RM-13,04/11/2025,3357
BATCH-6844,MO-1858,RM-40,2025-08-01,4268
BATCH-6845,MO-4686,RM-75,04/18/2024,2885
BATCH-6846,MO-4164,RM-69,2025-02-24,2220
BATCH-6847,MO-6877,RM-38,03-09-2025,4751
BATCH-6848,MO-7148,RM-69,28-05-2024,1227
BATCH-6849,MO-4699,RM-89,2025-01-13,4140
BATCH-6850,MO-2791,RM-57,02/13/2024,1227
BATCH-6851,MO-6717,RM-68,01/01/2024,1381
BATCH-6852,MO-1420,RM-72,2025-01-06,2062
BATCH-6853,MO-6572,RM-80,2026-06-11,4303
BATCH-6854,MO-6674,RM-103,2026-02-21,448
BATCH-6855,MO-4063,RM-53,16-03-2025,1719
BATCH-6856,MO-3157,RM-99,2024-04-15,3558
BATCH-6857,MO-5161,RM-97,2026-02-18,1384
BATCH-6858,MO-6732,RM-74,2025-07-17,3127
BATCH-6859,MO-346,RM-83,08-03-2024,4746
BATCH-6860,MO-5081,RM-14,2026-04-01,108
BATCH-6861,MO-1709,RM-38,05/13/2025,504
BATCH-6862,MO-7973,RM-82,2024-04-20,3907
BATCH-6863,MO-3098,RM-49,2024-08-18,3406
BATCH-6864,MO-2491,RM-111,03/25/2024,2052
BATCH-6865,MO-5690,RM-82,2025-07-11,3846
BATCH-6866,MO-4949,RM-96,2024-12-06,2972
BATCH-6867,MO-1373,RM-76,02/11/2024,4730
BATCH-6868,MO-1900,RM-55,03/06/2024,1281
BATCH-6869,MO-2589,RM-16,2026-08-26,4135
BATCH-6870,MO-7871,RM-3,2025-12-13,1784
BATCH-6871,MO-457,RM-9,07-05-2026,541
BATCH-6872,MO-4814,RM-60,21-05-2025,1806
BATCH-6873,MO-6621,RM-24,03/07/2024,647
BATCH-6874,MO-772,RM-40,16-10-2024,1572
BATCH-6875,MO-4635,RM-43,04/18/2026,1475
BATCH-6876,MO-6240,RM-52,22-08-2026,1090
BATCH-6877,MO-3139,RM-57,2024-11-14,3011
BATCH-6878,MO-7753,RM-40,2026-09-08,4416
BATCH-6879,MO-1765,RM-101,2026-07-19,3787
BATCH-6880,MO-2151,RM-70,05/14/2024,950
BATCH-6881,MO-3477,RM-99,10/16/2025,4403
BATCH-6882,MO-42,RM-38,21-04-2024,4015
BATCH-6883,MO-5507,RM-8,2024-02-09,2735
BATCH-6884,MO-5604,RM-74,2026-03-27,155
BATCH-6885,MO-2775,RM-61,10/16/2026,2110
BATCH-6886,MO-3034,RM-41,2026-12-25,3313
BATCH-6887,MO-5753,RM-112,2025-12-21,1451
BATCH-6888,MO-7705,RM-115,2024-02-17,4205
BATCH-6889,MO-2363,RM-62,07-11-2024,2733
BATCH-6890,MO-6919,RM-109,15-04-2025,2852
BATCH-6891,MO-7685,RM-114,03/20/2024,1880
BATCH-6892,MO-2595,RM-37,10/09/2024,4573
BATCH-6893,MO-1176,RM-9,2025-05-17,698
BATCH-6894,MO-1955,RM-30,08-03-2024,3337
BATCH-6895,MO-3183,RM-90,2026-06-16,3494
BATCH-6896,MO-4201,RM-10,2026-08-10,488
BATCH-6897,MO-3523,RM-36,20-09-2026,3156
BATCH-6898,MO-5924,RM-38,2026-04-18,1588
BATCH-6899,MO-5268,RM-106,2024-03-18,1931
BATCH-6900,MO-7775,RM-108,2025-09-19,3366
BATCH-6901,MO-116,RM-110,02-08-2026,3556
BATCH-6902,MO-967,RM-38,09/09/2026,841
BATCH-6903,MO-7347,RM-102,2024-05-25,151
BATCH-6904,MO-849,RM-101,10/26/2026,2572
BATCH-6905,MO-4624,RM-32,2026-04-22,959
BATCH-6906,MO-5059,RM-90,2025-12-04,3634
BATCH-6907,MO-2391,RM-52,07/26/2025,3974
BATCH-6908,MO-5686,RM-19,05-11-2026,2933
BATCH-6909,MO-5978,RM-101,08/21/2024,2945
BATCH-6910,MO-6317,RM-93,09-12-2026,2834
BATCH-6911,MO-3050,RM-92,27-11-2026,4545
BATCH-6912,MO-1735,RM-118,2025-04-02,3193
BATCH-6913,MO-3884,RM-87,2026-04-28,4667
BATCH-6914,MO-446,RM-1,05/20/2025,2947
BATCH-6915,MO-2088,RM-12,12/18/2024,4143
BATCH-6916,MO-690,RM-63,25-12-2026,2021
BATCH-6917,MO-3107,RM-119,2025-02-24,2553
BATCH-6918,MO-4710,RM-113,25-06-2024,3312
BATCH-6919,MO-572,RM-47,2025-03-27,3456
BATCH-6920,MO-3720,RM-47,2025-06-27,2786
BATCH-6921,MO-6550,RM-25,22-11-2025,2858
BATCH-6922,MO-5644,RM-52,09/25/2024,1208
BATCH-6923,MO-4488,RM-31,03/28/2026,1595
BATCH-6924,MO-4500,RM-52,09/04/2026,2724
BATCH-6925,MO-2195,RM-98,11/21/2025,2509
BATCH-6926,MO-6643,RM-34,2025-10-20,4703
BATCH-6927,MO-2034,RM-60,2025-04-08,3350
BATCH-6928,MO-6741,RM-39,2024-02-16,3289
BATCH-6929,MO-1861,RM-53,2026-10-16,887
BATCH-6930,MO-7286,RM-33,2025-12-09,2986
BATCH-6931,MO-2012,RM-106,2024-02-01,1494
BATCH-6932,MO-7744,RM-9,08/18/2024,439
BATCH-6933,MO-4537,RM-91,2024-07-05,3821
BATCH-6934,MO-1997,RM-93,03/03/2026,1316
BATCH-6935,MO-6866,RM-21,12/25/2025,1591
BATCH-6936,MO-6326,RM-66,2026-05-07,3174
BATCH-6937,MO-4553,RM-64,2024-04-23,2780
BATCH-6938,MO-5407,RM-70,2024-12-13,2099
BATCH-6939,MO-7945,RM-59,2024-10-25,4733
BATCH-6940,MO-804,RM-39,2025-05-19,3171
BATCH-6941,MO-2084,RM-57,27-03-2026,4267
BATCH-6942,MO-3093,RM-113,10/10/2026,1009
BATCH-6943,MO-6530,RM-75,26-11-2024,1525
BATCH-6944,MO-7880,RM-51,2024-03-22,2041
BATCH-6945,MO-2032,RM-29,02-12-2026,1747
BATCH-6946,MO-1442,RM-75,2026-03-25,837
BATCH-6947,MO-1932,RM-99,2024-12-17,4055
BATCH-6948,MO-2772,RM-109,2026-12-28,2640
BATCH-6949,MO-273,RM-71,21-06-2025,4390
BATCH-6950,MO-4310,RM-37,2025-07-14,4618
BATCH-6951,MO-6835,RM-64,07/21/2026,1825
BATCH-6952,MO-1149,RM-42,2025-02-02,2778
BATCH-6953,MO-3311,RM-6,2026-03-17,1648
BATCH-6954,MO-1602,RM-34,25-03-2024,4527
BATCH-6955,MO-2707,RM-46,01-10-2025,2764
BATCH-6956,MO-2290,RM-14,10/03/2026,4663
BATCH-6957,MO-6238,RM-12,10/03/2025,4679
BATCH-6958,MO-7694,RM-16,11/01/2026,1208
BATCH-6959,MO-2998,RM-13,03/04/2026,2445
BATCH-6960,MO-6335,RM-35,10/04/2026,1022
BATCH-6961,MO-4192,RM-34,11/12/2026,3265
BATCH-6962,MO-260,RM-58,2025-11-07,2554
BATCH-6963,MO-3449,RM-71,23-09-2025,471
BATCH-6964,MO-4567,RM-87,2025-11-27,741
BATCH-6965,MO-4800,RM-44,03-08-2026,381
BATCH-6966,MO-1169,RM-41,2026-01-24,2840
BATCH-6967,MO-4079,RM-98,2025-04-20,2917
BATCH-6968,MO-6825,RM-65,2026-12-11,1332
BATCH-6969,MO-5126,RM-32,2026-12-14,1792
BATCH-6970,MO-3130,RM-95,08-11-2025,2926
BATCH-6971,MO-2108,RM-38,07-10-2024,4543
BATCH-6972,MO-3308,RM-114,05/26/2026,693
BATCH-6973,MO-1927,RM-115,06/08/2026,4623
BATCH-6974,MO-5030,RM-41,2025-04-19,30
BATCH-6975,MO-3213,RM-83,04-01-2025,705
BATCH-6976,MO-5686,RM-69,2025-05-07,4019
BATCH-6977,MO-4079,RM-68,2024-06-24,2886
BATCH-6978,MO-7356,RM-38,10/26/2025,598
BATCH-6979,MO-3282,RM-85,2026-11-13,1388
BATCH-6980,MO-6188,RM-56,2025-09-07,2611
BATCH-6981,MO-405,RM-25,09/06/2024,2974
BATCH-6982,MO-759,RM-50,08/14/2025,3597
BATCH-6983,MO-1839,RM-50,2026-03-03,1538
BATCH-6984,MO-4434,RM-58,2026-08-14,770
BATCH-6985,MO-4951,RM-2,2026-04-16,689
BATCH-6986,MO-1005,RM-51,2026-02-27,3888
BATCH-6987,MO-965,RM-4,2025-12-08,2642
BATCH-6988,MO-406,RM-101,12/01/2026,3121
BATCH-6989,MO-7291,RM-98,11-11-2024,1836
BATCH-6990,MO-6367,RM-73,05/17/2026,1715
BATCH-6991,MO-3829,RM-33,2026-02-17,1214
BATCH-6992,MO-991,RM-28,2024-03-05,3921
BATCH-6993,MO-2060,RM-72,2026-06-20,137
BATCH-6994,MO-5529,RM-53,03/27/2024,4191
BATCH-6995,MO-2015,RM-89,2025-01-28,1365
BATCH-6996,MO-6800,RM-50,06/17/2025,1063
BATCH-6997,MO-2785,RM-110,05/23/2024,1212
BATCH-6998,MO-2864,RM-11,03/19/2024,4561
BATCH-6999,MO-436,RM-114,13-08-2024,3209
BATCH-7000,MO-6540,RM-59,2025-07-23,262
BATCH-7001,MO-5702,RM-26,11-04-2024,3688
BATCH-7002,MO-5978,RM-65,2026-01-26,2607
BATCH-7003,MO-2439,RM-46,03/22/2024,3387
BATCH-7004,MO-4115,RM-23,26-01-2026,3185
BATCH-7005,MO-647,RM-24,2026-02-20,1087
BATCH-7006,MO-5684,RM-36,07/23/2024,1324
BATCH-7007,MO-4269,RM-34,26-05-2024,3474
BATCH-7008,MO-731,RM-5,20-07-2025,2678
BATCH-7009,MO-4518,RM-34,11/10/2026,1323
BATCH-7010,MO-170,RM-16,13-02-2024,581
BATCH-7011,MO-3904,RM-24,12/11/2026,2432
BATCH-7012,MO-6554,RM-9,2024-03-12,73
BATCH-7013,MO-6835,RM-25,2025-04-03,4449
BATCH-7014,MO-7948,RM-107,2025-07-10,1848
BATCH-7015,MO-3025,RM-38,11/20/2026,366
BATCH-7016,MO-5983,RM-92,2024-04-20,972
BATCH-7017,MO-6478,RM-103,09/02/2024,4751
BATCH-7018,MO-4028,RM-26,10/12/2024,1200
BATCH-7019,MO-5864,RM-48,12/19/2024,2016
BATCH-7020,MO-4970,RM-36,26-10-2025,2852
BATCH-7021,MO-262,RM-71,10/27/2025,75
BATCH-7022,MO-3583,RM-64,2025-06-05,1466
BATCH-7023,MO-5626,RM-10,2026-08-11,2102
