po_item_id,po_id,material_id,quantity,unit_cost
PM-1769,PO-330,RM-110,6276,"$1,583.00"
PM-1770,PO-1,RM-9,3529,"84,00"
PM-1771,PO-824,RM-81,7899,1842
PM-1772,PO-356,RM-20,7125,796
PM-1773,PO-97,RM-115,1286,948
PM-1774,PO-1752,RM-48,1933,315
PM-1775,PO-92,RM-50,5831,"$1,017.00"
PM-1776,PO-1198,RM-63,1787,"$2,649.00"
PM-1777,PO-698,RM-59,7374,2 373
PM-1778,PO-806,RM-78,8111,762
PM-1779,PO-380,RM-18,2438,"3 506,00"
PM-1780,PO-1669,RM-107,7421,1889
PM-1781,PO-332,RM-82,9136,"$1,040.00"
PM-1782,PO-447,RM-53,3553,"2 410,00"
PM-1783,PO-1938,RM-85,8670,1303
PM-1784,PO-1001,RM-17,2782,"$2,943.00"
PM-1785,PO-1756,RM-69,8139,$236.00
PM-1786,PO-1113,RM-41,4168,1795
PM-1787,PO-908,RM-112,4335,$497.00
PM-1788,PO-1122,RM-73,7053,$758.00
PM-1789,PO-1224,RM-52,3690,1029
PM-1790,PO-926,RM-88,9442,"$2,793.00"
PM-1791,PO-1820,RM-84,7618,3965
PM-1792,PO-534,RM-34,670,1125
PM-1793,PO-111,RM-41,7556,"$1,177.00"
PM-1794,PO-396,RM-62,3404,2022
PM-1795,PO-861,RM-26,7169,514
PM-1796,PO-867,RM-32,6410,"3 147,00"
PM-1797,PO-1088,RM-112,3642,2 374
PM-1798,PO-1788,RM-19,1187,861
PM-1799,PO-553,RM-90,8974,"$2,795.00"
PM-1800,PO-1856,RM-54,9215,"632,00"
PM-1801,PO-1073,RM-101,8905,1 715
PM-1802,PO-1097,RM-43,1540,"$2,675.00"
PM-1803,PO-1312,RM-6,7377,$734.00
PM-1804,PO-147,RM-78,7696,$160.00
PM-1805,PO-1348,RM-4,6077,$955.00
PM-1806,PO-1562,RM-23,5333,2706
PM-1807,PO-1302,RM-95,5940,"$1,709.00"
PM-1808,PO-844,RM-60,9884,3481
PM-1809,PO-1330,RM-73,8467,1852
PM-1810,PO-1282,RM-5,6207,"3 455,00"
PM-1811,PO-1837,RM-86,9809,"356,00"
PM-1812,PO-1711,RM-92,4297,613
PM-1813,PO-1024,RM-39,5700,3213
PM-1814,PO-1052,RM-107,9985,"$1,541.00"
PM-1815,PO-1448,RM-118,6745,"477,00"
PM-1816,PO-438,RM-70,3338,"$2,700.00"
PM-1817,PO-1545,RM-81,6966,3783
PM-1818,PO-486,RM-110,4865,"$1,313.00"
PM-1819,PO-791,RM-1,658,"650,00"
PM-1820,PO-1526,RM-45,7569,"$1,637.00"
PM-1821,PO-930,RM-77,6252,2490
PM-1822,PO-978,RM-16,9177,1213
PM-1823,PO-741,RM-107,4926,1324
PM-1824,PO-1463,RM-94,1300,$929.00
PM-1825,PO-413,RM-19,2204,$789.00
PM-1826,PO-764,RM-39,7809,"$2,052.00"
PM-1827,PO-444,RM-115,7477,$201.00
PM-1828,PO-258,RM-66,3796,1954
PM-1829,PO-1962,RM-74,1280,2199
PM-1830,PO-850,RM-57,2880,381
PM-1831,PO-1881,RM-64,6339,"$1,892.00"
PM-1832,PO-1605,RM-75,8076,2407
PM-1833,PO-1914,RM-71,5167,"895,00"
PM-1834,PO-1762,RM-49,9596,1509
PM-1835,PO-1429,RM-33,1792,3717
PM-1836,PO-1074,RM-44,3282,$683.00
PM-1837,PO-1321,RM-34,8880,489
PM-1838,PO-177,RM-6,995,1940
PM-1839,PO-219,RM-17,5678,$835.00
PM-1840,PO-194,RM-7,2256,2225
PM-1841,PO-1421,RM-48,8395,"$3,660.00"
PM-1842,PO-476,RM-70,4755,"17,00"
PM-1843,PO-1955,RM-13,8120,3188
PM-1844,PO-1627,RM-54,7059,"3 299,00"
PM-1845,PO-1380,RM-110,2210,"$3,565.00"
PM-1846,PO-481,RM-90,2365,2150
PM-1847,PO-57,RM-84,120,"$2,601.00"
PM-1848,PO-1524,RM-17,2789,"$2,268.00"
PM-1849,PO-523,RM-72,1432,1 632
PM-1850,PO-368,RM-101,8620,159
PM-1851,PO-763,RM-108,4981,$95.00
PM-1852,PO-765,RM-84,7254,"$1,954.00"
PM-1853,PO-377,RM-46,8069,2270
PM-1854,PO-285,RM-29,2409,"2 998,00"
PM-1855,PO-1587,RM-70,197,142
PM-1856,PO-1597,RM-65,2174,3406
PM-1857,PO-1675,RM-77,932,"$3,928.00"
PM-1858,PO-1580,RM-78,6528,$220.00
PM-1859,PO-1167,RM-30,7429,2988
PM-1860,PO-880,RM-48,4349,401
PM-1861,PO-1293,RM-7,4096,2 815
PM-1862,PO-1200,RM-4,7170,$84.00
PM-1863,PO-146,RM-85,5596,3007
PM-1864,PO-817,RM-96,7298,989
PM-1865,PO-246,RM-47,916,2138
PM-1866,PO-111,RM-46,2279,1620
PM-1867,PO-1763,RM-112,1465,379
PM-1868,PO-1164,RM-88,9737,"1 733,00"
PM-1869,PO-134,RM-51,7106,2312
PM-1870,PO-1812,RM-59,1267,3415
PM-1871,PO-498,RM-58,3189,"$2,379.00"
PM-1872,PO-1772,RM-89,8803,1502
PM-1873,PO-53,RM-55,883,59
PM-1874,PO-627,RM-101,128,967
PM-1875,PO-670,RM-99,7410,"$2,191.00"
PM-1876,PO-1484,RM-32,7440,3719
PM-1877,PO-1788,RM-77,388,$850.00
PM-1878,PO-1199,RM-8,8172,3691
PM-1879,PO-872,RM-64,9607,"$2,050.00"
PM-1880,PO-1937,RM-49,3022,3913
PM-1881,PO-501,RM-7,9086,257
PM-1882,PO-1935,RM-102,652,$17.00
PM-1883,PO-1760,RM-42,9698,1 850
PM-1884,PO-1349,RM-69,8279,"$2,434.00"
PM-1885,PO-18,RM-73,5152,1435
PM-1886,PO-722,RM-35,4824,"$3,813.00"
PM-1887,PO-945,RM-96,4652,"2 016,00"
PM-1888,PO-1197,RM-107,5804,934
PM-1889,PO-1379,RM-30,164,"$3,008.00"
PM-1890,PO-1195,RM-102,3945,1 587
PM-1891,PO-820,RM-16,737,361
PM-1892,PO-1618,RM-11,818,3 909
PM-1893,PO-461,RM-44,1552,177
PM-1894,PO-778,RM-53,4264,$381.00
PM-1895,PO-150,RM-112,4463,1394
PM-1896,PO-530,RM-30,4769,$311.00
PM-1897,PO-339,RM-88,9022,1512
PM-1898,PO-287,RM-11,4454,"$1,913.00"
PM-1899,PO-947,RM-91,9287,"$2,031.00"
PM-1900,PO-482,RM-111,3652,194
PM-1901,PO-1459,RM-12,4729,$568.00
PM-1902,PO-1498,RM-35,2076,$706.00
PM-1903,PO-694,RM-17,2266,"$3,916.00"
PM-1904,PO-503,RM-10,8050,"$1,192.00"
PM-1905,PO-609,RM-73,3854,2588
PM-1906,PO-373,RM-36,4071,613
PM-1907,PO-1904,RM-69,167,"$3,428.00"
PM-1908,PO-779,RM-107,1738,2 815
PM-1909,PO-1965,RM-79,2739,1793
PM-1910,PO-659,RM-83,8404,"$3,370.00"
PM-1911,PO-1280,RM-63,9484,"$1,965.00"
PM-1912,PO-767,RM-52,2474,3495
PM-1913,PO-306,RM-69,3544,2415
PM-1914,PO-411,RM-35,8954,"$3,097.00"
PM-1915,PO-1989,RM-5,3441,2031
PM-1916,PO-1724,RM-99,7041,2 733
PM-1917,PO-651,RM-90,8222,$48.00
PM-1918,PO-387,RM-77,5629,$12.00
PM-1919,PO-288,RM-113,6006,1678
PM-1920,PO-1114,RM-97,5652,1136
PM-1921,PO-1280,RM-22,4214,1 633
PM-1922,PO-745,RM-102,7082,"1 527,00"
PM-1923,PO-222,RM-50,9577,2879
PM-1924,PO-1329,RM-88,2075,1140
PM-1925,PO-889,RM-39,5342,1 888
PM-1926,PO-1470,RM-108,8792,1566
PM-1927,PO-1390,RM-5,5215,2633
PM-1928,PO-649,RM-79,9698,830
PM-1929,PO-287,RM-100,3212,"$3,623.00"
PM-1930,PO-1637,RM-47,7023,"$3,839.00"
PM-1931,PO-538,RM-6,5929,3 185
PM-1932,PO-1211,RM-54,1148,3738
PM-1933,PO-47,RM-43,8660,"$1,696.00"
PM-1934,PO-630,RM-65,1717,2860
PM-1935,PO-72,RM-35,4502,2 211
PM-1936,PO-87,RM-50,2055,3017
PM-1937,PO-980,RM-28,3939,2 083
PM-1938,PO-1056,RM-88,926,1243
PM-1939,PO-778,RM-21,1549,"$3,807.00"
PM-1940,PO-1366,RM-75,7338,"$3,073.00"
PM-1941,PO-614,RM-17,6169,3828
PM-1942,PO-1072,RM-97,128,"2 034,00"
PM-1943,PO-1579,RM-8,2214,"$3,300.00"
PM-1944,PO-1338,RM-77,3335,"$1,423.00"
PM-1945,PO-1736,RM-5,9341,641
PM-1946,PO-332,RM-57,1692,$351.00
PM-1947,PO-118,RM-19,4996,1818
PM-1948,PO-7,RM-23,9102,2980
PM-1949,PO-232,RM-71,6863,491
PM-1950,PO-1070,RM-64,1282,3 768
PM-1951,PO-1865,RM-76,6994,"$3,114.00"
PM-1952,PO-1513,RM-37,6757,966
PM-1953,PO-1923,RM-27,4490,2759
PM-1954,PO-1818,RM-66,8643,"$2,163.00"
PM-1955,PO-297,RM-41,1744,1596
PM-1956,PO-566,RM-59,9869,1456
PM-1957,PO-876,RM-37,6276,1746
PM-1958,PO-555,RM-33,7849,"3 438,00"
PM-1959,PO-662,RM-37,7754,"1 474,00"
PM-1960,PO-960,RM-80,9895,"$1,427.00"
PM-1961,PO-515,RM-30,7998,2167
PM-1962,PO-595,RM-22,907,"198,00"
PM-1963,PO-1408,RM-39,6683,1338
PM-1964,PO-188,RM-104,2083,"$2,890.00"
PM-1965,PO-1000,RM-10,2414,$527.00
PM-1966,PO-1037,RM-49,4779,$569.00
PM-1967,PO-1670,RM-25,8911,"$3,393.00"
PM-1968,PO-747,RM-101,6113,1866
PM-1969,PO-426,RM-106,2806,"1 609,00"
PM-1970,PO-582,RM-25,3777,2675
PM-1971,PO-264,RM-58,3007,$518.00
PM-1972,PO-1457,RM-100,7904,2387
PM-1973,PO-52,RM-37,152,1263
PM-1974,PO-1852,RM-112,9001,894
PM-1975,PO-1276,RM-4,2630,806
PM-1976,PO-522,RM-4,4224,$267.00
PM-1977,PO-1221,RM-90,2743,"$3,776.00"
PM-1978,PO-457,RM-80,5389,"$2,110.00"
PM-1979,PO-536,RM-42,3537,3 850
PM-1980,PO-981,RM-18,4973,2224
PM-1981,PO-383,RM-19,270,2528
PM-1982,PO-1513,RM-81,4024,2950
PM-1983,PO-1338,RM-85,9931,2 311
PM-1984,PO-391,RM-40,7399,"$1,831.00"
PM-1985,PO-1127,RM-43,3351,1287
PM-1986,PO-401,RM-91,3201,"2 476,00"
PM-1987,PO-1989,RM-1,9274,321
PM-1988,PO-1919,RM-37,1944,403
PM-1989,PO-1753,RM-114,351,2843
PM-1990,PO-191,RM-87,1784,2289
PM-1991,PO-886,RM-63,9601,"$1,418.00"
PM-1992,PO-1082,RM-1,6691,1454
PM-1993,PO-977,RM-29,1727,2 256
PM-1994,PO-1932,RM-94,4686,698
PM-1995,PO-928,RM-20,6703,763
PM-1996,PO-233,RM-73,820,3 201
PM-1997,PO-197,RM-65,8635,$805.00
PM-1998,PO-1315,RM-108,1095,2040
PM-1999,PO-1032,RM-83,6514,246
PM-2000,PO-1425,RM-97,8827,"854,00"
PM-2001,PO-611,RM-38,1355,2420
PM-2002,PO-564,RM-13,6719,29
PM-2003,PO-1831,RM-2,3057,1099
PM-2004,PO-1688,RM-10,5563,"2 556,00"
PM-2005,PO-1900,RM-72,4428,"$2,704.00"
PM-2006,PO-197,RM-9,4201,1917
PM-2007,PO-1149,RM-78,7691,1859
PM-2008,PO-2,RM-62,9170,1144
PM-2009,PO-1209,RM-48,4782,$127.00
PM-2010,PO-956,RM-109,2811,2869
PM-2011,PO-1182,RM-23,4478,1 250
PM-2012,PO-1009,RM-7,6872,"$1,263.00"
PM-2013,PO-24,RM-115,8047,561
PM-2014,PO-591,RM-68,823,3056
PM-2015,PO-1310,RM-106,9329,146
PM-2016,PO-1583,RM-57,2042,3168
PM-2017,PO-1508,RM-54,5258,1 805
PM-2018,PO-1159,RM-58,789,2220
PM-2019,PO-553,RM-22,4580,$111.00
PM-2020,PO-430,RM-10,8167,2777
PM-2021,PO-894,RM-116,9607,2231
PM-2022,PO-17,RM-97,4724,1 881
PM-2023,PO-604,RM-77,6998,3678
PM-2024,PO-1085,RM-51,7605,1506
PM-2025,PO-880,RM-115,1163,16
PM-2026,PO-1395,RM-101,5205,374
PM-2027,PO-1652,RM-100,7367,"$1,318.00"
PM-2028,PO-68,RM-107,1927,1 528
PM-2029,PO-524,RM-11,9714,"$3,550.00"
PM-2030,PO-1381,RM-112,6543,3567
PM-2031,PO-180,RM-26,2210,$165.00
PM-2032,PO-1552,RM-47,8218,1947
PM-2033,PO-1985,RM-7,9371,"3 017,00"
PM-2034,PO-1986,RM-69,1308,"1 926,00"
PM-2035,PO-268,RM-36,8551,"$3,064.00"
PM-2036,PO-185,RM-57,488,3126
PM-2037,PO-285,RM-25,1205,113
PM-2038,PO-802,RM-98,1870,1 560
PM-2039,PO-1027,RM-117,5520,875
PM-2040,PO-1834,RM-21,5875,$19.00
PM-2041,PO-1689,RM-99,3237,$62.00
PM-2042,PO-1626,RM-61,4103,2130
PM-2043,PO-116,RM-37,6370,"$1,672.00"
PM-2044,PO-1560,RM-97,8313,3126
PM-2045,PO-731,RM-49,1422,917
PM-2046,PO-1498,RM-92,5368,467
PM-2047,PO-1903,RM-94,6459,"$1,394.00"
PM-2048,PO-7,RM-97,685,1623
PM-2049,PO-276,RM-73,1284,"$1,080.00"
PM-2050,PO-1424,RM-73,6970,3003
PM-2051,PO-706,RM-23,7805,$399.00
PM-2052,PO-1912,RM-22,5611,"$1,332.00"
PM-2053,PO-295,RM-109,1196,"$2,993.00"
PM-2054,PO-1886,RM-34,614,2832
PM-2055,PO-1330,RM-109,2681,"$1,764.00"
PM-2056,PO-1602,RM-53,4965,"$1,411.00"
PM-2057,PO-437,RM-39,2808,1 463
PM-2058,PO-1835,RM-12,2765,3199
PM-2059,PO-106,RM-117,2519,3313
PM-2060,PO-1077,RM-4,4819,"721,00"
PM-2061,PO-129,RM-60,4152,1 768
PM-2062,PO-194,RM-25,756,146
PM-2063,PO-559,RM-31,2339,2303
PM-2064,PO-397,RM-109,5008,2553
PM-2065,PO-482,RM-88,4338,"$1,064.00"
PM-2066,PO-1733,RM-110,4481,1040
PM-2067,PO-257,RM-66,3753,37
PM-2068,PO-1638,RM-84,843,"$3,749.00"
PM-2069,PO-491,RM-115,303,$725.00
PM-2070,PO-161,RM-61,736,3717
PM-2071,PO-231,RM-90,641,"$2,813.00"
PM-2072,PO-1103,RM-21,7987,1 627
PM-2073,PO-551,RM-9,8054,"$3,993.00"
PM-2074,PO-307,RM-107,1207,"$1,839.00"
PM-2075,PO-182,RM-6,5184,627
PM-2076,PO-1837,RM-13,7330,2636
PM-2077,PO-143,RM-96,8353,"3 418,00"
PM-2078,PO-9,RM-60,5641,"115,00"
PM-2079,PO-1556,RM-99,7306,459
PM-2080,PO-632,RM-29,457,1745
PM-2081,PO-1320,RM-101,7424,"$3,232.00"
PM-2082,PO-429,RM-39,350,"$1,089.00"
PM-2083,PO-483,RM-21,2914,2 206
PM-2084,PO-1983,RM-49,8136,1540
PM-2085,PO-6,RM-62,288,1978
PM-2086,PO-1402,RM-52,4692,245
PM-2087,PO-23,RM-30,4022,1 802
PM-2088,PO-1559,RM-37,8388,3482
PM-2089,PO-889,RM-26,9537,$9.00
PM-2090,PO-262,RM-77,4544,"$2,824.00"
PM-2091,PO-966,RM-36,4184,"$2,485.00"
PM-2092,PO-442,RM-45,1530,2208
PM-2093,PO-6,RM-104,7050,3031
PM-2094,PO-1069,RM-119,627,2560
PM-2095,PO-1806,RM-93,4673,"3 252,00"
PM-2096,PO-569,RM-53,9766,62
PM-2097,PO-1857,RM-67,5949,3852
PM-2098,PO-950,RM-19,2230,$641.00
PM-2099,PO-78,RM-82,1236,"2 858,00"
PM-2100,PO-818,RM-57,6300,3954
PM-2101,PO-1245,RM-39,4939,3582
PM-2102,PO-455,RM-98,4686,"927,00"
PM-2103,PO-403,RM-48,6757,$570.00
PM-2104,PO-598,RM-115,5614,829
PM-2105,PO-519,RM-68,2653,"$2,498.00"
PM-2106,PO-1514,RM-24,8039,3906
PM-2107,PO-10,RM-61,8257,1305
PM-2108,PO-1003,RM-113,3720,"$3,864.00"
PM-2109,PO-889,RM-13,6181,2490
PM-2110,PO-119,RM-71,1349,"2 684,00"
PM-2111,PO-1661,RM-41,2247,"1 122,00"
PM-2112,PO-1744,RM-83,5242,"3 187,00"
PM-2113,PO-1119,RM-56,4260,2301
PM-2114,PO-1452,RM-94,6783,"2 631,00"
PM-2115,PO-1682,RM-115,3939,1891
PM-2116,PO-426,RM-48,8964,107
PM-2117,PO-445,RM-67,702,"$2,443.00"
PM-2118,PO-626,RM-100,3787,$260.00
PM-2119,PO-1557,RM-88,7995,301
PM-2120,PO-1480,RM-119,4520,"3 930,00"
PM-2121,PO-395,RM-9,673,"$3,210.00"
PM-2122,PO-481,RM-4,4371,1154
PM-2123,PO-1608,RM-8,4413,"$2,585.00"
PM-2124,PO-291,RM-9,7835,2 837
PM-2125,PO-1522,RM-25,4947,3 423
PM-2126,PO-198,RM-15,2466,2754
PM-2127,PO-841,RM-119,5181,226
PM-2128,PO-230,RM-116,1931,1220
PM-2129,PO-1310,RM-20,7512,"$2,019.00"
PM-2130,PO-819,RM-27,7928,"$1,067.00"
PM-2131,PO-477,RM-6,1953,2842
PM-2132,PO-1918,RM-8,7649,"2 736,00"
PM-2133,PO-189,RM-23,6710,3831
PM-2134,PO-1143,RM-94,6917,"$1,715.00"
PM-2135,PO-1999,RM-14,8293,236
PM-2136,PO-1567,RM-60,1484,"$2,092.00"
PM-2137,PO-198,RM-71,3226,$412.00
PM-2138,PO-1945,RM-117,7680,1143
PM-2139,PO-1080,RM-67,3227,3414
PM-2140,PO-1206,RM-13,9391,577
PM-2141,PO-181,RM-40,9064,1023
PM-2142,PO-1601,RM-57,4109,$344.00
PM-2143,PO-622,RM-64,7099,3362
PM-2144,PO-931,RM-29,5051,"2 689,00"
PM-2145,PO-719,RM-80,1212,"$2,734.00"
PM-2146,PO-1163,RM-84,8462,42
PM-2147,PO-47,RM-67,3763,"$3,049.00"
PM-2148,PO-1733,RM-59,2603,538
PM-2149,PO-864,RM-109,6702,15
PM-2150,PO-848,RM-29,3336,3396
PM-2151,PO-920,RM-83,568,1793
PM-2152,PO-342,RM-29,8139,3759
PM-2153,PO-102,RM-75,5511,"1 796,00"
PM-2154,PO-1554,RM-52,3040,"$1,405.00"
PM-2155,PO-940,RM-79,4482,199
PM-2156,PO-960,RM-1,145,1088
PM-2157,PO-664,RM-105,8690,1667
PM-2158,PO-1502,RM-102,8101,2450
PM-2159,PO-106,RM-23,5527,2999
PM-2160,PO-1782,RM-78,3728,1390
PM-2161,PO-623,RM-97,5514,$684.00
PM-2162,PO-1013,RM-86,5738,"$3,727.00"
PM-2163,PO-1006,RM-69,6036,1 322
PM-2164,PO-1717,RM-90,8625,3421
PM-2165,PO-1505,RM-49,8418,$167.00
PM-2166,PO-1922,RM-71,192,3865
PM-2167,PO-366,RM-90,7852,"288,00"
PM-2168,PO-1561,RM-31,5136,"$2,872.00"
PM-2169,PO-1030,RM-38,1002,508
PM-2170,PO-796,RM-19,5663,"1 732,00"
PM-2171,PO-826,RM-44,5005,"$2,841.00"
PM-2172,PO-1952,RM-5,5644,"$2,506.00"
PM-2173,PO-1363,RM-66,8348,"3 519,00"
PM-2174,PO-517,RM-92,3799,687
PM-2175,PO-1606,RM-50,9678,3630
PM-2176,PO-1501,RM-30,8714,1071
PM-2177,PO-951,RM-52,4504,3060
PM-2178,PO-1922,RM-50,651,"$1,561.00"
PM-2179,PO-844,RM-119,2568,1305
PM-2180,PO-415,RM-70,7952,"3 751,00"
PM-2181,PO-1480,RM-36,1734,1 653
PM-2182,PO-612,RM-17,1290,1165
PM-2183,PO-684,RM-89,249,"235,00"
PM-2184,PO-1269,RM-20,5720,1772
PM-2185,PO-1953,RM-66,9814,$644.00
PM-2186,PO-799,RM-111,1649,3 572
PM-2187,PO-1243,RM-27,6736,2114
PM-2188,PO-748,RM-57,4802,2661
PM-2189,PO-1670,RM-15,645,1425
PM-2190,PO-1647,RM-116,336,3878
PM-2191,PO-1417,RM-64,1249,"$3,930.00"
PM-2192,PO-816,RM-100,6724,$969.00
PM-2193,PO-60,RM-44,4359,"$2,535.00"
PM-2194,PO-1971,RM-72,8062,"$2,805.00"
PM-2195,PO-1408,RM-89,1947,$935.00
PM-2196,PO-456,RM-80,859,3879
PM-2197,PO-1479,RM-46,155,3283
PM-2198,PO-845,RM-43,8430,$139.00
PM-2199,PO-1521,RM-40,9532,360
PM-2200,PO-960,RM-99,8591,2996
PM-2201,PO-1407,RM-10,8863,3067
PM-2202,PO-331,RM-82,4735,1222
PM-2203,PO-1936,RM-108,8467,1615
PM-2204,PO-1587,RM-62,5001,"1 582,00"
PM-2205,PO-1456,RM-83,1864,"$3,055.00"
PM-2206,PO-987,RM-51,2085,"$1,176.00"
PM-2207,PO-1397,RM-116,9117,"1 538,00"
PM-2208,PO-1217,RM-62,7124,"$2,257.00"
PM-2209,PO-390,RM-101,9772,3388
PM-2210,PO-932,RM-94,622,1976
PM-2211,PO-1635,RM-78,1300,"$1,059.00"
PM-2212,PO-327,RM-77,7316,791
PM-2213,PO-1671,RM-34,910,1621
PM-2214,PO-620,RM-111,7124,2 937
PM-2215,PO-1955,RM-39,1925,3 369
PM-2216,PO-724,RM-39,8300,1005
PM-2217,PO-1062,RM-59,7964,"2 443,00"
PM-2218,PO-400,RM-85,8697,"2 237,00"
PM-2219,PO-1443,RM-77,397,845
PM-2220,PO-1929,RM-116,6226,651
PM-2221,PO-476,RM-51,7387,$870.00
PM-2222,PO-249,RM-37,6928,"$1,307.00"
PM-2223,PO-246,RM-59,5542,289
PM-2224,PO-222,RM-106,9753,1 483
PM-2225,PO-3,RM-3,5003,2 330
PM-2226,PO-1980,RM-68,2120,346
PM-2227,PO-431,RM-90,9383,$995.00
PM-2228,PO-253,RM-102,5860,"527,00"
PM-2229,PO-321,RM-75,1891,$103.00
PM-2230,PO-755,RM-109,6497,2075
PM-2231,PO-386,RM-108,816,472
PM-2232,PO-1529,RM-83,7521,"2 111,00"
PM-2233,PO-996,RM-20,835,"2 735,00"
PM-2234,PO-352,RM-6,3643,"$2,290.00"
PM-2235,PO-244,RM-119,7066,1734
PM-2236,PO-1573,RM-66,1817,2519
PM-2237,PO-1807,RM-34,8789,1060
PM-2238,PO-1467,RM-98,7893,"1 289,00"
PM-2239,PO-620,RM-54,5660,"$3,709.00"
PM-2240,PO-1131,RM-85,8834,2 339
PM-2241,PO-582,RM-61,3854,"$1,660.00"
PM-2242,PO-361,RM-98,8251,1561
PM-2243,PO-1532,RM-24,2418,2 210
PM-2244,PO-1219,RM-55,3084,1672
PM-2245,PO-771,RM-87,7282,3632
PM-2246,PO-1364,RM-83,5270,1395
PM-2247,PO-1305,RM-120,2072,"$3,205.00"
PM-2248,PO-1381,RM-50,2437,3 904
PM-2249,PO-489,RM-82,7159,$361.00
PM-2250,PO-473,RM-69,9600,$795.00
PM-2251,PO-1578,RM-10,3653,2 050
PM-2252,PO-830,RM-120,6040,"$3,852.00"
PM-2253,PO-12,RM-120,6372,707
PM-2254,PO-1925,RM-11,4136,"$1,355.00"
PM-2255,PO-1769,RM-46,1734,3511
PM-2256,PO-424,RM-119,1957,532
PM-2257,PO-140,RM-26,1883,"$2,980.00"
PM-2258,PO-959,RM-89,8101,3190
PM-2259,PO-819,RM-31,7573,1382
PM-2260,PO-329,RM-21,1404,2557
PM-2261,PO-508,RM-81,5523,"28,00"
PM-2262,PO-574,RM-88,1118,3936
PM-2263,PO-388,RM-63,7612,"2 165,00"
PM-2264,PO-1954,RM-48,8209,"3 369,00"
PM-2265,PO-51,RM-37,2515,"$1,094.00"
PM-2266,PO-1910,RM-111,1250,3037
PM-2267,PO-532,RM-107,2737,2 461
PM-2268,PO-1586,RM-46,7274,3282
PM-2269,PO-113,RM-14,2952,3583
PM-2270,PO-1441,RM-32,9663,199
PM-2271,PO-1256,RM-77,120,3984
PM-2272,PO-1807,RM-44,5530,3548
PM-2273,PO-60,RM-51,6603,2 493
PM-2274,PO-513,RM-12,2305,2869
PM-2275,PO-1452,RM-65,8599,1 389
PM-2276,PO-32,RM-13,486,206
PM-2277,PO-1237,RM-92,5000,"$3,275.00"
PM-2278,PO-1112,RM-53,8907,430
PM-2279,PO-938,RM-29,3700,225
PM-2280,PO-810,RM-113,1806,"782,00"
PM-2281,PO-1388,RM-85,2137,3990
PM-2282,PO-1099,RM-27,5439,1488
PM-2283,PO-245,RM-51,5790,1357
PM-2284,PO-496,RM-107,4288,1723
PM-2285,PO-364,RM-14,8620,3350
PM-2286,PO-227,RM-84,6670,414
PM-2287,PO-258,RM-12,4413,1 729
PM-2288,PO-696,RM-41,1438,889
PM-2289,PO-997,RM-81,7857,3762
PM-2290,PO-1294,RM-90,542,$329.00
PM-2291,PO-1240,RM-90,5766,$819.00
PM-2292,PO-818,RM-90,6157,1546
PM-2293,PO-956,RM-88,9541,2215
PM-2294,PO-1362,RM-20,3895,3449
PM-2295,PO-1162,RM-67,10000,$889.00
PM-2296,PO-1534,RM-2,659,"$2,298.00"
PM-2297,PO-593,RM-37,1765,$648.00
PM-2298,PO-976,RM-40,8263,"$3,923.00"
PM-2299,PO-1818,RM-26,6551,1 336
PM-2300,PO-1303,RM-12,6489,3997
PM-2301,PO-595,RM-77,7990,2 588
PM-2302,PO-767,RM-119,8746,2270
PM-2303,PO-408,RM-29,1163,401
PM-2304,PO-378,RM-77,6671,"3 988,00"
PM-2305,PO-1334,RM-83,8927,1148
PM-2306,PO-114,RM-34,8016,2859
PM-2307,PO-262,RM-67,3858,3576
PM-2308,PO-76,RM-23,9363,2173
PM-2309,PO-855,RM-93,5535,3715
PM-2310,PO-193,RM-85,5572,552
PM-2311,PO-602,RM-94,3583,276
PM-2312,PO-449,RM-10,6513,"$3,272.00"
PM-2313,PO-299,RM-99,4802,"3 562,00"
PM-2314,PO-174,RM-57,8673,402
PM-2315,PO-1104,RM-50,1451,677
PM-2316,PO-1523,RM-12,9732,3447
PM-2317,PO-1229,RM-69,4563,3723
PM-2318,PO-693,RM-26,1522,293
PM-2319,PO-850,RM-1,5547,1872
PM-2320,PO-1707,RM-35,8319,$501.00
PM-2321,PO-564,RM-79,5601,673
PM-2322,PO-1074,RM-116,1941,1963
PM-2323,PO-998,RM-11,1184,3 193
PM-2324,PO-998,RM-41,9871,2621
PM-2325,PO-478,RM-76,5417,2679
PM-2326,PO-427,RM-30,9971,419
PM-2327,PO-1408,RM-56,3238,"$1,251.00"
PM-2328,PO-263,RM-87,7517,992
PM-2329,PO-988,RM-9,7699,2233
PM-2330,PO-1912,RM-40,4966,1102
PM-2331,PO-1834,RM-14,3330,2046
PM-2332,PO-474,RM-95,2622,2402
PM-2333,PO-1843,RM-33,5305,637
PM-2334,PO-1374,RM-93,330,3929
PM-2335,PO-574,RM-77,2990,1978
PM-2336,PO-1995,RM-12,5988,2819
PM-2337,PO-1901,RM-94,4011,597
PM-2338,PO-713,RM-109,6387,3398
PM-2339,PO-1696,RM-19,3338,1368
PM-2340,PO-1972,RM-114,1789,2241
PM-2341,PO-445,RM-3,2452,1900
PM-2342,PO-293,RM-98,3303,2337
PM-2343,PO-1918,RM-71,1908,1174
PM-2344,PO-736,RM-75,6776,2 975
PM-2345,PO-297,RM-35,1946,267
PM-2346,PO-1972,RM-22,5864,"3 768,00"
PM-2347,PO-278,RM-36,1161,"$1,164.00"
