defect_id,check_id,batch_id,defect_code,quantity
DF-1475,QC-1239,BATCH-1488,未定义,38
DF-1476,QC-5001,BATCH-4775,未定义,19
DF-1477,QC-5942,BATCH-2258,未定义,2
DF-1478,QC-2361,BATCH-2199,COLOR-MISMATCH,14
DF-1479,QC-5810,BATCH-4201,THREAD-BAD,36
DF-1480,QC-2957,BATCH-1676,DIM-ERR,16
DF-1481,QC-6137,BATCH-1170,SCRATCH,3
DF-1482,QC-5520,BATCH-1974,COLOR-MISMATCH,37
DF-1483,QC-7654,BATCH-1223,未定义,30
DF-1484,QC-2272,BATCH-404,COLOR-MISMATCH,20
DF-1485,QC-2539,BATCH-4794,DENT,2
DF-1486,QC-1186,BATCH-2404,COLOR-MISMATCH,46
DF-1487,QC-100,BATCH-596,THREAD-BAD,45
DF-1488,QC-6736,BATCH-2657,THREAD-BAD,38
DF-1489,QC-5688,BATCH-4748,COLOR-MISMATCH,50
DF-1490,QC-7338,BATCH-6043,DENT,21
DF-1491,QC-7338,BATCH-514,未定义,14
DF-1492,QC-2863,BATCH-7291,DENT,24
DF-1493,QC-686,BATCH-40,SCRATCH,31
DF-1494,QC-4128,BATCH-5534,SCRATCH,39
DF-1495,QC-2592,BATCH-2348,未定义,22
DF-1496,QC-1804,BATCH-1399,SCRATCH,5
DF-1497,QC-55,BATCH-3686,SCRATCH,1
DF-1498,QC-1543,BATCH-7979,THREAD-BAD,44
DF-1499,QC-3334,BATCH-4372,COLOR-MISMATCH,37
DF-1500,QC-7308,BATCH-4624,COLOR-MISMATCH,18
DF-1501,QC-2863,BATCH-5471,COLOR-MISMATCH,35
DF-1502,QC-2091,BATCH-7023,DIM-ERR,5
DF-1503,QC-6625,BATCH-5068,COLOR-MISMATCH,6
DF-1504,QC-4436,BATCH-170,COLOR-MISMATCH,15
DF-1505,QC-4868,BATCH-5872,DENT,34
DF-1506,QC-7334,BATCH-4082,THREAD-BAD,28
DF-1507,QC-48,BATCH-3257,DENT,2
DF-1508,QC-3505,BATCH-5426,DIM-ERR,22
DF-1509,QC-814,BATCH-6419,未定义,11
DF-1510,QC-2995,BATCH-2388,COLOR-MISMATCH,12
DF-1511,QC-6050,BATCH-4221,DIM-ERR,37
DF-1512,QC-7030,BATCH-6568,DENT,45
DF-1513,QC-3842,BATCH-7884,COLOR-MISMATCH,24
DF-1514,QC-196,BATCH-1419,THREAD-BAD,49
DF-1515,QC-1855,BATCH-7810,未定义,10
DF-1516,QC-4744,BATCH-5921,SCRATCH,18
DF-1517,QC-2562,BATCH-4742,COLOR-MISMATCH,41
DF-1518,QC-4415,BATCH-2420,DIM-ERR,23
DF-1519,QC-7367,BATCH-5328,DENT,32
DF-1520,QC-674,BATCH-5249,DENT,15
DF-1521,QC-7393,BATCH-1245,COLOR-MISMATCH,38
DF-1522,QC-3035,BATCH-1679,THREAD-BAD,11
DF-1523,QC-4325,BATCH-1300,未定义,40
DF-1524,QC-4943,BATCH-1568,未定义,7
DF-1525,QC-4450,BATCH-7256,DIM-ERR,46
DF-1526,QC-4644,BATCH-2836,SCRATCH,47
DF-1527,QC-6572,BATCH-1739,DIM-ERR,45
DF-1528,QC-653,BATCH-5541,DENT,43
DF-1529,QC-7188,BATCH-5976,SCRATCH,22
DF-1530,QC-7939,BATCH-753,SCRATCH,32
DF-1531,QC-591,BATCH-6927,COLOR-MISMATCH,9
DF-1532,QC-2293,BATCH-1960,THREAD-BAD,42
DF-1533,QC-6586,BATCH-5759,DENT,32
DF-1534,QC-4594,BATCH-1953,THREAD-BAD,7
DF-1535,QC-2567,BATCH-2388,SCRATCH,44
DF-1536,QC-4103,BATCH-1309,THREAD-BAD,37
DF-1537,QC-2567,BATCH-3625,THREAD-BAD,20
DF-1538,QC-7669,BATCH-4381,THREAD-BAD,50
DF-1539,QC-4128,BATCH-6069,DENT,10
DF-1540,QC-7405,BATCH-560,DENT,19
DF-1541,QC-6819,BATCH-3815,THREAD-BAD,38
DF-1542,QC-6147,BATCH-7335,COLOR-MISMATCH,39
DF-1543,QC-6548,BATCH-3698,DENT,1
DF-1544,QC-299,BATCH-7715,SCRATCH,37
DF-1545,QC-4782,BATCH-5793,未定义,16
DF-1546,QC-6585,BATCH-4353,COLOR-MISMATCH,7
DF-1547,QC-1936,BATCH-5085,COLOR-MISMATCH,13
DF-1548,QC-5189,BATCH-713,DIM-ERR,9
DF-1549,QC-6656,BATCH-464,DENT,48
DF-1550,QC-2539,BATCH-7189,未定义,33
DF-1551,QC-4752,BATCH-2248,DIM-ERR,29
DF-1552,QC-869,BATCH-6526,THREAD-BAD,5
DF-1553,QC-6710,BATCH-6834,THREAD-BAD,42
DF-1554,QC-2567,BATCH-7892,SCRATCH,33
DF-1555,QC-7984,BATCH-826,COLOR-MISMATCH,8
DF-1556,QC-1932,BATCH-3111,SCRATCH,33
DF-1557,QC-1907,BATCH-1687,DIM-ERR,43
DF-1558,QC-3842,BATCH-4019,未定义,5
DF-1559,QC-2037,BATCH-3825,DENT,25
DF-1560,QC-7688,BATCH-4355,COLOR-MISMATCH,12
DF-1561,QC-537,BATCH-1858,DIM-ERR,8
DF-1562,QC-484,BATCH-7170,THREAD-BAD,18
DF-1563,QC-5810,BATCH-4618,THREAD-BAD,15
DF-1564,QC-5143,BATCH-5828,DIM-ERR,50
DF-1565,QC-4081,BATCH-5523,DENT,46
DF-1566,QC-7288,BATCH-5878,DIM-ERR,21
DF-1567,QC-537,BATCH-6725,DENT,27
DF-1568,QC-457,BATCH-6258,SCRATCH,44
DF-1569,QC-686,BATCH-1961,未定义,34
DF-1570,QC-6774,BATCH-1351,未定义,13
DF-1571,QC-869,BATCH-5738,THREAD-BAD,35
DF-1572,QC-4653,BATCH-1972,未定义,31
DF-1573,QC-1888,BATCH-4488,SCRATCH,9
DF-1574,QC-5115,BATCH-4177,COLOR-MISMATCH,36
DF-1575,QC-196,BATCH-359,SCRATCH,12
DF-1576,QC-4173,BATCH-2762,DIM-ERR,17
DF-1577,QC-2623,BATCH-1444,未定义,48
DF-1578,QC-1454,BATCH-2970,未定义,24
DF-1579,QC-6572,BATCH-5045,DIM-ERR,4
DF-1580,QC-7922,BATCH-7195,THREAD-BAD,40
DF-1581,QC-1307,BATCH-5257,SCRATCH,27
DF-1582,QC-3041,BATCH-7841,DENT,43
DF-1583,QC-7288,BATCH-6485,DENT,4
DF-1584,QC-4482,BATCH-5642,DENT,32
DF-1585,QC-3691,BATCH-5806,未定义,21
DF-1586,QC-4897,BATCH-4895,THREAD-BAD,26
DF-1587,QC-4897,BATCH-628,THREAD-BAD,7
DF-1588,QC-184,BATCH-6724,COLOR-MISMATCH,40
DF-1589,QC-2442,BATCH-595,未定义,26
DF-1590,QC-4415,BATCH-3959,DIM-ERR,23
DF-1591,QC-4849,BATCH-3358,DENT,7
DF-1592,QC-6736,BATCH-5675,DENT,26
DF-1593,QC-7509,BATCH-4038,THREAD-BAD,2
DF-1594,QC-3263,BATCH-3726,未定义,11
DF-1595,QC-856,BATCH-4924,DENT,48
DF-1596,QC-6835,BATCH-5432,DIM-ERR,48
DF-1597,QC-869,BATCH-2145,DIM-ERR,15
DF-1598,QC-7535,BATCH-173,THREAD-BAD,42
DF-1599,QC-7675,BATCH-1438,THREAD-BAD,31
DF-1600,QC-4508,BATCH-6267,DIM-ERR,19
DF-1601,QC-7020,BATCH-3919,DIM-ERR,34
DF-1602,QC-2665,BATCH-7456,COLOR-MISMATCH,2
DF-1603,QC-814,BATCH-7417,SCRATCH,20
DF-1604,QC-7188,BATCH-2180,DENT,25
DF-1605,QC-898,BATCH-4719,COLOR-MISMATCH,50
DF-1606,QC-6267,BATCH-6206,DENT,39
DF-1607,QC-5267,BATCH-2842,DENT,46
DF-1608,QC-5531,BATCH-7752,DIM-ERR,4
DF-1609,QC-869,BATCH-840,DIM-ERR,11
DF-1610,QC-4597,BATCH-3031,THREAD-BAD,23
DF-1611,QC-841,BATCH-1725,DENT,40
DF-1612,QC-16,BATCH-1369,THREAD-BAD,49
DF-1613,QC-5564,BATCH-3703,THREAD-BAD,8
DF-1614,QC-7988,BATCH-7278,DIM-ERR,17
DF-1615,QC-284,BATCH-6445,未定义,12
DF-1616,QC-5760,BATCH-4106,DIM-ERR,7
DF-1617,QC-4612,BATCH-766,DIM-ERR,37
DF-1618,QC-6496,BATCH-7394,未定义,43
DF-1619,QC-5531,BATCH-7513,COLOR-MISMATCH,40
DF-1620,QC-1196,BATCH-4468,THREAD-BAD,49
DF-1621,QC-686,BATCH-2245,DIM-ERR,20
DF-1622,QC-1936,BATCH-7963,COLOR-MISMATCH,42
DF-1623,QC-1713,BATCH-100,SCRATCH,36
DF-1624,QC-7984,BATCH-4427,COLOR-MISMATCH,31
DF-1625,QC-5783,BATCH-7511,SCRATCH,23
DF-1626,QC-5628,BATCH-7515,DENT,18
DF-1627,QC-7066,BATCH-871,SCRATCH,21
DF-1628,QC-5459,BATCH-4734,DENT,3
DF-1629,QC-7288,BATCH-4513,SCRATCH,18
DF-1630,QC-1944,BATCH-3094,COLOR-MISMATCH,38
DF-1631,QC-5531,BATCH-1264,THREAD-BAD,46
DF-1632,QC-3504,BATCH-294,THREAD-BAD,36
DF-1633,QC-6572,BATCH-7357,SCRATCH,29
DF-1634,QC-1230,BATCH-6258,COLOR-MISMATCH,13
DF-1635,QC-674,BATCH-199,SCRATCH,25
DF-1636,QC-4415,BATCH-2047,THREAD-BAD,28
DF-1637,QC-1137,BATCH-6756,COLOR-MISMATCH,7
DF-1638,QC-93,BATCH-3346,未定义,29
DF-1639,QC-4482,BATCH-4459,COLOR-MISMATCH,15
DF-1640,QC-5332,BATCH-6100,SCRATCH,19
DF-1641,QC-7308,BATCH-3168,未定义,20
DF-1642,QC-3821,BATCH-4706,SCRATCH,23
DF-1643,QC-5725,BATCH-6308,COLOR-MISMATCH,47
DF-1644,QC-4792,BATCH-5700,DENT,26
DF-1645,QC-1713,BATCH-5898,THREAD-BAD,3
DF-1646,QC-3723,BATCH-6512,DIM-ERR,29
DF-1647,QC-2863,BATCH-4152,COLOR-MISMATCH,8
DF-1648,QC-5778,BATCH-2061,DIM-ERR,44
DF-1649,QC-2361,BATCH-506,COLOR-MISMATCH,36
DF-1650,QC-6845,BATCH-6322,SCRATCH,15
DF-1651,QC-1316,BATCH-450,未定义,18
DF-1652,QC-652,BATCH-6416,THREAD-BAD,23
DF-1653,QC-3935,BATCH-5841,COLOR-MISMATCH,23
DF-1654,QC-4450,BATCH-3648,未定义,41
DF-1655,QC-6223,BATCH-2791,COLOR-MISMATCH,3
DF-1656,QC-4815,BATCH-657,DENT,47
DF-1657,QC-7535,BATCH-3304,DENT,25
DF-1658,QC-744,BATCH-5442,DENT,32
DF-1659,QC-2592,BATCH-5017,DIM-ERR,34
DF-1660,QC-614,BATCH-706,THREAD-BAD,39
DF-1661,QC-2293,BATCH-3811,THREAD-BAD,16
DF-1662,QC-3701,BATCH-3475,DIM-ERR,39
DF-1663,QC-6456,BATCH-5435,COLOR-MISMATCH,18
DF-1664,QC-5527,BATCH-5385,未定义,34
DF-1665,QC-2685,BATCH-6712,SCRATCH,13
DF-1666,QC-6572,BATCH-6759,DENT,42
DF-1667,QC-176,BATCH-722,COLOR-MISMATCH,37
DF-1668,QC-7931,BATCH-4657,SCRATCH,1
DF-1669,QC-4782,BATCH-1154,DENT,31
DF-1670,QC-7884,BATCH-1955,DENT,5
DF-1671,QC-7800,BATCH-1609,DIM-ERR,44
DF-1672,QC-2317,BATCH-4971,DENT,19
DF-1673,QC-6957,BATCH-5657,COLOR-MISMATCH,36
DF-1674,QC-6056,BATCH-5300,未定义,44
DF-1675,QC-4147,BATCH-5270,THREAD-BAD,5
DF-1676,QC-5760,BATCH-7544,SCRATCH,3
DF-1677,QC-4594,BATCH-1811,DENT,48
DF-1678,QC-290,BATCH-7678,未定义,12
DF-1679,QC-7800,BATCH-1596,COLOR-MISMATCH,27
DF-1680,QC-3590,BATCH-1784,DIM-ERR,3
DF-1681,QC-4594,BATCH-7856,SCRATCH,45
DF-1682,QC-6307,BATCH-4956,DIM-ERR,5
DF-1683,QC-7988,BATCH-3864,THREAD-BAD,12
DF-1684,QC-1137,BATCH-80,THREAD-BAD,50
DF-1685,QC-5318,BATCH-6126,DENT,39
DF-1686,QC-7732,BATCH-945,COLOR-MISMATCH,18
DF-1687,QC-4897,BATCH-1666,未定义,44
DF-1688,QC-4018,BATCH-7148,DENT,6
DF-1689,QC-2879,BATCH-7082,未定义,33
DF-1690,QC-2914,BATCH-4474,THREAD-BAD,7
DF-1691,QC-2072,BATCH-3439,DENT,46
DF-1692,QC-5940,BATCH-1775,THREAD-BAD,13
DF-1693,QC-5641,BATCH-4190,SCRATCH,32
DF-1694,QC-37,BATCH-5156,DIM-ERR,34
DF-1695,QC-3748,BATCH-693,DIM-ERR,26
DF-1696,QC-4594,BATCH-5676,DENT,21
DF-1697,QC-6036,BATCH-6646,COLOR-MISMATCH,37
DF-1698,QC-7098,BATCH-5418,未定义,20
DF-1699,QC-4612,BATCH-2359,COLOR-MISMATCH,23
DF-1700,QC-5120,BATCH-1313,COLOR-MISMATCH,46
DF-1701,QC-6941,BATCH-135,DENT,12
DF-1702,QC-1944,BATCH-7612,DENT,13
DF-1703,QC-5688,BATCH-765,COLOR-MISMATCH,49
DF-1704,QC-6549,BATCH-2280,COLOR-MISMATCH,24
DF-1705,QC-3759,BATCH-1900,未定义,42
DF-1706,QC-6177,BATCH-1314,THREAD-BAD,18
DF-1707,QC-669,BATCH-3956,未定义,12
DF-1708,QC-5999,BATCH-3093,DIM-ERR,24
DF-1709,QC-4815,BATCH-925,DENT,17
DF-1710,QC-5526,BATCH-3438,THREAD-BAD,5
DF-1711,QC-3885,BATCH-3553,SCRATCH,13
DF-1712,QC-2685,BATCH-1193,未定义,49
DF-1713,QC-2562,BATCH-1778,SCRATCH,2
DF-1714,QC-148,BATCH-2477,DENT,16
DF-1715,QC-6941,BATCH-3440,未定义,41
DF-1716,QC-7509,BATCH-4223,COLOR-MISMATCH,6
DF-1717,QC-196,BATCH-4810,DIM-ERR,4
DF-1718,QC-7081,BATCH-731,THREAD-BAD,35
DF-1719,QC-7288,BATCH-5948,DIM-ERR,2
DF-1720,QC-3425,BATCH-5411,DIM-ERR,10
DF-1721,QC-1600,BATCH-3952,DIM-ERR,5
DF-1722,QC-1196,BATCH-3537,DENT,24
DF-1723,QC-5633,BATCH-3601,SCRATCH,35
DF-1724,QC-3575,BATCH-3493,COLOR-MISMATCH,10
DF-1725,QC-869,BATCH-6734,DIM-ERR,15
DF-1726,QC-6171,BATCH-1429,SCRATCH,27
DF-1727,QC-3226,BATCH-1552,THREAD-BAD,26
DF-1728,QC-6736,BATCH-1852,DENT,20
DF-1729,QC-4103,BATCH-5829,SCRATCH,2
DF-1730,QC-2462,BATCH-7391,未定义,10
DF-1731,QC-7030,BATCH-7215,COLOR-MISMATCH,26
DF-1732,QC-5120,BATCH-4031,COLOR-MISMATCH,9
DF-1733,QC-7675,BATCH-807,SCRATCH,39
DF-1734,QC-1543,BATCH-2047,DENT,10
DF-1735,QC-5003,BATCH-1727,DENT,6
DF-1736,QC-6035,BATCH-4803,COLOR-MISMATCH,7
DF-1737,QC-2011,BATCH-963,COLOR-MISMATCH,14
DF-1738,QC-3669,BATCH-4302,THREAD-BAD,19
DF-1739,QC-1339,BATCH-1460,未定义,44
DF-1740,QC-6819,BATCH-1542,DIM-ERR,28
DF-1741,QC-4120,BATCH-7712,DIM-ERR,10
DF-1742,QC-196,BATCH-1859,DIM-ERR,3
DF-1743,QC-2539,BATCH-6347,DIM-ERR,33
DF-1744,QC-3041,BATCH-2946,DIM-ERR,7
DF-1745,QC-1763,BATCH-477,DIM-ERR,29
DF-1746,QC-2687,BATCH-3564,DIM-ERR,7
DF-1747,QC-2923,BATCH-628,THREAD-BAD,47
DF-1748,QC-4120,BATCH-2538,SCRATCH,15
DF-1749,QC-7509,BATCH-251,未定义,18
DF-1750,QC-2935,BATCH-2220,DIM-ERR,5
DF-1751,QC-4335,BATCH-3126,SCRATCH,21
DF-1752,QC-3748,BATCH-5139,COLOR-MISMATCH,19
DF-1753,QC-5189,BATCH-4484,THREAD-BAD,44
DF-1754,QC-4958,BATCH-597,SCRATCH,45
DF-1755,QC-3035,BATCH-6978,THREAD-BAD,33
DF-1756,QC-2226,BATCH-5690,DIM-ERR,10
DF-1757,QC-5656,BATCH-6851,DIM-ERR,32
DF-1758,QC-7034,BATCH-7156,DENT,34
DF-1759,QC-7939,BATCH-6617,SCRATCH,13
DF-1760,QC-5741,BATCH-1795,COLOR-MISMATCH,46
DF-1761,QC-6488,BATCH-1935,COLOR-MISMATCH,27
DF-1762,QC-2273,BATCH-7793,DIM-ERR,7
DF-1763,QC-1454,BATCH-478,未定义,37
DF-1764,QC-7188,BATCH-4845,COLOR-MISMATCH,12
DF-1765,QC-196,BATCH-2456,COLOR-MISMATCH,12
DF-1766,QC-16,BATCH-7113,THREAD-BAD,6
DF-1767,QC-591,BATCH-5288,未定义,45
DF-1768,QC-5987,BATCH-856,DIM-ERR,35
DF-1769,QC-3333,BATCH-5534,SCRATCH,34
DF-1770,QC-3842,BATCH-4958,未定义,6
DF-1771,QC-6656,BATCH-7450,未定义,44
DF-1772,QC-1009,BATCH-4610,COLOR-MISMATCH,17
DF-1773,QC-1480,BATCH-2598,未定义,18
DF-1774,QC-741,BATCH-3996,COLOR-MISMATCH,29
DF-1775,QC-5835,BATCH-2959,DIM-ERR,31
DF-1776,QC-1210,BATCH-444,THREAD-BAD,11
DF-1777,QC-5267,BATCH-4803,未定义,16
DF-1778,QC-184,BATCH-7513,DENT,21
DF-1779,QC-148,BATCH-956,未定义,46
DF-1780,QC-7831,BATCH-4498,THREAD-BAD,15
DF-1781,QC-5796,BATCH-3071,未定义,7
DF-1782,QC-591,BATCH-6065,SCRATCH,13
DF-1783,QC-68,BATCH-220,THREAD-BAD,17
DF-1784,QC-3661,BATCH-4896,SCRATCH,24
DF-1785,QC-739,BATCH-3191,THREAD-BAD,22
DF-1786,QC-7741,BATCH-3577,DENT,10
DF-1787,QC-5783,BATCH-7167,THREAD-BAD,38
DF-1788,QC-6833,BATCH-7432,DIM-ERR,34
DF-1789,QC-694,BATCH-7133,SCRATCH,37
DF-1790,QC-2273,BATCH-4397,THREAD-BAD,47
DF-1791,QC-2592,BATCH-7314,COLOR-MISMATCH,32
DF-1792,QC-1765,BATCH-2987,THREAD-BAD,20
DF-1793,QC-7555,BATCH-3323,SCRATCH,6
DF-1794,QC-3035,BATCH-2621,COLOR-MISMATCH,12
DF-1795,QC-1988,BATCH-6686,未定义,14
DF-1796,QC-4870,BATCH-2620,COLOR-MISMATCH,38
DF-1797,QC-3879,BATCH-4984,THREAD-BAD,4
DF-1798,QC-4917,BATCH-7069,DIM-ERR,18
DF-1799,QC-7188,BATCH-661,未定义,27
DF-1800,QC-1763,BATCH-2627,THREAD-BAD,20
DF-1801,QC-3263,BATCH-5976,SCRATCH,47
DF-1802,QC-2193,BATCH-2995,THREAD-BAD,8
DF-1803,QC-5305,BATCH-6998,SCRATCH,1
DF-1804,QC-3844,BATCH-3179,COLOR-MISMATCH,37
DF-1805,QC-6282,BATCH-669,COLOR-MISMATCH,47
DF-1806,QC-3885,BATCH-1879,SCRATCH,9
DF-1807,QC-1815,BATCH-2771,THREAD-BAD,27
DF-1808,QC-2935,BATCH-5307,SCRATCH,33
DF-1809,QC-3701,BATCH-1131,THREAD-BAD,6
DF-1810,QC-2483,BATCH-4631,SCRATCH,44
DF-1811,QC-4523,BATCH-1323,SCRATCH,42
DF-1812,QC-5505,BATCH-2826,DENT,21
DF-1813,QC-7020,BATCH-1839,THREAD-BAD,3
DF-1814,QC-1560,BATCH-3292,未定义,22
DF-1815,QC-6484,BATCH-3101,DIM-ERR,28
DF-1816,QC-7818,BATCH-1691,THREAD-BAD,34
DF-1817,QC-1988,BATCH-6644,THREAD-BAD,9
DF-1818,QC-3795,BATCH-4987,THREAD-BAD,31
DF-1819,QC-271,BATCH-7945,DENT,10
DF-1820,QC-5745,BATCH-7272,未定义,27
DF-1821,QC-2923,BATCH-5920,COLOR-MISMATCH,1
DF-1822,QC-4897,BATCH-448,未定义,16
DF-1823,QC-6488,BATCH-7459,未定义,47
DF-1824,QC-895,BATCH-4539,DIM-ERR,6
DF-1825,QC-7231,BATCH-5543,未定义,49
DF-1826,QC-4847,BATCH-817,THREAD-BAD,33
DF-1827,QC-4036,BATCH-2567,THREAD-BAD,48
DF-1828,QC-614,BATCH-7256,DENT,15
DF-1829,QC-5003,BATCH-2700,DIM-ERR,12
DF-1830,QC-7213,BATCH-3244,DENT,42
DF-1831,QC-1137,BATCH-4063,SCRATCH,29
DF-1832,QC-2623,BATCH-6556,DENT,46
DF-1833,QC-6969,BATCH-4285,COLOR-MISMATCH,14
DF-1834,QC-301,BATCH-3542,DENT,30
DF-1835,QC-3035,BATCH-6633,THREAD-BAD,21
DF-1836,QC-7231,BATCH-7123,SCRATCH,13
DF-1837,QC-971,BATCH-434,DENT,14
DF-1838,QC-4653,BATCH-3009,COLOR-MISMATCH,25
DF-1839,QC-4644,BATCH-6499,COLOR-MISMATCH,38
DF-1840,QC-2862,BATCH-6938,未定义,20
DF-1841,QC-5242,BATCH-2611,DENT,48
DF-1842,QC-5185,BATCH-4055,COLOR-MISMATCH,33
DF-1843,QC-3935,BATCH-4375,THREAD-BAD,33
DF-1844,QC-2995,BATCH-7557,THREAD-BAD,16
DF-1845,QC-6282,BATCH-3311,DENT,43
DF-1846,QC-4699,BATCH-6164,DENT,6
DF-1847,QC-5940,BATCH-2756,DENT,45
DF-1848,QC-4953,BATCH-6571,SCRATCH,45
DF-1849,QC-3786,BATCH-1162,SCRATCH,46
DF-1850,QC-2923,BATCH-542,未定义,7
DF-1851,QC-6467,BATCH-2656,THREAD-BAD,48
DF-1852,QC-5999,BATCH-6032,COLOR-MISMATCH,13
DF-1853,QC-4018,BATCH-3760,未定义,2
DF-1854,QC-6655,BATCH-471,未定义,44
DF-1855,QC-176,BATCH-4521,SCRATCH,25
DF-1856,QC-4184,BATCH-3132,未定义,17
DF-1857,QC-484,BATCH-776,SCRATCH,28
DF-1858,QC-993,BATCH-6639,DIM-ERR,48
DF-1859,QC-176,BATCH-6083,THREAD-BAD,34
DF-1860,QC-7503,BATCH-7939,SCRATCH,34
DF-1861,QC-358,BATCH-5563,SCRATCH,16
DF-1862,QC-6091,BATCH-3627,THREAD-BAD,42
DF-1863,QC-6263,BATCH-3764,THREAD-BAD,23
DF-1864,QC-1395,BATCH-7927,DENT,44
DF-1865,QC-2862,BATCH-1629,DENT,5
DF-1866,QC-814,BATCH-7386,THREAD-BAD,18
DF-1867,QC-6586,BATCH-2035,未定义,10
DF-1868,QC-1855,BATCH-7195,COLOR-MISMATCH,47
DF-1869,QC-4686,BATCH-745,THREAD-BAD,4
DF-1870,QC-3227,BATCH-297,THREAD-BAD,50
DF-1871,QC-6854,BATCH-7318,SCRATCH,43
DF-1872,QC-2293,BATCH-5408,DENT,10
DF-1873,QC-2099,BATCH-1220,DIM-ERR,31
DF-1874,QC-4752,BATCH-6193,THREAD-BAD,48
DF-1875,QC-1988,BATCH-1119,SCRATCH,48
DF-1876,QC-4815,BATCH-385,DIM-ERR,27
DF-1877,QC-3962,BATCH-4175,COLOR-MISMATCH,15
DF-1878,QC-7936,BATCH-6286,SCRATCH,15
DF-1879,QC-1148,BATCH-2998,SCRATCH,8
DF-1880,QC-7288,BATCH-292,未定义,14
DF-1881,QC-5796,BATCH-7129,THREAD-BAD,17
DF-1882,QC-3669,BATCH-7120,SCRATCH,14
DF-1883,QC-5004,BATCH-906,DIM-ERR,28
DF-1884,QC-5987,BATCH-1118,SCRATCH,22
DF-1885,QC-3575,BATCH-1731,THREAD-BAD,44
DF-1886,QC-5725,BATCH-4644,SCRATCH,37
DF-1887,QC-6282,BATCH-1290,SCRATCH,10
DF-1888,QC-7288,BATCH-6486,THREAD-BAD,10
DF-1889,QC-5246,BATCH-4558,未定义,4
DF-1890,QC-3879,BATCH-6207,未定义,30
DF-1891,QC-6727,BATCH-1153,DIM-ERR,23
DF-1892,QC-6147,BATCH-4445,DENT,24
DF-1893,QC-6177,BATCH-823,DENT,3
DF-1894,QC-7741,BATCH-3143,SCRATCH,3
DF-1895,QC-279,BATCH-3856,THREAD-BAD,46
DF-1896,QC-6549,BATCH-1162,SCRATCH,50
DF-1897,QC-7034,BATCH-2639,COLOR-MISMATCH,47
DF-1898,QC-7066,BATCH-5925,未定义,21
DF-1899,QC-7741,BATCH-7015,DIM-ERR,46
DF-1900,QC-1526,BATCH-3992,DIM-ERR,44
DF-1901,QC-2226,BATCH-2345,COLOR-MISMATCH,47
DF-1902,QC-4807,BATCH-3508,SCRATCH,21
DF-1903,QC-299,BATCH-5404,THREAD-BAD,15
DF-1904,QC-3862,BATCH-7050,未定义,18
DF-1905,QC-1137,BATCH-7610,SCRATCH,22
DF-1906,QC-6437,BATCH-152,THREAD-BAD,50
DF-1907,QC-16,BATCH-7753,DIM-ERR,24
DF-1908,QC-4792,BATCH-1363,SCRATCH,48
DF-1909,QC-5942,BATCH-5517,COLOR-MISMATCH,48
DF-1910,QC-4943,BATCH-748,SCRATCH,46
DF-1911,QC-5806,BATCH-3432,DIM-ERR,2
DF-1912,QC-5505,BATCH-1560,SCRATCH,44
DF-1913,QC-1230,BATCH-3627,SCRATCH,49
DF-1914,QC-5987,BATCH-1901,DIM-ERR,9
DF-1915,QC-4933,BATCH-158,未定义,16
DF-1916,QC-5049,BATCH-5876,SCRATCH,38
DF-1917,QC-3035,BATCH-188,SCRATCH,22
DF-1918,QC-5056,BATCH-1775,DIM-ERR,12
DF-1919,QC-6263,BATCH-5945,COLOR-MISMATCH,46
DF-1920,QC-6091,BATCH-2677,DIM-ERR,49
DF-1921,QC-5424,BATCH-4371,SCRATCH,47
DF-1922,QC-2957,BATCH-3776,DENT,29
DF-1923,QC-4493,BATCH-325,SCRATCH,8
DF-1924,QC-6194,BATCH-278,DENT,49
DF-1925,QC-349,BATCH-4582,COLOR-MISMATCH,36
DF-1926,QC-3935,BATCH-1630,DENT,23
DF-1927,QC-271,BATCH-5187,SCRATCH,33
DF-1928,QC-5913,BATCH-4958,DIM-ERR,25
DF-1929,QC-6570,BATCH-104,DIM-ERR,34
DF-1930,QC-5633,BATCH-7552,DIM-ERR,22
DF-1931,QC-5267,BATCH-3185,THREAD-BAD,1
DF-1932,QC-5527,BATCH-6229,DIM-ERR,9
DF-1933,QC-2784,BATCH-7198,THREAD-BAD,31
DF-1934,QC-1277,BATCH-1040,DIM-ERR,40
DF-1935,QC-2845,BATCH-6010,SCRATCH,35
DF-1936,QC-5120,BATCH-6515,DIM-ERR,1
DF-1937,QC-5723,BATCH-2179,DENT,29
DF-1938,QC-1391,BATCH-4404,DIM-ERR,42
DF-1939,QC-4815,BATCH-4900,SCRATCH,41
DF-1940,QC-2623,BATCH-6002,SCRATCH,39
DF-1941,QC-1251,BATCH-6574,THREAD-BAD,44
DF-1942,QC-7818,BATCH-996,DIM-ERR,18
DF-1943,QC-1526,BATCH-7301,DIM-ERR,32
DF-1944,QC-6437,BATCH-5751,DENT,26
DF-1945,QC-3842,BATCH-7460,DENT,32
DF-1946,QC-5139,BATCH-7510,DIM-ERR,11
DF-1947,QC-6969,BATCH-6832,未定义,7
DF-1948,QC-3177,BATCH-2738,THREAD-BAD,23
DF-1949,QC-4686,BATCH-4812,DENT,43
DF-1950,QC-2592,BATCH-6279,未定义,36
DF-1951,QC-1391,BATCH-4632,THREAD-BAD,41
DF-1952,QC-2862,BATCH-2400,COLOR-MISMATCH,34
DF-1953,QC-809,BATCH-334,COLOR-MISMATCH,34
