invoice_id,customer_id,quotation_id,invoice_date,due_date,amount,status
MI-2685,MC-1210,Q-1483,10/21/2025,2027-05-21,734 414,overdue
MI-2686,MC-859,Q-482,2025-09-05,2024-11-11,505005,PAID
MI-2687,MC-1365,Q-265,2026-07-23,07/07/2024,1086573,pending
MI-2688,MC-593,Q-975,16-08-2025,2025-08-20,739460,PAID
MI-2689,MC-316,Q-177,09/05/2024,16-12-2024,1438563,paid
MI-2690,MC-1021,Q-790,2025-06-13,01/20/2026,714560,pending
MI-2691,MC-1179,Q-585,03/14/2026,2026-05-24,"$964,321.00",PAID
MI-2692,MC-1346,Q-368,2025-02-17,2027-06-14,502532,overdue
MI-2693,MC-345,Q-1074,2026-10-06,11/24/2026,1 674 308,paid
MI-2694,MC-283,Q-1297,26-08-2025,2027-12-04,"$904,318.00",overdue
MI-2695,MC-1397,Q-974,2026-09-28,2026-05-02,"335 823,00",overdue
MI-2696,MC-1171,Q-317,2024-12-18,2027-06-22,1448532,overdue
MI-2697,MC-784,Q-702,07/07/2024,2026-06-16,429097,paid
MI-2698,MC-695,Q-586,2025-05-21,2024-03-15,"$726,955.00",paid
MI-2699,MC-503,Q-927,14-11-2026,2025-11-10,593054,overdue
MI-2700,MC-1182,Q-1206,2026-01-12,21-08-2025,741 514,overdue
MI-2701,MC-804,Q-1177,01/26/2026,07/03/2025,1248156,pending
MI-2702,MC-740,Q-614,09-04-2024,20-09-2026,739435,paid
MI-2703,MC-1083,Q-275,2024-05-21,2027-07-15,"$1,206,632.00",overdue
MI-2704,MC-611,Q-502,2024-10-03,2025-06-17,985614,pending
MI-2705,MC-120,Q-769,2026-12-07,2027-01-05,"433 105,00",overdue
MI-2706,MC-1297,Q-549,05/16/2025,2025-03-13,"$861,131.00",paid
MI-2707,MC-1197,Q-1361,2024-11-25,2027-07-23,1588712,overdue
MI-2708,MC-1011,Q-985,27-02-2026,22-12-2025,314648,paid
MI-2709,MC-1008,Q-537,01/16/2026,2026-02-14,396934,OVERDUE
MI-2710,MC-974,Q-1051,2026-03-01,26-03-2026,"$882,023.00",pending
MI-2711,MC-21,Q-1395,06/16/2024,02/22/2025,"971 942,00",paid
MI-2712,MC-757,Q-512,02-10-2024,23-01-2026,"$911,346.00",paid
MI-2713,MC-1101,Q-1120,04/11/2026,03/24/2026,"305 589,00",OVERDUE
MI-2714,MC-1384,Q-455,04/20/2026,2027-08-16,"$789,825.00",overdue
MI-2715,MC-1001,Q-1135,2025-11-16,2024-09-27,1 845 619,PAID
MI-2716,MC-661,Q-653,2025-01-01,2027-02-06,"1 693 542,00",overdue
MI-2717,MC-353,Q-623,15-01-2026,10-08-2026,1308752,OVERDUE
MI-2718,MC-534,Q-944,05/15/2024,2027-08-24,485405,overdue
MI-2719,MC-1130,Q-526,08/01/2026,2025-01-03,1 112 305,overdue
MI-2720,MC-823,Q-353,2025-06-24,2026-12-19,840645,paid
MI-2721,MC-433,Q-1059,21-01-2025,2025-11-07,556 014,pending
MI-2722,MC-1045,Q-1473,2024-01-13,02/20/2026,1935277,paid
MI-2723,MC-1349,Q-138,10/14/2025,2025-05-16,949264,OVERDUE
MI-2724,MC-1305,Q-1289,2024-03-24,01-03-2024,276074,OVERDUE
MI-2725,MC-1133,Q-585,11-02-2025,2027-09-17,1739608,overdue
MI-2726,MC-1388,Q-1027,2024-04-03,2025-06-09,569968,PAID
MI-2727,MC-1261,Q-243,2024-01-16,2027-03-07,1 535 789,overdue
MI-2728,MC-1231,Q-1071,2025-08-02,2024-06-20,154825,paid
MI-2729,MC-972,Q-420,04/09/2024,2027-09-25,1998507,overdue
MI-2730,MC-888,Q-1182,07/25/2026,03/03/2025,430 681,OVERDUE
MI-2731,MC-602,Q-504,2026-04-20,08-09-2025,"$1,173,793.00",OVERDUE
MI-2732,MC-321,Q-1408,2025-07-19,05/06/2024,1084700,OVERDUE
MI-2733,MC-686,Q-23,2025-09-04,07/27/2025,1281891,pending
MI-2734,MC-1385,Q-1049,08/06/2026,2025-10-25,175742,paid
MI-2735,MC-36,Q-634,2024-07-19,2024-05-23,1945801,pending
MI-2736,MC-813,Q-577,2025-05-02,2027-10-18,"563 219,00",overdue
MI-2737,MC-1215,Q-805,2025-09-08,12-06-2024,1172831,overdue
MI-2738,MC-930,Q-332,2026-04-14,2027-04-08,810299,overdue
MI-2739,MC-321,Q-661,2025-11-13,08/20/2026,12457,OVERDUE
MI-2740,MC-1137,Q-1075,01-01-2024,2027-10-26,1818987,overdue
MI-2741,MC-446,Q-318,2026-09-08,2024-02-23,"$1,655,846.00",paid
MI-2742,MC-367,Q-243,2026-11-24,22-06-2024,232830,paid
MI-2743,MC-1024,Q-910,14-08-2025,04/17/2024,"$1,356,771.00",PAID
MI-2744,MC-926,Q-656,11-07-2026,09/05/2026,1687723,PAID
MI-2745,MC-722,Q-1111,08-01-2025,2026-12-05,922 883,pending
MI-2746,MC-1105,Q-1042,21-10-2024,2024-09-23,"$1,658,660.00",OVERDUE
MI-2747,MC-699,Q-352,2024-10-26,2027-11-19,"$283,686.00",overdue
MI-2748,MC-721,Q-1238,08/12/2024,05-07-2025,"$1,703,044.00",pending
MI-2749,MC-1246,Q-279,06/27/2025,2027-05-09,"$1,600,846.00",overdue
MI-2750,MC-1313,Q-444,05/11/2026,26-03-2026,609991,OVERDUE
MI-2751,MC-1329,Q-372,2024-12-01,2027-11-27,"$1,488,361.00",overdue
MI-2752,MC-977,Q-418,01-11-2026,2024-06-27,"$1,820,662.00",PAID
MI-2753,MC-298,Q-1381,2025-08-15,2025-07-21,1928974,paid
MI-2754,MC-846,Q-1464,07/07/2024,06/28/2024,80662,overdue
MI-2755,MC-422,Q-494,01-11-2025,2024-10-02,935 853,PAID
MI-2756,MC-578,Q-666,2026-02-22,02/17/2024,"1 281 729,00",PAID
MI-2757,MC-594,Q-373,13-01-2025,07/17/2024,"$1,040,645.00",PAID
MI-2758,MC-1245,Q-500,18-06-2025,2027-12-20,846 126,overdue
MI-2759,MC-1205,Q-532,2025-07-26,10-11-2024,"1 437 373,00",paid
MI-2760,MC-812,Q-527,2026-01-03,2027-06-10,944180,overdue
MI-2761,MC-148,Q-507,2025-07-01,2025-04-01,"$1,427,788.00",overdue
MI-2762,MC-516,Q-516,2025-04-02,2027-12-28,"$1,266,742.00",overdue
MI-2763,MC-776,Q-103,04/05/2024,2025-12-22,74 328,overdue
MI-2764,MC-503,Q-710,2024-11-16,10/09/2025,"$1,421,230.00",OVERDUE
MI-2765,MC-917,Q-439,2025-02-12,02-02-2024,"$1,434,775.00",pending
MI-2766,MC-1045,Q-28,06-07-2024,05/19/2026,1090277,pending
MI-2767,MC-318,Q-625,2025-05-02,12-01-2025,"1 486 372,00",paid
MI-2768,MC-1057,Q-1448,02/13/2026,2025-12-16,879278,pending
MI-2769,MC-1293,Q-1273,06-10-2025,2027-01-21,900026,overdue
MI-2770,MC-915,Q-938,09-07-2024,2026-05-11,643 997,paid
MI-2771,MC-548,Q-69,23-02-2024,2027-07-11,1600123,overdue
MI-2772,MC-1357,Q-419,2026-05-14,26-06-2025,"560 705,00",paid
MI-2773,MC-807,Q-922,2025-09-11,2027-01-01,"685 808,00",overdue
MI-2774,MC-123,Q-1098,09/08/2026,2024-04-24,"47 765,00",overdue
MI-2775,MC-394,Q-1128,2024-02-12,2026-04-07,775308,PAID
MI-2776,MC-1344,Q-1272,2024-12-21,01/08/2026,568370,OVERDUE
MI-2777,MC-493,Q-944,2026-12-12,22-11-2026,"$116,178.00",paid
MI-2778,MC-856,Q-1065,2025-05-08,2025-10-02,517487,paid
MI-2779,MC-749,Q-796,2024-10-24,17-11-2026,1366043,PAID
MI-2780,MC-932,Q-548,28-03-2024,2027-02-22,1958411,overdue
MI-2781,MC-1095,Q-956,05/01/2026,20-12-2024,"$1,570,939.00",paid
MI-2782,MC-615,Q-254,2026-02-14,2027-08-12,"439 840,00",overdue
MI-2783,MC-1173,Q-39,2026-08-07,08/15/2025,"$1,305,522.00",pending
MI-2784,MC-16,Q-709,24-12-2026,2027-02-02,"740 542,00",overdue
MI-2785,MC-29,Q-1168,11/21/2025,05-09-2025,1293218,PAID
MI-2786,MC-509,Q-304,2026-10-07,23-08-2024,1590784,overdue
MI-2787,MC-974,Q-27,2025-01-20,2025-08-13,"$608,018.00",pending
MI-2788,MC-797,Q-147,17-04-2025,10/17/2025,"$1,630,205.00",PAID
MI-2789,MC-1155,Q-553,10/21/2025,01/18/2025,25732,PAID
MI-2790,MC-427,Q-1302,2026-08-23,2026-04-05,1164597,paid
MI-2791,MC-602,Q-745,2025-11-12,2027-03-23,940832,overdue
MI-2792,MC-1267,Q-662,2025-06-03,2024-05-24,945 915,PAID
MI-2793,MC-1247,Q-1499,02/08/2024,2027-09-13,582376,overdue
MI-2794,MC-1036,Q-969,26-08-2025,04/18/2025,501589,PAID
MI-2795,MC-906,Q-1325,12/03/2025,2027-03-03,"1 470 237,00",overdue
MI-2796,MC-634,Q-5,2026-08-18,06-06-2025,"$1,104,313.00",overdue
MI-2797,MC-1079,Q-1189,2024-10-05,09/25/2024,"$1,515,946.00",paid
MI-2798,MC-1028,Q-98,2024-04-08,2026-10-09,"$1,514,008.00",OVERDUE
MI-2799,MC-821,Q-1463,2024-07-20,02-11-2025,"$1,325,218.00",paid
MI-2800,MC-417,Q-1036,21-08-2026,06/27/2025,"$598,237.00",paid
MI-2801,MC-888,Q-896,2024-02-14,2026-02-05,57 865,PAID
MI-2802,MC-1202,Q-1174,2025-01-25,2027-04-24,1505819,overdue
MI-2803,MC-1322,Q-840,2026-02-19,02/07/2024,"$1,354,493.00",paid
MI-2804,MC-435,Q-880,2025-12-25,2027-10-14,"$696,564.00",overdue
MI-2805,MC-1000,Q-352,08/12/2026,2025-06-14,1669697,paid
MI-2806,MC-142,Q-813,2025-08-01,2027-04-04,"$193,350.00",overdue
MI-2807,MC-860,Q-1313,2026-01-28,14-07-2025,"$1,948,471.00",PAID
MI-2808,MC-656,Q-266,2025-03-09,2026-11-20,"$953,292.00",pending
MI-2809,MC-1153,Q-920,06/17/2026,07/06/2024,"$1,545,023.00",paid
MI-2810,MC-505,Q-606,2026-06-04,10/12/2026,1 743 051,overdue
MI-2811,MC-2,Q-34,15-07-2025,20-10-2025,"$904,915.00",OVERDUE
MI-2812,MC-1089,Q-772,2025-08-25,27-02-2024,238 917,pending
MI-2813,MC-908,Q-1232,2026-09-11,2027-05-25,648463,overdue
MI-2814,MC-309,Q-730,09/24/2024,2026-10-27,"$970,017.00",overdue
MI-2815,MC-31,Q-1194,17-08-2025,2027-11-15,1823362,overdue
MI-2816,MC-960,Q-783,10/22/2025,2026-09-24,"$901,178.00",pending
MI-2817,MC-513,Q-172,07/22/2025,2027-05-05,"$344,496.00",overdue
MI-2818,MC-638,Q-1005,27-11-2025,09/22/2025,"$566,158.00",paid
MI-2819,MC-470,Q-754,2024-09-03,2026-07-08,"$1,356,739.00",paid
MI-2820,MC-307,Q-374,2025-08-28,2025-07-03,1 013 762,overdue
MI-2821,MC-1222,Q-349,2026-11-03,2025-12-01,"358 683,00",PAID
MI-2822,MC-828,Q-1159,2026-12-04,2026-09-07,756793,OVERDUE
MI-2823,MC-881,Q-1293,13-06-2025,2025-09-21,"974 229,00",PAID
MI-2824,MC-697,Q-480,2025-03-28,2027-06-26,1 112 211,overdue
MI-2825,MC-148,Q-1132,11/27/2024,10-10-2024,"$1,669,178.00",overdue
MI-2826,MC-123,Q-1456,2025-08-03,2027-12-16,1111072,overdue
MI-2827,MC-691,Q-1021,2025-12-17,2025-11-16,217417,paid
MI-2828,MC-558,Q-723,2024-06-13,2027-06-06,"$600,001.00",overdue
MI-2829,MC-745,Q-1274,28-08-2025,02/01/2025,802017,pending
MI-2830,MC-377,Q-1168,04-02-2025,02/19/2026,1600713,paid
MI-2831,MC-38,Q-105,01/19/2026,2025-04-12,"$1,441,244.00",pending
MI-2832,MC-971,Q-501,2024-02-20,2025-05-10,"$1,630,734.00",paid
MI-2833,MC-120,Q-764,2025-05-26,09-08-2025,807827,overdue
MI-2834,MC-329,Q-786,04/06/2026,2026-10-24,831 538,overdue
MI-2835,MC-788,Q-623,09/24/2025,2027-07-27,441585,overdue
MI-2836,MC-1003,Q-954,04/17/2026,12/27/2025,"$1,917,301.00",OVERDUE
MI-2837,MC-698,Q-1398,12/12/2026,2027-01-17,1193486,overdue
MI-2838,MC-1128,Q-523,09-10-2024,2025-09-10,1097189,overdue
MI-2839,MC-1010,Q-1190,2026-05-06,2027-07-07,1556974,overdue
MI-2840,MC-32,Q-1015,2025-06-06,03-11-2025,1673501,overdue
MI-2841,MC-1359,Q-1092,04-05-2026,25-11-2026,"$276,252.00",paid
MI-2842,MC-1046,Q-1456,2025-02-08,03/13/2024,1814461,overdue
MI-2843,MC-1291,Q-1021,2024-08-27,2026-09-16,1580794,pending
MI-2844,MC-670,Q-1109,2025-02-11,2024-09-24,1258011,pending
MI-2845,MC-304,Q-904,2026-12-28,2024-02-14,117 335,OVERDUE
MI-2846,MC-385,Q-283,06-11-2024,2027-08-28,1360421,overdue
MI-2847,MC-291,Q-1009,2024-06-10,09/26/2026,"$1,425,605.00",PAID
MI-2848,MC-934,Q-1414,2026-06-05,2027-02-18,"$1,978,161.00",overdue
MI-2849,MC-808,Q-216,2025-11-02,2026-07-07,"$959,649.00",pending
MI-2850,MC-731,Q-1225,28-11-2026,2027-08-08,"$601,333.00",overdue
MI-2851,MC-324,Q-238,2026-02-14,07/22/2024,599783,paid
MI-2852,MC-849,Q-648,2026-07-12,2026-08-07,1472892,pending
MI-2853,MC-407,Q-278,06/27/2025,12-08-2024,"$1,361,895.00",pending
MI-2854,MC-1085,Q-958,2024-10-06,25-12-2025,478688,OVERDUE
MI-2855,MC-424,Q-661,2024-01-16,2024-04-02,"$1,278,329.00",PAID
MI-2856,MC-1169,Q-1298,01-01-2026,12/03/2026,"$693,396.00",pending
MI-2857,MC-693,Q-1143,2024-11-09,2027-09-01,1018224,overdue
MI-2858,MC-627,Q-1097,2026-11-07,09/24/2024,1094539,overdue
MI-2859,MC-956,Q-1263,2026-05-12,2027-03-19,765722,overdue
MI-2860,MC-341,Q-604,2026-10-19,2025-08-10,"1 557 055,00",pending
MI-2861,MC-445,Q-341,2025-11-05,2027-09-09,398 854,overdue
MI-2862,MC-40,Q-466,09/01/2025,2026-04-10,179093,pending
MI-2863,MC-614,Q-1205,2025-09-06,09/09/2024,"$1,655,269.00",pending
MI-2864,MC-677,Q-1323,12/10/2025,04/19/2025,1 863 247,overdue
MI-2865,MC-1119,Q-1457,04/21/2026,2025-04-24,302116,pending
MI-2866,MC-1328,Q-164,2025-02-20,02/22/2024,"$211,869.00",pending
MI-2867,MC-1116,Q-305,2025-01-04,08/19/2024,"$793,826.00",pending
MI-2868,MC-780,Q-1066,2024-10-04,2027-10-02,1025264,overdue
MI-2869,MC-924,Q-454,2025-09-23,02/17/2025,"$294,909.00",pending
MI-2870,MC-785,Q-1101,2026-02-19,2027-04-20,93159,overdue
MI-2871,MC-1281,Q-674,2025-12-21,11/06/2024,"$1,854,545.00",paid
MI-2872,MC-1302,Q-1133,01/23/2025,2027-10-10,1 560 959,overdue
MI-2873,MC-828,Q-78,2024-05-03,2024-05-04,1913984,paid
MI-2874,MC-1065,Q-975,2025-01-16,26-11-2024,298703,pending
MI-2875,MC-148,Q-459,2024-02-08,16-08-2025,442978,OVERDUE
MI-2876,MC-1383,Q-1335,01/20/2025,26-01-2026,480 551,paid
MI-2877,MC-472,Q-154,05/27/2025,2025-10-01,"$1,576,358.00",OVERDUE
MI-2878,MC-1011,Q-443,01-12-2024,05/21/2025,"$153,165.00",PAID
MI-2879,MC-347,Q-32,2026-11-06,2027-11-03,"$1,317,786.00",overdue
MI-2880,MC-568,Q-1022,2024-06-21,2026-08-10,1646961,overdue
MI-2881,MC-330,Q-795,2024-04-12,2027-05-21,1759961,overdue
MI-2882,MC-1259,Q-1444,04/28/2026,2025-11-01,73964,PAID
MI-2883,MC-667,Q-753,09/12/2025,2027-11-11,755 720,overdue
MI-2884,MC-1009,Q-1341,2024-08-01,2026-05-12,610189,overdue
MI-2885,MC-694,Q-1306,2025-12-10,2024-02-03,1070390,overdue
MI-2886,MC-774,Q-62,06/02/2026,05-02-2025,"$138,681.00",overdue
MI-2887,MC-808,Q-951,2024-10-08,2024-12-01,388971,paid
MI-2888,MC-1252,Q-829,2026-11-12,2026-07-11,797825,OVERDUE
MI-2889,MC-1332,Q-672,2024-06-28,2026-03-20,772001,pending
MI-2890,MC-598,Q-533,2024-11-16,2027-12-04,"$386,414.00",overdue
MI-2891,MC-384,Q-342,17-09-2026,10/09/2026,"$1,475,446.00",pending
MI-2892,MC-610,Q-1385,2025-05-07,2027-06-22,1761105,overdue
MI-2893,MC-1231,Q-1452,2024-09-07,16-06-2025,212891,OVERDUE
MI-2894,MC-375,Q-1056,03/26/2024,2027-12-12,1673665,overdue
MI-2895,MC-387,Q-683,10/13/2025,2024-12-09,1205340,PAID
MI-2896,MC-1058,Q-67,2026-12-06,06/20/2024,1925761,paid
MI-2897,MC-971,Q-1161,2025-05-21,2026-11-10,"840 099,00",PAID
MI-2898,MC-1343,Q-51,13-02-2025,2026-04-18,"373 950,00",OVERDUE
MI-2899,MC-1284,Q-58,2026-12-07,2025-07-23,826249,pending
MI-2900,MC-458,Q-835,06/05/2025,09/15/2025,"$512,301.00",PAID
MI-2901,MC-148,Q-42,09/05/2026,2027-01-05,1245602,overdue
MI-2902,MC-980,Q-642,2026-11-14,2024-08-17,"$1,349,147.00",PAID
MI-2903,MC-834,Q-1179,2026-08-24,2027-07-23,"$1,431,755.00",overdue
MI-2904,MC-1162,Q-171,2026-05-15,2026-09-16,"$1,628,280.00",PAID
MI-2905,MC-1208,Q-598,2024-02-21,2027-01-13,"$1,726,047.00",overdue
MI-2906,MC-952,Q-434,2026-10-15,2024-08-28,"$765,425.00",PAID
MI-2907,MC-1223,Q-1461,12/15/2025,06-07-2024,1949427,OVERDUE
MI-2908,MC-953,Q-1274,22-04-2024,08-11-2026,"$1,978,236.00",pending
MI-2909,MC-362,Q-217,22-12-2024,2025-05-28,1124919,overdue
MI-2910,MC-1023,Q-189,2025-09-05,2025-12-25,"116 779,00",pending
MI-2911,MC-462,Q-739,12/16/2026,12/03/2026,644695,paid
MI-2912,MC-839,Q-1405,01/28/2025,2027-02-06,1331764,overdue
MI-2913,MC-1163,Q-1006,12/22/2025,2026-08-10,1703402,OVERDUE
MI-2914,MC-1113,Q-58,2026-06-23,2027-08-24,"$533,999.00",overdue
MI-2915,MC-364,Q-365,01/28/2025,2024-04-04,"$1,803,974.00",OVERDUE
MI-2916,MC-883,Q-947,2024-04-28,2027-02-14,1071433,overdue
MI-2917,MC-282,Q-124,2026-10-21,2026-04-21,506440,OVERDUE
MI-2918,MC-565,Q-1051,09/16/2025,09-01-2025,773047,OVERDUE
MI-2919,MC-994,Q-1,01/22/2024,2025-04-14,1792966,PAID
MI-2920,MC-1341,Q-450,11/21/2026,06-07-2024,1973148,pending
MI-2921,MC-868,Q-244,2026-04-18,2026-11-21,"1 545 729,00",PAID
MI-2922,MC-485,Q-210,2024-09-19,2026-01-27,449 632,paid
MI-2923,MC-1260,Q-439,01-07-2026,2027-03-07,"420 635,00",overdue
MI-2924,MC-1039,Q-757,2025-08-17,26-05-2025,1834786,overdue
MI-2925,MC-554,Q-1201,2024-08-08,2027-09-25,"$280,977.00",overdue
MI-2926,MC-147,Q-466,03/17/2026,04-06-2025,112935,OVERDUE
MI-2927,MC-516,Q-1087,2026-06-14,2027-03-15,81 725,overdue
MI-2928,MC-1161,Q-760,05/09/2025,2024-07-23,"$810,077.00",PAID
MI-2929,MC-1291,Q-508,2024-02-27,11/07/2024,"$1,021,320.00",paid
MI-2930,MC-1034,Q-964,11/17/2026,03/09/2025,"365 137,00",pending
MI-2931,MC-481,Q-280,17-06-2024,23-02-2026,207216,pending
MI-2932,MC-1325,Q-596,2024-06-15,09-09-2025,1336670,paid
MI-2933,MC-772,Q-486,03/10/2025,2025-03-22,"$1,695,469.00",OVERDUE
MI-2934,MC-461,Q-358,06-09-2025,2027-04-08,947 835,overdue
MI-2935,MC-1060,Q-1214,2026-03-06,2025-04-22,"899 459,00",PAID
MI-2936,MC-311,Q-691,2025-10-22,2027-10-26,761281,overdue
MI-2937,MC-299,Q-1053,04/07/2026,2025-04-10,159794,pending
MI-2938,MC-677,Q-26,2025-09-24,2027-04-16,202 844,overdue
MI-2939,MC-11,Q-789,2026-02-03,2025-02-09,1802576,OVERDUE
MI-2940,MC-372,Q-1188,11-01-2024,2026-09-16,"1 576 336,00",pending
MI-2941,MC-1289,Q-498,2026-07-22,05/05/2025,374452,pending
MI-2942,MC-948,Q-1246,2024-01-14,01/23/2024,127794,pending
MI-2943,MC-1156,Q-631,18-09-2025,2025-11-01,1548066,paid
MI-2944,MC-729,Q-309,08-09-2025,2026-04-05,"$216,305.00",paid
MI-2945,MC-985,Q-1280,2024-10-05,2027-05-09,1615088,overdue
MI-2946,MC-1359,Q-525,2026-11-15,2025-05-11,"$589,880.00",overdue
MI-2947,MC-931,Q-226,02/16/2025,2027-11-27,1 093 018,overdue
MI-2948,MC-1244,Q-1235,27-11-2026,02/06/2024,"$459,381.00",pending
MI-2949,MC-1002,Q-1230,05/08/2026,2027-05-17,"$108,531.00",overdue
MI-2950,MC-1003,Q-567,2026-03-11,27-04-2025,"$321,119.00",paid
MI-2951,MC-502,Q-754,11/10/2025,2024-04-09,1038209,OVERDUE
MI-2952,MC-531,Q-1313,2024-08-01,07/21/2026,352108,OVERDUE
MI-2953,MC-413,Q-40,09/05/2024,16-10-2024,1 523 497,PAID
MI-2954,MC-117,Q-496,12/10/2025,17-07-2025,156685,PAID
MI-2955,MC-1194,Q-803,2026-07-25,2024-06-21,707483,overdue
MI-2956,MC-501,Q-1475,2024-03-10,2027-06-10,1145642,overdue
MI-2957,MC-974,Q-617,11/15/2026,21-06-2025,"1 288 554,00",pending
MI-2958,MC-1134,Q-966,2024-11-19,2027-12-28,"1 638 363,00",overdue
MI-2959,MC-501,Q-477,2025-01-11,09/18/2026,"$1,524,707.00",OVERDUE
MI-2960,MC-372,Q-539,2024-11-04,2027-06-18,1 890 059,overdue
MI-2961,MC-1240,Q-1345,2024-07-06,2026-04-19,"$648,281.00",paid
MI-2962,MC-1133,Q-707,09/01/2025,19-03-2024,1 200 740,pending
MI-2963,MC-875,Q-1055,2026-12-06,2024-07-03,1617981,OVERDUE
MI-2964,MC-849,Q-389,2026-01-14,06-01-2025,"$1,646,615.00",PAID
MI-2965,MC-371,Q-1040,08-08-2026,09-07-2026,"$622,080.00",overdue
MI-2966,MC-1361,Q-775,2026-12-24,2024-05-28,132039,pending
MI-2967,MC-835,Q-766,2025-09-14,2027-07-11,1456478,overdue
MI-2968,MC-502,Q-103,2025-06-16,17-12-2025,988346,pending
MI-2969,MC-1071,Q-1279,2024-03-08,2027-01-01,"$685,844.00",overdue
MI-2970,MC-471,Q-1097,09/11/2025,2026-10-07,1227155,PAID
MI-2971,MC-1260,Q-964,07/10/2024,2027-07-19,828439,overdue
MI-2972,MC-904,Q-64,2025-08-27,2024-04-20,1792830,overdue
MI-2973,MC-957,Q-669,21-05-2026,10/11/2025,911532,OVERDUE
MI-2974,MC-828,Q-300,28-07-2025,05/17/2026,566990,pending
MI-2975,MC-446,Q-1155,03/08/2026,2024-04-06,"$1,989,645.00",OVERDUE
MI-2976,MC-436,Q-1315,06/02/2025,15-01-2024,"$215,915.00",paid
MI-2977,MC-378,Q-1085,06/23/2025,2024-08-15,1985199,paid
MI-2978,MC-1304,Q-801,12/22/2024,2027-08-12,"$1,391,486.00",overdue
MI-2979,MC-979,Q-567,28-12-2025,01/12/2024,275 665,overdue
MI-2980,MC-37,Q-1100,2025-09-12,2027-02-02,"$1,879,602.00",overdue
MI-2981,MC-23,Q-1466,2024-04-17,07-06-2026,"$1,513,049.00",OVERDUE
MI-2982,MC-519,Q-1472,12/15/2025,2027-08-20,1886992,overdue
MI-2983,MC-1291,Q-452,2026-03-21,2026-01-09,1587363,PAID
MI-2984,MC-1094,Q-376,14-06-2026,13-07-2026,1921102,pending
MI-2985,MC-1355,Q-1070,2025-03-27,07/10/2024,407368,pending
MI-2986,MC-1062,Q-671,07-10-2024,17-10-2026,1330525,PAID
MI-2987,MC-135,Q-510,2024-05-09,2025-08-04,"1 958 371,00",overdue
MI-2988,MC-498,Q-150,12/19/2026,2026-06-06,1696184,overdue
MI-2989,MC-114,Q-696,12/05/2026,2027-09-13,122 561,overdue
MI-2990,MC-495,Q-190,2024-03-11,2024-05-26,1 140 793,overdue
MI-2991,MC-119,Q-432,2026-08-04,2027-03-03,294403,overdue
MI-2992,MC-356,Q-1438,04/04/2024,14-07-2025,1807917,pending
MI-2993,MC-762,Q-1241,2024-11-05,2027-09-21,"$644,687.00",overdue
MI-2994,MC-1251,Q-1008,2024-02-05,04/06/2026,"$243,630.00",pending
MI-2995,MC-1026,Q-344,08/26/2026,13-03-2025,1567043,overdue
MI-2996,MC-1058,Q-847,2026-09-08,04/26/2026,427455,PAID
MI-2997,MC-465,Q-596,12-07-2025,2024-03-17,"$726,304.00",OVERDUE
MI-2998,MC-998,Q-420,03/14/2026,04/22/2026,"$319,537.00",pending
MI-2999,MC-1085,Q-255,2026-01-26,12/16/2026,1660526,OVERDUE
MI-3000,MC-405,Q-33,27-06-2024,2027-10-14,246 781,overdue
MI-3001,MC-1182,Q-473,2025-04-18,06/23/2025,"$1,181,658.00",PAID
MI-3002,MC-988,Q-357,08-01-2026,2027-04-04,"$804,840.00",overdue
MI-3003,MC-145,Q-490,2026-12-23,2024-08-01,939741,OVERDUE
MI-3004,MC-371,Q-1105,2024-09-03,2027-10-22,"$1,301,244.00",overdue
MI-3005,MC-421,Q-243,28-06-2024,23-02-2025,396739,PAID
MI-3006,MC-1152,Q-729,2024-09-13,08/15/2025,"566 111,00",PAID
MI-3007,MC-926,Q-1404,2024-03-11,06/06/2024,"215 091,00",OVERDUE
MI-3008,MC-672,Q-1306,10/21/2025,2026-09-25,1663633,PAID
MI-3009,MC-114,Q-212,2026-05-13,18-03-2026,"$652,303.00",PAID
MI-3010,MC-1078,Q-927,24-06-2025,2026-06-02,1016484,PAID
MI-3011,MC-371,Q-1016,2025-02-07,2027-11-15,"$1,804,126.00",overdue
MI-3012,MC-1360,Q-15,04/05/2024,2026-06-24,100144,pending
MI-3013,MC-1295,Q-1093,03-06-2025,2027-05-05,"$1,652,205.00",overdue
MI-3014,MC-1215,Q-141,04-12-2026,21-11-2025,"$1,867,586.00",OVERDUE
MI-3015,MC-818,Q-831,18-05-2026,2027-11-23,222 914,overdue
MI-3016,MC-1016,Q-98,2024-01-06,2026-04-07,1039541,pending
MI-3017,MC-1046,Q-871,12-03-2024,05/05/2024,1127669,paid
MI-3018,MC-753,Q-1318,01/04/2025,05/17/2024,"$843,669.00",paid
MI-3019,MC-1206,Q-764,10-06-2025,08/14/2025,1925948,OVERDUE
MI-3020,MC-15,Q-19,28-09-2024,2026-04-18,849389,OVERDUE
MI-3021,MC-4,Q-1453,11/11/2025,2024-03-26,"$388,743.00",OVERDUE
MI-3022,MC-1055,Q-515,2026-11-05,2027-12-16,919407,overdue
MI-3023,MC-1012,Q-1499,2025-05-11,10/24/2024,"$1,625,279.00",overdue
MI-3024,MC-1356,Q-1012,2025-12-11,2027-06-06,69106,overdue
MI-3025,MC-1350,Q-1463,09/24/2026,06/03/2026,297239,OVERDUE
MI-3026,MC-947,Q-736,08/17/2025,2027-12-24,1105339,overdue
MI-3027,MC-1059,Q-469,11/07/2026,05-11-2026,1050394,paid
