quotation_id,customer_id,quote_date,valid_until,amount,status
Q-1228,MC-1397,2026-10-11,01/21/2024,"$1,382,278.00",rejected
Q-1229,MC-553,2025-03-10,2026-11-02,"$1,983,628.00",expired
Q-1230,MC-1279,10/06/2024,06/26/2025,216 070,pending
Q-1231,MC-663,09/25/2025,2025-05-10,1 357 359,pending
Q-1232,MC-720,05/04/2024,12-03-2024,"$147,022.00",expired
Q-1233,MC-830,2026-09-02,2024-01-04,1466559,CONVERTED
Q-1234,MC-1108,2026-10-14,05/27/2025,496325,rejected
Q-1235,MC-875,2026-12-25,2024-11-15,"$763,704.00",rejected
Q-1236,MC-1105,10/13/2024,01/11/2026,478182,converted
Q-1237,MC-12,2025-01-09,11/15/2026,"1 269 746,00",CONVERTED
Q-1238,MC-523,05/05/2024,2025-03-09,265571,CONVERTED
Q-1239,MC-693,07/28/2025,2024-02-21,"$925,383.00",expired
Q-1240,MC-1358,10/13/2024,2025-08-05,1260508,converted
Q-1241,MC-937,2026-07-15,11/12/2026,1102222,expired
Q-1242,MC-506,06/06/2026,2026-09-24,1829461,CONVERTED
Q-1243,MC-781,2026-05-12,28-11-2024,"$766,310.00",CONVERTED
Q-1244,MC-311,2024-01-26,21-09-2024,"$1,028,995.00",CONVERTED
Q-1245,MC-625,14-11-2025,2026-05-15,"$1,746,289.00",rejected
Q-1246,MC-289,03-12-2026,2026-01-03,"509 046,00",CONVERTED
Q-1247,MC-803,2024-02-11,2025-06-09,"1 022 663,00",expired
Q-1248,MC-752,15-03-2026,08/13/2024,760489,pending
Q-1249,MC-366,2025-08-27,25-02-2024,"$1,223,702.00",rejected
Q-1250,MC-1176,2025-05-06,12/24/2025,250691,pending
Q-1251,MC-14,2025-09-16,04/25/2024,"$1,863,904.00",converted
Q-1252,MC-1174,2024-11-12,2024-02-23,"1 565 619,00",pending
Q-1253,MC-911,10/05/2024,07/03/2024,371764,expired
Q-1254,MC-123,04-02-2024,11-09-2026,"$1,432,868.00",rejected
Q-1255,MC-794,23-09-2026,13-12-2024,"1 150 847,00",pending
Q-1256,MC-150,2026-01-21,2024-02-05,1495942,expired
Q-1257,MC-306,10/28/2026,05/15/2025,1202291,pending
Q-1258,MC-886,2024-03-27,2025-04-22,"$1,295,671.00",CONVERTED
Q-1259,MC-1259,2026-01-12,2026-04-04,1467390,expired
Q-1260,MC-550,2026-06-05,04-02-2024,1818830,expired
Q-1261,MC-558,2026-05-25,2025-03-09,1 974 069,converted
Q-1262,MC-1264,2024-07-21,10/02/2026,1160919,pending
Q-1263,MC-1163,2024-07-09,07/07/2024,1877307,expired
Q-1264,MC-756,2025-04-04,26-09-2026,"$1,337,518.00",converted
Q-1265,MC-1251,03/26/2025,2025-04-14,"$1,692,493.00",CONVERTED
Q-1266,MC-359,2024-11-20,2026-10-14,"$1,253,866.00",converted
Q-1267,MC-344,2025-09-22,11-04-2025,"1 362 144,00",pending
Q-1268,MC-380,06/20/2025,2025-06-03,1 138 149,expired
Q-1269,MC-1202,2025-04-02,08/11/2025,616823,rejected
Q-1270,MC-1114,2026-06-17,01/10/2025,784941,pending
Q-1271,MC-859,2025-03-25,2026-03-16,314701,converted
Q-1272,MC-860,02/18/2024,2026-09-11,450 467,CONVERTED
Q-1273,MC-613,2026-04-23,2024-09-01,610959,converted
Q-1274,MC-1351,07/24/2024,2025-07-02,"$401,841.00",rejected
Q-1275,MC-809,02-06-2025,2024-07-02,1419154,CONVERTED
Q-1276,MC-31,12/12/2024,2026-10-20,174423,converted
Q-1277,MC-372,04/10/2025,2026-12-03,1077214,pending
Q-1278,MC-31,02-09-2026,2024-06-14,1 477 638,expired
Q-1279,MC-1270,05/17/2024,2026-02-24,100 939,CONVERTED
Q-1280,MC-1281,2026-12-25,2025-12-01,"$1,295,095.00",converted
Q-1281,MC-786,2024-09-19,25-04-2024,1245567,expired
Q-1282,MC-909,2026-11-21,2026-03-08,1 195 169,CONVERTED
Q-1283,MC-936,2026-11-06,2026-09-13,1272357,rejected
Q-1284,MC-116,08-07-2026,2026-05-01,880317,pending
Q-1285,MC-571,04/01/2024,2025-12-18,"$903,326.00",expired
Q-1286,MC-301,2025-06-26,2026-11-27,1024894,converted
Q-1287,MC-33,2026-01-15,06/07/2025,1092393,converted
Q-1288,MC-665,2024-03-08,2025-04-18,1933134,pending
Q-1289,MC-976,04/05/2024,2025-03-01,"$34,144.00",expired
Q-1290,MC-923,2026-04-06,2025-08-08,935379,rejected
Q-1291,MC-696,2025-05-22,12-09-2026,1262774,CONVERTED
Q-1292,MC-750,04/18/2026,2025-09-26,"45 003,00",converted
Q-1293,MC-793,04/27/2025,02/24/2025,1712630,expired
Q-1294,MC-692,27-08-2026,06-09-2026,1 012 766,expired
Q-1295,MC-437,2026-08-23,2025-08-09,"$354,471.00",converted
Q-1296,MC-952,2024-06-05,21-05-2026,1329731,expired
Q-1297,MC-1142,12/26/2026,2024-10-02,1723111,CONVERTED
Q-1298,MC-136,2026-01-14,2025-02-07,1 242 579,rejected
Q-1299,MC-370,2025-07-26,10/18/2025,592874,CONVERTED
Q-1300,MC-1093,2024-05-26,2026-10-19,"$729,469.00",pending
Q-1301,MC-842,2024-07-06,2025-09-14,"$1,021,087.00",CONVERTED
Q-1302,MC-1094,2024-04-13,03/09/2025,"$1,364,226.00",rejected
Q-1303,MC-930,2026-06-11,09/17/2026,1649089,expired
Q-1304,MC-318,01/17/2024,2025-06-13,"$1,167,367.00",converted
Q-1305,MC-1209,09/18/2024,2024-01-27,"$288,233.00",converted
Q-1306,MC-696,2026-01-08,10/28/2025,"$352,195.00",expired
Q-1307,MC-921,2025-11-25,2024-06-19,422008,rejected
Q-1308,MC-1206,09/11/2026,09/01/2026,"$883,576.00",CONVERTED
Q-1309,MC-1281,27-02-2026,17-08-2024,"$73,437.00",expired
Q-1310,MC-673,2025-11-27,23-10-2024,1196708,rejected
Q-1311,MC-499,2026-05-03,05/23/2025,1381772,expired
Q-1312,MC-693,18-05-2025,07-01-2025,1292027,expired
Q-1313,MC-514,01/03/2025,07/28/2024,1896264,rejected
Q-1314,MC-739,2025-11-11,2025-12-03,1888569,rejected
Q-1315,MC-355,2025-06-23,2026-06-23,606875,expired
Q-1316,MC-450,2024-05-12,19-03-2025,1 224 620,pending
Q-1317,MC-536,12/19/2025,19-06-2026,1493403,rejected
Q-1318,MC-1273,2024-07-24,2026-11-14,1728792,pending
Q-1319,MC-404,10/03/2025,20-12-2025,1794369,rejected
Q-1320,MC-1089,04/23/2025,04-01-2026,"$212,568.00",rejected
Q-1321,MC-288,04-08-2024,03/09/2026,1 597 049,converted
Q-1322,MC-1334,22-06-2025,02/20/2024,819127,converted
Q-1323,MC-531,18-08-2025,05-04-2026,1185024,converted
Q-1324,MC-817,02-01-2025,24-11-2025,838381,expired
Q-1325,MC-1303,2026-05-27,2024-11-14,"1 641 298,00",expired
Q-1326,MC-1266,02/27/2026,01/12/2025,1824891,expired
Q-1327,MC-570,2025-10-28,2024-08-18,1775430,pending
Q-1328,MC-1359,08/19/2024,2026-06-05,470604,pending
Q-1329,MC-116,2024-03-02,2025-10-11,"1 179 058,00",rejected
Q-1330,MC-484,2026-03-05,22-08-2026,651238,expired
Q-1331,MC-987,20-02-2024,2025-06-07,819280,expired
Q-1332,MC-885,03/17/2024,2024-08-08,1729335,converted
Q-1333,MC-1382,2026-02-28,02/01/2024,"$1,216,566.00",CONVERTED
Q-1334,MC-1215,05/12/2026,09/03/2024,1327887,rejected
Q-1335,MC-644,2025-11-26,10-12-2026,1049103,expired
Q-1336,MC-1234,10/28/2024,2025-05-19,"$1,921,418.00",pending
Q-1337,MC-795,08/08/2026,2025-05-04,"1 652 803,00",expired
Q-1338,MC-942,02/11/2025,2025-01-08,727440,pending
Q-1339,MC-813,14-08-2024,2024-02-21,362216,rejected
Q-1340,MC-411,2026-12-27,09/07/2026,"961 669,00",CONVERTED
Q-1341,MC-565,2026-06-23,2025-05-08,"1 372 576,00",expired
Q-1342,MC-1164,09/20/2026,09-05-2026,"95 456,00",rejected
Q-1343,MC-298,16-12-2024,26-12-2024,1376931,pending
Q-1344,MC-342,2025-01-08,2024-06-18,1029498,rejected
Q-1345,MC-1178,12/25/2025,07/01/2024,1465723,pending
Q-1346,MC-1303,07/15/2024,08/12/2025,383035,expired
Q-1347,MC-965,2025-02-18,05/11/2024,1128269,CONVERTED
Q-1348,MC-1380,07/01/2024,2025-10-23,"$1,170,421.00",rejected
Q-1349,MC-1133,2024-06-13,02-01-2024,1 047 113,converted
Q-1350,MC-364,03/28/2024,2025-01-23,776824,CONVERTED
Q-1351,MC-347,27-11-2026,01/02/2025,1814231,converted
Q-1352,MC-691,12-10-2025,11-04-2024,"$152,796.00",rejected
Q-1353,MC-461,04/10/2026,03-03-2026,774237,converted
Q-1354,MC-1058,2026-02-05,2024-02-06,"$1,099,798.00",expired
Q-1355,MC-1246,02-08-2024,07/18/2025,259097,CONVERTED
Q-1356,MC-1044,22-07-2025,2026-03-22,860291,converted
Q-1357,MC-729,03/09/2026,26-06-2025,"$383,853.00",pending
Q-1358,MC-1234,2024-12-26,2024-01-11,"$1,911,558.00",pending
Q-1359,MC-693,08/10/2025,2026-04-28,1596524,pending
Q-1360,MC-1017,01-11-2026,2025-07-04,"$546,534.00",expired
Q-1361,MC-721,2026-09-23,2024-04-02,616351,CONVERTED
Q-1362,MC-608,2024-04-15,2025-04-04,1381401,expired
Q-1363,MC-38,2024-03-10,2024-08-05,1457061,converted
Q-1364,MC-774,2026-10-19,2026-01-16,474386,pending
Q-1365,MC-36,2025-05-02,02/01/2026,"$724,332.00",converted
Q-1366,MC-1234,2025-10-07,06/25/2025,462 324,expired
Q-1367,MC-318,26-01-2024,2024-12-05,"$427,235.00",rejected
Q-1368,MC-504,2026-06-08,03-05-2024,1749718,converted
Q-1369,MC-840,01-04-2026,2025-09-24,1482075,pending
Q-1370,MC-1139,25-06-2024,2025-03-18,"$1,603,227.00",converted
Q-1371,MC-989,02/24/2024,2025-10-20,1758575,pending
Q-1372,MC-490,03/17/2025,03/19/2025,"$563,127.00",rejected
Q-1373,MC-1031,2026-10-09,11/27/2024,"$245,803.00",expired
Q-1374,MC-356,2025-04-10,06-08-2026,"$1,343,260.00",converted
Q-1375,MC-136,2024-05-07,02/06/2024,"$59,362.00",expired
Q-1376,MC-662,2025-07-08,2024-11-03,"$1,865,827.00",CONVERTED
Q-1377,MC-697,2025-05-22,2025-09-21,"$416,689.00",expired
Q-1378,MC-123,05/20/2024,2026-04-14,1826673,CONVERTED
Q-1379,MC-1007,2026-11-24,2024-02-04,"1 404 994,00",expired
Q-1380,MC-13,2026-01-16,08/04/2026,"1 263 989,00",pending
Q-1381,MC-468,20-12-2025,05/17/2026,780200,pending
Q-1382,MC-937,2024-02-21,2025-07-15,"561 736,00",pending
Q-1383,MC-1103,2024-02-27,2025-05-06,210578,converted
Q-1384,MC-681,2024-11-20,14-12-2024,"1 370 566,00",rejected
Q-1385,MC-1345,2025-01-24,03/21/2026,"$59,180.00",pending
Q-1386,MC-968,2025-10-13,2025-01-11,1780472,converted
Q-1387,MC-1279,2026-06-25,2024-08-17,1 003 352,rejected
Q-1388,MC-398,2024-03-10,11/01/2024,"$857,502.00",pending
Q-1389,MC-936,2024-11-19,2024-05-28,233289,converted
Q-1390,MC-322,05/11/2025,2025-06-26,420472,converted
Q-1391,MC-566,2026-01-03,2026-02-27,1162497,CONVERTED
Q-1392,MC-399,2024-11-08,2024-05-14,"1 711 731,00",rejected
Q-1393,MC-559,2025-08-19,13-11-2025,1668894,rejected
Q-1394,MC-552,01/16/2026,12/21/2024,1344407,pending
Q-1395,MC-1064,2026-06-02,2026-08-26,1320174,expired
Q-1396,MC-780,2026-07-13,08-07-2026,723 532,rejected
Q-1397,MC-1149,2025-12-23,2026-03-15,730 107,pending
Q-1398,MC-286,09-05-2026,15-03-2024,"$1,596,598.00",rejected
Q-1399,MC-577,01/03/2024,11/07/2025,1988104,converted
Q-1400,MC-372,2026-05-07,07-03-2026,269361,expired
Q-1401,MC-653,20-03-2024,2026-11-27,341439,expired
Q-1402,MC-143,2026-01-10,19-06-2024,"$745,719.00",CONVERTED
Q-1403,MC-142,2024-10-10,2026-09-19,1665739,pending
Q-1404,MC-485,07/22/2025,03/22/2025,"$145,658.00",expired
Q-1405,MC-1315,2025-08-04,10/11/2026,1319140,pending
Q-1406,MC-464,01/02/2026,11/04/2025,"$1,307,949.00",pending
Q-1407,MC-931,2026-09-06,2024-02-04,681093,pending
Q-1408,MC-553,2025-06-04,02/06/2024,1 721 445,expired
Q-1409,MC-1371,03/24/2024,12-04-2025,"$1,751,339.00",pending
Q-1410,MC-1291,2024-12-17,14-01-2024,"$767,465.00",expired
Q-1411,MC-1190,16-01-2026,2025-11-18,1252507,expired
Q-1412,MC-317,11/25/2024,2025-02-26,"$722,031.00",CONVERTED
Q-1413,MC-755,25-06-2026,05/09/2026,"$1,109,521.00",expired
Q-1414,MC-604,2026-06-01,2026-12-28,867758,expired
Q-1415,MC-14,07/15/2026,23-06-2026,"$1,225,915.00",CONVERTED
Q-1416,MC-706,2024-01-18,2025-04-14,1022866,expired
Q-1417,MC-752,19-01-2026,06/12/2026,974046,rejected
Q-1418,MC-12,16-12-2024,2025-12-26,384 610,converted
Q-1419,MC-2,2025-05-04,19-06-2024,"$1,943,135.00",rejected
Q-1420,MC-970,09-06-2025,2026-12-20,1185730,pending
Q-1421,MC-1308,2024-04-13,2026-06-16,544145,rejected
Q-1422,MC-816,08/01/2024,12/01/2025,1657912,expired
Q-1423,MC-563,2024-11-06,05/19/2025,1130577,CONVERTED
Q-1424,MC-447,2026-09-11,08/02/2026,"$1,932,402.00",CONVERTED
Q-1425,MC-854,2026-05-08,19-09-2024,"$679,260.00",pending
Q-1426,MC-918,2025-07-01,09/11/2025,1945196,rejected
Q-1427,MC-773,2025-11-10,15-02-2025,1131531,pending
Q-1428,MC-1014,19-06-2024,06/23/2025,253 722,pending
Q-1429,MC-1074,2024-03-07,2026-06-13,"1 583 235,00",CONVERTED
Q-1430,MC-500,2026-04-20,2025-03-10,1033137,CONVERTED
Q-1431,MC-1162,27-03-2024,2024-05-01,"$608,569.00",expired
Q-1432,MC-1387,28-08-2026,11/02/2025,1940928,pending
Q-1433,MC-791,20-06-2024,2024-09-24,925 096,expired
Q-1434,MC-710,2026-05-18,2026-09-02,"1 278 713,00",CONVERTED
Q-1435,MC-986,2024-11-21,2026-06-15,1 932 893,converted
Q-1436,MC-307,01/04/2024,2026-11-16,"$555,755.00",rejected
Q-1437,MC-584,2026-05-14,10/15/2026,1 860 541,expired
Q-1438,MC-1316,2026-01-12,27-08-2024,715 396,pending
Q-1439,MC-992,2024-03-23,08/15/2024,755104,pending
Q-1440,MC-361,2024-02-27,22-08-2025,1500590,CONVERTED
Q-1441,MC-383,2026-05-13,2026-03-11,"$51,957.00",pending
Q-1442,MC-1259,02/02/2024,24-12-2025,"$843,633.00",CONVERTED
Q-1443,MC-573,2026-11-21,2025-05-02,"$1,657,787.00",pending
Q-1444,MC-511,2026-03-20,2025-09-26,997540,expired
Q-1445,MC-773,2024-09-24,2026-07-12,1 741 268,pending
Q-1446,MC-914,26-05-2025,2025-03-22,"99 530,00",expired
Q-1447,MC-1084,2024-01-03,2024-02-24,1289691,CONVERTED
Q-1448,MC-1116,01/08/2024,2024-02-08,"1 586 219,00",expired
Q-1449,MC-963,2026-07-26,02/04/2024,1173743,pending
Q-1450,MC-1357,2026-09-23,2026-10-15,"593 719,00",rejected
Q-1451,MC-1323,2024-11-01,2025-09-10,"$1,463,704.00",CONVERTED
Q-1452,MC-1279,10/18/2024,2026-12-28,1940610,pending
Q-1453,MC-467,2024-04-18,18-09-2025,"$617,685.00",pending
Q-1454,MC-800,02/08/2025,2026-09-08,"$868,873.00",expired
Q-1455,MC-1238,2024-07-02,05/02/2025,1879666,pending
Q-1456,MC-991,2026-10-13,2025-02-11,344715,rejected
Q-1457,MC-1109,24-02-2026,2025-08-01,"$1,587,482.00",pending
Q-1458,MC-1210,16-06-2026,11-11-2024,"1 817 255,00",CONVERTED
Q-1459,MC-600,19-02-2025,2025-03-01,1409096,converted
Q-1460,MC-511,2026-05-14,2026-11-10,653 208,CONVERTED
Q-1461,MC-1015,2026-04-26,2025-10-23,"$1,055,474.00",pending
Q-1462,MC-582,01/24/2025,2024-02-05,"$1,456,193.00",converted
Q-1463,MC-538,2026-01-12,12/09/2024,80082,CONVERTED
Q-1464,MC-681,2024-09-01,2026-10-19,1927799,converted
Q-1465,MC-135,2024-10-13,11/02/2026,"$764,573.00",converted
Q-1466,MC-596,2024-09-23,2026-09-21,1 524 794,rejected
Q-1467,MC-112,06/14/2025,19-04-2025,"$1,927,402.00",expired
Q-1468,MC-661,2024-08-12,2024-05-18,"$1,282,947.00",rejected
Q-1469,MC-850,2025-02-24,2025-03-02,"$1,130,302.00",pending
Q-1470,MC-982,11/10/2026,12/18/2025,897770,converted
Q-1471,MC-1300,02/18/2024,2026-10-01,"$1,408,911.00",CONVERTED
Q-1472,MC-116,05-02-2024,2024-05-17,1 439 852,expired
Q-1473,MC-34,12/13/2025,2025-03-16,1579113,CONVERTED
Q-1474,MC-149,05/08/2026,2025-04-14,"$514,065.00",expired
Q-1475,MC-1079,2025-05-01,2026-11-27,1078360,converted
Q-1476,MC-884,13-05-2025,04/04/2024,1232881,expired
Q-1477,MC-653,2026-01-12,24-05-2024,774466,CONVERTED
Q-1478,MC-1301,2025-05-18,2024-05-07,"$671,826.00",pending
Q-1479,MC-1060,2024-02-01,2025-08-11,922925,expired
Q-1480,MC-894,09/07/2025,12/13/2025,418219,pending
Q-1481,MC-290,02/04/2026,2026-10-04,1608293,expired
Q-1482,MC-1303,2024-06-13,2026-08-19,"1 811 468,00",expired
Q-1483,MC-1234,15-03-2025,2026-06-06,"$1,942,110.00",pending
Q-1484,MC-456,05-01-2025,2025-07-11,"865 966,00",rejected
Q-1485,MC-521,05/23/2024,2026-05-18,"$41,280.00",pending
Q-1486,MC-1287,12/05/2024,06-12-2025,1865652,expired
Q-1487,MC-1308,08-11-2024,2025-12-10,"$1,177,426.00",rejected
Q-1488,MC-618,05/16/2025,2025-08-05,"$994,625.00",converted
Q-1489,MC-788,2024-05-26,2024-01-26,"$793,600.00",CONVERTED
Q-1490,MC-980,05/08/2025,19-06-2025,1504635,expired
Q-1491,MC-298,2026-02-13,02/15/2025,1241354,expired
Q-1492,MC-477,02/08/2024,11/26/2025,1114863,rejected
Q-1493,MC-586,14-07-2025,08/01/2026,"$1,036,033.00",expired
Q-1494,MC-1124,2025-06-16,2026-05-08,"$510,891.00",expired
Q-1495,MC-1256,2025-02-01,23-12-2024,555624,expired
Q-1496,MC-1249,2025-04-25,2025-04-17,"$1,808,801.00",CONVERTED
Q-1497,MC-561,2024-12-27,2024-09-11,"$1,163,080.00",converted
Q-1498,MC-745,25-01-2025,05/18/2026,616947,expired
Q-1499,MC-390,2026-03-14,01/17/2024,1583797,expired
Q-1500,MC-10,13-05-2024,01/20/2024,400418,expired
