po_id,supplier_id,order_date,expected_date,status
PO-1477,SM-24,09/17/2024,09/26/2026,closed
PO-1478,SM-30,2025-11-09,2024-12-03,closed
PO-1479,SM-22,2026-08-23,2024-01-11,PARTIAL
PO-1480,SM-5,02/08/2024,2025-05-10,OPEN
PO-1481,SM-8,03/09/2024,2025-10-23,OPEN
PO-1482,SM-20,06/04/2025,28-04-2024,closed
PO-1483,SM-37,07/10/2026,2026-10-21,OPEN
PO-1484,SM-21,2024-12-13,03/12/2024,OPEN
PO-1485,SM-4,2024-03-08,2025-03-11,open
PO-1486,SM-38,2024-12-20,2024-08-11,closed
PO-1487,SM-30,06/25/2025,2024-03-12,open
PO-1488,SM-25,05/06/2026,10/03/2024,PARTIAL
PO-1489,SM-33,05-03-2026,05/19/2025,closed
PO-1490,SM-38,07/17/2024,07/25/2025,closed
PO-1491,SM-15,06-06-2025,24-05-2024,OPEN
PO-1492,SM-27,2024-09-27,08/08/2025,open
PO-1493,SM-21,06/17/2026,08/28/2025,partial
PO-1494,SM-17,2025-09-11,01/04/2024,closed
PO-1495,SM-40,09/05/2025,17-05-2024,OPEN
PO-1496,SM-18,12/03/2025,2025-01-14,open
PO-1497,SM-3,03/09/2024,2024-06-03,partial
PO-1498,SM-7,2025-11-18,2026-08-27,OPEN
PO-1499,SM-27,2026-10-14,2024-06-15,partial
PO-1500,SM-10,2024-08-03,07/02/2025,partial
PO-1501,SM-31,2025-05-03,2024-06-12,OPEN
PO-1502,SM-11,20-10-2024,2025-05-05,closed
PO-1503,SM-31,2025-11-19,2025-07-24,partial
PO-1504,SM-40,2026-11-16,2024-02-01,closed
PO-1505,SM-2,02-06-2025,06/18/2024,partial
PO-1506,SM-20,2026-10-27,02-08-2024,OPEN
PO-1507,SM-24,06-03-2024,2024-10-16,PARTIAL
PO-1508,SM-40,09/01/2024,2026-06-11,open
PO-1509,SM-16,10/09/2024,2024-07-10,closed
PO-1510,SM-20,2026-01-09,02-10-2025,PARTIAL
PO-1511,SM-5,11-10-2026,15-05-2026,PARTIAL
PO-1512,SM-35,20-01-2025,07/11/2025,open
PO-1513,SM-32,2024-08-23,06/02/2026,closed
PO-1514,SM-7,11/07/2026,08/22/2024,OPEN
PO-1515,SM-13,04/04/2024,2024-04-21,partial
PO-1516,SM-23,2025-06-11,12/15/2026,partial
PO-1517,SM-10,2025-02-16,06/01/2025,closed
PO-1518,SM-3,2026-05-06,2024-07-03,OPEN
PO-1519,SM-25,2025-12-27,2026-06-09,open
PO-1520,SM-31,05-09-2024,2024-11-01,closed
PO-1521,SM-35,2025-05-13,04/09/2024,partial
PO-1522,SM-37,2025-01-03,05/14/2024,PARTIAL
PO-1523,SM-37,11/20/2024,2026-09-19,closed
PO-1524,SM-11,2026-10-02,2026-08-01,partial
PO-1525,SM-4,2024-03-02,2024-03-27,closed
PO-1526,SM-1,08/26/2026,01/13/2026,PARTIAL
PO-1527,SM-3,2025-06-20,2025-04-01,OPEN
PO-1528,SM-23,2026-09-20,10-01-2024,partial
PO-1529,SM-2,2025-09-20,02/04/2026,partial
PO-1530,SM-11,07/04/2024,11/25/2025,open
PO-1531,SM-14,10/26/2024,13-08-2026,partial
PO-1532,SM-27,2026-04-25,2026-12-10,closed
PO-1533,SM-36,11-06-2025,09/04/2025,closed
PO-1534,SM-25,2024-06-12,03-11-2026,OPEN
PO-1535,SM-3,03-08-2026,12-07-2024,OPEN
PO-1536,SM-27,2024-01-01,07/24/2025,closed
PO-1537,SM-13,18-03-2026,01/15/2024,open
PO-1538,SM-33,2025-05-14,08-10-2025,partial
PO-1539,SM-12,02/22/2026,2024-08-06,partial
PO-1540,SM-18,05-12-2025,2024-09-18,OPEN
PO-1541,SM-15,2026-01-06,2024-06-18,closed
PO-1542,SM-35,2024-04-09,2025-03-14,PARTIAL
PO-1543,SM-16,11/01/2025,06-02-2024,OPEN
PO-1544,SM-25,08/24/2026,2025-09-16,PARTIAL
PO-1545,SM-9,21-11-2026,2026-09-06,PARTIAL
PO-1546,SM-18,02/07/2025,2026-01-08,closed
PO-1547,SM-32,2026-03-20,12/13/2024,PARTIAL
PO-1548,SM-33,09/11/2026,08/28/2024,OPEN
PO-1549,SM-23,2025-01-04,2024-11-16,PARTIAL
PO-1550,SM-10,2024-11-27,16-09-2024,partial
PO-1551,SM-27,2026-11-08,2025-05-18,OPEN
PO-1552,SM-33,2026-03-21,04/03/2026,partial
PO-1553,SM-6,09/10/2026,08/21/2025,PARTIAL
PO-1554,SM-27,04-01-2024,2026-10-22,closed
PO-1555,SM-13,14-10-2026,2024-04-06,PARTIAL
PO-1556,SM-30,17-02-2026,2025-05-19,OPEN
PO-1557,SM-9,01-03-2024,07-05-2024,closed
PO-1558,SM-6,10-06-2024,2025-01-22,PARTIAL
PO-1559,SM-35,2026-04-20,2026-07-05,partial
PO-1560,SM-12,12-11-2025,08/24/2026,open
PO-1561,SM-2,2025-01-18,2025-07-09,open
PO-1562,SM-17,06/09/2024,08/17/2025,open
PO-1563,SM-40,01-03-2026,03/25/2024,OPEN
PO-1564,SM-6,11/25/2026,2025-09-21,PARTIAL
PO-1565,SM-13,2024-09-28,2025-09-07,open
PO-1566,SM-37,2025-11-19,10-01-2025,PARTIAL
PO-1567,SM-10,2024-05-22,2025-07-26,open
PO-1568,SM-11,21-04-2025,2026-08-21,open
PO-1569,SM-20,06/26/2025,2026-11-16,closed
PO-1570,SM-20,16-03-2024,09/13/2024,partial
PO-1571,SM-4,2025-07-01,08/14/2026,OPEN
PO-1572,SM-21,2026-11-03,20-01-2026,PARTIAL
PO-1573,SM-1,10/11/2024,08/01/2026,OPEN
PO-1574,SM-3,2026-12-16,2024-05-03,closed
PO-1575,SM-37,04/01/2024,2024-08-15,OPEN
PO-1576,SM-38,2026-08-13,2026-02-25,OPEN
PO-1577,SM-26,2024-09-09,2024-09-02,OPEN
PO-1578,SM-6,2025-12-22,2024-01-11,PARTIAL
PO-1579,SM-7,02/10/2026,2025-07-11,open
PO-1580,SM-3,10/10/2024,02/02/2026,OPEN
PO-1581,SM-25,09/12/2026,2025-01-22,partial
PO-1582,SM-7,2024-06-08,10/05/2024,PARTIAL
PO-1583,SM-40,2025-12-17,2024-08-04,OPEN
PO-1584,SM-28,20-01-2026,10/27/2026,closed
PO-1585,SM-21,2026-09-07,07/18/2026,open
PO-1586,SM-7,03/01/2025,2026-03-20,partial
PO-1587,SM-21,2025-09-20,2025-02-23,closed
PO-1588,SM-3,2025-02-05,2025-02-11,open
PO-1589,SM-36,2025-09-27,03/26/2024,OPEN
PO-1590,SM-31,27-03-2025,2026-05-17,closed
PO-1591,SM-31,2024-07-26,10/12/2025,closed
PO-1592,SM-13,10/09/2024,15-05-2026,PARTIAL
PO-1593,SM-40,2026-04-26,10/11/2024,partial
PO-1594,SM-19,03/22/2024,2025-06-20,OPEN
PO-1595,SM-31,2026-07-16,03/21/2024,partial
PO-1596,SM-40,2025-07-22,2026-11-20,partial
PO-1597,SM-6,11/18/2026,10-10-2026,OPEN
PO-1598,SM-19,08-01-2024,12/16/2025,partial
PO-1599,SM-33,02-07-2025,12/17/2026,PARTIAL
PO-1600,SM-14,24-09-2025,2026-08-03,PARTIAL
PO-1601,SM-5,2024-08-27,05/15/2025,open
PO-1602,SM-36,2025-02-21,2025-05-23,closed
PO-1603,SM-36,2026-04-06,2025-04-17,OPEN
PO-1604,SM-17,20-11-2026,11/06/2026,open
PO-1605,SM-29,2024-04-23,2024-05-15,OPEN
PO-1606,SM-21,11/08/2025,03/10/2025,closed
PO-1607,SM-21,01-04-2025,05/04/2026,closed
PO-1608,SM-36,27-10-2024,07/11/2026,partial
PO-1609,SM-28,2026-10-17,05/12/2026,PARTIAL
PO-1610,SM-32,09-03-2026,2025-10-22,closed
PO-1611,SM-37,12/21/2024,2025-01-04,partial
PO-1612,SM-6,07/28/2025,02/18/2025,partial
PO-1613,SM-40,2026-06-26,2026-06-01,open
PO-1614,SM-29,2024-04-01,18-08-2024,partial
PO-1615,SM-14,28-11-2026,2026-12-19,partial
PO-1616,SM-27,2025-11-25,2026-05-16,closed
PO-1617,SM-37,07/02/2025,11-07-2025,partial
PO-1618,SM-20,2025-06-11,17-05-2024,open
PO-1619,SM-18,2026-04-20,05/28/2025,closed
PO-1620,SM-27,03/12/2024,10-12-2024,PARTIAL
PO-1621,SM-39,09/17/2024,2026-01-18,PARTIAL
PO-1622,SM-6,2025-02-03,2024-01-13,OPEN
PO-1623,SM-31,09/20/2025,2024-09-11,partial
PO-1624,SM-1,03-05-2026,2025-01-10,partial
PO-1625,SM-6,2025-09-10,2024-01-14,closed
PO-1626,SM-11,2025-09-15,12/19/2024,OPEN
PO-1627,SM-4,2025-03-17,09-03-2026,closed
PO-1628,SM-15,2024-12-17,18-05-2024,partial
PO-1629,SM-33,03/17/2024,2025-09-25,closed
PO-1630,SM-2,10/05/2024,02-12-2024,closed
PO-1631,SM-12,03/13/2026,05/15/2024,OPEN
PO-1632,SM-17,2024-03-03,10/26/2024,closed
PO-1633,SM-23,2025-01-13,03/05/2026,OPEN
PO-1634,SM-3,08/11/2024,2026-03-07,PARTIAL
PO-1635,SM-31,2024-01-19,2026-01-16,partial
PO-1636,SM-21,2024-11-24,11/14/2026,partial
PO-1637,SM-31,2024-01-03,2026-04-04,OPEN
PO-1638,SM-20,2025-01-06,15-05-2025,OPEN
PO-1639,SM-3,2026-03-12,28-07-2024,open
PO-1640,SM-38,04/09/2026,2024-06-15,closed
PO-1641,SM-15,2024-07-22,2026-07-25,OPEN
PO-1642,SM-40,05-09-2025,2026-08-10,closed
PO-1643,SM-29,2025-10-23,12/25/2025,partial
PO-1644,SM-33,27-07-2025,2025-03-15,PARTIAL
PO-1645,SM-27,2026-07-03,04/09/2026,partial
PO-1646,SM-39,10/21/2024,2026-05-28,OPEN
PO-1647,SM-25,2026-03-19,2024-10-18,partial
PO-1648,SM-33,02/26/2025,09/18/2026,closed
PO-1649,SM-18,13-01-2024,17-12-2024,OPEN
PO-1650,SM-10,25-11-2025,13-12-2024,OPEN
PO-1651,SM-33,03/27/2025,15-08-2024,OPEN
PO-1652,SM-33,2025-02-24,05/11/2024,PARTIAL
PO-1653,SM-22,09-11-2024,11/20/2025,closed
PO-1654,SM-30,2026-03-21,2024-02-25,OPEN
PO-1655,SM-15,2024-03-17,2026-11-17,open
PO-1656,SM-20,21-04-2025,04/05/2024,partial
PO-1657,SM-5,09/15/2024,11/25/2024,PARTIAL
PO-1658,SM-22,14-06-2024,2025-04-23,PARTIAL
PO-1659,SM-40,04/07/2026,2024-02-13,closed
PO-1660,SM-26,2024-07-25,2025-10-27,PARTIAL
PO-1661,SM-15,23-06-2024,05-08-2025,partial
PO-1662,SM-34,08/20/2025,05-08-2026,open
PO-1663,SM-12,15-03-2024,12-12-2025,PARTIAL
PO-1664,SM-35,09-07-2025,2024-07-14,PARTIAL
PO-1665,SM-5,16-06-2025,2025-05-16,PARTIAL
PO-1666,SM-20,06/28/2025,2026-11-27,closed
PO-1667,SM-38,2024-01-07,01/10/2025,closed
PO-1668,SM-4,2024-01-14,04/28/2025,closed
PO-1669,SM-1,2024-09-09,09/12/2025,PARTIAL
PO-1670,SM-23,2024-05-21,2025-03-17,closed
PO-1671,SM-10,2026-07-28,10/24/2025,OPEN
PO-1672,SM-33,22-11-2024,2024-04-02,open
PO-1673,SM-11,2024-04-16,03/11/2026,open
PO-1674,SM-22,08/03/2025,2025-11-13,PARTIAL
PO-1675,SM-36,2026-09-23,2026-09-15,OPEN
PO-1676,SM-22,28-10-2025,12/27/2024,partial
PO-1677,SM-1,01-09-2025,25-01-2026,open
PO-1678,SM-4,01/11/2024,2026-08-10,PARTIAL
PO-1679,SM-18,17-01-2025,2025-10-26,partial
PO-1680,SM-36,18-07-2026,2024-08-12,closed
PO-1681,SM-11,01/03/2025,2024-11-08,closed
PO-1682,SM-10,2026-11-24,2024-05-05,OPEN
PO-1683,SM-8,2025-01-02,2025-04-24,PARTIAL
PO-1684,SM-27,2024-07-12,02-02-2024,partial
PO-1685,SM-4,06/08/2024,10/01/2025,OPEN
PO-1686,SM-25,2024-05-03,23-03-2024,closed
PO-1687,SM-17,12/17/2026,2024-10-18,PARTIAL
PO-1688,SM-33,2025-09-10,2026-10-15,PARTIAL
PO-1689,SM-6,2026-11-28,2026-05-07,OPEN
PO-1690,SM-40,06/10/2026,11/25/2026,partial
PO-1691,SM-33,04/24/2024,2024-08-28,PARTIAL
PO-1692,SM-38,2025-09-23,11/24/2024,closed
PO-1693,SM-27,08/13/2025,04/25/2026,OPEN
PO-1694,SM-14,18-09-2026,01/18/2024,partial
PO-1695,SM-14,2026-09-25,03/01/2024,PARTIAL
PO-1696,SM-18,07/09/2025,2026-10-18,closed
PO-1697,SM-36,2026-01-21,2024-07-22,OPEN
PO-1698,SM-34,2024-10-14,2025-11-22,closed
PO-1699,SM-31,2024-05-06,02-04-2026,PARTIAL
PO-1700,SM-34,2026-07-07,10/08/2025,OPEN
PO-1701,SM-35,12/20/2025,05/10/2026,open
PO-1702,SM-13,2025-01-16,2025-11-05,partial
PO-1703,SM-19,2026-05-02,2025-11-13,open
PO-1704,SM-36,2025-06-09,27-07-2026,closed
PO-1705,SM-7,07/05/2026,11/19/2026,closed
PO-1706,SM-2,2025-03-06,01-12-2024,partial
PO-1707,SM-16,02/02/2024,05/10/2026,partial
PO-1708,SM-28,04-10-2024,03/28/2025,closed
PO-1709,SM-15,2025-04-08,2025-09-18,closed
PO-1710,SM-13,2024-03-09,17-12-2025,partial
PO-1711,SM-2,27-06-2026,2025-06-10,partial
PO-1712,SM-9,05/23/2025,11/07/2025,OPEN
PO-1713,SM-24,2025-08-11,2024-08-10,OPEN
PO-1714,SM-30,06/10/2024,2024-01-09,partial
PO-1715,SM-1,2024-06-12,09/12/2024,PARTIAL
PO-1716,SM-7,2024-07-01,2026-07-09,OPEN
PO-1717,SM-3,2025-08-06,2026-12-02,closed
PO-1718,SM-29,08-02-2025,2024-12-18,partial
PO-1719,SM-38,11/26/2024,2026-05-18,OPEN
PO-1720,SM-40,2026-04-07,2024-04-09,PARTIAL
PO-1721,SM-7,2025-12-05,07-06-2024,closed
PO-1722,SM-16,2024-02-04,2024-04-02,OPEN
PO-1723,SM-6,10/04/2025,2024-11-27,OPEN
PO-1724,SM-6,2026-07-04,2025-08-10,open
PO-1725,SM-18,06/06/2025,2026-04-25,partial
PO-1726,SM-6,06/10/2024,22-02-2024,PARTIAL
PO-1727,SM-31,2025-06-02,2025-06-27,closed
PO-1728,SM-18,10/18/2024,07/27/2024,closed
PO-1729,SM-33,03/19/2025,01/19/2024,PARTIAL
PO-1730,SM-37,2025-06-27,2026-10-07,partial
PO-1731,SM-17,03-03-2025,2024-04-15,OPEN
PO-1732,SM-13,2025-04-21,11-12-2024,PARTIAL
PO-1733,SM-24,2024-01-05,2025-04-27,PARTIAL
PO-1734,SM-2,11/19/2024,2026-01-27,open
PO-1735,SM-7,02/23/2025,01/12/2024,open
PO-1736,SM-22,2024-05-06,2024-01-22,PARTIAL
PO-1737,SM-12,08/24/2024,2025-04-27,partial
PO-1738,SM-20,01/23/2024,01/20/2025,OPEN
PO-1739,SM-30,06/02/2025,2025-09-19,PARTIAL
PO-1740,SM-2,2024-05-12,2024-06-23,closed
PO-1741,SM-2,2026-11-26,05/10/2024,partial
PO-1742,SM-16,05/24/2024,2025-02-15,closed
PO-1743,SM-26,09/12/2024,12-06-2026,PARTIAL
PO-1744,SM-38,02-09-2026,03-01-2024,partial
PO-1745,SM-15,12-06-2026,28-05-2026,partial
PO-1746,SM-33,2026-03-14,2025-06-15,closed
PO-1747,SM-35,2025-05-10,02/01/2025,open
PO-1748,SM-23,2024-07-01,2024-06-08,PARTIAL
PO-1749,SM-10,2025-12-23,2024-08-04,open
PO-1750,SM-17,11/19/2025,2024-04-28,closed
PO-1751,SM-27,2025-04-16,06/22/2026,OPEN
PO-1752,SM-28,02/09/2024,2024-12-17,open
PO-1753,SM-11,2024-07-19,01/24/2024,partial
PO-1754,SM-18,04-12-2024,2026-07-23,closed
PO-1755,SM-37,2024-07-12,06/27/2024,PARTIAL
PO-1756,SM-6,04-05-2026,06/16/2025,partial
PO-1757,SM-38,2026-02-21,04-01-2026,PARTIAL
PO-1758,SM-26,19-10-2024,2026-12-19,PARTIAL
PO-1759,SM-35,12/12/2024,2026-02-15,partial
PO-1760,SM-28,2025-11-14,01/27/2025,OPEN
PO-1761,SM-7,10-07-2026,2024-02-11,PARTIAL
PO-1762,SM-17,16-05-2024,2025-03-25,OPEN
PO-1763,SM-37,07-06-2024,02/12/2024,OPEN
PO-1764,SM-22,2025-03-14,15-04-2026,open
PO-1765,SM-4,2026-08-16,08/04/2024,partial
PO-1766,SM-32,10/18/2025,2024-12-06,PARTIAL
PO-1767,SM-38,2026-12-08,01/27/2026,closed
PO-1768,SM-20,2026-02-07,2026-04-16,OPEN
PO-1769,SM-40,2024-01-03,2024-07-27,open
PO-1770,SM-10,01/20/2026,2025-01-21,OPEN
PO-1771,SM-32,2025-12-13,2026-12-07,PARTIAL
PO-1772,SM-27,2024-08-22,2026-03-28,PARTIAL
PO-1773,SM-1,2026-09-07,2024-08-04,closed
PO-1774,SM-11,2024-01-04,10/14/2024,open
PO-1775,SM-38,06/09/2025,2024-06-02,closed
PO-1776,SM-34,2025-09-07,2025-04-17,OPEN
PO-1777,SM-17,10-04-2024,2026-10-14,closed
PO-1778,SM-2,06-07-2025,11-08-2026,partial
PO-1779,SM-10,2024-02-15,2026-09-28,open
PO-1780,SM-2,05/12/2024,13-04-2025,closed
PO-1781,SM-17,2024-05-08,2026-06-05,PARTIAL
PO-1782,SM-16,2024-02-12,2026-08-24,closed
PO-1783,SM-1,11/01/2026,2026-11-09,PARTIAL
PO-1784,SM-10,05/01/2025,2026-06-02,PARTIAL
PO-1785,SM-15,2025-06-01,2026-10-22,PARTIAL
PO-1786,SM-12,22-10-2025,2024-09-20,PARTIAL
PO-1787,SM-29,2024-12-18,07/03/2024,PARTIAL
PO-1788,SM-18,2026-03-28,2025-09-28,PARTIAL
PO-1789,SM-16,2025-07-05,2024-03-11,OPEN
PO-1790,SM-36,09/12/2024,08/13/2025,closed
PO-1791,SM-38,18-03-2024,18-06-2024,partial
PO-1792,SM-23,12/14/2025,2026-12-12,OPEN
PO-1793,SM-19,02/23/2026,2026-02-27,closed
PO-1794,SM-24,2026-02-07,2025-05-04,partial
PO-1795,SM-7,2026-08-16,2026-09-13,open
PO-1796,SM-39,2026-12-05,2025-10-13,open
PO-1797,SM-5,06-01-2026,2024-04-18,OPEN
PO-1798,SM-4,2025-09-04,05/06/2026,closed
PO-1799,SM-3,2024-02-10,05/21/2026,PARTIAL
PO-1800,SM-15,02/09/2025,2024-08-03,partial
PO-1801,SM-5,2024-07-05,12-03-2024,partial
PO-1802,SM-13,10/11/2026,2024-11-11,OPEN
PO-1803,SM-40,03/04/2026,2025-07-05,OPEN
PO-1804,SM-4,2024-11-09,2024-07-13,OPEN
PO-1805,SM-17,04/18/2024,2024-04-11,partial
PO-1806,SM-22,02-10-2026,2024-03-02,open
PO-1807,SM-37,01/06/2025,2024-12-20,closed
PO-1808,SM-39,04-11-2024,12/14/2025,PARTIAL
PO-1809,SM-22,02/21/2026,07/02/2025,PARTIAL
PO-1810,SM-38,12/03/2024,06-04-2026,PARTIAL
PO-1811,SM-8,09/13/2026,2026-04-20,OPEN
PO-1812,SM-17,14-03-2025,2024-09-23,open
PO-1813,SM-10,2025-04-21,2025-02-03,OPEN
PO-1814,SM-3,08/22/2025,2025-03-13,closed
PO-1815,SM-1,2026-09-02,01-02-2024,partial
PO-1816,SM-4,2025-07-09,2024-01-24,open
PO-1817,SM-4,2025-04-11,12/16/2025,open
PO-1818,SM-11,2024-07-11,2025-01-12,OPEN
PO-1819,SM-7,27-03-2026,11/18/2026,OPEN
PO-1820,SM-16,2024-08-19,2024-08-12,OPEN
PO-1821,SM-3,2024-06-23,2024-01-14,PARTIAL
PO-1822,SM-20,15-02-2024,21-01-2025,partial
PO-1823,SM-40,2026-10-19,11/20/2025,OPEN
PO-1824,SM-2,2026-08-18,2024-02-05,closed
PO-1825,SM-36,03/08/2024,16-01-2026,OPEN
PO-1826,SM-33,2025-05-23,2025-11-14,PARTIAL
PO-1827,SM-7,2025-10-08,2024-01-28,closed
PO-1828,SM-17,02/02/2026,12/08/2024,open
PO-1829,SM-9,2024-03-13,2024-09-08,partial
PO-1830,SM-35,08/21/2025,12-09-2025,closed
PO-1831,SM-10,02/28/2024,04/22/2026,OPEN
PO-1832,SM-22,12/19/2024,2025-10-11,open
PO-1833,SM-20,21-04-2024,2026-03-12,PARTIAL
PO-1834,SM-6,2026-03-01,06/23/2024,PARTIAL
PO-1835,SM-20,09/27/2024,17-04-2026,partial
PO-1836,SM-2,08-01-2026,02/17/2026,OPEN
PO-1837,SM-21,2025-02-22,24-06-2026,OPEN
PO-1838,SM-31,04/27/2024,09-08-2026,partial
PO-1839,SM-20,2026-05-25,2026-06-15,open
PO-1840,SM-39,2025-06-08,04/11/2025,open
PO-1841,SM-32,2026-03-12,11-11-2024,open
PO-1842,SM-5,2024-11-03,01/18/2025,partial
PO-1843,SM-38,26-03-2026,2024-05-10,closed
PO-1844,SM-9,09/04/2026,2025-06-04,partial
PO-1845,SM-35,19-11-2025,2024-12-04,OPEN
PO-1846,SM-2,2024-02-08,2025-04-14,closed
PO-1847,SM-32,2026-12-06,2024-04-03,OPEN
PO-1848,SM-38,04/13/2026,2026-09-25,closed
PO-1849,SM-25,2024-12-18,2025-03-27,closed
PO-1850,SM-35,2026-09-21,07/15/2024,partial
PO-1851,SM-3,11/13/2024,2025-01-10,partial
PO-1852,SM-35,22-02-2025,11-08-2024,PARTIAL
PO-1853,SM-15,04/13/2026,2026-12-06,open
PO-1854,SM-14,2026-02-24,12/18/2025,open
PO-1855,SM-37,19-07-2026,11/09/2024,partial
PO-1856,SM-28,2026-09-20,2026-04-24,partial
PO-1857,SM-33,2025-12-08,2024-04-25,closed
PO-1858,SM-17,2024-04-09,04/21/2024,OPEN
PO-1859,SM-15,2026-09-03,2025-09-07,open
PO-1860,SM-30,07/09/2024,12-08-2024,OPEN
PO-1861,SM-20,08-05-2024,05/23/2024,OPEN
PO-1862,SM-25,2026-12-26,2026-08-07,OPEN
PO-1863,SM-36,2026-03-20,2024-03-26,closed
PO-1864,SM-13,2026-08-06,2024-08-14,open
PO-1865,SM-7,2026-10-23,2025-01-02,OPEN
PO-1866,SM-31,04/21/2024,03/10/2024,partial
PO-1867,SM-25,16-05-2025,2024-02-21,OPEN
PO-1868,SM-22,05-04-2024,06/28/2026,PARTIAL
PO-1869,SM-27,08/05/2024,2025-09-13,OPEN
PO-1870,SM-29,2024-12-25,2024-02-20,PARTIAL
PO-1871,SM-20,03-12-2025,2024-08-28,partial
PO-1872,SM-21,06/12/2025,10/17/2026,PARTIAL
PO-1873,SM-8,2024-04-17,2025-05-10,partial
PO-1874,SM-37,13-04-2026,06-11-2026,partial
PO-1875,SM-1,10-10-2026,2026-08-06,closed
PO-1876,SM-23,07/09/2024,2026-04-12,closed
PO-1877,SM-35,17-05-2024,2025-07-14,open
PO-1878,SM-27,18-09-2024,2026-02-05,OPEN
PO-1879,SM-23,2025-04-13,2025-08-19,PARTIAL
PO-1880,SM-8,12-12-2025,24-02-2026,open
PO-1881,SM-11,18-12-2024,2024-12-05,open
PO-1882,SM-14,24-11-2024,10/28/2024,PARTIAL
PO-1883,SM-28,09/27/2024,07/26/2025,closed
PO-1884,SM-24,05/21/2025,2026-06-20,open
PO-1885,SM-18,15-06-2026,2026-01-16,partial
PO-1886,SM-32,2025-01-03,08/22/2025,closed
PO-1887,SM-27,09/22/2024,2025-01-21,OPEN
PO-1888,SM-10,2025-09-01,02/02/2025,partial
PO-1889,SM-8,2026-06-12,05/09/2026,open
PO-1890,SM-33,2026-09-02,27-03-2024,PARTIAL
PO-1891,SM-33,2026-10-15,15-12-2025,OPEN
PO-1892,SM-8,07/20/2024,03/27/2025,open
PO-1893,SM-25,2024-05-03,2025-12-22,partial
PO-1894,SM-3,2026-07-22,2025-03-19,partial
PO-1895,SM-31,11-02-2024,2026-12-10,PARTIAL
PO-1896,SM-15,25-12-2025,2024-01-28,PARTIAL
PO-1897,SM-33,2025-11-11,12-02-2025,closed
PO-1898,SM-29,2024-08-04,18-09-2026,PARTIAL
PO-1899,SM-37,2026-12-06,06-10-2026,PARTIAL
PO-1900,SM-22,2025-12-27,08/11/2024,closed
PO-1901,SM-9,2024-11-05,11-11-2025,OPEN
PO-1902,SM-6,2024-01-10,09-04-2024,PARTIAL
PO-1903,SM-11,2024-10-02,2025-01-22,open
PO-1904,SM-36,2025-02-06,08/19/2024,partial
PO-1905,SM-2,07/05/2024,22-04-2025,PARTIAL
PO-1906,SM-19,08/26/2024,2025-04-27,open
PO-1907,SM-10,2026-04-15,2025-05-10,partial
PO-1908,SM-19,10-04-2026,01/10/2025,partial
PO-1909,SM-8,2026-05-04,11-11-2024,closed
PO-1910,SM-28,07/26/2025,2025-04-05,PARTIAL
PO-1911,SM-10,10-09-2024,2026-01-11,closed
PO-1912,SM-33,06/01/2025,11/01/2024,OPEN
PO-1913,SM-37,2024-11-05,26-12-2026,open
PO-1914,SM-26,04/10/2026,2024-03-02,PARTIAL
PO-1915,SM-3,02/24/2026,2025-10-26,partial
PO-1916,SM-37,07/08/2026,2025-11-15,OPEN
PO-1917,SM-40,04/23/2025,12/16/2024,PARTIAL
PO-1918,SM-28,05-01-2024,02/07/2026,OPEN
PO-1919,SM-3,17-07-2024,2026-08-20,open
PO-1920,SM-14,2024-03-16,11/25/2025,PARTIAL
PO-1921,SM-29,2026-08-24,15-05-2024,open
PO-1922,SM-16,2024-03-28,04/17/2025,PARTIAL
PO-1923,SM-18,2025-07-11,04/25/2025,PARTIAL
PO-1924,SM-29,09/01/2025,08/10/2026,PARTIAL
PO-1925,SM-35,2024-08-08,2026-04-26,closed
PO-1926,SM-11,2026-10-23,2025-05-27,closed
PO-1927,SM-28,2024-06-25,2024-01-25,PARTIAL
PO-1928,SM-28,2025-11-17,10/20/2026,PARTIAL
PO-1929,SM-16,2025-12-10,2025-09-23,PARTIAL
PO-1930,SM-8,2025-12-21,2026-11-15,PARTIAL
PO-1931,SM-18,17-12-2025,2026-04-25,open
PO-1932,SM-20,22-08-2025,03/08/2025,closed
PO-1933,SM-40,10-10-2026,2026-06-24,open
PO-1934,SM-4,2026-07-19,2025-08-27,partial
PO-1935,SM-16,08/22/2024,2026-07-18,open
PO-1936,SM-39,2025-10-27,2026-03-15,PARTIAL
PO-1937,SM-38,07-06-2026,06-10-2026,partial
PO-1938,SM-25,04/19/2025,07-02-2025,partial
PO-1939,SM-24,05/09/2025,07/08/2024,PARTIAL
PO-1940,SM-30,06-04-2024,02-12-2024,OPEN
PO-1941,SM-31,04-11-2026,2024-03-20,OPEN
PO-1942,SM-18,09/13/2026,11/28/2024,partial
PO-1943,SM-6,10/15/2024,2025-02-25,open
PO-1944,SM-3,2026-03-07,2025-11-21,closed
PO-1945,SM-16,2025-03-10,2026-03-15,PARTIAL
PO-1946,SM-13,10-04-2026,08-06-2024,open
PO-1947,SM-6,2026-12-19,19-05-2024,PARTIAL
PO-1948,SM-8,2026-10-23,02-01-2026,PARTIAL
PO-1949,SM-20,2025-03-01,2025-01-05,open
PO-1950,SM-6,2024-11-22,12/17/2026,partial
PO-1951,SM-27,2026-03-27,03/04/2026,partial
PO-1952,SM-33,03-02-2026,2025-09-18,partial
PO-1953,SM-3,2026-09-20,13-05-2024,PARTIAL
PO-1954,SM-33,28-07-2026,21-01-2026,partial
PO-1955,SM-30,2026-04-28,2026-04-17,closed
