employee_id,month,base_salary,bonus,deductions
E-3072,2024-08,19855,0,0
E-2542,2025-11,"$12,687.00",0,0
E-3384,03/2026,46710,0,0
E-1812,2024-07,34900,0,0
E-2683,2025-09,35898,0,0
E-2076,2024-05,"$27,708.00",0,0
E-1110,2024-03,57644,0,0
E-1648,2025-01,50009,0,0
E-2727,08/2024,"$53,065.00",0,0
E-3026,08/2025,18003,0,0
E-2084,11/2025,"$31,846.00",0,0
E-1147,2026-07,49130,2059,0
E-3074,2024-11,"$46,217.00",0,0
E-3495,2024-01,15 054,0,$282.00
E-1183,2024-12,53613,"$10,453.00",0
E-2854,11/2025,51484,0,0
E-2607,2024-08,"$9,537.00",0,0
E-2519,2024-12,34945,0,0
E-2696,2025-03,"59 987,00",0,1 433
E-2014,2025-07,"$31,439.00",19328,0
E-1379,2026-07,9303,0,0
E-2209,06/2025,26104,0,0
E-3231,06/2026,46743,0,0
E-2450,2026-04,"$29,329.00",0,0
E-1922,2025-09,36813,0,0
E-1646,2024-06,8471,0,0
E-2102,2026-11,27063,0,0
E-3266,2024-09,"$45,478.00",15 294,0
E-1936,2025-07,"$51,783.00","$26,641.00",0
E-1335,2025-05,24327,2364,0
E-2381,2024-02,"$14,490.00","$5,218.00",0
E-3235,2025-08,8860,0,0
E-3522,2024-02,"18 879,00",0,0
E-1499,2025-01,51 628,0,0
E-2576,2025-01,"$54,945.00",0,0
E-1971,01/2025,54684,5472,"1 717,00"
E-2211,2025-11,"$54,168.00",0,0
E-2122,2024-09,"$59,737.00","$27,019.00",0
E-1671,2025-01,24055,"26 836,00",0
E-2323,2024-06,"$29,928.00",28 883,278
E-1464,03/2024,32573,0,0
E-1602,2025-09,"28 380,00",0,0
E-3021,2025-10,43652,14763,0
E-3070,2025-08,"$34,376.00","$18,944.00",0
E-2688,2025-05,18053,0,0
E-1965,2025-05,24854,0,"415,00"
E-3531,2026-10,31 070,"$24,967.00",0
E-2522,2026-09,54821,0,0
E-1503,2024-12,"$15,699.00",0,0
E-1461,2026-09,10143,0,0
E-1015,2026-03,39 684,14188,0
E-2959,2024-11,31 259,0,0
E-1748,2026-12,"29 819,00",0,485
E-2432,05/2025,44598,18104,0
E-2150,2026-07,"$45,631.00",0,1627
E-1916,03/2026,59746,7 813,1235
E-2993,2025-09,25218,0,0
E-3435,2024-01,"8 354,00",0,0
E-1321,2024-04,46237,"5 905,00",0
E-2292,2025-10,"$20,661.00","6 466,00","$1,024.00"
E-1895,2026-09,23 826,0,0
E-2911,2026-01,"$5,982.00",0,0
E-2578,2026-01,48263,0,0
E-1916,2024-02,56909,0,0
E-1625,2026-05,56368,0,0
E-3234,2025-05,51277,0,0
E-2542,2025-12,"$37,101.00",8482,"$1,487.00"
E-1496,2025-03,30386,19211,0
E-2624,2025-06,55 208,0,0
E-2250,2024-08,19 190,0,0
E-1505,2025-12,12784,24473,0
E-2863,2025-08,"$9,450.00",13 669,1527
E-2599,2024-09,38089,26055,0
E-2123,2025-06,"$50,026.00",0,0
E-2503,2026-03,"$40,817.00",0,0
E-1049,2025-02,"$55,785.00",0,0
E-3378,2025-09,"45 146,00",23461,0
E-2063,12/2024,54338,0,0
E-2957,2024-04,"$14,272.00",10249,0
E-1549,2025-11,"$36,255.00",0,0
E-1189,2025-09,59134,0,0
E-2963,10/2026,"$18,736.00",7463,0
E-3526,2026-06,"$11,694.00",0,0
E-3150,2026-06,24051,10916,0
E-1312,2026-11,"$37,455.00",24806,909
E-1877,06/2026,"$41,849.00",0,0
E-1424,2025-04,35270,0,0
E-1342,2026-05,"$29,019.00",0,0
E-2319,2024-03,33 141,0,0
E-2967,2024-05,39243,0,0
E-2516,2024-03,47 634,0,0
E-2880,2026-02,39392,0,0
E-1966,2024-04,5 078,0,0
E-2404,2025-05,22426,0,0
E-2403,2025-01,51604,0,0
E-2571,2026-07,"44 238,00","$27,282.00",0
E-2327,2025-01,58061,0,0
E-1569,2025-12,"$37,257.00",0,0
E-1492,05/2025,30687,0,$834.00
E-2984,2025-03,"$25,482.00",0,0
E-2823,2025-03,59 185,0,0
E-2685,2025-12,"$38,049.00",0,0
E-3400,2026-05,16571,0,0
E-1309,09/2024,48 401,"24 007,00",0
E-2717,2026-06,12798,0,"$1,485.00"
E-2797,2026-02,"$24,772.00",2 881,0
E-2879,2025-04,38941,0,0
E-2925,2025-11,34192,0,0
E-3380,2024-05,"$53,687.00",0,1597
E-2649,2024-03,34 444,0,0
E-3173,2026-07,14346,0,0
E-1792,2025-04,12205,7240,0
E-1140,07/2025,37655,27 828,0
E-2496,2024-03,50251,"$20,471.00",$737.00
E-1779,2025-10,"$7,520.00","$25,031.00",0
E-2430,2025-08,"$36,180.00",0,507
E-1736,2026-08,27312,0,$441.00
E-1709,2024-01,"$55,527.00",0,0
E-2236,07/2025,12 585,0,0
E-2402,2026-04,43941,"$29,098.00","251,00"
E-3564,2024-09,"$11,373.00",0,0
E-1013,2026-07,14240,0,0
E-1089,2024-02,32 683,0,$393.00
E-2539,2025-03,59982,12347,0
E-1046,2025-09,37500,"$25,826.00",0
E-1139,12/2025,"$34,744.00",16 379,0
E-2358,11/2026,"14 203,00",0,0
E-3175,2026-03,"$22,588.00",19032,0
E-3493,2026-01,26093,25589,0
E-2843,2024-01,"23 664,00",0,0
E-2663,02/2024,42560,1577,0
E-2285,01/2026,34 247,0,0
E-1401,2026-08,58439,29399,0
E-2032,2025-04,"$40,259.00",0,0
E-2292,2025-06,"22 440,00",0,$212.00
E-2024,2025-07,18067,0,0
E-3498,2024-05,11724,0,"$1,625.00"
E-1523,2025-03,51 679,0,$231.00
E-2904,2026-06,57923,24157,0
E-3489,2025-03,"$25,233.00",0,"$1,900.00"
E-3170,2024-06,"$33,813.00",0,0
E-3219,2025-06,"$15,106.00",0,"570,00"
E-2813,2024-11,30660,0,0
E-3591,2025-09,25888,0,0
E-3474,09/2024,"$14,672.00",0,0
E-2532,2024-07,21003,"9 105,00",0
E-2771,2026-05,48942,13711,0
E-3216,08/2026,48 974,0,0
E-2600,2026-01,"$33,072.00",0,0
E-1408,2026-05,"11 905,00",0,0
E-2451,2024-12,21830,0,0
E-3153,2025-11,"35 869,00",29702,0
E-2538,2025-09,9 446,19800,0
E-1943,2026-01,7410,0,0
E-3148,2025-09,"$8,314.00",0,0
E-2586,2026-12,46 272,0,1 490
E-2981,2024-12,43 089,11 647,0
E-2416,2024-07,43841,0,0
E-3407,2026-10,22493,0,0
E-2116,2026-07,"$30,163.00",0,0
E-2876,2024-06,"$34,334.00",8 318,0
E-3404,05/2026,31679,0,0
E-1674,06/2026,"38 099,00",0,0
E-2110,07/2024,"$25,107.00","$14,953.00",1263
E-3136,2026-03,36 887,0,0
E-3465,2025-09,"$16,860.00",0,0
E-2518,2025-06,"$12,817.00","9 975,00",0
E-2066,2026-03,27986,25 639,0
E-3037,2024-03,49713,0,"$1,265.00"
E-1786,2026-06,37764,0,1 235
E-1393,2026-11,"$58,968.00",0,$933.00
E-3067,2025-03,48209,8654,0
E-1396,2024-11,"$49,377.00",0,$135.00
E-3272,2024-07,20 459,0,0
E-2213,2024-06,27212,0,352
E-3230,09/2024,"21 885,00",0,0
E-2704,2026-03,53210,25356,1980
E-2619,03/2024,43116,0,0
E-1807,2025-12,7421,0,0
E-2542,2026-05,58 855,0,0
E-3313,2024-09,"$23,240.00",0,0
E-3356,2025-08,"$21,039.00",0,0
E-3403,2024-06,"$28,725.00",0,1 087
E-1997,2026-04,39078,"$7,792.00",0
E-1238,2026-07,30405,0,0
E-1397,2026-08,24256,0,0
E-1024,2025-09,28900,"$4,672.00",1 081
E-1385,2025-02,8724,0,0
E-1694,06/2025,54539,"$19,617.00",0
E-1169,2024-06,54779,"$15,587.00",0
E-2552,2025-05,25930,0,0
E-1067,2024-04,"$5,368.00",15612,"$1,176.00"
E-1742,2026-10,14090,0,0
E-3135,2024-03,"$36,632.00",0,0
E-2962,2026-02,"$9,584.00",0,0
E-2748,2024-06,"$30,916.00",0,0
E-2073,2025-02,47961,"$14,108.00",1727
E-1863,2026-12,16556,0,0
E-1932,2026-06,48934,0,1908
E-3033,2025-11,"49 557,00",27858,0
E-3583,2025-09,19885,0,0
E-1538,2026-04,19798,0,1126
E-3085,2026-04,44641,0,0
E-3024,2026-04,"$27,087.00",0,1292
E-1100,2024-02,58 395,"$27,720.00",0
E-3210,2025-03,5833,8104,0
E-3360,2026-03,59925,0,0
E-1794,2026-09,"$53,164.00",8413,720
E-1460,2024-03,43379,"12 078,00",0
E-1632,11/2024,9158,16128,0
E-3445,2025-11,"42 527,00",0,0
E-1387,2026-05,40741,0,1627
E-2223,2026-03,"$46,745.00","11 517,00",0
E-1892,09/2024,6350,"$7,440.00",0
E-3295,2025-09,7859,0,0
E-1605,2024-02,"46 529,00",27201,1336
E-3217,10/2024,17227,20773,0
E-1226,2025-06,"$59,042.00",0,0
E-1585,2024-09,20540,0,0
E-2875,2024-02,36119,"$19,634.00",0
E-2822,2025-04,"$33,899.00",0,0
E-1721,2026-10,59195,0,0
E-1199,03/2024,"33 508,00",0,0
E-3404,2025-08,50641,15 427,0
E-3134,2025-08,55 740,0,0
E-3380,2025-02,21 850,0,0
E-2211,05/2025,"32 767,00",0,"1 552,00"
E-1334,2026-03,"$54,539.00",0,0
E-2489,2026-09,21505,22185,0
E-2450,2025-06,43544,0,745
E-2196,2024-11,37903,0,0
E-2994,08/2024,"$40,513.00",18974,0
E-1050,2025-09,58981,0,0
E-2366,2024-02,23 861,0,0
E-1409,2024-02,33149,4449,0
E-3538,2025-01,25545,0,0
E-3261,2025-07,18136,0,0
E-3362,2025-05,"$45,332.00",0,0
E-3219,2026-07,23297,0,0
E-1128,2026-11,31 082,19145,0
E-2000,2024-03,19565,0,0
E-2055,2025-09,"$45,320.00",0,"$1,612.00"
E-1925,2026-01,"$32,112.00",0,"$1,332.00"
E-1015,2024-12,"6 629,00",0,0
E-2645,2025-01,48958,0,0
E-2655,09/2024,7 196,0,0
E-1273,2024-05,39149,0,970
E-2062,10/2025,33451,"29 760,00",0
E-3286,11/2024,52225,0,0
E-2471,2025-09,23928,6098,0
E-3211,04/2026,33256,0,0
E-2808,2024-06,38404,0,0
E-1543,2024-11,32832,0,0
E-1923,2025-05,"57 509,00",0,$118.00
E-2004,2024-02,28700,0,0
E-2988,2026-08,"$12,091.00",0,0
E-1440,2026-01,12 686,0,0
E-3440,05/2025,"$17,858.00",0,0
E-1552,2025-04,44710,0,0
E-2422,2025-11,39 497,0,0
E-3036,2025-04,"$57,744.00",4619,0
E-3011,2025-09,22496,0,0
E-2833,2024-01,50 951,"$19,254.00",0
E-3255,2024-08,17883,0,0
E-1960,2026-11,23006,6381,0
E-2613,2026-12,49182,0,0
E-2917,04/2025,41444,0,0
E-2154,2026-06,7733,0,0
E-1798,2026-08,30649,0,0
E-3165,11/2025,"33 487,00",0,"$1,630.00"
E-2017,2026-02,"$14,646.00",24624,0
E-2305,2025-01,8856,0,0
E-1147,09/2024,33328,0,543
E-2401,2025-12,"$27,563.00",0,0
E-1344,2025-05,24479,0,0
E-2573,2026-12,59247,0,0
E-2667,2025-03,"$28,877.00",9972,0
E-1509,10/2026,"$57,421.00",0,0
E-1840,2026-07,58662,0,0
E-2964,2026-01,"$16,861.00",0,0
E-3518,2025-09,17716,0,0
E-2284,2026-08,"$21,452.00",0,0
E-1980,2025-12,5294,18490,$568.00
E-2095,2024-02,43074,0,158
E-2131,2025-09,"7 941,00",0,0
E-3400,2026-09,"24 314,00",0,0
E-3419,2024-02,"$10,646.00",0,"$1,405.00"
E-2218,04/2024,"$33,201.00",0,0
E-2643,2025-01,49837,28857,0
E-3095,2026-05,"$14,604.00",0,0
E-3380,2026-03,"$49,952.00",0,0
E-3548,2026-06,43703,0,0
E-2219,2025-01,"$24,746.00",4271,0
E-2998,2025-08,"$22,351.00",0,0
E-2211,2024-07,20386,18280,0
E-1261,12/2024,"12 465,00",12263,0
E-1679,2024-07,20013,0,1123
E-2552,2025-01,"21 235,00",0,0
E-2664,2026-12,27 418,0,0
E-2565,2025-11,27964,24933,0
E-3091,2025-05,37936,0,0
E-2608,08/2026,6 136,0,0
E-3031,2025-10,27384,0,0
E-2073,2025-05,49911,0,0
E-1592,04/2026,"$42,953.00",19827,0
E-3464,03/2025,"17 944,00",0,0
E-2244,2026-01,44463,13059,0
E-2414,2025-01,28108,0,0
E-1661,2024-02,37226,13049,0
E-1724,2024-06,51905,0,0
E-1003,2024-06,52331,17515,0
E-2327,05/2026,"38 414,00","$3,526.00",0
E-2697,2024-05,52470,0,0
E-3179,10/2025,13 810,0,0
E-1888,03/2024,"48 110,00",0,0
E-2730,2026-03,"$36,204.00",10024,0
E-2685,2024-05,18394,0,0
E-1092,2026-01,57009,0,0
E-3436,11/2026,27084,0,0
E-1503,03/2026,19711,0,0
E-2590,2026-10,32988,23098,0
E-2033,2024-07,"$41,245.00","$28,229.00",0
E-2431,2025-02,"$21,264.00",0,0
E-1880,2026-06,18858,0,0
E-3232,2024-08,"31 949,00",0,0
E-3087,2025-09,43518,0,0
E-2859,01/2025,41625,"$1,533.00",0
E-1592,2025-05,57675,8 442,0
E-1559,2026-12,39215,0,"$1,844.00"
E-3442,2025-09,"$40,735.00",0,0
E-3448,2025-10,39797,0,0
E-3137,2024-12,22797,0,0
E-1944,01/2025,"$47,667.00",0,"$1,238.00"
E-2800,10/2024,21521,28 363,$428.00
E-3055,2025-02,5822,0,0
E-1608,2025-01,"$27,081.00","$28,433.00",0
E-3519,2026-04,9803,0,0
E-1516,09/2024,59468,0,855
E-3219,10/2024,"$44,091.00",0,0
E-1216,2026-09,33671,0,0
E-2146,01/2024,39129,0,0
E-3144,2025-09,47171,0,0
E-2565,2025-08,39 831,7753,0
E-2045,2024-11,23866,9063,0
E-2494,2025-06,54860,0,0
E-1472,2025-02,17 370,17219,0
E-1146,2024-05,24301,0,0
E-3406,2024-10,26216,0,1359
E-3116,2026-04,46 116,"$21,387.00",0
E-1351,2025-11,"$39,882.00",17128,0
E-3394,2026-05,"$9,072.00",0,0
E-1473,09/2025,41399,0,1156
E-2482,02/2025,"$34,657.00",12101,0
E-2995,2026-02,"$23,975.00",4502,0
E-1545,2024-11,43810,0,0
E-1002,2026-06,"$33,080.00",0,0
E-1981,2024-04,5259,14 208,0
E-1285,05/2026,44521,0,0
E-3465,2026-05,25105,"$6,288.00",0
E-3462,2026-04,"53 757,00",18496,0
E-3352,2025-09,31692,0,0
E-1786,2024-06,"$14,395.00",0,0
E-2376,2024-09,29772,0,$430.00
E-3141,2025-05,"$40,603.00","$5,335.00",0
E-1515,2024-06,"$58,317.00",0,0
E-3544,2024-12,30827,0,0
E-1784,06/2026,52798,0,0
E-1716,12/2026,"18 170,00",7831,0
E-1404,2026-12,"20 661,00",0,0
E-1518,2026-02,37040,0,0
E-2826,2026-04,5444,0,0
E-3371,08/2026,14947,0,0
E-1310,2025-12,"20 751,00",29617,0
E-2956,2025-01,49108,0,0
E-3262,2025-09,20178,0,0
E-2294,01/2025,30899,7160,0
E-1752,2026-10,"$49,027.00",0,1846
E-3174,2026-07,12483,0,0
E-1353,2025-06,33 962,0,0
E-2591,2026-10,"$27,212.00",0,0
E-1267,2025-11,22229,0,0
E-3536,2024-11,7838,0,1680
E-2449,2025-06,31143,0,0
E-1944,2024-06,20 710,0,0
E-2532,2024-09,"$21,780.00",0,0
E-1311,09/2026,32736,"$25,357.00",0
E-3028,2026-07,46722,24 811,0
E-1809,2025-05,28813,0,0
E-1778,2025-04,"59 384,00",0,0
E-3010,2026-04,27978,0,0
E-1309,2025-02,"$37,214.00",0,0
E-1205,2025-12,43202,0,0
E-1661,2026-07,18944,0,0
E-2202,05/2024,"$17,702.00",0,0
E-3326,08/2024,9493,0,0
E-1238,2024-07,5927,0,1055
E-2806,04/2024,27117,6336,0
E-1312,04/2024,12412,0,0
E-1905,09/2024,"$12,155.00",0,0
E-3361,2024-08,"$8,705.00","$10,350.00",0
E-1178,2024-12,27208,0,0
E-3084,2026-01,"$14,895.00","29 853,00",0
E-2740,2025-01,"$55,903.00",0,0
E-3494,2024-10,"$32,885.00",0,0
E-1729,2026-04,38742,"$6,055.00",0
E-2456,08/2026,25467,22051,0
E-3237,2026-09,23394,"2 352,00",0
E-1695,2025-12,41447,"$23,310.00",0
E-2513,2024-12,"$46,342.00",0,0
E-2720,03/2025,"$24,614.00","3 145,00",0
E-1691,2025-11,"$56,768.00","$7,867.00",0
E-1455,04/2024,52 859,0,0
E-2900,06/2026,"$49,762.00",0,0
E-2283,03/2024,37764,0,0
E-2762,2026-11,36245,0,0
E-2750,2025-06,"$7,753.00",0,0
E-2496,2024-08,30522,22324,0
E-1180,2024-04,"$41,441.00",0,0
E-2828,2026-05,"$39,522.00",0,1202
E-2683,08/2026,"43 395,00",10342,0
E-2050,2025-07,"47 606,00",0,0
E-1999,01/2024,"$58,318.00",0,"$1,757.00"
E-3126,2026-09,44255,0,0
E-1014,2025-04,"54 910,00",0,0
E-1699,01/2026,9969,0,"320,00"
E-1048,2025-02,29270,0,$291.00
E-1731,03/2024,"$30,129.00",15227,0
E-3423,2025-04,51618,7935,0
E-3443,2024-09,"$49,382.00",0,0
E-1194,2026-11,48 433,0,0
E-1558,10/2024,13660,"12 750,00",681
E-1547,2024-11,22228,0,0
E-1495,05/2026,14814,0,"$1,202.00"
E-1251,12/2025,19349,0,0
E-1009,2025-09,"$44,348.00",0,0
E-1867,08/2025,42 061,1267,"1 277,00"
E-1101,2024-08,39284,27369,0
E-3216,2026-03,8204,"$18,744.00",0
E-2103,10/2026,36504,0,0
E-1279,2026-04,"$19,961.00",9540,0
E-2311,2024-03,"$9,707.00",0,0
E-1523,2026-08,6813,0,0
E-2306,2025-02,30252,0,0
E-2125,2024-07,"$21,811.00",0,1099
E-2821,03/2026,23281,0,0
E-1572,2026-10,8803,0,0
E-1307,2026-11,45718,0,0
E-2559,2025-07,24296,0,0
E-1518,2024-02,25283,0,1867
E-3171,2026-06,34368,"$13,842.00",0
E-1902,2025-08,42010,0,0
E-1652,2026-01,40201,0,0
E-1991,2024-10,58597,0,0
E-2004,01/2025,57255,0,0
E-3117,2024-11,"$57,237.00",0,0
E-1783,2026-12,"$20,120.00",0,0
E-1193,2026-05,"$21,585.00",18644,0
E-3486,2026-03,54400,0,1652
E-2424,2025-02,5243,0,0
E-3444,2024-11,"15 002,00","19 777,00",0
E-1259,2024-04,42960,0,0
E-1748,2026-01,35338,0,0
E-2978,07/2026,"$17,814.00",0,0
E-2501,2025-02,"$32,019.00",0,0
E-1345,2026-05,28801,10769,0
E-3319,05/2026,"$19,425.00",0,661
E-2871,10/2024,33 702,0,0
E-1779,2025-03,14 528,0,0
E-1697,2026-11,"52 087,00",0,0
E-1409,2025-10,"$23,051.00","$18,823.00",0
E-2177,2024-12,"41 074,00",0,0
E-1701,01/2025,13957,0,0
E-3414,2024-08,39 347,0,0
E-3480,2025-05,"$18,719.00",0,"1 727,00"
E-2587,2025-09,8557,"$4,574.00",0
E-2367,07/2026,"$52,067.00",12 345,0
E-1096,2024-03,5257,0,500
E-3183,2026-06,39 273,"$20,692.00",0
E-3322,2026-03,25 792,0,0
E-1750,2025-03,24114,0,0
E-1315,2026-01,20577,0,1335
E-3008,2024-06,13746,0,0
E-3135,2024-02,"$23,178.00",0,$428.00
E-3530,2025-05,"$35,683.00",0,0
E-3040,2025-11,"$37,618.00",0,0
E-1536,2026-03,31663,"$2,862.00",0
E-2493,2025-06,"39 240,00","$3,556.00",0
E-1192,2026-10,"13 609,00","$16,563.00",0
E-1950,2026-03,36733,12251,0
E-2105,2025-02,55810,0,0
E-1679,03/2024,"$32,566.00",0,0
E-2172,2025-03,31987,0,0
E-1816,07/2026,48688,0,0
E-3161,2024-08,"$22,988.00",0,0
E-3020,2024-01,50564,0,"$1,109.00"
E-2403,2024-06,6007,0,0
E-1537,2025-03,"49 729,00",0,0
E-1099,2026-08,36037,0,0
E-2315,2024-03,5497,0,875
E-2052,2026-04,"$25,065.00",0,0
E-2780,2024-01,10 724,0,0
E-2302,10/2024,"48 064,00",0,0
E-1620,2024-06,21514,"$6,560.00",0
E-1293,2024-02,41494,"$5,408.00",0
E-3497,2026-04,34 729,0,0
E-3028,2025-07,"$51,165.00",0,0
E-1019,2024-01,40866,0,0
E-1703,2025-07,"$19,763.00",0,0
E-3582,2024-09,45290,0,0
E-2024,2024-07,17 656,0,1353
E-1572,2025-11,8198,0,0
E-2678,2026-10,"$33,916.00",8111,0
E-2213,2025-12,"$31,968.00","$27,428.00",1139
E-2526,2024-12,"$7,707.00",0,135
E-2336,2024-02,"$24,712.00","$7,680.00",0
E-1027,2024-03,55970,0,0
E-1014,2025-11,30726,24119,0
E-2223,2026-04,"$42,711.00",0,584
E-1576,2026-08,46 069,7063,0
E-2767,2026-05,42540,0,673
E-1650,2024-04,"$7,379.00",14088,"767,00"
E-1503,2026-04,31588,0,0
E-1343,2026-06,30503,5313,0
E-2470,2026-01,41643,0,0
E-2852,2026-02,22517,0,0
E-1141,08/2026,34070,0,0
E-2386,2024-12,"57 994,00",4074,0
E-1354,2026-01,"$58,514.00",0,0
E-2518,2026-11,49203,0,0
E-2371,2025-04,26943,0,0
E-1009,2025-06,7517,0,0
E-1981,03/2024,52877,29036,0
E-3151,2025-04,33484,16761,0
E-2616,2026-09,18003,0,0
E-1478,2024-10,54400,0,1144
E-1521,2025-06,"$36,079.00",17951,0
E-3573,2026-09,19129,0,0
E-3490,2026-04,"$43,796.00",0,0
E-2235,2025-07,"$36,598.00",5328,0
E-1855,2025-12,32374,0,0
E-1993,2025-08,"27 250,00",0,0
E-2901,01/2026,"$49,756.00",0,0
E-3557,2024-07,32301,9850,0
E-3077,2026-03,42 495,0,0
E-1826,2026-05,"$19,355.00",0,0
E-1690,2026-02,"$38,817.00",0,0
E-1459,2025-07,51186,0,0
E-2827,2024-09,"$35,931.00",25425,0
E-2691,2026-01,28939,12729,0
E-2243,2026-06,59872,0,0
E-2138,2025-10,"19 500,00",0,0
E-1231,2026-11,"$51,623.00",0,0
E-1058,03/2026,"$21,899.00",0,823
E-2184,07/2024,"$36,547.00",0,0
E-2671,04/2026,40538,"1 877,00",0
E-1024,2025-01,39081,0,0
E-3444,2024-09,"$29,376.00",0,0
E-1105,2025-04,52516,0,0
E-3531,01/2025,"$9,107.00",0,0
E-3347,2026-06,"$36,260.00",3366,0
E-3312,2026-12,23557,25 158,0
E-1398,2026-07,"$56,010.00",0,0
E-3419,2025-02,10 661,0,0
E-3036,2026-01,16887,0,0
E-1240,2025-05,"$37,093.00",24545,1126
E-3143,2026-01,"$38,228.00",0,1857
E-2383,2026-04,"$23,854.00",0,0
E-1481,2025-09,"$37,735.00",0,0
E-3251,2025-04,54082,0,0
E-1732,2024-10,50 675,0,0
E-3192,07/2025,35 746,0,0
E-2369,2024-08,22 319,0,0
E-2975,2026-01,16823,0,0
E-1430,2024-07,44974,0,0
E-1093,2026-06,55336,"$2,441.00",0
E-1781,2025-02,15948,21360,0
E-2753,2026-11,"$10,077.00",0,0
E-2847,01/2024,56081,0,0
E-2817,2026-02,17463,0,1010
E-1902,2025-01,"$44,179.00","$15,202.00",0
E-3562,2026-02,32767,0,0
E-2865,2026-04,"44 323,00","$12,889.00",787
E-1768,2024-05,"$57,928.00",2011,0
E-1678,2025-09,51 096,18693,0
E-1406,2024-12,36961,0,0
E-2931,2026-11,15833,0,0
E-1439,2025-09,"$45,203.00",0,0
E-1680,2026-12,41097,24073,0
E-2860,03/2025,"12 329,00",7850,0
E-3138,2026-04,40966,0,0
E-3407,2025-05,13079,0,0
E-2401,2024-09,"15 303,00",27100,$715.00
E-3112,2025-09,"$5,689.00",0,0
E-3070,08/2024,"37 192,00",0,0
E-2247,2026-11,51 930,0,0
E-1025,2025-05,42864,24900,0
E-1065,2024-12,13891,0,0
E-2608,2026-11,"$47,321.00",0,0
E-2512,2025-11,48207,4840,0
E-3115,2024-10,"12 148,00",0,0
E-3041,2024-12,"$5,380.00",0,0
E-1601,2026-01,"$59,757.00",0,0
E-2298,06/2026,29357,0,1921
E-3441,2026-12,52 252,0,0
E-3278,2026-08,"51 343,00",0,0
E-1793,2026-03,22651,0,0
E-2301,2024-04,26705,0,0
E-2579,2024-04,29219,0,0
E-2761,2024-06,"$45,895.00",0,0
E-2693,2024-07,14895,0,0
E-3357,2025-04,59 475,0,0
E-2860,2024-08,54183,0,0
E-2064,2024-07,48148,0,0
E-2457,02/2026,"$58,228.00",0,0
E-1087,2026-02,"$51,979.00",0,0
E-1807,2026-02,"59 031,00",0,0
E-2843,05/2024,"56 304,00",0,0
E-1662,11/2025,"$52,216.00",0,0
E-2864,2024-04,48988,0,0
E-1123,2025-03,"17 944,00",0,0
E-2041,2026-01,"42 861,00",0,0
E-1358,2024-02,"$10,812.00",0,0
E-2013,2025-04,47004,0,0
E-3401,2025-10,"$7,295.00",0,0
E-2530,2026-10,23 923,0,0
E-1191,10/2024,39827,"$27,285.00",0
E-1405,2025-07,26628,0,0
E-1644,2024-12,30387,0,0
E-2493,2025-02,"$46,735.00",0,0
E-3107,2025-11,47416,0,152
E-3518,2025-11,"$43,645.00",20350,0
E-2240,2024-03,7447,4974,0
E-1769,2024-08,16895,0,0
E-1519,2024-05,"40 680,00",0,0
E-1407,2026-07,31328,0,0
E-3376,2024-06,12006,8534,0
E-2779,2026-07,"25 075,00",0,0
E-1861,2026-03,14918,0,0
E-3217,2024-01,15739,0,0
E-1642,2024-11,46070,25356,0
E-3264,05/2025,"$7,377.00",0,0
E-1563,2025-06,"$8,491.00",0,0
E-2179,08/2025,58 843,0,0
E-2209,2024-08,"17 346,00",0,0
E-3426,2024-07,12152,0,1585
E-2309,2026-06,30796,0,0
E-1991,2025-09,58085,0,0
E-2982,06/2025,8296,0,0
E-3533,2024-10,55983,0,0
E-2178,2026-08,"52 431,00",0,0
E-2177,2024-09,43550,0,0
E-2622,2024-10,"$28,910.00",0,0
E-1873,2024-07,"$27,582.00",0,0
E-1420,2025-12,31746,0,0
E-3323,2025-12,44575,0,0
E-3579,06/2024,56874,"$22,549.00",0
E-2238,2024-05,"$49,287.00",0,0
E-1754,2025-04,18 275,0,0
E-2090,2026-01,11715,0,0
E-1209,02/2026,"$26,493.00",0,0
E-3319,2026-04,34933,10960,0
E-2349,2026-03,50080,0,0
E-2429,02/2024,40781,0,0
E-1051,2024-04,25 454,"5 301,00",0
E-2192,12/2026,"49 983,00",0,0
E-3152,2024-12,22875,0,0
E-3048,2024-04,12135,"16 125,00",0
E-2606,2024-08,"$14,819.00",0,1668
E-1628,05/2026,"52 518,00",0,0
E-2483,2025-09,35543,0,0
E-1103,2025-06,"24 795,00",15650,0
E-2971,2026-01,"$20,005.00",0,0
E-3103,2026-07,45163,1158,0
E-3477,2025-07,6438,0,0
E-2431,2025-12,"55 877,00",0,0
E-1847,2026-05,11608,0,0
E-3369,07/2024,"$14,657.00",0,0
E-3300,2025-11,"40 453,00",0,0
E-2104,2024-12,"$21,144.00","$22,466.00",0
E-2521,2026-06,17068,0,0
E-1286,2025-11,"$54,449.00",0,0
E-1433,2025-10,17719,0,0
E-1445,2024-02,"$21,189.00","$3,143.00",0
E-2969,06/2024,"$34,166.00",2093,0
E-1086,2026-12,59233,0,0
E-1851,11/2026,"$29,425.00",0,0
E-2294,2024-11,"7 090,00",0,0
E-3268,2025-05,"$56,076.00",0,0
E-2302,2025-11,40374,0,0
E-1489,2025-07,"41 268,00","$16,150.00",0
E-3030,2024-08,"$23,682.00",0,0
E-2498,2025-05,45671,0,0
E-3467,10/2024,"$52,148.00",10819,0
E-2229,2026-12,41 879,0,0
E-2243,01/2024,16865,0,0
E-2463,2026-12,41948,0,0
E-2296,2025-01,45624,"5 385,00",0
