purchase_item_id,purchase_id,product_id,quantity,unit_cost
PI-4686,PC-711,MD-1299,1257,"$2,298.00"
PI-4687,PC-674,MD-1212,1791,1 800
PI-4688,PC-352,MD-1052,1378,928
PI-4689,PC-1028,SKU1455,1330,$277.00
PI-4690,PC-481,SKU1733,55,2692
PI-4691,PC-1281,MD-1270,509,2630
PI-4692,PC-310,MD-1196,651,1483
PI-4693,PC-996,SKU1767,1038,"$1,345.00"
PI-4694,PC-1499,SKU1153,63,2887
PI-4695,PC-313,MD-1017,732,$985.00
PI-4696,PC-74,REF-1135,750,"$1,678.00"
PI-4697,PC-704,MD-1442,903,"$1,735.00"
PI-4698,PC-867,REF-1552,640,466
PI-4699,PC-888,SKU1620,1178,$161.00
PI-4700,PC-36,REF-1354,1477,277
PI-4701,PC-985,MD-1449,1018,"$2,212.00"
PI-4702,PC-740,MD-1492,1506,1620
PI-4703,PC-1489,R-1349,1660,581
PI-4704,PC-186,R-1013,232,883
PI-4705,PC-541,SKU1055,1084,1644
PI-4706,PC-934,REF-1776,1841,2483
PI-4707,PC-540,R-1383,1484,"$1,977.00"
PI-4708,PC-819,R-1215,206,1722
PI-4709,PC-375,SKU1060,1636,$409.00
PI-4710,PC-32,REF-1696,873,"1 113,00"
PI-4711,PC-1478,R-1460,1956,1717
PI-4712,PC-515,R-1564,204,584
PI-4713,PC-560,SKU1445,35,$22.00
PI-4714,PC-464,R-1259,167,"173,00"
PI-4715,PC-846,MD-1250,172,"2 711,00"
PI-4716,PC-289,MD-1306,154,$328.00
PI-4717,PC-1456,MD-1358,1784,2711
PI-4718,PC-598,R-1290,1152,741
PI-4719,PC-1214,SKU1774,478,1311
PI-4720,PC-369,SKU1610,1931,676
PI-4721,PC-642,R-1700,1979,815
PI-4722,PC-3,SKU1506,1877,2657
PI-4723,PC-323,R-1563,1534,72
PI-4724,PC-1385,MD-1147,140,$101.00
PI-4725,PC-102,REF-1394,1277,1669
PI-4726,PC-357,MD-1647,748,"$2,853.00"
PI-4727,PC-1345,REF-1546,1807,1053
PI-4728,PC-587,SKU1555,468,917
PI-4729,PC-1346,MD-1782,1920,1535
PI-4730,PC-614,MD-1125,310,2736
PI-4731,PC-528,R-1543,1148,$115.00
PI-4732,PC-1067,R-1184,520,70
PI-4733,PC-404,MD-1154,71,"$2,101.00"
PI-4734,PC-384,REF-1319,1311,1588
PI-4735,PC-575,R-1349,318,"$1,807.00"
PI-4736,PC-208,REF-1510,1450,2892
PI-4737,PC-454,MD-1299,703,83
PI-4738,PC-440,R-1544,253,895
PI-4739,PC-575,SKU1201,1021,$229.00
PI-4740,PC-376,SKU1570,531,674
PI-4741,PC-1086,MD-1181,1769,"38,00"
PI-4742,PC-1248,R-1545,1815,272
PI-4743,PC-781,MD-1250,1914,"$2,542.00"
PI-4744,PC-1421,MD-1208,335,27
PI-4745,PC-1026,R-1267,1484,1 902
PI-4746,PC-128,SKU1723,62,2335
PI-4747,PC-1293,REF-1536,1585,584
PI-4748,PC-621,R-1108,1271,"1 473,00"
PI-4749,PC-1188,REF-1285,1907,2375
PI-4750,PC-395,R-1544,383,2093
PI-4751,PC-910,REF-1401,507,764
PI-4752,PC-987,R-1420,946,1718
PI-4753,PC-225,MD-1125,307,2250
PI-4754,PC-1434,MD-1557,749,$669.00
PI-4755,PC-986,SKU1160,1667,$138.00
PI-4756,PC-817,REF-1685,376,"1 177,00"
PI-4757,PC-250,REF-1695,1707,2153
PI-4758,PC-1441,R-1296,123,"2 314,00"
PI-4759,PC-188,REF-1219,744,833
PI-4760,PC-152,R-1564,259,362
PI-4761,PC-1365,REF-1626,113,466
PI-4762,PC-1242,SKU1056,789,"$1,786.00"
PI-4763,PC-1183,MD-1639,356,1519
PI-4764,PC-152,SKU1247,1282,1210
PI-4765,PC-172,REF-1535,1060,256
PI-4766,PC-163,REF-1611,1172,2859
PI-4767,PC-772,MD-1639,1054,"2 796,00"
PI-4768,PC-515,SKU1201,145,$56.00
PI-4769,PC-91,MD-1489,486,2219
PI-4770,PC-1074,REF-1483,261,"$2,243.00"
PI-4771,PC-286,REF-1257,997,1543
PI-4772,PC-1073,REF-1785,1285,663
PI-4773,PC-49,R-1035,260,2425
PI-4774,PC-814,SKU1088,339,753
PI-4775,PC-1032,REF-1322,1465,"1 227,00"
PI-4776,PC-643,SKU1192,1963,133
PI-4777,PC-1260,R-1237,396,2795
PI-4778,PC-136,SKU1201,1100,2878
PI-4779,PC-627,SKU1024,799,"$2,644.00"
PI-4780,PC-746,MD-1761,569,"11,00"
PI-4781,PC-122,R-1770,641,2805
PI-4782,PC-657,MD-1061,715,1618
PI-4783,PC-1113,REF-1559,1035,1596
PI-4784,PC-422,MD-1724,505,1345
PI-4785,PC-465,SKU1010,1038,"779,00"
PI-4786,PC-151,SKU1002,706,2152
PI-4787,PC-730,SKU1324,852,"$2,410.00"
PI-4788,PC-1216,REF-1257,848,"$2,644.00"
PI-4789,PC-597,SKU1723,283,"$2,866.00"
PI-4790,PC-539,SKU1773,1820,"$2,137.00"
PI-4791,PC-1447,R-1481,1783,1270
PI-4792,PC-1181,SKU1139,1435,"$1,315.00"
PI-4793,PC-725,REF-1067,1624,"$1,352.00"
PI-4794,PC-1039,MD-1369,1424,2737
PI-4795,PC-1490,R-1039,1402,"$2,144.00"
PI-4796,PC-129,MD-1149,19,"$1,702.00"
PI-4797,PC-1046,MD-1049,1770,"$1,688.00"
PI-4798,PC-289,SKU1572,1160,"$1,917.00"
PI-4799,PC-629,R-1119,1245,"2 372,00"
PI-4800,PC-1365,SKU1594,1412,$984.00
PI-4801,PC-1209,R-1109,528,"$2,726.00"
PI-4802,PC-317,REF-1665,25,"$1,918.00"
PI-4803,PC-541,REF-1478,577,"45,00"
PI-4804,PC-1359,MD-1089,1985,"143,00"
PI-4805,PC-681,R-1108,1658,855
PI-4806,PC-9,R-1164,1348,2872
PI-4807,PC-117,REF-1591,327,"$1,034.00"
PI-4808,PC-639,R-1448,1447,220
PI-4809,PC-1356,SKU1370,122,$249.00
PI-4810,PC-887,REF-1694,888,2101
PI-4811,PC-960,R-1630,343,"$1,255.00"
PI-4812,PC-1125,REF-1439,1732,2 367
PI-4813,PC-530,REF-1073,1299,2580
PI-4814,PC-211,MD-1305,1696,"$1,903.00"
PI-4815,PC-870,R-1047,1197,$936.00
PI-4816,PC-529,REF-1633,528,"2 774,00"
PI-4817,PC-1142,R-1180,1236,$315.00
PI-4818,PC-767,REF-1012,504,2114
PI-4819,PC-1112,MD-1174,1072,"2 406,00"
PI-4820,PC-212,MD-1625,421,1338
PI-4821,PC-463,SKU1314,995,$536.00
PI-4822,PC-249,REF-1173,969,"$1,164.00"
PI-4823,PC-427,MD-1449,1091,"847,00"
PI-4824,PC-1018,R-1014,25,1374
PI-4825,PC-1438,REF-1322,1706,2315
PI-4826,PC-163,REF-1214,1382,$19.00
PI-4827,PC-104,SKU1084,766,116
PI-4828,PC-132,R-1630,1221,"2 283,00"
PI-4829,PC-62,MD-1347,1655,815
PI-4830,PC-1058,SKU1506,811,2491
PI-4831,PC-684,MD-1097,219,171
PI-4832,PC-883,MD-1191,394,2650
PI-4833,PC-349,MD-1410,1261,"$2,599.00"
PI-4834,PC-1138,REF-1799,949,"2 555,00"
PI-4835,PC-1145,MD-1379,291,$61.00
PI-4836,PC-1375,SKU1620,10,"$1,079.00"
PI-4837,PC-845,REF-1361,1674,"$2,582.00"
PI-4838,PC-704,MD-1305,75,"2 847,00"
PI-4839,PC-918,REF-1071,460,1836
PI-4840,PC-572,R-1193,96,2159
PI-4841,PC-829,REF-1266,318,2 469
PI-4842,PC-1031,REF-1566,654,1 719
PI-4843,PC-317,R-1175,993,904
PI-4844,PC-588,MD-1487,1066,2186
PI-4845,PC-1106,REF-1292,1906,"$1,402.00"
PI-4846,PC-369,REF-1012,1119,2237
PI-4847,PC-751,R-1077,1044,1686
PI-4848,PC-1274,MD-1249,1474,"$2,901.00"
PI-4849,PC-252,REF-1695,1191,"$1,570.00"
PI-4850,PC-19,MD-1683,266,"1 647,00"
PI-4851,PC-1065,MD-1772,1722,2788
PI-4852,PC-1500,R-1000,1235,"$2,384.00"
PI-4853,PC-750,REF-1531,1543,175
PI-4854,PC-180,MD-1347,737,$813.00
PI-4855,PC-956,REF-1075,19,1 393
PI-4856,PC-562,REF-1790,586,425
PI-4857,PC-1437,MD-1638,654,$504.00
PI-4858,PC-735,MD-1496,1690,"$2,860.00"
PI-4859,PC-791,REF-1765,947,"1 438,00"
PI-4860,PC-1443,R-1389,970,$626.00
PI-4861,PC-1495,REF-1696,1478,1791
PI-4862,PC-654,MD-1539,1783,2 452
PI-4863,PC-525,REF-1345,818,2295
PI-4864,PC-35,MD-1107,969,392
PI-4865,PC-109,SKU1547,1699,2107
PI-4866,PC-258,REF-1338,388,1539
PI-4867,PC-1339,SKU1342,1433,$589.00
PI-4868,PC-1367,R-1641,150,1700
PI-4869,PC-317,SKU1585,1284,816
PI-4870,PC-198,REF-1697,436,"$2,603.00"
PI-4871,PC-1483,SKU1152,615,1242
PI-4872,PC-450,SKU1248,1051,2105
PI-4873,PC-933,REF-1126,344,"$2,117.00"
PI-4874,PC-1126,R-1077,1419,"264,00"
PI-4875,PC-169,MD-1628,1737,2938
PI-4876,PC-1480,R-1228,1272,2302
PI-4877,PC-866,MD-1789,1821,$653.00
PI-4878,PC-273,MD-1149,505,2087
PI-4879,PC-181,MD-1729,335,2025
PI-4880,PC-738,SKU1486,501,$145.00
PI-4881,PC-401,MD-1127,384,2225
PI-4882,PC-526,MD-1581,35,711
PI-4883,PC-1367,REF-1608,1550,"$2,465.00"
PI-4884,PC-103,SKU1046,1935,1834
PI-4885,PC-1142,REF-1719,1091,"$1,532.00"
PI-4886,PC-629,SKU1456,599,1668
PI-4887,PC-477,R-1312,1617,$306.00
PI-4888,PC-856,R-1337,60,$758.00
PI-4889,PC-992,R-1731,876,$337.00
PI-4890,PC-151,R-1600,1866,551
PI-4891,PC-1082,SKU1308,1150,"$2,997.00"
PI-4892,PC-930,R-1532,929,$443.00
PI-4893,PC-586,REF-1529,1471,1123
PI-4894,PC-712,SKU1668,1820,"$2,021.00"
PI-4895,PC-81,SKU1396,846,"$1,639.00"
PI-4896,PC-215,MD-1549,642,2462
PI-4897,PC-215,R-1262,1074,"$2,936.00"
PI-4898,PC-170,MD-1682,292,1539
PI-4899,PC-413,SKU1271,1361,1485
PI-4900,PC-93,SKU1767,1009,"$2,362.00"
PI-4901,PC-753,REF-1546,1756,"496,00"
PI-4902,PC-945,R-1512,979,1846
PI-4903,PC-242,R-1680,340,$602.00
PI-4904,PC-1027,REF-1316,1292,1578
PI-4905,PC-1423,R-1157,148,2085
PI-4906,PC-808,SKU1031,1546,1982
PI-4907,PC-1098,SKU1642,1328,1153
PI-4908,PC-731,REF-1786,1394,"$1,241.00"
PI-4909,PC-1213,SKU1763,1998,"689,00"
PI-4910,PC-1275,SKU1784,1775,"$2,144.00"
PI-4911,PC-879,R-1123,965,"$1,594.00"
PI-4912,PC-283,MD-1753,1676,1797
PI-4913,PC-455,SKU1038,1236,"1 909,00"
PI-4914,PC-688,REF-1071,1388,1085
PI-4915,PC-1495,REF-1559,993,1122
PI-4916,PC-888,SKU1144,1562,"419,00"
PI-4917,PC-1304,SKU1459,211,"936,00"
PI-4918,PC-1265,SKU1718,1481,"1 203,00"
PI-4919,PC-1451,REF-1319,1426,2830
PI-4920,PC-305,SKU1335,387,$488.00
PI-4921,PC-804,R-1237,843,1 042
PI-4922,PC-889,R-1573,1047,2 089
PI-4923,PC-1085,MD-1392,286,910
PI-4924,PC-982,MD-1282,443,368
PI-4925,PC-822,REF-1361,1483,"$1,074.00"
PI-4926,PC-473,MD-1616,1616,"$1,930.00"
PI-4927,PC-450,REF-1405,638,2579
PI-4928,PC-1373,MD-1487,126,$564.00
PI-4929,PC-1193,R-1730,1717,$498.00
PI-4930,PC-699,R-1203,1922,2406
PI-4931,PC-285,MD-1596,1934,$683.00
PI-4932,PC-336,R-1293,68,"$2,454.00"
PI-4933,PC-856,REF-1141,700,2841
PI-4934,PC-1071,R-1475,480,909
PI-4935,PC-354,R-1132,221,2710
PI-4936,PC-911,MD-1493,1445,447
PI-4937,PC-1277,R-1678,1863,"$1,290.00"
PI-4938,PC-1281,R-1317,1165,"227,00"
PI-4939,PC-1404,REF-1554,1615,667
PI-4940,PC-365,SKU1756,42,2255
PI-4941,PC-975,REF-1068,1555,2187
PI-4942,PC-1338,SKU1784,110,2070
PI-4943,PC-907,R-1568,308,"$2,274.00"
PI-4944,PC-960,R-1388,250,"581,00"
PI-4945,PC-294,REF-1695,209,$601.00
PI-4946,PC-296,R-1730,935,"$1,590.00"
PI-4947,PC-1236,R-1000,1280,$514.00
PI-4948,PC-310,R-1175,1127,770
PI-4949,PC-1074,R-1124,1671,2775
PI-4950,PC-1164,R-1476,367,99
PI-4951,PC-1044,R-1595,1037,"$2,795.00"
PI-4952,PC-758,MD-1615,1649,1398
PI-4953,PC-444,SKU1254,1565,1068
PI-4954,PC-115,MD-1191,1040,1 177
PI-4955,PC-1472,MD-1557,139,"$2,838.00"
PI-4956,PC-442,MD-1303,1996,2523
PI-4957,PC-1200,R-1578,2000,"$2,033.00"
PI-4958,PC-1211,REF-1403,1658,2090
PI-4959,PC-1087,R-1034,672,448
PI-4960,PC-1492,R-1259,333,2515
PI-4961,PC-1406,R-1179,1117,934
PI-4962,PC-403,R-1752,570,784
PI-4963,PC-344,REF-1654,1467,$285.00
PI-4964,PC-377,REF-1116,1053,1670
PI-4965,PC-52,REF-1650,1517,2882
PI-4966,PC-1459,SKU1048,1036,"$1,370.00"
PI-4967,PC-318,SKU1472,254,"$1,875.00"
PI-4968,PC-500,REF-1058,852,1915
PI-4969,PC-1146,SKU1218,1030,2 767
PI-4970,PC-1192,SKU1555,1352,2274
PI-4971,PC-812,REF-1478,330,3000
PI-4972,PC-562,REF-1071,1393,2598
PI-4973,PC-1137,SKU1302,1877,2989
PI-4974,PC-187,R-1193,500,"$2,350.00"
PI-4975,PC-400,R-1047,1613,1 691
PI-4976,PC-692,REF-1797,97,1946
PI-4977,PC-716,SKU1445,1397,"$1,037.00"
PI-4978,PC-543,SKU1459,1552,"$1,335.00"
PI-4979,PC-532,MD-1487,1367,518
PI-4980,PC-767,MD-1291,1700,1629
PI-4981,PC-1257,MD-1284,639,$88.00
PI-4982,PC-1047,R-1234,1324,2116
PI-4983,PC-1277,MD-1428,630,1837
PI-4984,PC-225,SKU1139,212,2423
PI-4985,PC-404,REF-1655,1046,292
PI-4986,PC-823,SKU1402,1148,1744
PI-4987,PC-1283,MD-1539,662,1109
PI-4988,PC-618,R-1420,1662,388
PI-4989,PC-1030,REF-1322,113,23
PI-4990,PC-323,R-1293,210,1658
PI-4991,PC-1178,SKU1245,1076,"$1,380.00"
PI-4992,PC-565,MD-1169,514,"$1,628.00"
PI-4993,PC-245,REF-1629,488,2981
PI-4994,PC-1214,REF-1063,136,271
PI-4995,PC-622,SKU1153,18,340
PI-4996,PC-822,R-1188,307,243
PI-4997,PC-1173,MD-1017,171,"$2,985.00"
PI-4998,PC-394,SKU1324,596,1289
PI-4999,PC-76,MD-1526,133,"$1,268.00"
PI-5000,PC-275,REF-1292,1617,617
PI-5001,PC-148,R-1104,1969,$31.00
PI-5002,PC-1426,REF-1331,80,942
PI-5003,PC-507,R-1077,1005,$277.00
PI-5004,PC-930,R-1602,619,1982
PI-5005,PC-954,R-1422,394,"$2,966.00"
PI-5006,PC-166,MD-1131,873,2145
PI-5007,PC-353,REF-1099,1566,"1 753,00"
PI-5008,PC-792,R-1025,643,"$2,552.00"
PI-5009,PC-1148,REF-1714,1375,2724
PI-5010,PC-1104,SKU1445,140,"1 583,00"
PI-5011,PC-1432,MD-1643,155,978
PI-5012,PC-929,SKU1398,1355,1277
PI-5013,PC-437,R-1239,1330,"$2,272.00"
PI-5014,PC-1303,R-1430,49,"$2,909.00"
PI-5015,PC-852,SKU1773,1627,"1 416,00"
PI-5016,PC-600,REF-1008,716,529
PI-5017,PC-802,REF-1363,1275,$305.00
PI-5018,PC-1394,SKU1346,1293,2062
PI-5019,PC-49,REF-1219,1286,$678.00
PI-5020,PC-1182,R-1632,1172,$896.00
PI-5021,PC-917,SKU1693,1481,2 686
PI-5022,PC-1027,MD-1516,480,"496,00"
PI-5023,PC-784,MD-1636,1967,$423.00
PI-5024,PC-202,MD-1428,444,714
PI-5025,PC-1330,R-1678,1560,"41,00"
PI-5026,PC-297,R-1545,849,2 685
PI-5027,PC-1387,MD-1724,1476,447
PI-5028,PC-421,REF-1799,1101,1451
PI-5029,PC-343,MD-1375,1115,113
PI-5030,PC-729,R-1637,1536,2143
PI-5031,PC-771,SKU1764,345,2 089
PI-5032,PC-1228,REF-1138,1526,2286
PI-5033,PC-326,REF-1094,358,"$2,925.00"
PI-5034,PC-364,REF-1591,425,1042
PI-5035,PC-1418,R-1419,524,"$1,199.00"
PI-5036,PC-90,MD-1249,1753,1 312
PI-5037,PC-768,REF-1116,1147,2425
PI-5038,PC-742,R-1473,320,"$2,040.00"
PI-5039,PC-661,REF-1540,635,"$1,214.00"
PI-5040,PC-790,MD-1113,1333,1689
PI-5041,PC-1375,REF-1163,763,"590,00"
PI-5042,PC-904,R-1680,1779,$682.00
PI-5043,PC-978,MD-1275,1281,2630
PI-5044,PC-687,REF-1323,1308,61
PI-5045,PC-444,MD-1089,450,2 820
PI-5046,PC-223,R-1446,1448,"1 247,00"
PI-5047,PC-538,MD-1006,1694,2445
PI-5048,PC-23,REF-1073,616,302
PI-5049,PC-242,R-1146,1870,2239
PI-5050,PC-550,MD-1798,401,"$2,502.00"
PI-5051,PC-354,MD-1548,851,1362
PI-5052,PC-559,SKU1778,920,1 804
PI-5053,PC-157,R-1388,246,"258,00"
PI-5054,PC-868,REF-1629,634,2372
PI-5055,PC-173,SKU1376,1007,$186.00
PI-5056,PC-734,R-1648,965,"75,00"
PI-5057,PC-1316,SKU1453,563,$8.00
PI-5058,PC-728,MD-1442,431,$610.00
PI-5059,PC-531,SKU1617,362,"1 852,00"
PI-5060,PC-886,REF-1779,782,2501
PI-5061,PC-1106,MD-1113,1286,1655
PI-5062,PC-382,SKU1547,1119,727
PI-5063,PC-891,R-1630,1474,841
PI-5064,PC-561,SKU1095,1070,"743,00"
PI-5065,PC-1067,REF-1137,1177,"2 943,00"
PI-5066,PC-569,REF-1313,302,$546.00
PI-5067,PC-232,REF-1684,635,2360
PI-5068,PC-610,R-1355,1364,"$1,639.00"
PI-5069,PC-185,REF-1042,444,396
PI-5070,PC-1166,REF-1728,1533,$414.00
PI-5071,PC-536,MD-1528,1711,2850
PI-5072,PC-587,REF-1633,360,908
PI-5073,PC-1195,R-1488,1193,2468
PI-5074,PC-415,R-1438,46,196
PI-5075,PC-213,R-1645,569,565
PI-5076,PC-1240,MD-1596,1091,26
PI-5077,PC-35,MD-1724,1423,1895
PI-5078,PC-918,MD-1404,697,239
PI-5079,PC-1380,REF-1715,1231,242
PI-5080,PC-1488,REF-1684,117,1448
PI-5081,PC-480,SKU1298,1825,2217
PI-5082,PC-60,REF-1037,1489,488
PI-5083,PC-637,REF-1519,753,504
PI-5084,PC-32,SKU1172,1243,1838
PI-5085,PC-407,SKU1342,1019,2153
PI-5086,PC-1029,R-1315,285,1141
PI-5087,PC-982,MD-1390,1451,"$1,530.00"
PI-5088,PC-91,REF-1037,414,"1 584,00"
PI-5089,PC-591,R-1223,250,1742
PI-5090,PC-538,SKU1704,447,1593
PI-5091,PC-241,R-1050,1460,"$1,915.00"
PI-5092,PC-1430,REF-1373,515,2955
PI-5093,PC-52,SKU1456,945,413
PI-5094,PC-559,MD-1717,1530,1329
PI-5095,PC-1036,REF-1316,179,995
PI-5096,PC-888,REF-1093,224,$225.00
PI-5097,PC-264,REF-1261,1756,"1 702,00"
PI-5098,PC-492,REF-1021,227,"$1,648.00"
PI-5099,PC-1398,R-1520,744,1117
PI-5100,PC-1057,REF-1257,460,$177.00
PI-5101,PC-630,MD-1689,1993,2 534
PI-5102,PC-785,MD-1597,1819,"$2,241.00"
PI-5103,PC-1017,R-1025,1267,72
PI-5104,PC-660,SKU1582,1438,"2 923,00"
PI-5105,PC-878,MD-1304,1361,123
PI-5106,PC-448,R-1019,1527,491
PI-5107,PC-1087,MD-1387,1925,373
PI-5108,PC-923,MD-1147,963,792
PI-5109,PC-1076,SKU1603,1218,221
PI-5110,PC-798,REF-1213,1079,$667.00
PI-5111,PC-99,MD-1410,1380,"$2,816.00"
PI-5112,PC-512,SKU1128,710,495
PI-5113,PC-1005,REF-1255,673,"$2,225.00"
PI-5114,PC-250,REF-1412,44,2134
PI-5115,PC-537,R-1112,1272,$263.00
PI-5116,PC-940,R-1448,107,1149
PI-5117,PC-246,SKU1525,1915,1176
PI-5118,PC-470,MD-1150,667,$84.00
PI-5119,PC-711,R-1595,948,2476
PI-5120,PC-554,MD-1227,97,218
PI-5121,PC-573,SKU1673,275,"258,00"
PI-5122,PC-220,MD-1561,577,521
PI-5123,PC-786,R-1259,1173,610
PI-5124,PC-1247,R-1771,944,"$2,315.00"
PI-5125,PC-1267,SKU1128,213,2611
PI-5126,PC-1277,R-1189,1505,"$1,453.00"
PI-5127,PC-955,R-1337,1520,1207
PI-5128,PC-895,R-1296,817,$778.00
PI-5129,PC-804,SKU1612,592,$151.00
PI-5130,PC-383,R-1648,985,1155
PI-5131,PC-520,SKU1070,1540,1940
PI-5132,PC-222,R-1050,117,"$1,718.00"
PI-5133,PC-1191,SKU1253,1454,"$2,854.00"
PI-5134,PC-325,REF-1432,1283,"$2,660.00"
PI-5135,PC-985,REF-1696,246,226
PI-5136,PC-1034,MD-1156,1289,"1 154,00"
PI-5137,PC-1269,REF-1400,308,"$1,084.00"
PI-5138,PC-160,SKU1677,1394,2555
PI-5139,PC-1013,SKU1649,697,"$2,447.00"
PI-5140,PC-905,R-1408,1843,$584.00
PI-5141,PC-401,R-1420,750,163
PI-5142,PC-303,REF-1273,426,2 236
PI-5143,PC-960,REF-1111,987,2029
PI-5144,PC-1344,SKU1010,1689,1 246
PI-5145,PC-153,R-1296,1887,"2 423,00"
PI-5146,PC-758,REF-1559,1013,"$1,878.00"
PI-5147,PC-1062,MD-1489,1130,2869
PI-5148,PC-510,REF-1694,1064,"1 433,00"
PI-5149,PC-617,REF-1372,703,573
PI-5150,PC-220,R-1228,543,925
PI-5151,PC-821,MD-1249,287,$693.00
PI-5152,PC-963,SKU1152,1087,2169
PI-5153,PC-1252,REF-1101,1926,$777.00
PI-5154,PC-1280,R-1721,379,2841
PI-5155,PC-969,MD-1522,1291,"$2,348.00"
PI-5156,PC-805,MD-1686,1962,907
PI-5157,PC-215,R-1663,58,"$1,671.00"
PI-5158,PC-872,R-1652,1663,1380
PI-5159,PC-845,MD-1516,1091,"$1,799.00"
PI-5160,PC-1420,MD-1043,1385,$935.00
PI-5161,PC-951,MD-1789,722,2 626
PI-5162,PC-269,SKU1245,1617,1 309
PI-5163,PC-551,SKU1676,724,"2 543,00"
PI-5164,PC-756,MD-1362,1060,1983
PI-5165,PC-646,REF-1294,1424,2250
PI-5166,PC-499,REF-1005,1409,537
PI-5167,PC-1207,MD-1427,1909,1182
PI-5168,PC-804,R-1441,577,"$2,172.00"
PI-5169,PC-85,R-1234,44,2253
PI-5170,PC-1372,REF-1352,1898,753
PI-5171,PC-801,R-1000,1313,2695
PI-5172,PC-914,MD-1485,12,2849
PI-5173,PC-1338,R-1034,1459,"48,00"
PI-5174,PC-204,MD-1647,1722,"395,00"
PI-5175,PC-713,MD-1757,1068,"$2,514.00"
PI-5176,PC-718,MD-1542,759,$573.00
PI-5177,PC-1231,R-1295,77,"$1,524.00"
PI-5178,PC-235,R-1488,693,"$1,966.00"
PI-5179,PC-657,R-1355,1091,108
PI-5180,PC-966,R-1630,1552,546
PI-5181,PC-1383,SKU1742,1837,2327
PI-5182,PC-493,REF-1102,514,$111.00
PI-5183,PC-1243,R-1770,863,2 949
PI-5184,PC-1069,MD-1246,1752,1227
PI-5185,PC-1255,SKU1406,989,2742
PI-5186,PC-807,MD-1131,1088,1773
PI-5187,PC-578,MD-1220,981,2205
PI-5188,PC-1192,REF-1214,207,$338.00
PI-5189,PC-166,MD-1052,1520,"1 521,00"
PI-5190,PC-1394,SKU1712,1625,1360
PI-5191,PC-683,R-1350,300,"$2,537.00"
PI-5192,PC-1207,MD-1154,1657,1109
PI-5193,PC-637,REF-1559,854,"523,00"
PI-5194,PC-1305,MD-1792,1807,"2 946,00"
PI-5195,PC-691,MD-1485,366,"$1,261.00"
PI-5196,PC-133,MD-1558,190,$779.00
PI-5197,PC-1208,SKU1490,651,599
PI-5198,PC-125,SKU1198,39,460
PI-5199,PC-1038,MD-1147,1711,885
PI-5200,PC-1097,MD-1732,1510,2895
PI-5201,PC-387,MD-1692,1814,1 661
PI-5202,PC-831,R-1389,616,"$2,542.00"
PI-5203,PC-425,REF-1684,365,2651
PI-5204,PC-1075,REF-1394,890,$485.00
PI-5205,PC-885,MD-1284,553,488
PI-5206,PC-1227,R-1188,1370,570
PI-5207,PC-1371,MD-1202,213,250
PI-5208,PC-983,SKU1271,260,$965.00
PI-5209,PC-139,REF-1323,788,2637
PI-5210,PC-707,R-1334,1479,1 772
PI-5211,PC-1305,REF-1073,872,1 292
PI-5212,PC-1064,SKU1653,1164,"$1,454.00"
PI-5213,PC-719,MD-1686,321,734
PI-5214,PC-2,R-1520,1455,918
PI-5215,PC-680,SKU1069,798,"$2,985.00"
PI-5216,PC-514,R-1710,555,1456
PI-5217,PC-203,REF-1042,104,"$1,599.00"
PI-5218,PC-1334,MD-1062,1216,2392
PI-5219,PC-191,REF-1261,530,"$1,682.00"
PI-5220,PC-1142,R-1760,807,2976
PI-5221,PC-1321,SKU1571,75,$74.00
PI-5222,PC-720,SKU1570,1366,1656
PI-5223,PC-1348,SKU1649,1101,247
PI-5224,PC-173,REF-1083,217,"$2,351.00"
PI-5225,PC-1136,MD-1682,331,2413
PI-5226,PC-259,REF-1786,1822,637
PI-5227,PC-302,REF-1126,1302,1365
PI-5228,PC-68,REF-1450,1183,1258
PI-5229,PC-811,SKU1712,229,1846
PI-5230,PC-1169,MD-1086,1004,197
PI-5231,PC-372,REF-1257,308,2015
PI-5232,PC-770,MD-1542,1641,565
PI-5233,PC-1435,SKU1254,2000,"2 090,00"
PI-5234,PC-460,MD-1107,1729,"434,00"
PI-5235,PC-166,MD-1689,1449,2995
PI-5236,PC-637,SKU1603,1640,1131
PI-5237,PC-729,R-1340,1961,"2 772,00"
PI-5238,PC-233,SKU1172,1425,2 927
PI-5239,PC-638,MD-1006,354,2659
PI-5240,PC-703,R-1652,1918,$765.00
PI-5241,PC-116,REF-1550,1108,"$2,332.00"
PI-5242,PC-337,R-1443,1170,"$2,959.00"
PI-5243,PC-1414,R-1175,1798,53
PI-5244,PC-1243,REF-1611,260,"$1,473.00"
PI-5245,PC-1114,REF-1609,594,"$1,187.00"
PI-5246,PC-1252,MD-1299,853,1345
PI-5247,PC-893,SKU1735,457,1591
PI-5248,PC-1337,R-1730,1695,"661,00"
PI-5249,PC-566,REF-1737,1994,296
PI-5250,PC-1189,SKU1580,357,1435
PI-5251,PC-52,SKU1381,1016,466
PI-5252,PC-1109,REF-1650,55,2663
PI-5253,PC-854,REF-1650,172,$769.00
PI-5254,PC-751,REF-1697,275,2 550
PI-5255,PC-602,SKU1260,1333,762
PI-5256,PC-293,SKU1346,546,$789.00
PI-5257,PC-1345,MD-1380,531,1772
PI-5258,PC-960,REF-1719,263,"$2,035.00"
PI-5259,PC-1075,SKU1756,1081,2 541
PI-5260,PC-25,REF-1266,1330,2457
