purchase_id,supplier_id,order_date,arrival_date,lead_time_days,status
PC-1381,SR-14,10/24/2025,2026-06-27,14,received
PC-1382,SR-34,07-03-2025,2026-11-03,4,RECEIVED
PC-1383,SR-17,10-08-2024,12/24/2026,6,received
PC-1384,SR-80,2025-11-09,06/25/2025,42,RECEIVED
PC-1385,SR-47,11-09-2026,04/21/2024,3,RECEIVED
PC-1386,SR-74,01/12/2026,11/12/2024,18,RECEIVED
PC-1387,SR-58,28-06-2024,2026-05-12,14,overdue
PC-1388,SR-37,11/16/2026,2024-09-15,8,overdue
PC-1389,SR-36,2025-03-03,04-03-2024,30,received
PC-1390,SR-37,2025-09-23,09/06/2026,5,received
PC-1391,SR-75,2024-07-01,04/02/2025,7,pending
PC-1392,SR-34,2025-09-16,27-04-2024,9,pending
PC-1393,SR-39,05/05/2024,11/12/2024,12,RECEIVED
PC-1394,SR-19,2026-11-26,16-03-2026,89,overdue
PC-1395,SR-21,2026-02-23,28-02-2026,82,received
PC-1396,SR-34,04/22/2026,04/11/2025,15,overdue
PC-1397,SR-19,2025-09-19,14-11-2024,20,pending
PC-1398,SR-75,11/28/2026,10/03/2026,9,overdue
PC-1399,SR-35,11-01-2025,2025-05-03,12,RECEIVED
PC-1400,SR-78,2025-04-07,08-06-2024,7,received
PC-1401,SR-79,10/21/2025,2025-11-28,61,RECEIVED
PC-1402,SR-22,2025-05-21,02/23/2026,12,RECEIVED
PC-1403,SR-68,08-01-2025,2024-01-16,10,overdue
PC-1404,SR-1,2024-02-06,2025-04-09,7,received
PC-1405,SR-41,2026-12-28,18-03-2025,13,received
PC-1406,SR-39,2026-11-27,2026-08-24,12,overdue
PC-1407,SR-57,04-05-2024,2025-05-09,2,overdue
PC-1408,SR-46,2025-12-22,12-03-2025,14,received
PC-1409,SR-54,2026-10-11,2026-03-15,8,overdue
PC-1410,SR-20,01-06-2026,08/25/2024,12,RECEIVED
PC-1411,SR-5,2024-06-28,07/11/2024,17,received
PC-1412,SR-50,19-03-2024,2026-06-05,9,pending
PC-1413,SR-19,25-11-2024,2024-03-03,15,overdue
PC-1414,SR-77,11/15/2026,2026-06-10,17,overdue
PC-1415,SR-2,02/22/2024,11-04-2026,15,RECEIVED
PC-1416,SR-7,2025-10-26,2024-05-26,10,pending
PC-1417,SR-76,2026-10-28,2025-07-19,18,overdue
PC-1418,SR-60,2024-10-06,10/02/2026,66,RECEIVED
PC-1419,SR-56,01/25/2025,2024-03-23,40,pending
PC-1420,SR-16,2026-07-08,02/03/2026,19,overdue
PC-1421,SR-59,02/05/2026,11/18/2025,17,RECEIVED
PC-1422,SR-18,2025-05-07,07/11/2024,19,received
PC-1423,SR-38,2025-07-04,07/12/2025,84,received
PC-1424,SR-23,10/12/2024,2025-06-04,73,RECEIVED
PC-1425,SR-78,03/16/2025,09/07/2026,5,pending
PC-1426,SR-60,2026-10-17,2024-02-13,18,pending
PC-1427,SR-71,08/27/2026,18-08-2024,6,RECEIVED
PC-1428,SR-55,2026-02-25,01/22/2025,88,overdue
PC-1429,SR-42,2026-08-08,03/27/2024,4,RECEIVED
PC-1430,SR-70,07/14/2025,02/03/2025,4,RECEIVED
PC-1431,SR-67,12/24/2024,28-09-2026,15,pending
PC-1432,SR-41,06-07-2026,03-02-2025,11,RECEIVED
PC-1433,SR-55,2025-08-09,10-03-2024,20,RECEIVED
PC-1434,SR-17,2024-09-23,2024-10-20,20,overdue
PC-1435,SR-2,2026-11-27,2025-06-26,52,RECEIVED
PC-1436,SR-30,2026-09-11,2024-07-09,18,overdue
PC-1437,SR-39,09-10-2025,2025-08-25,16,received
PC-1438,SR-3,07/22/2025,2024-09-11,2,RECEIVED
PC-1439,SR-74,25-01-2026,09/09/2024,3,RECEIVED
PC-1440,SR-11,2024-10-16,2026-02-04,19,overdue
PC-1441,SR-53,2026-09-06,2024-09-04,14,received
PC-1442,SR-65,2026-07-26,04/04/2025,18,RECEIVED
PC-1443,SR-31,24-05-2024,05/20/2024,13,RECEIVED
PC-1444,SR-20,2025-10-02,07/27/2025,14,overdue
PC-1445,SR-78,10/11/2026,2026-05-09,15,RECEIVED
PC-1446,SR-12,10-07-2024,2026-12-03,12,received
PC-1447,SR-49,11/25/2024,2026-05-03,18,overdue
PC-1448,SR-7,2024-11-15,08/03/2025,15,received
PC-1449,SR-17,2024-10-13,05/19/2026,13,received
PC-1450,SR-54,09/25/2025,2024-03-02,19,overdue
PC-1451,SR-29,07/17/2024,25-03-2025,10,RECEIVED
PC-1452,SR-9,02/25/2026,2025-11-13,10,RECEIVED
PC-1453,SR-76,2025-08-28,05/03/2026,20,received
PC-1454,SR-68,01/16/2025,17-10-2026,20,RECEIVED
PC-1455,SR-10,2024-08-12,2025-01-09,8,overdue
PC-1456,SR-67,2024-02-18,2025-12-17,5,received
PC-1457,SR-76,08/28/2026,2025-02-02,8,pending
PC-1458,SR-66,2025-10-12,2024-01-26,13,overdue
PC-1459,SR-55,2026-02-10,2024-11-14,9,RECEIVED
PC-1460,SR-3,2025-03-03,2024-08-24,16,RECEIVED
PC-1461,SR-20,20-12-2024,06/04/2025,20,RECEIVED
PC-1462,SR-58,26-08-2026,2025-02-07,10,RECEIVED
PC-1463,SR-75,02/23/2026,11/16/2026,8,pending
PC-1464,SR-26,05/13/2025,07/12/2024,4,RECEIVED
PC-1465,SR-52,2025-06-11,10/08/2024,5,pending
PC-1466,SR-23,2025-11-17,08/20/2024,16,received
PC-1467,SR-53,09/18/2024,2026-11-08,11,pending
PC-1468,SR-20,2024-09-16,28-06-2025,9,received
PC-1469,SR-46,2024-03-28,2026-05-20,17,overdue
PC-1470,SR-42,2025-09-18,01/22/2024,18,overdue
PC-1471,SR-39,12/28/2024,08/15/2025,7,RECEIVED
PC-1472,SR-9,2024-04-01,13-11-2026,14,pending
PC-1473,SR-53,2026-08-24,06-08-2026,5,pending
PC-1474,SR-30,02/06/2025,02/20/2025,10,overdue
PC-1475,SR-54,07/02/2026,06/19/2024,13,RECEIVED
PC-1476,SR-16,2026-02-04,2025-01-25,8,received
PC-1477,SR-48,2026-08-11,2024-12-08,14,pending
PC-1478,SR-39,2024-06-19,08/19/2025,66,overdue
PC-1479,SR-11,09/19/2026,2025-08-13,3,pending
PC-1480,SR-70,2024-08-03,2024-04-12,10,RECEIVED
PC-1481,SR-10,2026-05-09,2026-07-14,6,RECEIVED
PC-1482,SR-11,2026-01-07,21-09-2026,9,pending
PC-1483,SR-50,03/17/2026,05/06/2025,10,RECEIVED
PC-1484,SR-13,02/10/2025,02/17/2024,18,received
PC-1485,SR-3,2026-06-12,2026-08-22,5,RECEIVED
PC-1486,SR-73,2025-10-24,05-11-2024,15,RECEIVED
PC-1487,SR-76,07/26/2024,2025-11-27,53,overdue
PC-1488,SR-46,25-10-2026,17-01-2025,16,received
PC-1489,SR-21,2026-10-25,2024-12-22,44,RECEIVED
PC-1490,SR-61,2026-03-23,2025-03-12,12,received
PC-1491,SR-26,04/05/2026,2026-04-06,9,overdue
PC-1492,SR-69,2025-12-27,2024-07-28,13,RECEIVED
PC-1493,SR-31,06/15/2025,2025-03-06,17,received
PC-1494,SR-65,08/18/2026,25-07-2026,35,received
PC-1495,SR-72,2024-01-01,03/13/2024,3,pending
PC-1496,SR-56,17-08-2024,2026-03-02,60,received
PC-1497,SR-33,09/11/2026,2026-11-12,13,RECEIVED
PC-1498,SR-22,2024-10-28,11-10-2026,17,pending
PC-1499,SR-41,25-02-2024,2025-05-14,19,received
PC-1500,SR-15,2026-09-06,2025-09-27,3,RECEIVED
