movement_id,product_id,store_id,quantity,movement_date,type
MV-18811,R-1180,ST-22,200,2025-05-13,in
MV-18812,SKU1424,ST-21,24,2026-01-15,in
MV-18813,REF-1063,ST-20,-195,2026-05-24,OUT
MV-18814,R-1000,ST-19,-106,21-05-2026,adjust
MV-18815,R-1420,ST-7,-41,08/22/2026,OUT
MV-18816,R-1077,ST-23,121,2026-02-06,in
MV-18817,SKU1426,ST-21,49,2025-04-11,ADJUST
MV-18818,REF-1186,ST-3,-40,07/19/2025,adjust
MV-18819,SKU1118,ST-12,83,21-05-2025,OUT
MV-18820,REF-1394,ST-15,-97,06/15/2026,ADJUST
MV-18821,R-1690,ST-11,-57,23-06-2026,ADJUST
MV-18822,MD-1638,ST-7,-62,12/01/2026,adjust
MV-18823,REF-1141,ST-20,85,19-01-2025,OUT
MV-18824,R-1228,ST-17,-14,2026-12-25,OUT
MV-18825,MD-1509,ST-19,-134,11/02/2026,OUT
MV-18826,REF-1028,ST-8,-6,11/26/2025,In
MV-18827,SKU1201,ST-24,-84,11/19/2025,In
MV-18828,MD-1493,ST-7,-132,2025-09-18,ADJUST
MV-18829,MD-1707,ST-13,-38,2026-05-19,In
MV-18830,R-1340,ST-8,-51,01/14/2026,OUT
MV-18831,R-1587,ST-20,166,05/24/2026,ADJUST
MV-18832,MD-1634,ST-14,45,2026-11-15,ADJUST
MV-18833,SKU1370,ST-7,89,04/24/2026,ADJUST
MV-18834,REF-1276,ST-4,59,20-01-2025,In
MV-18835,MD-1581,ST-17,-63,26-08-2025,in
MV-18836,R-1233,ST-18,-183,2026-12-10,OUT
MV-18837,R-1632,ST-16,-68,04/14/2026,In
MV-18838,SKU1601,ST-21,-58,09/26/2025,In
MV-18839,MD-1504,ST-11,-104,22-04-2025,ADJUST
MV-18840,MD-1596,ST-19,-33,2026-06-10,ADJUST
MV-18841,REF-1786,ST-23,182,11/12/2026,In
MV-18842,MD-1333,ST-18,31,2025-08-13,adjust
MV-18843,SKU1687,ST-18,175,07-05-2026,OUT
MV-18844,SKU1755,ST-15,13,10/08/2026,adjust
MV-18845,REF-1322,ST-21,26,2025-12-23,in
MV-18846,REF-1743,ST-17,39,2026-07-23,ADJUST
MV-18847,REF-1483,ST-1,-80,08/25/2026,ADJUST
MV-18848,SKU1456,ST-8,76,05/28/2025,in
MV-18849,SKU1177,ST-11,-128,09/28/2026,in
MV-18850,R-1635,ST-5,-139,2026-07-12,ADJUST
MV-18851,MD-1558,ST-18,-184,2026-05-13,ADJUST
MV-18852,R-1532,ST-17,-38,21-01-2026,in
MV-18853,R-1759,ST-1,-30,01-07-2025,in
MV-18854,SKU1245,ST-3,-200,01/18/2026,OUT
MV-18855,MD-1061,ST-24,145,05-06-2025,in
MV-18856,REF-1515,ST-8,-99,26-05-2025,ADJUST
MV-18857,REF-1005,ST-8,-175,12/15/2025,ADJUST
MV-18858,MD-1557,ST-24,42,2025-06-21,In
MV-18859,SKU1452,ST-1,103,2026-03-03,OUT
MV-18860,REF-1431,ST-18,-191,2026-03-03,ADJUST
MV-18861,R-1418,ST-21,137,2025-02-13,ADJUST
MV-18862,SKU1454,ST-16,-32,07/14/2026,in
MV-18863,MD-1683,ST-15,-152,2025-07-26,ADJUST
MV-18864,R-1296,ST-23,32,2026-12-15,ADJUST
MV-18865,MD-1169,ST-3,-117,24-01-2026,OUT
MV-18866,R-1132,ST-14,37,07/27/2025,In
MV-18867,SKU1601,ST-9,-78,2025-11-15,adjust
MV-18868,MD-1174,ST-4,57,03/16/2026,OUT
MV-18869,R-1739,ST-22,-178,02/17/2025,In
MV-18870,R-1182,ST-9,23,04/11/2026,adjust
MV-18871,REF-1432,ST-25,103,2026-06-25,In
MV-18872,SKU1486,ST-4,13,25-12-2025,adjust
MV-18873,MD-1196,ST-7,-43,2025-03-07,adjust
MV-18874,R-1533,ST-1,-200,01/27/2026,in
MV-18875,R-1349,ST-21,190,05/03/2025,OUT
MV-18876,REF-1073,ST-5,-24,11-04-2026,ADJUST
MV-18877,SKU1649,ST-19,109,2025-11-26,OUT
MV-18878,REF-1540,ST-19,-90,04/05/2026,adjust
MV-18879,R-1425,ST-5,195,05/15/2026,in
MV-18880,SKU1486,ST-6,-197,2025-03-23,in
MV-18881,R-1019,ST-19,-88,05-04-2026,In
MV-18882,SKU1367,ST-2,80,08/28/2026,OUT
MV-18883,MD-1411,ST-17,-101,05/02/2025,OUT
MV-18884,SKU1766,ST-25,185,12/24/2025,in
MV-18885,MD-1485,ST-17,-200,2025-05-27,ADJUST
MV-18886,REF-1431,ST-1,144,2026-10-07,in
MV-18887,MD-1458,ST-9,-26,2025-06-16,adjust
MV-18888,SKU1254,ST-21,-38,08/25/2026,OUT
MV-18889,REF-1644,ST-20,-136,03/05/2026,OUT
MV-18890,R-1389,ST-6,-32,12/22/2026,ADJUST
MV-18891,SKU1713,ST-17,28,11/25/2025,ADJUST
MV-18892,R-1614,ST-15,-60,15-05-2026,OUT
MV-18893,R-1440,ST-3,187,2025-01-08,OUT
MV-18894,SKU1314,ST-7,72,12-08-2026,in
MV-18895,R-1330,ST-25,-167,2025-08-15,ADJUST
MV-18896,REF-1264,ST-7,176,01/10/2025,in
MV-18897,SKU1040,ST-23,-56,12/27/2025,in
MV-18898,R-1441,ST-23,16,2025-08-06,in
MV-18899,MD-1404,ST-13,20,19-12-2026,in
MV-18900,R-1759,ST-21,21,2026-05-13,In
MV-18901,R-1317,ST-17,18,11/03/2026,OUT
MV-18902,SKU1764,ST-18,84,19-12-2025,adjust
MV-18903,MD-1380,ST-11,-110,2025-02-10,OUT
MV-18904,SKU1178,ST-12,76,05-06-2026,adjust
MV-18905,MD-1487,ST-21,-85,2025-02-21,adjust
MV-18906,REF-1728,ST-9,-172,11-02-2025,in
MV-18907,MD-1636,ST-6,144,09/25/2026,OUT
MV-18908,SKU1178,ST-1,44,2025-06-28,OUT
MV-18909,MD-1647,ST-10,200,07/18/2025,adjust
MV-18910,REF-1092,ST-16,-160,04/20/2026,OUT
MV-18911,MD-1284,ST-18,-67,04/20/2025,In
MV-18912,REF-1793,ST-21,20,2025-08-02,ADJUST
MV-18913,REF-1785,ST-17,182,2026-03-09,ADJUST
MV-18914,R-1632,ST-21,-104,07/12/2026,In
MV-18915,REF-1741,ST-3,-114,2026-09-20,in
MV-18916,REF-1629,ST-8,177,06/27/2025,in
MV-18917,SKU1603,ST-15,-133,2026-01-09,OUT
MV-18918,SKU1144,ST-8,-186,2026-01-13,OUT
MV-18919,MD-1154,ST-15,-21,11/20/2026,ADJUST
MV-18920,MD-1375,ST-23,158,11/05/2026,In
MV-18921,MD-1720,ST-5,13,01/01/2026,In
MV-18922,MD-1492,ST-15,151,05/16/2025,OUT
MV-18923,SKU1406,ST-4,-101,2025-01-16,In
MV-18924,MD-1772,ST-13,-191,2026-09-08,in
MV-18925,REF-1316,ST-2,71,05/28/2026,ADJUST
MV-18926,MD-1049,ST-4,-132,10/17/2025,in
MV-18927,SKU1778,ST-14,-89,2025-11-05,in
MV-18928,SKU1095,ST-15,-63,03/04/2026,ADJUST
MV-18929,MD-1754,ST-9,-133,04/22/2025,OUT
MV-18930,SKU1248,ST-23,-122,2025-08-26,in
MV-18931,REF-1609,ST-1,128,2025-09-21,in
MV-18932,MD-1270,ST-17,122,04-12-2026,In
MV-18933,REF-1450,ST-17,-92,09/07/2026,adjust
MV-18934,SKU1668,ST-5,-154,2025-10-06,ADJUST
MV-18935,SKU1198,ST-14,-198,28-09-2026,In
MV-18936,REF-1552,ST-4,-127,2026-02-02,In
MV-18937,REF-1457,ST-15,12,2026-10-17,adjust
MV-18938,R-1193,ST-13,-170,2025-12-21,ADJUST
MV-18939,R-1503,ST-23,110,2026-12-07,in
MV-18940,SKU1773,ST-17,42,2026-09-18,OUT
MV-18941,R-1730,ST-13,11,03/27/2026,ADJUST
MV-18942,REF-1012,ST-22,-194,07-01-2025,In
MV-18943,MD-1374,ST-22,-47,08/28/2026,ADJUST
MV-18944,R-1512,ST-10,-143,09/06/2026,OUT
MV-18945,SKU1020,ST-25,39,2025-01-02,adjust
MV-18946,SKU1321,ST-20,99,05/21/2025,adjust
MV-18947,MD-1194,ST-22,-91,27-11-2026,OUT
MV-18948,SKU1321,ST-16,109,2026-02-16,OUT
MV-18949,SKU1367,ST-25,87,13-02-2025,in
MV-18950,MD-1033,ST-10,-187,2026-06-08,OUT
MV-18951,SKU1341,ST-12,39,01-06-2026,adjust
MV-18952,R-1132,ST-1,-35,01/12/2025,In
MV-18953,REF-1537,ST-14,164,2026-11-14,in
MV-18954,REF-1099,ST-21,-177,09/18/2025,ADJUST
MV-18955,REF-1714,ST-8,-123,2026-06-15,ADJUST
MV-18956,SKU1555,ST-20,-101,2025-11-09,in
MV-18957,MD-1006,ST-18,106,2025-11-28,ADJUST
MV-18958,SKU1687,ST-12,193,2026-05-27,In
MV-18959,REF-1126,ST-7,167,06/18/2026,In
MV-18960,MD-1522,ST-7,-3,02/17/2026,In
MV-18961,MD-1686,ST-17,-136,2025-05-21,In
MV-18962,REF-1316,ST-6,-34,2025-04-07,in
MV-18963,REF-1021,ST-10,-190,2026-01-10,ADJUST
MV-18964,R-1645,ST-22,123,2026-04-16,In
MV-18965,SKU1095,ST-15,110,09/22/2025,OUT
MV-18966,R-1001,ST-12,24,2025-02-11,in
MV-18967,REF-1684,ST-13,54,27-11-2025,In
MV-18968,MD-1636,ST-11,-127,21-03-2025,adjust
MV-18969,R-1124,ST-4,-103,2026-09-14,ADJUST
MV-18970,MD-1639,ST-7,-114,2026-10-04,ADJUST
MV-18971,REF-1276,ST-12,-113,2026-02-06,in
MV-18972,SKU1357,ST-6,4,2026-10-20,in
MV-18973,MD-1681,ST-18,170,2026-01-15,OUT
MV-18974,R-1711,ST-21,88,13-01-2026,in
MV-18975,SKU1398,ST-13,-120,2025-11-21,OUT
MV-18976,REF-1323,ST-21,-196,2026-09-26,ADJUST
MV-18977,R-1703,ST-19,60,2025-11-22,In
MV-18978,MD-1522,ST-6,44,2026-07-27,ADJUST
MV-18979,REF-1405,ST-18,-21,28-06-2026,ADJUST
MV-18980,R-1488,ST-21,183,2026-05-02,in
MV-18981,SKU1148,ST-19,-178,07/25/2025,in
MV-18982,SKU1222,ST-16,174,02/12/2026,adjust
MV-18983,R-1175,ST-21,-118,2025-10-22,ADJUST
MV-18984,REF-1734,ST-4,-150,06/08/2025,in
MV-18985,MD-1362,ST-6,14,2026-11-13,adjust
MV-18986,MD-1064,ST-12,188,2025-02-25,In
MV-18987,REF-1045,ST-24,-154,01/04/2025,in
MV-18988,REF-1514,ST-3,-123,2025-11-14,OUT
MV-18989,SKU1095,ST-14,87,07/03/2025,ADJUST
MV-18990,R-1600,ST-3,70,2026-12-12,in
MV-18991,R-1047,ST-17,142,2026-10-24,OUT
MV-18992,MD-1517,ST-4,-107,2026-04-06,adjust
MV-18993,SKU1183,ST-18,42,2025-05-15,adjust
MV-18994,REF-1780,ST-10,-101,2026-01-08,OUT
MV-18995,SKU1656,ST-17,-139,01/07/2026,in
MV-18996,REF-1213,ST-8,-84,10/14/2025,adjust
MV-18997,R-1499,ST-6,9,2026-08-06,OUT
MV-18998,R-1503,ST-19,7,03/21/2025,OUT
MV-18999,REF-1514,ST-22,40,2025-10-04,ADJUST
MV-19000,MD-1369,ST-20,-130,12/28/2025,ADJUST
MV-19001,R-1663,ST-6,131,2026-12-19,In
MV-19002,R-1533,ST-17,68,2026-07-13,in
MV-19003,R-1419,ST-4,-88,11/13/2025,In
MV-19004,R-1330,ST-1,-177,10-10-2026,In
MV-19005,MD-1127,ST-1,59,2026-10-08,in
MV-19006,REF-1714,ST-15,-81,2026-08-02,in
MV-19007,REF-1695,ST-20,106,12/28/2026,in
MV-19008,MD-1526,ST-10,-180,04/08/2026,in
MV-19009,R-1104,ST-13,77,2025-09-11,in
MV-19010,R-1435,ST-6,-48,05/14/2026,ADJUST
MV-19011,MD-1411,ST-8,-170,2026-04-01,ADJUST
MV-19012,R-1117,ST-13,-66,02/25/2025,In
MV-19013,R-1328,ST-2,42,08/16/2026,In
MV-19014,REF-1361,ST-20,-144,2025-05-05,in
MV-19015,R-1520,ST-11,75,2026-09-09,in
MV-19016,REF-1566,ST-21,167,2026-05-05,ADJUST
MV-19017,REF-1068,ST-13,67,2026-04-18,OUT
MV-19018,SKU1024,ST-20,-143,2025-04-17,adjust
MV-19019,REF-1213,ST-18,-177,04/10/2026,In
MV-19020,REF-1407,ST-19,-102,10/17/2026,adjust
MV-19021,REF-1195,ST-2,-104,2026-06-13,OUT
MV-19022,MD-1634,ST-10,-149,2026-09-20,OUT
MV-19023,MD-1250,ST-8,-1,14-06-2025,in
MV-19024,REF-1745,ST-21,-46,2025-06-25,in
MV-19025,R-1592,ST-13,-134,07-12-2025,in
MV-19026,MD-1380,ST-24,85,08/13/2026,in
MV-19027,REF-1268,ST-24,179,2025-06-08,in
MV-19028,SKU1245,ST-19,-158,10-06-2025,ADJUST
MV-19029,REF-1391,ST-5,-19,06/23/2025,adjust
MV-19030,MD-1339,ST-15,157,06-10-2026,OUT
MV-19031,R-1690,ST-10,-21,2026-11-15,adjust
MV-19032,MD-1681,ST-3,11,06/12/2025,in
MV-19033,R-1700,ST-21,94,01/18/2026,adjust
MV-19034,R-1377,ST-16,40,2025-08-18,In
MV-19035,REF-1199,ST-17,115,2025-08-07,In
MV-19036,SKU1321,ST-1,-67,2025-08-04,in
MV-19037,MD-1792,ST-11,-15,2025-02-16,OUT
MV-19038,R-1415,ST-14,71,01-01-2025,ADJUST
MV-19039,SKU1280,ST-24,192,2025-12-01,in
MV-19040,R-1418,ST-3,-81,2025-07-26,in
MV-19041,R-1602,ST-2,-18,06-07-2026,In
MV-19042,REF-1540,ST-20,101,04/07/2025,OUT
MV-19043,SKU1477,ST-15,-67,03-04-2026,In
MV-19044,MD-1509,ST-22,8,27-02-2026,In
MV-19045,SKU1398,ST-18,22,2026-05-17,adjust
MV-19046,REF-1393,ST-14,-63,2026-12-17,adjust
MV-19047,REF-1788,ST-20,138,2025-05-05,ADJUST
MV-19048,R-1209,ST-4,54,02/19/2026,ADJUST
MV-19049,R-1592,ST-14,-82,12/17/2026,ADJUST
MV-19050,REF-1514,ST-3,170,2026-01-10,ADJUST
MV-19051,R-1523,ST-6,-54,18-10-2025,ADJUST
MV-19052,MD-1200,ST-7,-17,2026-09-06,OUT
MV-19053,REF-1478,ST-7,74,2025-05-04,adjust
MV-19054,R-1523,ST-3,-104,17-05-2026,ADJUST
MV-19055,REF-1263,ST-6,-40,09/24/2026,in
MV-19056,SKU1248,ST-5,-158,06/21/2025,In
MV-19057,REF-1514,ST-7,5,2025-05-11,ADJUST
MV-19058,R-1568,ST-10,-10,2025-05-17,In
MV-19059,REF-1216,ST-6,200,03/24/2026,OUT
MV-19060,MD-1505,ST-16,-71,2025-09-08,adjust
MV-19061,R-1705,ST-8,67,04/08/2026,ADJUST
MV-19062,R-1233,ST-1,44,05/10/2026,In
MV-19063,REF-1045,ST-16,129,12/20/2025,In
MV-19064,SKU1490,ST-22,158,08-03-2026,adjust
MV-19065,SKU1642,ST-5,-127,2025-02-06,ADJUST
MV-19066,R-1119,ST-13,114,2026-03-18,in
MV-19067,REF-1654,ST-1,-112,23-09-2026,ADJUST
MV-19068,REF-1785,ST-15,-26,2026-09-08,in
MV-19069,REF-1045,ST-1,-130,04/05/2025,In
MV-19070,R-1759,ST-20,174,04/21/2026,in
MV-19071,REF-1391,ST-4,-75,03/10/2025,in
MV-19072,REF-1531,ST-1,-75,2025-04-22,OUT
MV-19073,MD-1122,ST-22,-175,05/14/2025,adjust
MV-19074,R-1602,ST-25,-150,2026-04-08,in
MV-19075,SKU1603,ST-21,-187,09/25/2025,OUT
MV-19076,MD-1643,ST-22,135,2026-01-09,OUT
MV-19077,SKU1314,ST-20,127,2025-10-21,adjust
MV-19078,SKU1153,ST-2,26,2025-10-19,In
MV-19079,R-1175,ST-23,143,2025-07-09,in
MV-19080,REF-1783,ST-5,188,14-11-2025,ADJUST
MV-19081,R-1159,ST-24,57,2026-10-17,adjust
MV-19082,REF-1361,ST-15,-103,09/10/2026,In
MV-19083,SKU1342,ST-19,103,2025-09-19,ADJUST
MV-19084,SKU1763,ST-19,148,10/10/2026,In
MV-19085,MD-1362,ST-25,50,05/03/2026,adjust
MV-19086,R-1751,ST-13,40,11/28/2026,OUT
MV-19087,REF-1365,ST-20,-126,12/17/2026,adjust
MV-19088,MD-1487,ST-24,-135,26-12-2025,OUT
MV-19089,REF-1042,ST-21,-198,2026-03-12,In
MV-19090,R-1237,ST-22,30,17-08-2025,OUT
MV-19091,SKU1036,ST-9,81,2025-10-12,ADJUST
MV-19092,MD-1526,ST-6,-158,2026-08-02,in
MV-19093,REF-1576,ST-17,-122,2025-06-20,adjust
MV-19094,MD-1235,ST-22,97,04/17/2025,In
MV-19095,MD-1235,ST-6,65,2025-12-11,ADJUST
MV-19096,MD-1399,ST-19,-186,04/27/2025,ADJUST
MV-19097,R-1252,ST-7,132,2026-10-22,ADJUST
MV-19098,REF-1307,ST-23,-50,2025-03-09,OUT
MV-19099,SKU1718,ST-19,-81,05/12/2025,In
MV-19100,REF-1734,ST-12,-157,09/25/2025,ADJUST
MV-19101,MD-1492,ST-1,-166,17-02-2026,In
MV-19102,R-1157,ST-4,-199,2026-04-13,adjust
MV-19103,SKU1192,ST-24,-66,2026-03-07,In
MV-19104,SKU1029,ST-4,91,2025-09-03,In
MV-19105,R-1104,ST-17,-127,10/26/2025,ADJUST
MV-19106,REF-1361,ST-6,88,2025-11-12,adjust
MV-19107,R-1389,ST-12,-86,01/08/2026,In
MV-19108,SKU1445,ST-8,194,2025-06-08,In
MV-19109,REF-1591,ST-15,-142,2025-03-20,ADJUST
MV-19110,REF-1354,ST-8,28,2026-12-21,adjust
MV-19111,R-1523,ST-12,98,2026-01-17,ADJUST
MV-19112,REF-1075,ST-2,61,2026-03-15,OUT
MV-19113,REF-1094,ST-8,200,2025-12-18,ADJUST
MV-19114,REF-1654,ST-18,60,2025-01-20,in
MV-19115,MD-1107,ST-4,-182,07/04/2026,In
MV-19116,R-1606,ST-12,-147,02-10-2025,In
MV-19117,MD-1309,ST-6,178,2025-12-10,OUT
MV-19118,SKU1571,ST-18,-26,09/08/2025,In
MV-19119,R-1592,ST-20,161,10/24/2025,in
MV-19120,MD-1282,ST-7,36,07/10/2025,in
MV-19121,SKU1381,ST-3,190,2026-06-05,OUT
MV-19122,SKU1371,ST-25,122,19-10-2025,ADJUST
MV-19123,REF-1163,ST-23,-182,2025-10-15,in
MV-19124,MD-1634,ST-11,195,2026-08-01,OUT
MV-19125,MD-1615,ST-18,116,09/04/2026,adjust
MV-19126,REF-1626,ST-17,-99,15-06-2026,adjust
MV-19127,SKU1318,ST-3,113,12/25/2026,in
MV-19128,MD-1664,ST-24,-104,14-07-2026,in
MV-19129,R-1337,ST-18,-48,2025-07-09,In
MV-19130,R-1015,ST-13,127,2025-02-05,In
MV-19131,REF-1171,ST-3,-165,04-01-2026,in
MV-19132,MD-1006,ST-7,164,2025-09-19,In
MV-19133,SKU1620,ST-19,-156,02-11-2026,OUT
MV-19134,MD-1007,ST-25,129,2025-10-01,in
MV-19135,R-1050,ST-14,105,2026-07-11,ADJUST
MV-19136,SKU1640,ST-23,-35,11/28/2026,In
MV-19137,MD-1131,ST-5,-81,2026-02-23,ADJUST
MV-19138,SKU1513,ST-21,-27,08/24/2025,ADJUST
MV-19139,SKU1452,ST-22,-135,2026-02-27,adjust
MV-19140,MD-1428,ST-22,6,2026-03-02,OUT
MV-19141,R-1748,ST-1,-174,2026-06-10,adjust
MV-19142,SKU1794,ST-16,-107,2025-07-17,ADJUST
MV-19143,SKU1368,ST-23,-110,2025-06-14,adjust
MV-19144,REF-1071,ST-21,127,2025-08-19,adjust
MV-19145,R-1630,ST-9,13,2025-11-25,ADJUST
MV-19146,REF-1136,ST-13,182,2025-01-20,OUT
MV-19147,SKU1569,ST-21,-91,2026-11-09,ADJUST
MV-19148,REF-1074,ST-21,135,2025-09-06,in
MV-19149,REF-1011,ST-1,-2,28-11-2025,In
MV-19150,SKU1658,ST-5,91,2026-10-01,ADJUST
MV-19151,REF-1099,ST-14,-150,14-09-2025,in
MV-19152,R-1460,ST-7,-73,2026-07-17,adjust
MV-19153,MD-1597,ST-11,-4,06/24/2026,In
MV-19154,R-1588,ST-6,-91,18-03-2026,ADJUST
MV-19155,MD-1358,ST-6,-186,2026-03-19,OUT
MV-19156,SKU1281,ST-1,5,07/10/2025,OUT
MV-19157,REF-1779,ST-21,-150,2026-06-09,In
MV-19158,SKU1454,ST-5,-194,14-05-2025,adjust
MV-19159,SKU1756,ST-20,184,2026-08-08,OUT
MV-19160,SKU1794,ST-15,-41,01/20/2026,ADJUST
MV-19161,R-1584,ST-12,48,2026-04-14,In
MV-19162,MD-1125,ST-4,-199,2026-03-28,OUT
MV-19163,R-1315,ST-8,-88,2025-04-22,OUT
MV-19164,SKU1762,ST-1,-24,02/03/2025,adjust
MV-19165,SKU1055,ST-23,-80,2026-10-14,OUT
MV-19166,SKU1455,ST-23,-40,2025-02-15,adjust
MV-19167,MD-1006,ST-22,27,02/11/2025,in
MV-19168,R-1523,ST-17,171,2026-07-07,in
MV-19169,REF-1162,ST-22,134,2026-08-25,In
MV-19170,REF-1217,ST-14,-92,2025-10-07,ADJUST
MV-19171,R-1419,ST-17,-196,2026-01-09,adjust
MV-19172,REF-1604,ST-9,-168,2026-04-15,adjust
MV-19173,SKU1651,ST-10,157,09/18/2026,ADJUST
MV-19174,MD-1127,ST-13,105,23-03-2025,in
MV-19175,SKU1713,ST-20,-30,2025-01-14,In
MV-19176,REF-1559,ST-10,116,10-03-2026,adjust
MV-19177,REF-1531,ST-19,-73,2026-07-24,OUT
MV-19178,SKU1198,ST-4,-150,04-01-2025,in
MV-19179,REF-1697,ST-4,-176,2026-10-26,OUT
MV-19180,MD-1041,ST-2,20,06/03/2025,in
MV-19181,REF-1714,ST-15,-98,2025-03-13,adjust
MV-19182,REF-1515,ST-20,22,10/14/2026,OUT
MV-19183,R-1751,ST-4,58,2025-03-08,OUT
MV-19184,REF-1785,ST-15,-190,2026-10-24,OUT
MV-19185,R-1159,ST-5,56,05/16/2026,in
MV-19186,MD-1358,ST-9,-41,11/16/2026,ADJUST
MV-19187,MD-1043,ST-25,-188,2026-05-27,ADJUST
MV-19188,R-1328,ST-5,195,09-03-2026,In
MV-19189,SKU1335,ST-3,167,2025-04-22,In
MV-19190,SKU1687,ST-12,-185,28-01-2026,ADJUST
MV-19191,SKU1612,ST-22,45,04/08/2025,in
MV-19192,REF-1531,ST-22,100,2026-01-15,OUT
MV-19193,MD-1250,ST-14,-120,09/01/2025,OUT
MV-19194,R-1415,ST-25,12,23-02-2025,in
MV-19195,R-1188,ST-1,27,07-09-2026,in
MV-19196,SKU1675,ST-8,-80,25-01-2026,adjust
MV-19197,MD-1792,ST-5,49,10-01-2025,adjust
MV-19198,SKU1508,ST-10,159,2026-01-28,adjust
MV-19199,REF-1515,ST-16,-158,2025-02-23,In
MV-19200,R-1565,ST-20,-157,2026-10-05,in
MV-19201,REF-1706,ST-19,-21,05/13/2025,In
MV-19202,SKU1675,ST-8,190,2026-03-18,OUT
MV-19203,REF-1009,ST-18,-107,2025-10-15,OUT
MV-19204,R-1600,ST-21,-45,2026-06-20,In
MV-19205,MD-1724,ST-24,34,14-04-2026,ADJUST
MV-19206,REF-1096,ST-12,25,27-04-2025,adjust
MV-19207,REF-1213,ST-10,-46,2026-03-19,adjust
MV-19208,REF-1213,ST-20,-45,2025-12-15,ADJUST
MV-19209,MD-1757,ST-3,-99,07/10/2026,ADJUST
MV-19210,REF-1511,ST-10,-11,04/20/2026,ADJUST
MV-19211,SKU1367,ST-2,81,2025-09-15,in
MV-19212,R-1236,ST-20,-146,2026-08-02,ADJUST
MV-19213,MD-1379,ST-2,101,2025-05-16,in
MV-19214,REF-1401,ST-6,106,10/09/2025,in
MV-19215,SKU1623,ST-8,6,08-08-2025,adjust
MV-19216,REF-1696,ST-6,93,05/13/2026,OUT
MV-19217,SKU1642,ST-19,-69,10-04-2025,in
MV-19218,SKU1056,ST-22,-56,11-09-2025,ADJUST
MV-19219,SKU1367,ST-19,-131,16-10-2026,adjust
MV-19220,R-1437,ST-2,-100,2025-01-05,in
MV-19221,R-1565,ST-24,41,06/05/2026,adjust
MV-19222,REF-1706,ST-11,146,2026-10-02,In
MV-19223,REF-1319,ST-8,-142,2026-03-24,In
MV-19224,SKU1342,ST-16,-101,04/11/2025,ADJUST
MV-19225,REF-1213,ST-22,-111,07-05-2025,ADJUST
MV-19226,SKU1368,ST-8,-119,2025-10-23,in
MV-19227,SKU1651,ST-14,-37,2025-05-02,In
MV-19228,MD-1493,ST-3,-191,2026-11-01,OUT
MV-19229,R-1184,ST-1,185,2026-12-08,OUT
MV-19230,SKU1735,ST-24,172,2026-09-11,ADJUST
MV-19231,R-1523,ST-8,139,21-08-2025,ADJUST
MV-19232,SKU1452,ST-14,-175,2026-03-09,In
MV-19233,SKU1766,ST-25,158,05/27/2025,in
MV-19234,R-1564,ST-18,176,2026-11-15,In
MV-19235,MD-1489,ST-9,-80,2025-08-09,In
MV-19236,REF-1541,ST-15,145,2026-07-26,ADJUST
MV-19237,R-1239,ST-17,92,10/18/2026,OUT
MV-19238,R-1584,ST-14,-10,11/06/2026,OUT
MV-19239,REF-1111,ST-21,171,2025-06-07,OUT
MV-19240,R-1657,ST-20,44,11/11/2025,adjust
MV-19241,MD-1551,ST-22,-180,2025-11-25,ADJUST
MV-19242,SKU1280,ST-11,150,2025-07-06,OUT
MV-19243,REF-1775,ST-15,-22,06/11/2026,In
MV-19244,REF-1176,ST-5,-44,2026-01-28,ADJUST
MV-19245,R-1637,ST-11,13,2026-08-28,in
MV-19246,MD-1339,ST-21,-199,2025-03-27,ADJUST
MV-19247,REF-1244,ST-13,-181,12/12/2025,OUT
MV-19248,REF-1701,ST-25,-71,2025-01-25,ADJUST
MV-19249,SKU1713,ST-4,30,2026-08-01,In
MV-19250,R-1112,ST-2,26,2026-02-12,ADJUST
MV-19251,R-1034,ST-7,-41,02/10/2026,adjust
MV-19252,R-1657,ST-19,-64,24-05-2025,In
MV-19253,REF-1695,ST-5,132,2026-07-01,In
MV-19254,SKU1619,ST-9,45,01/18/2026,ADJUST
MV-19255,R-1759,ST-23,168,2026-01-26,adjust
MV-19256,R-1602,ST-2,164,2026-02-19,OUT
MV-19257,R-1415,ST-3,147,2025-06-05,In
MV-19258,MD-1558,ST-23,38,18-08-2025,In
MV-19259,R-1019,ST-3,-12,07-12-2026,ADJUST
MV-19260,SKU1029,ST-7,-66,2026-09-25,ADJUST
MV-19261,R-1124,ST-12,132,22-01-2026,OUT
MV-19262,SKU1070,ST-1,-157,2026-08-26,OUT
MV-19263,SKU1469,ST-22,-20,2026-07-28,OUT
MV-19264,SKU1251,ST-24,-130,05/03/2025,in
MV-19265,SKU1318,ST-13,83,2025-04-21,ADJUST
MV-19266,MD-1204,ST-9,-113,20-12-2025,adjust
MV-19267,SKU1547,ST-2,-191,13-11-2026,ADJUST
MV-19268,REF-1338,ST-11,-149,07/03/2026,ADJUST
MV-19269,R-1334,ST-16,-30,2026-06-17,adjust
MV-19270,REF-1338,ST-8,38,03/08/2026,In
MV-19271,SKU1453,ST-9,176,15-01-2026,OUT
MV-19272,MD-1496,ST-21,-186,2025-09-13,OUT
MV-19273,SKU1571,ST-23,-167,02/17/2025,In
MV-19274,MD-1375,ST-14,-168,2025-07-17,in
MV-19275,R-1301,ST-12,-171,01-11-2025,ADJUST
MV-19276,REF-1083,ST-18,-55,2025-04-26,adjust
