ticket_id,customer_id,subject,status,created_at,closed_at
TK-1283,CUST-2411,发票问题,OPEN,2025-12-23,2026-09-26
TK-1284,CUST-4073,退换货,pending,2025-02-27,2025-01-13
TK-1285,CUST-4706,发票问题,pending,2026-09-22,15-07-2026
TK-1286,CUST-4113,投诉,open,05/02/2025,01/04/2026
TK-1287,CUST-2715,退换货,open,2026-03-20,2026-08-17
TK-1288,CUST-4617,售后维修,pending,04/11/2025,
TK-1289,CUST-4990,售后维修,closed,2025-06-24,2026-06-03
TK-1290,CUST-4479,退换货,pending,2026-01-15,2026-07-07
TK-1291,CUST-4438,投诉,resolved,2026-11-16,2025-08-25
TK-1292,CUST-2875,售后维修,open,2025-06-25,06/13/2026
TK-1293,CUST-1145,物流查询,open,2026-02-22,2026-01-27
TK-1294,CUST-2055,物流查询,resolved,2025-12-24,07-11-2026
TK-1295,CUST-1575,售后维修,pending,2025-01-25,2025-04-06
TK-1296,CUST-4277,发票问题,open,11/27/2025,02/16/2026
TK-1297,CUST-549,退换货,pending,2026-01-15,2025-01-13
TK-1298,CUST-4987,发票问题,open,01/26/2026,
TK-1299,CUST-2879,售后维修,open,2026-07-25,03/02/2026
TK-1300,CUST-1556,物流查询,open,2026-07-15,11/27/2026
TK-1301,CUST-66,售后维修,OPEN,09/26/2026,16-05-2026
TK-1302,CUST-1421,发票问题,OPEN,2025-04-04,19-01-2025
TK-1303,CUST-4998,发票问题,resolved,09/12/2026,2026-10-10
TK-1304,CUST-2476,退换货,pending,13-08-2025,15-08-2025
TK-1305,CUST-2622,发票问题,OPEN,12/12/2025,
TK-1306,CUST-283,发票问题,open,12/18/2026,02-06-2025
TK-1307,CUST-586,发票问题,resolved,02/05/2026,23-01-2026
TK-1308,CUST-674,发票问题,resolved,2025-11-02,03/26/2026
TK-1309,CUST-3920,发票问题,pending,02-01-2025,
TK-1310,CUST-4859,退换货,pending,2026-12-03,2025-10-08
TK-1311,CUST-719,退换货,resolved,06-12-2025,2025-10-17
TK-1312,CUST-4393,售后维修,open,21-01-2026,04-07-2026
TK-1313,CUST-48,售后维修,pending,2026-08-05,2026-07-11
TK-1314,CUST-181,发票问题,pending,2026-01-21,
TK-1315,CUST-2733,售后维修,resolved,2026-10-28,22-04-2026
TK-1316,CUST-1211,投诉,pending,19-10-2025,09/18/2026
TK-1317,CUST-355,售后维修,open,2026-03-08,2026-07-20
TK-1318,CUST-4876,售后维修,open,25-03-2026,2025-08-01
TK-1319,CUST-1166,退换货,open,11-06-2026,2026-08-11
TK-1320,CUST-4431,售后维修,OPEN,12/08/2026,08-10-2026
TK-1321,CUST-4194,投诉,OPEN,08/19/2026,03/08/2025
TK-1322,CUST-3813,售后维修,pending,10-09-2025,05/06/2026
TK-1323,CUST-3698,投诉,open,07-07-2025,04/20/2025
TK-1324,CUST-1843,投诉,resolved,03/19/2026,12/26/2025
TK-1325,CUST-472,投诉,resolved,2026-01-21,23-05-2026
TK-1326,CUST-169,投诉,pending,2026-08-04,2026-12-18
TK-1327,CUST-120,投诉,pending,2026-10-18,08/28/2025
TK-1328,CUST-2634,物流查询,pending,2025-08-18,02-04-2025
TK-1329,CUST-3970,发票问题,OPEN,13-03-2026,2025-04-19
TK-1330,CUST-3909,退换货,pending,03-12-2026,16-01-2025
TK-1331,CUST-2728,投诉,open,2026-07-23,10-03-2026
TK-1332,CUST-4240,退换货,open,20-05-2025,2025-02-17
TK-1333,CUST-2116,投诉,closed,10/06/2025,2026-04-25
TK-1334,CUST-3445,发票问题,OPEN,05/01/2025,23-05-2025
TK-1335,CUST-2598,发票问题,pending,2026-09-18,04-04-2025
TK-1336,CUST-1708,退换货,open,2025-09-16,09/15/2025
TK-1337,CUST-1259,发票问题,closed,10/18/2026,2025-06-26
TK-1338,CUST-1436,发票问题,open,05-03-2025,01-04-2026
TK-1339,CUST-885,退换货,resolved,2025-04-10,2026-06-05
TK-1340,CUST-4277,退换货,resolved,12/13/2026,11-11-2026
TK-1341,CUST-3255,发票问题,open,03/02/2025,
TK-1342,CUST-3408,物流查询,resolved,04/22/2026,2025-03-08
TK-1343,CUST-4462,售后维修,pending,2025-12-18,04-08-2025
TK-1344,CUST-3317,投诉,closed,09/10/2025,2026-05-08
TK-1345,CUST-4864,退换货,OPEN,02/20/2025,2025-09-23
TK-1346,CUST-2697,退换货,open,2026-11-17,08/09/2026
TK-1347,CUST-3965,发票问题,closed,2026-10-24,2026-11-12
TK-1348,CUST-3233,投诉,pending,2025-09-17,2025-07-25
TK-1349,CUST-4962,发票问题,closed,2025-06-07,2026-02-13
TK-1350,CUST-2573,物流查询,open,2026-10-13,2025-07-06
TK-1351,CUST-1967,物流查询,OPEN,09/06/2026,
TK-1352,CUST-515,退换货,OPEN,06-01-2025,
TK-1353,CUST-4154,退换货,resolved,2026-08-09,09/06/2025
TK-1354,CUST-4178,物流查询,closed,2025-07-17,
TK-1355,CUST-4966,物流查询,OPEN,2026-02-05,2025-02-16
TK-1356,CUST-1120,售后维修,open,2026-11-24,2026-05-26
TK-1357,CUST-3249,发票问题,open,2026-04-20,
TK-1358,CUST-1473,退换货,closed,06/02/2026,2026-12-08
TK-1359,CUST-3810,投诉,OPEN,2026-07-05,
TK-1360,CUST-2970,发票问题,OPEN,2026-09-26,27-08-2025
TK-1361,CUST-1101,退换货,open,04-01-2026,
TK-1362,CUST-3296,发票问题,closed,2026-07-03,05/09/2025
TK-1363,CUST-1361,投诉,pending,02/10/2026,
TK-1364,CUST-2816,物流查询,pending,2026-06-15,12/05/2025
TK-1365,CUST-4593,退换货,closed,10/08/2026,2025-05-02
TK-1366,CUST-930,退换货,OPEN,01/09/2025,23-05-2026
TK-1367,CUST-1445,物流查询,closed,2026-04-25,2025-12-07
TK-1368,CUST-4401,退换货,OPEN,2026-06-21,11/28/2025
TK-1369,CUST-688,投诉,OPEN,10/08/2026,2026-12-02
TK-1370,CUST-2568,投诉,OPEN,2026-03-26,2026-09-18
TK-1371,CUST-930,退换货,OPEN,18-07-2025,
TK-1372,CUST-298,售后维修,open,2025-11-03,
TK-1373,CUST-2050,发票问题,open,2025-12-06,25-07-2025
TK-1374,CUST-4652,物流查询,open,2025-06-09,2025-11-14
TK-1375,CUST-4212,物流查询,pending,09/04/2025,2025-10-21
TK-1376,CUST-3180,物流查询,OPEN,2026-05-28,01/16/2026
TK-1377,CUST-3001,物流查询,closed,02/05/2025,2025-08-05
TK-1378,CUST-727,售后维修,pending,2026-03-08,2025-12-25
TK-1379,CUST-3799,物流查询,OPEN,22-03-2026,2026-12-17
TK-1380,CUST-2378,投诉,resolved,2025-12-09,2026-02-24
TK-1381,CUST-773,物流查询,resolved,2025-09-17,2026-06-14
TK-1382,CUST-799,退换货,pending,05-03-2025,
TK-1383,CUST-1680,投诉,pending,07/27/2026,02/19/2026
TK-1384,CUST-714,售后维修,closed,2025-12-13,2025-06-26
TK-1385,CUST-45,售后维修,closed,2025-05-11,08/16/2025
TK-1386,CUST-3937,物流查询,OPEN,06/02/2025,
TK-1387,CUST-4294,发票问题,open,2026-11-07,
TK-1388,CUST-4383,发票问题,closed,23-10-2025,2025-09-23
TK-1389,CUST-1484,投诉,closed,12/25/2026,
TK-1390,CUST-3123,投诉,pending,04/22/2025,2026-02-21
TK-1391,CUST-2014,发票问题,closed,2026-06-12,11/06/2026
TK-1392,CUST-681,物流查询,open,05/05/2025,2026-09-14
TK-1393,CUST-4505,退换货,OPEN,07/23/2026,19-06-2025
TK-1394,CUST-4566,发票问题,resolved,2026-04-25,
TK-1395,CUST-92,退换货,OPEN,09-10-2025,2025-02-21
TK-1396,CUST-1372,售后维修,open,2026-08-19,
TK-1397,CUST-3506,物流查询,resolved,2025-04-28,2026-01-15
TK-1398,CUST-3234,投诉,OPEN,2026-10-09,
TK-1399,CUST-2925,投诉,closed,2025-03-26,06/13/2026
TK-1400,CUST-4551,退换货,closed,2025-07-17,03/16/2025
TK-1401,CUST-3807,退换货,resolved,07-12-2026,01/16/2025
TK-1402,CUST-2310,售后维修,OPEN,06/02/2025,02/15/2026
TK-1403,CUST-3578,投诉,OPEN,2026-08-13,
TK-1404,CUST-2578,退换货,OPEN,12/08/2025,2025-05-09
TK-1405,CUST-2644,投诉,resolved,2026-12-11,05-05-2026
TK-1406,CUST-3101,物流查询,closed,02/20/2026,2025-05-05
TK-1407,CUST-1767,售后维修,OPEN,2026-01-28,02/28/2025
TK-1408,CUST-2163,退换货,resolved,2026-01-08,2025-10-18
TK-1409,CUST-3180,售后维修,resolved,2026-07-05,2026-09-07
TK-1410,CUST-2945,售后维修,open,2026-04-27,2026-10-11
TK-1411,CUST-2529,物流查询,OPEN,2026-07-09,
TK-1412,CUST-3090,物流查询,pending,02-04-2025,2025-12-12
TK-1413,CUST-4711,售后维修,pending,04-04-2026,09/27/2025
TK-1414,CUST-2201,物流查询,pending,05/06/2026,08/23/2026
TK-1415,CUST-3291,退换货,pending,11-03-2025,2026-02-05
TK-1416,CUST-400,退换货,pending,06/07/2026,05/28/2026
TK-1417,CUST-1937,物流查询,resolved,01-09-2026,
TK-1418,CUST-1225,投诉,pending,10-07-2025,04/11/2026
TK-1419,CUST-1687,发票问题,closed,14-01-2025,
TK-1420,CUST-1573,物流查询,resolved,05-10-2025,
TK-1421,CUST-3266,售后维修,closed,10/06/2026,
TK-1422,CUST-421,投诉,open,02/11/2026,2025-12-22
TK-1423,CUST-817,发票问题,pending,2026-07-09,2026-03-17
TK-1424,CUST-1584,售后维修,closed,2025-09-21,05-12-2026
TK-1425,CUST-763,投诉,resolved,01/08/2025,
TK-1426,CUST-4160,退换货,open,05-09-2025,2025-04-09
TK-1427,CUST-372,售后维修,closed,02-06-2026,25-02-2025
TK-1428,CUST-3926,售后维修,open,2026-08-25,12/05/2026
TK-1429,CUST-462,投诉,pending,2025-05-16,2025-07-06
TK-1430,CUST-2173,物流查询,OPEN,2026-12-11,2026-01-20
TK-1431,CUST-3797,投诉,resolved,2026-04-28,07/15/2026
TK-1432,CUST-4084,投诉,open,2025-09-21,01/22/2026
TK-1433,CUST-4626,物流查询,pending,2026-05-03,03/23/2025
TK-1434,CUST-1770,发票问题,closed,03-10-2025,07/17/2026
TK-1435,CUST-1922,物流查询,closed,10/14/2025,2025-07-13
TK-1436,CUST-2230,投诉,resolved,05/11/2025,
TK-1437,CUST-4048,退换货,pending,12/16/2026,
TK-1438,CUST-4636,物流查询,closed,04-05-2026,2025-10-11
TK-1439,CUST-1511,发票问题,closed,2025-01-20,
TK-1440,CUST-3300,物流查询,resolved,10-11-2025,
TK-1441,CUST-151,投诉,pending,2026-11-05,
TK-1442,CUST-4261,退换货,closed,2026-06-19,10/25/2025
TK-1443,CUST-1325,退换货,open,10/14/2025,2026-12-13
TK-1444,CUST-3616,发票问题,OPEN,2026-12-12,10/10/2026
TK-1445,CUST-3625,物流查询,open,07/14/2026,2025-10-01
TK-1446,CUST-1430,退换货,closed,01/04/2026,2025-01-03
TK-1447,CUST-2600,物流查询,OPEN,2025-04-16,04/09/2025
TK-1448,CUST-3852,售后维修,open,2025-01-05,2026-02-24
TK-1449,CUST-768,物流查询,closed,2026-06-18,2025-10-15
TK-1450,CUST-2693,退换货,OPEN,12/22/2025,03/26/2026
TK-1451,CUST-1005,投诉,OPEN,09/21/2025,02/21/2026
TK-1452,CUST-4054,发票问题,pending,07/15/2026,2026-07-28
TK-1453,CUST-1159,发票问题,pending,2026-11-17,2026-04-02
TK-1454,CUST-2364,退换货,pending,2026-07-20,2026-08-05
TK-1455,CUST-3439,售后维修,open,20-02-2025,2025-11-28
TK-1456,CUST-141,退换货,pending,10/23/2025,2025-07-10
TK-1457,CUST-3082,退换货,OPEN,07-07-2026,2025-02-06
TK-1458,CUST-2471,物流查询,OPEN,21-03-2026,2026-09-23
TK-1459,CUST-964,物流查询,open,2026-06-05,2026-03-25
TK-1460,CUST-3052,售后维修,resolved,2025-06-28,01/14/2026
TK-1461,CUST-3163,售后维修,open,03-12-2025,2025-01-06
TK-1462,CUST-4759,投诉,pending,2026-08-05,2025-03-09
TK-1463,CUST-3885,物流查询,resolved,02/07/2025,2025-12-28
TK-1464,CUST-1163,售后维修,open,2025-06-17,2026-03-11
TK-1465,CUST-1009,售后维修,open,2025-04-02,2026-11-07
TK-1466,CUST-4121,投诉,pending,2026-09-19,07/03/2026
TK-1467,CUST-1593,物流查询,OPEN,2026-04-17,2026-12-22
TK-1468,CUST-3163,物流查询,pending,2025-06-27,2025-08-12
TK-1469,CUST-989,物流查询,OPEN,03/22/2025,09/27/2026
TK-1470,CUST-3043,发票问题,resolved,28-05-2026,12/01/2026
TK-1471,CUST-1349,物流查询,closed,2025-07-18,01/07/2025
TK-1472,CUST-2000,投诉,OPEN,03-10-2025,
TK-1473,CUST-2017,售后维修,open,20-08-2026,
TK-1474,CUST-3488,退换货,closed,06/07/2025,2025-02-20
TK-1475,CUST-3029,物流查询,pending,2025-01-15,2026-02-21
TK-1476,CUST-4481,售后维修,closed,04/22/2025,18-06-2026
TK-1477,CUST-237,退换货,OPEN,2025-04-28,02/22/2026
TK-1478,CUST-1302,投诉,pending,02/10/2026,
TK-1479,CUST-4420,售后维修,OPEN,2025-01-12,
TK-1480,CUST-165,售后维修,open,2026-12-01,02/27/2025
TK-1481,CUST-3568,物流查询,OPEN,05/19/2026,17-10-2026
TK-1482,CUST-2407,物流查询,OPEN,2026-07-08,
TK-1483,CUST-228,发票问题,closed,20-07-2025,
TK-1484,CUST-3345,投诉,closed,06/26/2026,2026-01-03
TK-1485,CUST-1106,售后维修,pending,28-12-2025,
TK-1486,CUST-2816,售后维修,OPEN,2026-09-27,
TK-1487,CUST-3448,退换货,OPEN,11/08/2026,2025-01-13
TK-1488,CUST-3870,投诉,resolved,2026-06-10,2025-07-20
TK-1489,CUST-3019,售后维修,pending,04/24/2025,09/03/2026
TK-1490,CUST-3201,物流查询,pending,2026-03-09,2025-01-08
TK-1491,CUST-870,退换货,resolved,07/15/2025,04/09/2026
TK-1492,CUST-4032,投诉,resolved,2026-11-03,04/16/2026
TK-1493,CUST-533,发票问题,OPEN,26-06-2025,02/18/2025
TK-1494,CUST-4232,投诉,closed,2025-12-26,2025-12-18
TK-1495,CUST-393,售后维修,pending,01/01/2026,10/01/2025
TK-1496,CUST-1397,投诉,open,04-01-2026,2026-12-25
TK-1497,CUST-2781,发票问题,OPEN,2026-05-25,12/12/2025
TK-1498,CUST-4517,投诉,open,2026-12-28,17-10-2026
TK-1499,CUST-2407,售后维修,resolved,25-08-2026,17-06-2025
TK-1500,CUST-4901,退换货,closed,2026-04-25,
TK-1501,CUST-1522,投诉,open,2025-10-23,2026-01-14
TK-1502,CUST-805,售后维修,resolved,2026-02-19,01/15/2026
TK-1503,CUST-69,投诉,resolved,03/27/2026,14-09-2025
TK-1504,CUST-4740,售后维修,OPEN,2025-03-19,10/05/2025
TK-1505,CUST-519,退换货,open,2026-06-27,2026-09-16
TK-1506,CUST-2906,退换货,OPEN,2026-05-17,2025-06-19
TK-1507,CUST-1682,售后维修,closed,09/22/2025,2025-10-02
TK-1508,CUST-4150,物流查询,open,2025-12-10,07/03/2025
TK-1509,CUST-546,物流查询,closed,2025-01-28,05/10/2026
TK-1510,CUST-3942,退换货,resolved,07/26/2025,25-01-2026
TK-1511,CUST-2540,投诉,resolved,12/05/2026,02/07/2025
TK-1512,CUST-1991,售后维修,resolved,01/25/2026,
TK-1513,CUST-2677,发票问题,closed,01/05/2025,17-04-2026
TK-1514,CUST-4269,发票问题,pending,23-12-2025,18-02-2026
TK-1515,CUST-2589,投诉,open,2026-01-21,11/04/2026
TK-1516,CUST-1305,发票问题,closed,2026-09-13,2026-03-27
TK-1517,CUST-2657,发票问题,OPEN,04/27/2025,
TK-1518,CUST-3409,物流查询,resolved,2026-05-27,
TK-1519,CUST-2637,物流查询,OPEN,2025-03-11,03-01-2025
TK-1520,CUST-2606,退换货,closed,2026-07-13,03-02-2026
TK-1521,CUST-766,退换货,open,2026-12-18,
TK-1522,CUST-4838,退换货,resolved,09/02/2026,2025-11-24
TK-1523,CUST-4663,退换货,closed,04/01/2025,07/21/2025
TK-1524,CUST-2309,退换货,pending,23-07-2026,
TK-1525,CUST-4766,发票问题,resolved,2025-05-14,2026-03-23
TK-1526,CUST-2067,退换货,resolved,2025-11-20,03/19/2026
TK-1527,CUST-4077,发票问题,resolved,2025-06-21,10/10/2025
TK-1528,CUST-204,发票问题,resolved,07/03/2026,2025-04-06
TK-1529,CUST-4793,发票问题,closed,07-08-2025,02/05/2026
TK-1530,CUST-2925,投诉,open,2025-10-06,07/19/2026
TK-1531,CUST-1122,售后维修,OPEN,2026-12-13,2026-06-24
TK-1532,CUST-4278,物流查询,closed,2026-11-04,10-10-2025
TK-1533,CUST-3427,退换货,pending,09-10-2026,
TK-1534,CUST-2360,投诉,pending,09/20/2026,
TK-1535,CUST-623,退换货,closed,2026-06-12,12/02/2026
TK-1536,CUST-3986,物流查询,closed,2025-09-04,01/23/2026
TK-1537,CUST-2493,投诉,open,2026-04-05,
TK-1538,CUST-898,退换货,OPEN,04/22/2025,02/17/2025
TK-1539,CUST-684,投诉,resolved,05/05/2026,2026-11-13
TK-1540,CUST-1067,物流查询,closed,2026-02-04,
TK-1541,CUST-3607,售后维修,OPEN,2025-02-09,
TK-1542,CUST-2480,退换货,pending,2025-05-26,
TK-1543,CUST-4444,物流查询,OPEN,11-09-2026,04-01-2025
TK-1544,CUST-2556,售后维修,OPEN,04/22/2025,2026-04-14
TK-1545,CUST-2514,物流查询,resolved,15-04-2026,
TK-1546,CUST-3903,发票问题,closed,2026-01-05,2026-07-11
TK-1547,CUST-4088,物流查询,resolved,2025-09-26,09/21/2025
TK-1548,CUST-974,物流查询,pending,02/04/2025,2026-09-09
TK-1549,CUST-3837,物流查询,pending,23-02-2025,06/09/2025
TK-1550,CUST-2038,发票问题,resolved,09/09/2026,02-02-2025
TK-1551,CUST-604,物流查询,OPEN,2026-08-23,
TK-1552,CUST-3460,发票问题,pending,2026-08-21,2026-01-02
TK-1553,CUST-4875,发票问题,resolved,2026-02-10,2025-08-17
TK-1554,CUST-4046,投诉,OPEN,18-08-2025,05/03/2025
TK-1555,CUST-4530,发票问题,open,07-01-2026,23-02-2025
TK-1556,CUST-319,投诉,OPEN,2026-01-23,
TK-1557,CUST-843,退换货,OPEN,2026-10-16,2025-03-08
TK-1558,CUST-540,投诉,resolved,01-04-2026,2025-08-27
TK-1559,CUST-4887,退换货,closed,2025-12-01,2026-11-27
TK-1560,CUST-1459,投诉,closed,06/10/2026,10/04/2025
TK-1561,CUST-4959,物流查询,resolved,2026-06-08,
TK-1562,CUST-4163,售后维修,open,2026-04-23,2025-01-11
TK-1563,CUST-3662,售后维修,OPEN,2026-11-26,24-09-2026
TK-1564,CUST-3225,物流查询,pending,2026-02-28,16-12-2025
TK-1565,CUST-234,售后维修,OPEN,05/03/2025,2026-12-22
TK-1566,CUST-4842,投诉,resolved,2025-11-19,
TK-1567,CUST-3784,售后维修,open,10/05/2026,2025-01-27
TK-1568,CUST-3116,退换货,open,09/21/2026,
TK-1569,CUST-610,投诉,resolved,07/09/2025,2026-07-05
TK-1570,CUST-701,发票问题,pending,09/10/2026,
TK-1571,CUST-717,售后维修,closed,03/17/2025,
TK-1572,CUST-3787,发票问题,resolved,09/19/2025,2026-09-20
TK-1573,CUST-1778,退换货,pending,2025-10-07,2026-02-20
TK-1574,CUST-2621,投诉,pending,04/03/2025,
TK-1575,CUST-187,售后维修,closed,11/26/2025,15-04-2025
TK-1576,CUST-924,发票问题,closed,10/25/2026,2025-11-12
TK-1577,CUST-3959,售后维修,OPEN,2025-05-23,09-11-2025
TK-1578,CUST-535,退换货,pending,05/22/2026,01/03/2026
TK-1579,CUST-479,退换货,pending,15-04-2025,
TK-1580,CUST-331,退换货,closed,03/01/2025,2026-01-12
TK-1581,CUST-3594,售后维修,OPEN,03/09/2026,
TK-1582,CUST-3549,投诉,resolved,04-11-2025,11/21/2026
TK-1583,CUST-4672,售后维修,resolved,2026-09-14,04/15/2026
TK-1584,CUST-4774,物流查询,open,01/11/2026,09/05/2025
TK-1585,CUST-4630,售后维修,pending,05/06/2026,
TK-1586,CUST-441,物流查询,pending,04/13/2025,10-01-2025
TK-1587,CUST-271,物流查询,pending,2025-12-06,
TK-1588,CUST-3314,售后维修,OPEN,07-11-2026,05-04-2026
TK-1589,CUST-3781,售后维修,open,2025-09-10,
TK-1590,CUST-355,发票问题,pending,2026-05-12,12/17/2025
TK-1591,CUST-1336,售后维修,open,2025-02-20,12/10/2025
TK-1592,CUST-325,退换货,open,12/13/2025,03/22/2026
TK-1593,CUST-3884,发票问题,open,08/05/2025,2026-12-07
TK-1594,CUST-3263,投诉,OPEN,07/26/2026,28-02-2026
TK-1595,CUST-50,投诉,pending,2025-04-07,
TK-1596,CUST-1920,售后维修,resolved,2026-02-20,2026-03-28
TK-1597,CUST-4055,投诉,OPEN,19-12-2025,2025-04-04
TK-1598,CUST-4311,退换货,OPEN,04/10/2026,01-09-2026
TK-1599,CUST-772,物流查询,OPEN,2025-07-13,04/20/2025
TK-1600,CUST-2690,发票问题,open,24-07-2026,
TK-1601,CUST-793,售后维修,OPEN,06/13/2025,
TK-1602,CUST-4134,发票问题,resolved,2026-02-20,21-12-2025
TK-1603,CUST-819,退换货,resolved,2026-09-19,2026-12-22
TK-1604,CUST-4627,投诉,OPEN,04/15/2026,2025-05-21
TK-1605,CUST-2604,发票问题,OPEN,2026-07-06,
TK-1606,CUST-1032,发票问题,resolved,2025-10-06,12/15/2025
TK-1607,CUST-3328,发票问题,resolved,07/02/2026,2025-01-02
TK-1608,CUST-4050,退换货,resolved,2026-03-24,24-08-2026
TK-1609,CUST-1815,发票问题,closed,2025-06-27,2026-04-19
TK-1610,CUST-1630,发票问题,pending,05/23/2025,2026-04-13
TK-1611,CUST-1012,售后维修,OPEN,10-10-2025,02-05-2026
TK-1612,CUST-1186,退换货,OPEN,12/08/2026,10/23/2026
TK-1613,CUST-705,物流查询,resolved,26-05-2026,01/10/2026
TK-1614,CUST-2626,售后维修,pending,2026-04-04,2026-03-14
TK-1615,CUST-226,售后维修,OPEN,04/24/2025,2025-05-28
TK-1616,CUST-4524,物流查询,open,08/25/2025,04/03/2026
TK-1617,CUST-3766,投诉,open,2026-03-19,07/04/2026
TK-1618,CUST-1242,发票问题,pending,2026-04-23,10/05/2026
TK-1619,CUST-257,售后维修,pending,19-11-2025,2026-12-20
TK-1620,CUST-677,发票问题,OPEN,2026-11-08,
TK-1621,CUST-3229,售后维修,closed,07/20/2025,2025-02-20
TK-1622,CUST-4187,物流查询,OPEN,12/15/2026,2025-05-18
TK-1623,CUST-4889,售后维修,resolved,12/18/2026,2025-08-09
TK-1624,CUST-3130,投诉,open,2025-05-07,
TK-1625,CUST-3939,物流查询,OPEN,2026-10-21,06/26/2026
TK-1626,CUST-750,投诉,resolved,03/02/2026,21-12-2025
TK-1627,CUST-2299,发票问题,closed,2026-05-04,02/15/2025
TK-1628,CUST-3995,售后维修,resolved,2026-11-09,04/07/2025
TK-1629,CUST-2285,退换货,open,09/05/2026,2026-08-03
TK-1630,CUST-4743,投诉,closed,2026-07-21,2026-05-19
TK-1631,CUST-2248,退换货,resolved,2026-05-28,2025-08-03
TK-1632,CUST-2349,售后维修,pending,2025-03-21,
TK-1633,CUST-3674,退换货,closed,2025-10-10,01/18/2026
TK-1634,CUST-4460,退换货,OPEN,2025-05-25,27-11-2026
TK-1635,CUST-520,售后维修,resolved,2026-05-24,04/04/2026
TK-1636,CUST-2682,投诉,pending,2025-01-22,2026-02-14
TK-1637,CUST-3866,物流查询,open,2025-02-09,
TK-1638,CUST-2363,投诉,OPEN,11/14/2026,2026-05-09
TK-1639,CUST-1153,投诉,resolved,04/09/2026,2025-02-02
TK-1640,CUST-1796,售后维修,pending,2026-01-01,2025-04-15
TK-1641,CUST-4830,发票问题,closed,2026-04-08,26-06-2026
TK-1642,CUST-1204,发票问题,resolved,05-01-2025,17-06-2025
TK-1643,CUST-2641,投诉,pending,2025-02-26,2025-11-16
TK-1644,CUST-1578,发票问题,open,2025-04-06,
TK-1645,CUST-1287,物流查询,pending,02/19/2026,2026-01-10
TK-1646,CUST-3039,投诉,closed,02/11/2025,03-09-2025
TK-1647,CUST-2756,物流查询,resolved,11/27/2025,17-08-2025
TK-1648,CUST-4313,退换货,resolved,06/25/2025,06/10/2025
TK-1649,CUST-2344,退换货,open,2026-01-03,
TK-1650,CUST-3435,发票问题,pending,03-09-2025,2025-02-21
TK-1651,CUST-3657,投诉,resolved,2026-12-27,
TK-1652,CUST-517,物流查询,pending,2025-02-25,
TK-1653,CUST-1789,物流查询,closed,07/07/2026,2026-08-16
TK-1654,CUST-1230,退换货,closed,2026-02-20,06/04/2025
TK-1655,CUST-1874,发票问题,pending,08/15/2025,
TK-1656,CUST-787,发票问题,open,01/03/2025,2026-02-14
TK-1657,CUST-2647,投诉,pending,20-09-2025,12-12-2025
TK-1658,CUST-677,物流查询,open,12/13/2025,2026-09-22
TK-1659,CUST-2933,物流查询,OPEN,12/14/2026,2026-08-28
TK-1660,CUST-4383,投诉,OPEN,2025-05-17,2025-08-11
TK-1661,CUST-380,发票问题,closed,03/10/2025,2026-08-06
TK-1662,CUST-3833,投诉,resolved,08/07/2026,2025-07-22
TK-1663,CUST-1957,物流查询,open,05/15/2026,
TK-1664,CUST-2726,售后维修,closed,11/18/2026,
TK-1665,CUST-4672,物流查询,closed,12-04-2025,19-07-2025
TK-1666,CUST-4322,退换货,resolved,2026-05-12,
TK-1667,CUST-3454,物流查询,resolved,2026-12-27,07/19/2025
TK-1668,CUST-2067,退换货,OPEN,06/25/2025,
TK-1669,CUST-606,售后维修,OPEN,2026-12-04,01-04-2026
TK-1670,CUST-603,投诉,resolved,2025-10-09,
TK-1671,CUST-1686,投诉,closed,09/03/2026,2026-09-11
TK-1672,CUST-2815,物流查询,pending,2025-05-15,2026-05-26
TK-1673,CUST-3700,售后维修,resolved,2026-08-17,13-03-2025
TK-1674,CUST-31,售后维修,closed,05/28/2026,01/13/2025
TK-1675,CUST-1633,售后维修,pending,2025-07-20,12/17/2025
TK-1676,CUST-3553,发票问题,resolved,09/02/2026,
TK-1677,CUST-1177,物流查询,closed,13-07-2026,06-06-2025
TK-1678,CUST-1748,投诉,OPEN,05/05/2026,
TK-1679,CUST-3910,退换货,pending,2026-05-13,2025-09-03
TK-1680,CUST-3310,售后维修,closed,08/19/2026,03/05/2025
TK-1681,CUST-1076,售后维修,resolved,03/01/2026,08/03/2026
TK-1682,CUST-1053,发票问题,OPEN,2025-06-26,02/27/2026
TK-1683,CUST-987,售后维修,resolved,2026-10-02,
TK-1684,CUST-2345,发票问题,resolved,2025-01-13,2026-10-06
TK-1685,CUST-2410,发票问题,OPEN,11/26/2025,25-03-2025
TK-1686,CUST-4556,发票问题,OPEN,15-05-2026,2025-03-21
TK-1687,CUST-3670,投诉,closed,07/18/2025,2025-04-08
TK-1688,CUST-493,投诉,resolved,26-10-2026,2026-04-12
TK-1689,CUST-3036,投诉,OPEN,2025-02-01,2025-08-03
TK-1690,CUST-1843,售后维修,open,2026-08-27,2026-09-21
TK-1691,CUST-4463,发票问题,pending,2026-06-11,2026-10-21
TK-1692,CUST-4268,物流查询,OPEN,2026-09-19,2025-09-18
TK-1693,CUST-4660,物流查询,pending,2026-07-08,09/10/2026
TK-1694,CUST-3304,发票问题,resolved,2025-10-25,
TK-1695,CUST-1236,投诉,pending,01/08/2025,22-07-2025
TK-1696,CUST-4397,售后维修,resolved,08/16/2025,2026-10-19
TK-1697,CUST-1682,退换货,pending,2025-09-18,2026-09-17
TK-1698,CUST-1392,投诉,open,2025-02-01,08-11-2026
