payment_id,order_id,amount,method,status,paid_date
PAY-10603,ORD-8255,19526,wechat,pending,07-09-2025
PAY-10604,ORD-6941,"$4,029.00",card,pending,10/12/2026
PAY-10605,ORD-7392,17153,card,pending,2026-09-05
PAY-10606,ORD-7516,14703,wechat,pending,04/02/2026
PAY-10607,ORD-2039,2053,COD,SUCCESS,2026-04-07
PAY-10608,ORD-7403,"$17,489.00",card,success,10/25/2024
PAY-10609,ORD-1723,"18,373.00",alipay,pending,2024-11-26
PAY-10610,ORD-9922,"$12,609.00",alipay,pending,2025-06-07
PAY-10611,ORD-6232,8256,COD,success,25-04-2026
PAY-10612,ORD-6476,2008,wechat,SUCCESS,04/09/2024
PAY-10613,ORD-6920,3924,COD,SUCCESS,2026-01-03
PAY-10614,ORD-12631,16845,wechat,success,09/24/2024
PAY-10615,ORD-14308,8840,alipay,SUCCESS,2024-07-25
PAY-10616,ORD-6852,11919,card,pending,14-06-2026
PAY-10617,ORD-1332,"$12,367.00",card,pending,10/15/2026
PAY-10618,ORD-4851,"$2,934.00",alipay,SUCCESS,12/08/2025
PAY-10619,ORD-12132,1552,wechat,pending,2024-10-09
PAY-10620,ORD-5704,"$17,039.00",alipay,pending,2025-02-20
PAY-10621,ORD-14413,"$11,739.00",COD,pending,2026-10-20
PAY-10622,ORD-2034,2017,card,SUCCESS,2026-10-23
PAY-10623,ORD-14588,6726,wechat,pending,2025-02-14
PAY-10624,ORD-3104,3237,wechat,pending,10/28/2024
PAY-10625,ORD-14634,"$9,695.00",card,success,01/01/2026
PAY-10626,ORD-12532,13348,wechat,success,11/06/2025
PAY-10627,ORD-928,"$11,452.00",wechat,SUCCESS,2024-11-01
PAY-10628,ORD-13880,11492,card,SUCCESS,2026-09-02
PAY-10629,ORD-3577,6185,alipay,pending,2026-01-01
PAY-10630,ORD-13036,1201,card,SUCCESS,2026-11-12
PAY-10631,ORD-3241,"3,101.00",COD,pending,2025-08-13
PAY-10632,ORD-10634,82.00,alipay,pending,2025-07-17
PAY-10633,ORD-419,12469,alipay,success,02-09-2025
PAY-10634,ORD-10861,"12,530.00",alipay,success,06/07/2025
PAY-10635,ORD-1570,11561,card,success,01/15/2025
PAY-10636,ORD-4176,10361,COD,SUCCESS,2024-12-07
PAY-10637,ORD-5070,"17,127.00",COD,pending,12-04-2025
PAY-10638,ORD-9002,"7,423.00",alipay,SUCCESS,01/10/2025
PAY-10639,ORD-12419,"12,814.00",wechat,pending,2024-10-11
PAY-10640,ORD-14777,6805,wechat,pending,07/15/2024
PAY-10641,ORD-9791,"3,670.00",alipay,SUCCESS,2025-05-12
PAY-10642,ORD-10921,"$14,885.00",card,SUCCESS,01/14/2024
PAY-10643,ORD-1668,"$9,589.00",wechat,pending,2025-07-03
PAY-10644,ORD-3072,"$4,738.00",card,success,2025-06-05
PAY-10645,ORD-13050,16252,alipay,pending,2026-05-27
PAY-10646,ORD-11206,"$16,762.00",wechat,SUCCESS,09-01-2025
PAY-10647,ORD-13519,"$19,515.00",COD,pending,10/18/2024
PAY-10648,ORD-861,12737,COD,SUCCESS,2024-09-22
PAY-10649,ORD-8108,17185,card,failed,06/20/2024
PAY-10650,ORD-7610,6329,COD,SUCCESS,2025-08-08
PAY-10651,ORD-9946,$541.00,card,SUCCESS,09/10/2026
PAY-10652,ORD-3494,"10,899.00",COD,success,2026-10-21
PAY-10653,ORD-6464,"1,563.00",alipay,SUCCESS,12/01/2024
PAY-10654,ORD-6569,"13,841.00",wechat,pending,2024-04-11
PAY-10655,ORD-8345,"$13,366.00",COD,failed,2025-01-23
PAY-10656,ORD-1201,2646,card,success,07-02-2026
PAY-10657,ORD-9676,12391,COD,pending,15-09-2025
PAY-10658,ORD-2222,2513,alipay,SUCCESS,2024-08-19
PAY-10659,ORD-965,"$6,459.00",COD,success,27-07-2024
PAY-10660,ORD-2218,"9,593.00",card,success,04/22/2024
PAY-10661,ORD-5197,"$8,842.00",alipay,SUCCESS,04/05/2024
PAY-10662,ORD-12934,"$18,115.00",COD,pending,2025-06-24
PAY-10663,ORD-8675,$290.00,alipay,SUCCESS,04/18/2024
PAY-10664,ORD-8718,"$18,114.00",card,pending,25-11-2024
PAY-10665,ORD-2617,8917,wechat,success,2025-02-05
PAY-10666,ORD-4996,3173,wechat,success,2025-01-27
PAY-10667,ORD-10196,8656,alipay,SUCCESS,06/11/2024
PAY-10668,ORD-10878,14628,card,pending,2026-08-20
PAY-10669,ORD-3567,15009,card,pending,09/07/2025
PAY-10670,ORD-4899,3235,COD,pending,2026-08-18
PAY-10671,ORD-11966,"4,475.00",card,SUCCESS,2026-12-23
PAY-10672,ORD-604,"5,406.00",wechat,pending,2025-11-09
PAY-10673,ORD-6274,"10,748.00",alipay,failed,2026-02-12
PAY-10674,ORD-514,"$5,698.00",COD,success,2025-08-18
PAY-10675,ORD-453,15267,card,SUCCESS,07-05-2026
PAY-10676,ORD-1793,"7,112.00",COD,success,05/19/2025
PAY-10677,ORD-12244,15800,alipay,pending,08/14/2025
PAY-10678,ORD-2357,1949,card,SUCCESS,2026-08-28
PAY-10679,ORD-7973,8307,COD,success,18-09-2026
PAY-10680,ORD-2076,13285,alipay,success,2026-09-02
PAY-10681,ORD-4760,8062,wechat,pending,07/11/2024
PAY-10682,ORD-2853,15822,alipay,success,2026-04-05
PAY-10683,ORD-9898,"$11,664.00",wechat,pending,24-09-2025
PAY-10684,ORD-2451,"$9,118.00",wechat,success,2026-11-21
PAY-10685,ORD-2309,"16,965.00",COD,pending,06/07/2024
PAY-10686,ORD-12672,"3,425.00",alipay,success,06/12/2024
PAY-10687,ORD-14921,1945,COD,success,2024-08-24
PAY-10688,ORD-12464,13163,wechat,pending,2026-03-17
PAY-10689,ORD-2298,"$17,720.00",alipay,success,2026-04-01
PAY-10690,ORD-3967,"14,338.00",alipay,SUCCESS,01-09-2025
PAY-10691,ORD-4963,"$8,515.00",alipay,success,2026-12-15
PAY-10692,ORD-8294,"9,000.00",wechat,SUCCESS,28-02-2025
PAY-10693,ORD-1553,11559,COD,SUCCESS,2025-07-11
PAY-10694,ORD-3889,8302,COD,pending,01-04-2024
PAY-10695,ORD-10488,14232,COD,SUCCESS,03/23/2025
PAY-10696,ORD-13031,1136,wechat,pending,2026-05-28
PAY-10697,ORD-8656,2186,alipay,pending,04/26/2025
PAY-10698,ORD-8444,14944,alipay,failed,07/12/2024
PAY-10699,ORD-3105,16020,COD,success,07/25/2026
PAY-10700,ORD-5060,4816,alipay,SUCCESS,2024-07-04
PAY-10701,ORD-5436,"17,529.00",card,pending,11/12/2025
PAY-10702,ORD-9730,"8,445.00",COD,pending,09/15/2024
PAY-10703,ORD-11263,"$19,999.00",card,failed,2026-01-06
PAY-10704,ORD-9899,"$15,507.00",alipay,success,12/24/2024
PAY-10705,ORD-635,13625,alipay,SUCCESS,01/14/2025
PAY-10706,ORD-13004,"16,345.00",COD,success,07/04/2024
PAY-10707,ORD-351,5817,alipay,pending,03/22/2024
PAY-10708,ORD-8268,12978,alipay,success,2025-02-01
PAY-10709,ORD-7048,11766,COD,success,2024-02-10
PAY-10710,ORD-2952,6236,alipay,failed,01-10-2025
PAY-10711,ORD-6907,3330,card,success,08-12-2024
PAY-10712,ORD-6761,5035,wechat,pending,2025-03-01
PAY-10713,ORD-312,10335,COD,pending,27-02-2026
PAY-10714,ORD-5812,"$15,313.00",alipay,pending,2024-10-26
PAY-10715,ORD-9185,4570,alipay,success,08-02-2026
PAY-10716,ORD-5132,"$15,167.00",COD,pending,06/26/2024
PAY-10717,ORD-6862,"$8,283.00",wechat,pending,02/19/2025
PAY-10718,ORD-1460,12100,card,success,03-01-2025
PAY-10719,ORD-2337,"17,997.00",alipay,SUCCESS,12/08/2026
PAY-10720,ORD-8657,"$18,760.00",card,failed,05/12/2026
PAY-10721,ORD-7824,8867,COD,failed,2026-06-20
PAY-10722,ORD-1764,9332,wechat,SUCCESS,2026-06-12
PAY-10723,ORD-2584,11580,COD,SUCCESS,2024-08-09
PAY-10724,ORD-9497,"2,637.00",card,success,2026-02-18
PAY-10725,ORD-10980,"$6,669.00",alipay,SUCCESS,15-04-2025
PAY-10726,ORD-8241,5745,alipay,pending,07/22/2024
PAY-10727,ORD-3816,"7,824.00",wechat,pending,2026-05-17
PAY-10728,ORD-316,"19,486.00",card,success,2024-04-06
PAY-10729,ORD-13792,10185,alipay,pending,2026-03-10
PAY-10730,ORD-6963,"$5,153.00",card,success,2024-10-24
PAY-10731,ORD-12585,5304,card,pending,09/06/2025
PAY-10732,ORD-12018,13329,COD,SUCCESS,2026-08-01
PAY-10733,ORD-10434,"$17,303.00",COD,SUCCESS,2024-12-09
PAY-10734,ORD-3138,13478,COD,success,2026-02-22
PAY-10735,ORD-9237,"13,474.00",COD,SUCCESS,10/10/2025
PAY-10736,ORD-8532,"$2,764.00",COD,pending,2025-03-22
PAY-10737,ORD-13020,1845,alipay,SUCCESS,02/15/2025
PAY-10738,ORD-4088,"8,074.00",card,pending,2025-04-10
PAY-10739,ORD-861,13751,COD,SUCCESS,2026-10-28
PAY-10740,ORD-2762,7020,card,success,11/27/2025
PAY-10741,ORD-9311,"14,029.00",alipay,failed,01/03/2025
PAY-10742,ORD-10294,3418,card,pending,25-12-2026
PAY-10743,ORD-7257,19159,alipay,success,2024-05-06
PAY-10744,ORD-2801,16077,COD,failed,08/16/2025
PAY-10745,ORD-7537,204,card,pending,2024-05-11
PAY-10746,ORD-6326,"$17,266.00",wechat,SUCCESS,2026-08-14
PAY-10747,ORD-3195,19792,card,success,2026-11-23
PAY-10748,ORD-1816,15189,wechat,pending,23-11-2025
PAY-10749,ORD-13072,562,card,success,2026-02-18
PAY-10750,ORD-8814,19987,wechat,success,2025-02-16
PAY-10751,ORD-1490,"2,844.00",wechat,SUCCESS,2025-03-01
PAY-10752,ORD-570,"10,930.00",card,pending,06-03-2024
PAY-10753,ORD-6601,4428,card,pending,12/19/2025
PAY-10754,ORD-9535,"6,915.00",alipay,success,10/25/2026
PAY-10755,ORD-13051,7552,card,SUCCESS,2025-03-20
PAY-10756,ORD-11782,"4,151.00",card,success,2024-05-05
PAY-10757,ORD-10129,"17,535.00",COD,success,12/07/2024
PAY-10758,ORD-10396,18841,card,pending,02/13/2024
PAY-10759,ORD-14534,3502,wechat,success,2025-03-27
PAY-10760,ORD-12534,1255,card,pending,02/05/2024
PAY-10761,ORD-13730,3977,COD,success,2025-09-20
PAY-10762,ORD-2179,"8,643.00",wechat,SUCCESS,2025-05-17
PAY-10763,ORD-6770,15473,COD,SUCCESS,2026-06-14
PAY-10764,ORD-12128,8888,alipay,SUCCESS,24-06-2025
PAY-10765,ORD-11141,15082,alipay,success,03/16/2026
PAY-10766,ORD-3522,"$17,932.00",alipay,SUCCESS,2026-05-06
PAY-10767,ORD-11958,7738,card,pending,2025-07-09
PAY-10768,ORD-9407,"$11,086.00",COD,pending,11/15/2024
PAY-10769,ORD-2644,"2,311.00",wechat,SUCCESS,2025-08-22
PAY-10770,ORD-1210,"$10,657.00",COD,failed,2026-10-17
PAY-10771,ORD-3620,"$17,356.00",alipay,SUCCESS,09/17/2024
PAY-10772,ORD-3064,5916,alipay,SUCCESS,08/26/2026
PAY-10773,ORD-952,7662,COD,pending,09/08/2024
PAY-10774,ORD-12801,5480,COD,SUCCESS,2024-11-10
PAY-10775,ORD-11353,4655,wechat,SUCCESS,2025-12-27
PAY-10776,ORD-11338,4772,wechat,success,2024-06-07
PAY-10777,ORD-14479,"$15,631.00",COD,failed,2024-02-28
PAY-10778,ORD-13661,"6,357.00",card,success,28-09-2026
PAY-10779,ORD-2485,471,COD,success,2025-05-07
PAY-10780,ORD-11675,"3,135.00",alipay,pending,2024-08-04
PAY-10781,ORD-12280,"13,822.00",alipay,SUCCESS,11/15/2026
PAY-10782,ORD-2347,14428,wechat,success,2025-06-13
PAY-10783,ORD-11087,17223,alipay,success,06-09-2026
PAY-10784,ORD-3013,"9,302.00",alipay,pending,02-11-2025
PAY-10785,ORD-12411,5461,wechat,SUCCESS,2025-10-02
PAY-10786,ORD-1211,2076,card,pending,07/27/2024
PAY-10787,ORD-9441,"$13,532.00",wechat,failed,05/25/2025
PAY-10788,ORD-13622,9874,wechat,success,2026-07-10
PAY-10789,ORD-14630,$345.00,alipay,SUCCESS,2024-04-23
PAY-10790,ORD-1723,2078,COD,SUCCESS,11-04-2026
PAY-10791,ORD-5142,"9,926.00",wechat,SUCCESS,08/26/2026
PAY-10792,ORD-8587,12885,wechat,pending,05/15/2026
PAY-10793,ORD-5239,"$18,018.00",COD,success,2024-09-02
PAY-10794,ORD-12828,15465,card,SUCCESS,12-08-2024
PAY-10795,ORD-8630,"$4,877.00",COD,success,02/24/2024
PAY-10796,ORD-7374,10788,wechat,success,2025-04-02
PAY-10797,ORD-13281,10252,alipay,SUCCESS,03/03/2025
PAY-10798,ORD-3142,"2,651.00",COD,success,10/27/2025
PAY-10799,ORD-533,"$5,608.00",alipay,SUCCESS,04/06/2026
PAY-10800,ORD-6860,6741,wechat,SUCCESS,2024-03-09
PAY-10801,ORD-996,"13,159.00",wechat,pending,2026-08-07
PAY-10802,ORD-6709,"7,512.00",card,SUCCESS,2024-01-26
PAY-10803,ORD-12967,11586,COD,success,2024-07-02
PAY-10804,ORD-1508,17512,card,pending,2025-01-17
PAY-10805,ORD-8061,9931,alipay,pending,10/18/2024
PAY-10806,ORD-1304,19238,wechat,SUCCESS,12/27/2025
PAY-10807,ORD-14211,10353,card,success,2024-12-20
PAY-10808,ORD-8799,"$10,583.00",COD,success,2025-10-15
PAY-10809,ORD-6513,"$8,270.00",wechat,success,2025-05-21
PAY-10810,ORD-13922,16392,wechat,pending,2025-10-16
PAY-10811,ORD-10035,2276,alipay,success,2026-10-01
PAY-10812,ORD-3930,18855,wechat,success,2024-09-27
PAY-10813,ORD-9998,992,COD,success,03/12/2024
PAY-10814,ORD-3722,4964,alipay,success,2024-10-11
PAY-10815,ORD-2623,12323,alipay,pending,02/13/2025
PAY-10816,ORD-4969,13208,card,pending,08/17/2025
PAY-10817,ORD-1470,"$2,390.00",wechat,pending,26-11-2025
PAY-10818,ORD-2749,11696,alipay,pending,07-04-2025
PAY-10819,ORD-246,"$2,684.00",COD,success,2024-05-09
PAY-10820,ORD-5158,771,wechat,success,2024-01-12
PAY-10821,ORD-7200,"17,082.00",card,SUCCESS,22-05-2025
PAY-10822,ORD-6276,9828,card,success,10/01/2024
PAY-10823,ORD-6491,6225,card,SUCCESS,2026-10-22
PAY-10824,ORD-7029,3223,COD,SUCCESS,2025-03-02
PAY-10825,ORD-8710,"14,564.00",alipay,SUCCESS,2025-07-01
PAY-10826,ORD-3620,16430,wechat,SUCCESS,2025-01-20
PAY-10827,ORD-6905,15927,wechat,SUCCESS,2025-09-19
PAY-10828,ORD-4188,19011,card,success,2024-10-11
PAY-10829,ORD-1190,5621,wechat,success,2026-08-18
PAY-10830,ORD-8754,8982,card,pending,20-09-2025
PAY-10831,ORD-1663,10705,card,SUCCESS,26-10-2024
PAY-10832,ORD-14130,"$19,539.00",COD,SUCCESS,06/05/2024
PAY-10833,ORD-11032,4717,card,SUCCESS,01/23/2025
PAY-10834,ORD-9770,8998,COD,pending,2024-03-03
PAY-10835,ORD-7769,10623,wechat,success,11/20/2024
PAY-10836,ORD-3191,$248.00,wechat,SUCCESS,2025-08-11
PAY-10837,ORD-7495,6639,COD,failed,2025-05-26
PAY-10838,ORD-13198,"8,470.00",card,SUCCESS,2026-03-19
PAY-10839,ORD-8895,"16,052.00",COD,pending,23-01-2025
PAY-10840,ORD-6281,10735,COD,success,19-04-2026
PAY-10841,ORD-980,9440,COD,SUCCESS,2025-02-14
PAY-10842,ORD-9683,6382,COD,SUCCESS,2026-09-21
PAY-10843,ORD-13977,14892,COD,success,10/28/2026
PAY-10844,ORD-13483,"$17,526.00",COD,success,2025-11-21
PAY-10845,ORD-8176,"$11,603.00",alipay,success,2025-06-28
PAY-10846,ORD-9958,13486,alipay,success,2024-09-12
PAY-10847,ORD-12112,"2,755.00",alipay,success,12/13/2025
PAY-10848,ORD-26,"6,105.00",alipay,pending,2025-12-02
PAY-10849,ORD-6066,"18,404.00",card,success,02/25/2025
PAY-10850,ORD-4046,611,alipay,pending,2025-08-05
PAY-10851,ORD-1949,"$7,496.00",card,pending,2024-05-07
PAY-10852,ORD-4785,15216,wechat,SUCCESS,2024-08-22
PAY-10853,ORD-504,2414,card,success,10-12-2025
PAY-10854,ORD-7449,9213,alipay,success,2024-10-09
PAY-10855,ORD-12418,10733,COD,SUCCESS,20-05-2024
PAY-10856,ORD-3414,2137,COD,failed,2025-09-09
PAY-10857,ORD-14933,"$18,302.00",card,failed,06/21/2024
PAY-10858,ORD-4505,1399,COD,success,11/23/2026
PAY-10859,ORD-14914,5425,COD,SUCCESS,2025-01-25
PAY-10860,ORD-5147,"1,285.00",wechat,success,09/12/2024
PAY-10861,ORD-2309,14657,card,pending,08/13/2026
PAY-10862,ORD-5560,"$1,934.00",alipay,pending,22-12-2026
PAY-10863,ORD-9295,"$12,646.00",COD,failed,13-06-2025
PAY-10864,ORD-6975,"$2,767.00",card,pending,10-12-2025
PAY-10865,ORD-3480,"$16,089.00",card,pending,2024-09-27
PAY-10866,ORD-1573,12838,alipay,success,2026-10-16
PAY-10867,ORD-10079,"15,251.00",wechat,success,2026-01-28
PAY-10868,ORD-14993,"$4,751.00",card,success,2025-07-06
PAY-10869,ORD-9572,4590,COD,success,2025-11-11
PAY-10870,ORD-3483,"9,047.00",alipay,pending,02-02-2024
PAY-10871,ORD-13069,"$2,483.00",card,success,14-10-2024
PAY-10872,ORD-9559,951.00,wechat,pending,2024-06-03
PAY-10873,ORD-10779,"$13,530.00",wechat,pending,2024-12-13
PAY-10874,ORD-10273,"18,690.00",wechat,success,11/18/2025
PAY-10875,ORD-7425,"12,208.00",alipay,SUCCESS,2025-10-26
PAY-10876,ORD-7282,13028,COD,pending,2026-01-10
PAY-10877,ORD-9630,"$2,712.00",alipay,success,2024-01-03
PAY-10878,ORD-14701,"12,832.00",wechat,success,2026-04-25
PAY-10879,ORD-4047,15007,COD,SUCCESS,2025-07-23
PAY-10880,ORD-4424,"5,981.00",card,pending,2025-02-15
PAY-10881,ORD-8891,"$1,156.00",COD,SUCCESS,06-10-2024
PAY-10882,ORD-8472,"16,043.00",card,SUCCESS,19-08-2026
PAY-10883,ORD-13614,5817,alipay,SUCCESS,2026-06-02
PAY-10884,ORD-6180,5759,COD,SUCCESS,12-11-2024
PAY-10885,ORD-9337,"18,491.00",wechat,pending,03/01/2025
PAY-10886,ORD-7874,"$3,571.00",alipay,SUCCESS,2024-12-14
PAY-10887,ORD-8838,18767,card,failed,02/16/2025
PAY-10888,ORD-326,"2,934.00",alipay,success,2026-04-10
PAY-10889,ORD-13340,"$12,620.00",wechat,SUCCESS,04/06/2024
PAY-10890,ORD-7399,12008,card,success,2026-12-22
PAY-10891,ORD-4833,11164,card,SUCCESS,2026-11-09
PAY-10892,ORD-7518,8776,card,pending,07/01/2025
PAY-10893,ORD-5876,"$6,659.00",COD,success,08/06/2025
PAY-10894,ORD-12790,13621,wechat,pending,2025-12-18
PAY-10895,ORD-5883,"$18,505.00",card,success,09-08-2026
PAY-10896,ORD-4900,14038,alipay,SUCCESS,02/12/2024
PAY-10897,ORD-13368,17627,COD,success,07/10/2026
PAY-10898,ORD-13559,10361,COD,SUCCESS,03-07-2025
PAY-10899,ORD-4405,"$18,082.00",wechat,success,2025-01-17
PAY-10900,ORD-11837,11953,wechat,pending,02/14/2024
PAY-10901,ORD-9281,8111,COD,pending,07-10-2026
PAY-10902,ORD-14778,"19,109.00",card,pending,2024-09-04
PAY-10903,ORD-7209,"$10,175.00",wechat,pending,2025-10-24
PAY-10904,ORD-10058,"$9,745.00",card,SUCCESS,2026-09-13
PAY-10905,ORD-8132,"12,750.00",alipay,success,10/18/2026
PAY-10906,ORD-590,"15,526.00",wechat,success,12/15/2025
PAY-10907,ORD-8529,"$3,405.00",card,pending,09/12/2025
PAY-10908,ORD-1096,19137,card,success,07/07/2025
PAY-10909,ORD-6751,"$10,649.00",alipay,success,04/14/2024
PAY-10910,ORD-4730,"$15,006.00",card,success,20-10-2025
PAY-10911,ORD-12988,13269,COD,pending,2025-01-18
PAY-10912,ORD-9263,"9,980.00",COD,pending,2025-02-09
PAY-10913,ORD-10316,402,alipay,SUCCESS,2025-02-19
PAY-10914,ORD-8047,11839,card,success,2026-01-18
PAY-10915,ORD-14408,"$15,467.00",COD,SUCCESS,2024-10-24
PAY-10916,ORD-465,3164,wechat,success,20-07-2025
PAY-10917,ORD-7133,7875,alipay,SUCCESS,2025-03-07
PAY-10918,ORD-13035,"$6,281.00",card,SUCCESS,02/18/2024
PAY-10919,ORD-980,8409,COD,success,06/23/2026
PAY-10920,ORD-790,"$13,197.00",card,SUCCESS,03-02-2026
PAY-10921,ORD-3029,6805,wechat,pending,10/17/2026
PAY-10922,ORD-9945,"$1,285.00",alipay,pending,2025-07-26
PAY-10923,ORD-934,11483,alipay,SUCCESS,2025-12-13
PAY-10924,ORD-2717,"$2,116.00",COD,pending,08/07/2026
PAY-10925,ORD-2321,322,wechat,SUCCESS,2026-03-18
PAY-10926,ORD-7146,"16,769.00",COD,pending,01-12-2026
PAY-10927,ORD-12115,"$10,824.00",wechat,SUCCESS,02/11/2026
PAY-10928,ORD-6884,"$18,708.00",wechat,success,10/22/2026
PAY-10929,ORD-11382,"$15,802.00",wechat,success,2026-01-27
PAY-10930,ORD-3116,7487,wechat,pending,2024-12-03
PAY-10931,ORD-873,"12,779.00",card,success,22-02-2026
PAY-10932,ORD-2212,"$4,419.00",alipay,pending,2024-03-19
PAY-10933,ORD-10410,"$1,327.00",COD,pending,2025-09-22
PAY-10934,ORD-3615,409.00,alipay,pending,05/05/2025
PAY-10935,ORD-13639,10612,alipay,success,05/20/2024
PAY-10936,ORD-13263,"7,869.00",COD,pending,2026-07-06
PAY-10937,ORD-1258,1102,COD,success,10/06/2025
PAY-10938,ORD-9250,"$4,646.00",COD,success,2025-02-08
PAY-10939,ORD-13675,"16,209.00",alipay,pending,01-03-2025
PAY-10940,ORD-8011,"$16,384.00",alipay,SUCCESS,2026-12-09
PAY-10941,ORD-13573,"2,893.00",alipay,pending,2025-08-06
PAY-10942,ORD-9337,13001,card,SUCCESS,2025-01-27
PAY-10943,ORD-5310,"$19,986.00",wechat,pending,2026-10-28
PAY-10944,ORD-1972,"2,712.00",alipay,pending,2026-05-02
PAY-10945,ORD-12033,"$11,818.00",wechat,pending,07-12-2024
PAY-10946,ORD-3980,12149,card,success,01/03/2026
PAY-10947,ORD-7940,"6,587.00",wechat,SUCCESS,02/07/2025
PAY-10948,ORD-5047,"$2,332.00",wechat,SUCCESS,02/04/2025
PAY-10949,ORD-12934,900.00,COD,pending,2026-11-08
PAY-10950,ORD-9767,14340,card,pending,27-11-2024
PAY-10951,ORD-1110,"$7,871.00",COD,pending,04/24/2025
PAY-10952,ORD-2644,12288,alipay,pending,2024-06-10
PAY-10953,ORD-10325,"$13,555.00",wechat,success,05-06-2025
PAY-10954,ORD-11868,9764,wechat,success,2025-08-13
PAY-10955,ORD-2968,3296,wechat,SUCCESS,2026-07-24
PAY-10956,ORD-6107,1085,alipay,success,10/11/2026
PAY-10957,ORD-4888,5106,COD,pending,2026-12-10
PAY-10958,ORD-4936,12115,COD,pending,09/05/2025
PAY-10959,ORD-9186,11697,wechat,pending,2026-10-24
PAY-10960,ORD-258,"$11,579.00",wechat,pending,2024-12-06
PAY-10961,ORD-8072,"15,051.00",alipay,success,09/22/2026
PAY-10962,ORD-11371,540,wechat,SUCCESS,2026-08-22
PAY-10963,ORD-12563,6952,alipay,pending,10/10/2026
PAY-10964,ORD-2569,9138,alipay,failed,13-02-2025
PAY-10965,ORD-11067,"15,167.00",alipay,pending,2026-03-15
PAY-10966,ORD-14294,17361,card,pending,2026-10-24
PAY-10967,ORD-3417,"13,656.00",wechat,pending,2026-10-10
PAY-10968,ORD-12399,2488,alipay,pending,2026-10-24
PAY-10969,ORD-7579,$159.00,card,SUCCESS,2026-11-10
PAY-10970,ORD-4155,"$14,888.00",wechat,success,2025-06-03
PAY-10971,ORD-11054,8248,card,SUCCESS,2025-02-21
PAY-10972,ORD-4011,"$15,226.00",COD,SUCCESS,2024-05-24
PAY-10973,ORD-7260,10473,wechat,pending,2026-05-18
PAY-10974,ORD-14089,2752,wechat,pending,25-02-2025
PAY-10975,ORD-5304,"$12,087.00",alipay,SUCCESS,2024-02-25
PAY-10976,ORD-7133,10174,alipay,success,2025-05-28
PAY-10977,ORD-8567,18850,wechat,pending,08/26/2026
PAY-10978,ORD-5384,10818,COD,pending,05/20/2026
PAY-10979,ORD-8469,"$5,686.00",alipay,SUCCESS,10/16/2024
PAY-10980,ORD-10365,12552,alipay,SUCCESS,2026-06-02
PAY-10981,ORD-787,18565,wechat,pending,07-12-2024
PAY-10982,ORD-501,"13,673.00",COD,success,05/14/2025
PAY-10983,ORD-66,"14,589.00",wechat,pending,21-09-2025
PAY-10984,ORD-6027,2539,COD,pending,2026-02-14
PAY-10985,ORD-11634,"$17,774.00",COD,SUCCESS,2025-08-23
PAY-10986,ORD-12755,18134,COD,SUCCESS,2024-04-04
PAY-10987,ORD-1490,10763,card,SUCCESS,18-02-2024
PAY-10988,ORD-12568,1869,COD,SUCCESS,02/08/2025
PAY-10989,ORD-14454,"$5,595.00",alipay,pending,05/23/2024
PAY-10990,ORD-14691,"19,464.00",alipay,pending,08/10/2025
PAY-10991,ORD-3111,10120,COD,SUCCESS,2026-04-07
PAY-10992,ORD-12390,3709,card,pending,03-01-2025
PAY-10993,ORD-9815,"$17,437.00",alipay,success,2024-01-06
PAY-10994,ORD-737,"$5,937.00",wechat,SUCCESS,16-08-2024
PAY-10995,ORD-1670,"2,119.00",COD,pending,2026-07-17
PAY-10996,ORD-14811,"17,555.00",wechat,SUCCESS,10/03/2025
PAY-10997,ORD-12549,17428,wechat,pending,2025-08-05
PAY-10998,ORD-6468,"$15,712.00",alipay,SUCCESS,10/23/2024
PAY-10999,ORD-13992,"$6,196.00",alipay,success,05/23/2024
PAY-11000,ORD-13311,9265,card,pending,2024-09-19
PAY-11001,ORD-7194,"$18,973.00",COD,success,11/19/2025
PAY-11002,ORD-7791,4620,alipay,success,06-08-2025
PAY-11003,ORD-7759,"11,537.00",wechat,SUCCESS,28-03-2024
PAY-11004,ORD-1990,"$7,160.00",COD,SUCCESS,2024-11-19
PAY-11005,ORD-13320,3101,wechat,pending,2025-02-02
PAY-11006,ORD-10151,3797,alipay,failed,08/14/2024
PAY-11007,ORD-9256,"1,570.00",COD,pending,2024-02-11
PAY-11008,ORD-7198,18787,COD,failed,05/24/2024
PAY-11009,ORD-8049,17966,COD,success,2025-04-24
PAY-11010,ORD-1005,14751,card,success,05/11/2024
PAY-11011,ORD-334,"13,811.00",alipay,pending,2025-06-13
PAY-11012,ORD-74,7138,wechat,pending,05-03-2026
PAY-11013,ORD-12473,6635,wechat,success,2026-12-07
PAY-11014,ORD-6273,17459,card,pending,07/18/2025
PAY-11015,ORD-3586,7948,wechat,success,25-02-2025
PAY-11016,ORD-11240,"15,682.00",alipay,SUCCESS,2024-07-05
PAY-11017,ORD-8534,4182,COD,pending,12-07-2025
PAY-11018,ORD-8343,19297,COD,pending,06-02-2024
PAY-11019,ORD-12031,"$15,995.00",card,SUCCESS,2025-07-08
PAY-11020,ORD-12264,"8,590.00",wechat,failed,2025-08-13
PAY-11021,ORD-12249,"15,346.00",alipay,success,2025-01-16
PAY-11022,ORD-13112,3371,COD,pending,2024-08-09
PAY-11023,ORD-1594,"17,656.00",card,success,2024-06-06
PAY-11024,ORD-5549,4029,wechat,SUCCESS,2025-12-05
