shipment_id,order_id,shipped_date,delivered_date,carrier,delivery_days
SH-12606,ORD-2760,2025-08-01,2025-11-26,圆通,7
SH-12607,ORD-6356,06/20/2025,01/28/2025,邮政,2
SH-12608,ORD-521,03-11-2025,02/28/2024,顺丰,3
SH-12609,ORD-2745,01/20/2026,09/19/2026,京东物流,1
SH-12610,ORD-8255,10/18/2025,11/12/2026,圆通,3
SH-12611,ORD-5191,10/09/2025,2025-03-15,京东物流,2
SH-12612,ORD-6163,2025-05-25,2024-02-26,顺丰,6
SH-12613,ORD-2773,15-03-2025,2024-12-02,中通,18
SH-12614,ORD-11439,27-05-2025,2024-11-05,京东物流,4
SH-12615,ORD-1828,27-05-2025,12/27/2026,邮政,2
SH-12616,ORD-8735,16-02-2026,23-02-2026,顺丰,6
SH-12617,ORD-9258,08/04/2024,04/16/2025,邮政,27
SH-12618,ORD-11304,2026-04-06,19-04-2024,中通,3
SH-12619,ORD-14577,10/17/2024,07/01/2026,邮政,5
SH-12620,ORD-303,2026-03-03,12-11-2024,邮政,7
SH-12621,ORD-9022,05/05/2024,2024-03-09,中通,3
SH-12622,ORD-13364,24-09-2026,2026-02-16,京东物流,2
SH-12623,ORD-6586,14-10-2024,2025-08-25,邮政,4
SH-12624,ORD-14728,21-01-2024,19-06-2026,邮政,5
SH-12625,ORD-762,13-05-2025,02/12/2026,邮政,2
SH-12626,ORD-10207,07/13/2024,04/12/2026,圆通,4
SH-12627,ORD-10458,09-12-2026,2024-09-08,京东物流,2
SH-12628,ORD-14575,06/27/2025,2024-11-17,邮政,6
SH-12629,ORD-3766,10/18/2025,2024-07-27,京东物流,4
SH-12630,ORD-14572,2026-10-16,06/04/2025,圆通,5
SH-12631,ORD-10181,2026-11-26,06-03-2026,圆通,7
SH-12632,ORD-902,2025-01-10,03/27/2026,京东物流,1
SH-12633,ORD-9595,2025-03-26,2024-09-10,顺丰,1
SH-12634,ORD-10568,2025-09-05,2025-10-14,邮政,26
SH-12635,ORD-14182,24-08-2024,2024-08-28,京东物流,6
SH-12636,ORD-5855,19-03-2026,2024-04-06,京东物流,7
SH-12637,ORD-7723,2026-05-19,2026-07-01,邮政,6
SH-12638,ORD-7079,2025-09-02,2026-11-26,圆通,6
SH-12639,ORD-4562,2024-11-11,10/14/2025,顺丰,6
SH-12640,ORD-2598,2026-04-24,2026-01-25,京东物流,2
SH-12641,ORD-13680,2024-01-11,09-10-2026,中通,3
SH-12642,ORD-12548,02-07-2026,10-05-2024,京东物流,2
SH-12643,ORD-11844,2024-09-06,02/12/2024,京东物流,1
SH-12644,ORD-7545,2025-07-12,2026-10-19,邮政,6
SH-12645,ORD-355,10/04/2026,2026-08-12,中通,3
SH-12646,ORD-1063,03/19/2026,2024-02-17,邮政,7
SH-12647,ORD-1925,04/12/2024,01/19/2026,中通,15
SH-12648,ORD-6911,02/05/2024,2025-06-05,京东物流,1
SH-12649,ORD-8374,23-02-2024,12/21/2026,圆通,6
SH-12650,ORD-12507,01/10/2026,12-09-2026,中通,5
SH-12651,ORD-5356,2024-02-26,03-12-2025,顺丰,5
SH-12652,ORD-6016,2025-02-10,22-04-2026,京东物流,2
SH-12653,ORD-3977,11/18/2026,07/07/2025,顺丰,6
SH-12654,ORD-11169,2026-07-09,04-11-2024,京东物流,3
SH-12655,ORD-967,12/25/2025,2026-08-05,京东物流,5
SH-12656,ORD-10630,28-07-2024,15-08-2025,圆通,4
SH-12657,ORD-7765,05/06/2026,12/26/2024,顺丰,2
SH-12658,ORD-2203,02-05-2024,2026-04-04,京东物流,3
SH-12659,ORD-14888,2025-04-14,2026-08-18,邮政,3
SH-12660,ORD-12979,25-01-2024,27-03-2024,圆通,6
SH-12661,ORD-86,12/04/2024,2026-10-02,中通,4
SH-12662,ORD-8464,2025-06-04,2024-10-18,京东物流,7
SH-12663,ORD-3084,2025-12-27,2025-04-23,顺丰,26
SH-12664,ORD-3614,11/01/2026,2024-01-17,京东物流,2
SH-12665,ORD-4683,2024-09-09,2025-09-22,京东物流,6
SH-12666,ORD-2906,02/25/2024,2026-06-06,圆通,6
SH-12667,ORD-13372,2025-02-05,2024-08-07,中通,6
SH-12668,ORD-7177,08-12-2024,05/20/2025,中通,6
SH-12669,ORD-9528,2024-09-03,2024-09-11,京东物流,7
SH-12670,ORD-8809,11-01-2026,2026-12-23,中通,2
SH-12671,ORD-4476,02/13/2024,2026-12-07,中通,6
SH-12672,ORD-13292,2026-06-27,2026-09-25,顺丰,4
SH-12673,ORD-1427,2024-10-19,04/19/2026,圆通,16
SH-12674,ORD-3599,17-01-2026,10/05/2026,圆通,7
SH-12675,ORD-6945,04/12/2024,07/17/2025,圆通,5
SH-12676,ORD-2692,14-03-2025,01/09/2025,顺丰,5
SH-12677,ORD-721,22-11-2026,2026-01-04,中通,6
SH-12678,ORD-9397,2025-09-05,2024-06-01,圆通,3
SH-12679,ORD-7230,01-04-2026,2026-01-19,圆通,6
SH-12680,ORD-4433,2024-02-13,17-04-2024,邮政,4
SH-12681,ORD-7729,2026-09-12,2024-04-25,邮政,6
SH-12682,ORD-8040,2026-03-23,2025-12-25,圆通,5
SH-12683,ORD-11316,2024-06-04,06/20/2026,邮政,5
SH-12684,ORD-7559,2025-10-03,03/24/2024,中通,5
SH-12685,ORD-9051,24-04-2025,2024-09-14,圆通,7
SH-12686,ORD-4403,10/24/2026,2025-01-09,中通,1
SH-12687,ORD-3031,2025-04-21,07/07/2025,中通,7
SH-12688,ORD-10149,23-11-2024,2024-10-18,顺丰,10
SH-12689,ORD-1803,02/20/2026,2024-08-08,顺丰,5
SH-12690,ORD-9516,07/27/2025,2026-03-23,邮政,6
SH-12691,ORD-9722,2026-02-27,16-09-2024,顺丰,3
SH-12692,ORD-483,06/03/2026,01-06-2025,邮政,28
SH-12693,ORD-1317,12/24/2025,01-03-2026,京东物流,1
SH-12694,ORD-645,01/04/2025,2026-05-01,邮政,4
SH-12695,ORD-6459,2026-09-18,07/24/2026,邮政,7
SH-12696,ORD-8113,2025-03-03,2025-02-06,京东物流,4
SH-12697,ORD-13495,2024-12-19,2024-02-22,京东物流,4
SH-12698,ORD-177,2025-01-25,2025-05-17,圆通,1
SH-12699,ORD-10320,2025-04-22,2024-11-05,中通,3
SH-12700,ORD-4926,2025-02-06,06/12/2025,京东物流,6
SH-12701,ORD-8827,2024-01-21,2025-12-21,顺丰,18
SH-12702,ORD-9824,2025-10-22,01-08-2025,邮政,2
SH-12703,ORD-11141,2024-02-19,2025-03-22,京东物流,1
SH-12704,ORD-3502,2025-06-17,09/13/2024,京东物流,1
SH-12705,ORD-8551,2025-07-10,04/23/2026,圆通,7
SH-12706,ORD-6355,09/12/2025,2024-06-15,中通,3
SH-12707,ORD-14040,2024-01-12,16-06-2025,京东物流,4
SH-12708,ORD-9493,20-08-2025,2026-04-20,圆通,2
SH-12709,ORD-10538,2025-02-09,09/27/2026,圆通,3
SH-12710,ORD-2030,2026-06-27,2024-09-09,京东物流,5
SH-12711,ORD-5370,2026-03-04,2026-08-27,顺丰,4
SH-12712,ORD-10121,03/17/2026,2024-07-11,邮政,2
SH-12713,ORD-7433,2025-02-28,2024-09-21,圆通,2
SH-12714,ORD-8208,03/11/2025,24-01-2025,圆通,6
SH-12715,ORD-13056,12-08-2026,03/02/2026,圆通,2
SH-12716,ORD-8703,03/28/2025,10/11/2025,京东物流,7
SH-12717,ORD-13021,07/19/2024,2026-10-14,中通,3
SH-12718,ORD-6339,06-09-2025,2024-06-17,圆通,18
SH-12719,ORD-13501,2026-07-21,05/01/2024,邮政,17
SH-12720,ORD-10740,2025-11-25,2025-08-18,京东物流,4
SH-12721,ORD-4259,03/15/2025,01/16/2025,顺丰,7
SH-12722,ORD-2805,04/26/2025,08/24/2025,邮政,4
SH-12723,ORD-11461,2026-02-12,11/11/2026,顺丰,30
SH-12724,ORD-13953,01/24/2026,2025-09-04,京东物流,4
SH-12725,ORD-1,2025-06-17,2025-02-15,邮政,4
SH-12726,ORD-13960,10/27/2025,06-08-2024,邮政,5
SH-12727,ORD-14766,2025-08-09,05/26/2026,圆通,1
SH-12728,ORD-9506,10/20/2025,19-07-2025,京东物流,2
SH-12729,ORD-3590,11/19/2025,2024-12-14,京东物流,1
SH-12730,ORD-4654,06/20/2025,12/14/2025,顺丰,7
SH-12731,ORD-11191,2024-04-12,2025-06-02,顺丰,3
SH-12732,ORD-5531,04/01/2026,05/18/2026,邮政,1
SH-12733,ORD-14494,2025-02-28,2026-08-05,顺丰,5
SH-12734,ORD-2777,2024-01-02,20-07-2024,顺丰,3
SH-12735,ORD-12709,09/17/2026,22-10-2026,邮政,2
SH-12736,ORD-6180,03/22/2025,2026-11-03,京东物流,2
SH-12737,ORD-14998,2026-01-06,2025-01-12,中通,1
SH-12738,ORD-6750,09/18/2024,07-09-2026,中通,6
SH-12739,ORD-6768,04/24/2024,2025-12-08,顺丰,10
SH-12740,ORD-9942,2026-09-04,07/15/2024,京东物流,4
SH-12741,ORD-6160,05/10/2026,2025-06-12,圆通,2
SH-12742,ORD-8781,02/15/2026,2025-09-08,圆通,2
SH-12743,ORD-3642,08-06-2026,04/08/2025,邮政,28
SH-12744,ORD-3170,12/15/2024,09/20/2026,中通,1
SH-12745,ORD-12963,2026-07-06,23-02-2026,京东物流,2
SH-12746,ORD-11378,2026-02-11,2025-07-28,圆通,7
SH-12747,ORD-4450,12/24/2025,2026-05-10,顺丰,3
SH-12748,ORD-11253,2024-07-15,04/06/2026,中通,3
SH-12749,ORD-6034,04/19/2025,2024-03-06,顺丰,3
SH-12750,ORD-11405,09-04-2024,28-10-2024,京东物流,7
SH-12751,ORD-14306,2024-06-25,03/18/2026,中通,3
SH-12752,ORD-2796,25-03-2025,2025-03-04,邮政,1
SH-12753,ORD-3487,10-08-2026,03/14/2026,邮政,7
SH-12754,ORD-4117,05/17/2025,2026-05-10,邮政,6
SH-12755,ORD-927,2026-07-12,06-09-2025,中通,9
SH-12756,ORD-3134,23-10-2025,02/23/2024,顺丰,6
SH-12757,ORD-4128,17-02-2025,19-09-2026,邮政,3
SH-12758,ORD-4315,2026-06-20,2024-04-22,中通,6
SH-12759,ORD-11345,09/07/2024,2026-12-03,邮政,2
SH-12760,ORD-2176,02-10-2026,2026-02-25,顺丰,3
SH-12761,ORD-6688,01/04/2024,24-12-2026,顺丰,1
SH-12762,ORD-912,11/18/2026,2024-07-02,圆通,2
SH-12763,ORD-10827,09/27/2024,07/08/2024,顺丰,3
SH-12764,ORD-14593,02/13/2024,05/04/2024,顺丰,7
SH-12765,ORD-12271,08/02/2026,02/26/2026,圆通,2
SH-12766,ORD-2142,2024-12-06,2024-12-07,中通,4
SH-12767,ORD-11303,03-03-2024,22-01-2024,顺丰,7
SH-12768,ORD-823,2025-08-28,05-02-2025,圆通,7
SH-12769,ORD-8690,2026-06-15,11/07/2024,圆通,18
SH-12770,ORD-8326,12-09-2025,12/04/2024,顺丰,7
SH-12771,ORD-918,2024-01-02,2025-01-13,邮政,2
SH-12772,ORD-2745,2024-06-24,2024-10-22,邮政,7
SH-12773,ORD-2934,04-04-2026,2024-10-13,圆通,2
SH-12774,ORD-12035,2024-05-21,11/04/2024,中通,1
SH-12775,ORD-12066,2025-05-21,2026-12-16,圆通,3
SH-12776,ORD-3014,2024-05-26,18-05-2024,京东物流,1
SH-12777,ORD-6494,26-10-2025,2024-08-19,京东物流,1
SH-12778,ORD-296,07/23/2024,09/04/2024,中通,2
SH-12779,ORD-13738,01/05/2025,2024-11-17,邮政,1
SH-12780,ORD-8504,02/08/2024,04-12-2025,顺丰,5
SH-12781,ORD-11635,2026-10-25,07-02-2025,顺丰,4
SH-12782,ORD-11380,08/28/2026,08/22/2025,邮政,2
SH-12783,ORD-2335,06/18/2025,2026-12-21,顺丰,6
SH-12784,ORD-11145,24-03-2026,2026-07-22,京东物流,6
SH-12785,ORD-9689,04-07-2024,02/15/2024,京东物流,2
SH-12786,ORD-173,2026-08-28,08/16/2024,邮政,7
SH-12787,ORD-11823,09/27/2025,2025-06-02,京东物流,6
SH-12788,ORD-5457,2025-06-20,2024-11-21,中通,4
SH-12789,ORD-6229,2025-05-02,11/02/2026,邮政,2
SH-12790,ORD-8799,03/27/2025,2026-10-06,中通,6
SH-12791,ORD-2242,10/15/2026,08/09/2024,京东物流,4
SH-12792,ORD-1966,2024-06-24,2025-05-28,京东物流,1
SH-12793,ORD-3238,10-01-2026,02/18/2025,中通,3
SH-12794,ORD-3975,28-04-2025,2025-03-21,中通,3
SH-12795,ORD-11717,2025-09-26,10/19/2025,中通,1
SH-12796,ORD-4885,07/01/2025,06/18/2025,京东物流,7
SH-12797,ORD-7663,26-08-2026,02/28/2026,中通,5
SH-12798,ORD-14762,21-10-2026,19-12-2026,京东物流,4
SH-12799,ORD-5199,26-10-2026,08/22/2024,中通,6
SH-12800,ORD-9045,2025-12-14,12/25/2026,顺丰,6
SH-12801,ORD-7928,22-07-2025,2024-06-24,顺丰,6
SH-12802,ORD-6846,2026-11-14,24-07-2025,邮政,1
SH-12803,ORD-14242,16-05-2024,10-02-2026,圆通,4
SH-12804,ORD-13880,2026-08-15,02-01-2025,圆通,4
SH-12805,ORD-6542,2024-01-16,2025-06-20,顺丰,2
SH-12806,ORD-2753,09/11/2024,2025-08-09,京东物流,1
SH-12807,ORD-2848,11/26/2024,2024-07-10,圆通,3
SH-12808,ORD-9916,06/08/2026,2025-02-20,京东物流,6
SH-12809,ORD-13544,2024-01-01,2024-02-17,邮政,7
SH-12810,ORD-10248,07-12-2025,2026-05-02,中通,3
SH-12811,ORD-504,10/16/2024,05-09-2026,邮政,5
SH-12812,ORD-12049,03/14/2026,2025-03-07,京东物流,7
SH-12813,ORD-9853,2025-09-07,07/19/2026,顺丰,26
SH-12814,ORD-11226,07-09-2025,13-06-2025,圆通,1
SH-12815,ORD-10141,2024-10-26,2026-11-05,京东物流,6
SH-12816,ORD-2346,24-05-2024,2026-10-15,邮政,5
SH-12817,ORD-6052,2026-01-24,2026-04-05,中通,2
SH-12818,ORD-3919,2026-09-23,2025-09-16,顺丰,6
SH-12819,ORD-8079,10/27/2025,06/11/2024,中通,5
SH-12820,ORD-14118,08/18/2024,10/18/2024,顺丰,28
SH-12821,ORD-6577,04/18/2026,05/07/2024,中通,2
SH-12822,ORD-12266,03/11/2025,05/01/2026,中通,4
SH-12823,ORD-11914,2025-06-02,02/16/2024,京东物流,26
SH-12824,ORD-8687,02/26/2026,2024-03-23,京东物流,7
SH-12825,ORD-10529,2026-05-15,2026-05-20,顺丰,16
SH-12826,ORD-13937,2024-05-14,11/15/2025,中通,3
SH-12827,ORD-3225,2024-08-09,2025-02-19,中通,2
SH-12828,ORD-1031,07/18/2026,24-01-2025,京东物流,6
SH-12829,ORD-10750,2024-02-23,07/02/2026,邮政,19
SH-12830,ORD-5765,2026-09-05,2024-01-17,邮政,26
SH-12831,ORD-9429,2026-01-06,09/17/2024,京东物流,20
SH-12832,ORD-13415,20-03-2024,2024-08-27,邮政,6
SH-12833,ORD-3256,12/22/2026,12/10/2026,京东物流,3
SH-12834,ORD-14232,2024-02-19,25-08-2026,京东物流,6
SH-12835,ORD-5422,2025-01-12,08/13/2026,邮政,1
SH-12836,ORD-13223,2025-06-13,08/21/2026,圆通,1
SH-12837,ORD-10697,05-10-2024,2025-04-05,邮政,2
SH-12838,ORD-3551,10-01-2024,2026-07-24,圆通,1
SH-12839,ORD-2361,01-03-2025,2024-05-18,圆通,6
SH-12840,ORD-10658,16-08-2026,11/02/2025,中通,1
SH-12841,ORD-3380,07/21/2024,2024-10-16,邮政,3
SH-12842,ORD-7543,13-05-2025,01/25/2025,京东物流,4
SH-12843,ORD-2742,03/27/2024,2024-03-02,中通,2
SH-12844,ORD-737,06/28/2024,2024-08-25,圆通,2
SH-12845,ORD-5390,03/04/2026,01/20/2026,邮政,6
SH-12846,ORD-8575,2026-05-02,21-03-2026,京东物流,9
SH-12847,ORD-11056,08/06/2024,23-05-2025,京东物流,1
SH-12848,ORD-3309,2026-02-07,2025-09-12,中通,23
SH-12849,ORD-6686,2024-02-04,01/09/2025,中通,4
SH-12850,ORD-3341,2024-07-04,2024-06-21,京东物流,6
SH-12851,ORD-9069,01/20/2025,06/23/2025,顺丰,1
SH-12852,ORD-2986,02/27/2025,06/03/2024,中通,4
SH-12853,ORD-11855,24-05-2025,15-11-2024,京东物流,1
SH-12854,ORD-1246,2026-01-11,21-10-2026,中通,3
SH-12855,ORD-14977,2026-02-22,2024-05-09,京东物流,6
SH-12856,ORD-8031,2025-02-23,03/18/2024,京东物流,4
SH-12857,ORD-4273,2025-09-13,2026-11-07,顺丰,3
SH-12858,ORD-1560,15-10-2025,2025-01-03,京东物流,16
SH-12859,ORD-176,2026-02-21,2024-05-08,京东物流,4
SH-12860,ORD-8255,2025-03-05,2026-03-17,顺丰,1
SH-12861,ORD-7591,07/23/2026,08/10/2025,圆通,1
SH-12862,ORD-334,01/09/2025,12/27/2026,邮政,7
SH-12863,ORD-3387,19-10-2024,11/23/2024,京东物流,2
SH-12864,ORD-14802,10-05-2026,07/01/2025,圆通,1
SH-12865,ORD-3668,07/02/2025,22-12-2024,顺丰,4
SH-12866,ORD-5331,2026-04-27,2025-01-28,邮政,1
SH-12867,ORD-14523,10/23/2024,05/05/2025,圆通,6
SH-12868,ORD-14451,2025-06-04,2025-06-03,京东物流,4
SH-12869,ORD-11172,2025-08-23,21-01-2025,顺丰,3
SH-12870,ORD-14435,11/02/2024,10/19/2026,圆通,6
SH-12871,ORD-6181,12/25/2025,21-06-2025,邮政,6
SH-12872,ORD-1097,2025-06-03,2024-08-16,中通,6
SH-12873,ORD-1487,2024-06-08,2026-02-14,京东物流,4
SH-12874,ORD-7126,28-07-2026,05/19/2024,圆通,5
SH-12875,ORD-8618,07-01-2024,13-09-2026,顺丰,5
SH-12876,ORD-1722,12/14/2026,2024-08-25,京东物流,7
SH-12877,ORD-7580,01-10-2026,11/12/2026,邮政,3
SH-12878,ORD-10316,2024-05-10,2025-03-11,中通,1
SH-12879,ORD-12406,10-09-2025,2026-02-10,顺丰,6
SH-12880,ORD-13058,2024-02-11,2024-10-21,京东物流,5
SH-12881,ORD-8149,2026-11-18,2026-06-04,顺丰,2
SH-12882,ORD-7877,11/17/2024,2024-08-26,中通,7
SH-12883,ORD-11154,05/07/2024,2026-02-19,顺丰,11
SH-12884,ORD-10669,21-06-2025,09/28/2025,中通,1
SH-12885,ORD-2576,2024-04-15,01/28/2025,邮政,3
SH-12886,ORD-7404,2024-08-18,2024-05-07,邮政,4
SH-12887,ORD-14110,16-02-2025,2024-05-21,京东物流,7
SH-12888,ORD-6209,06/10/2024,08-06-2025,中通,6
SH-12889,ORD-6238,10/21/2025,04/02/2026,顺丰,1
SH-12890,ORD-3430,07/01/2024,19-03-2025,邮政,6
SH-12891,ORD-10502,04/05/2024,02/04/2025,邮政,7
SH-12892,ORD-13390,14-05-2026,2024-11-08,顺丰,4
SH-12893,ORD-10631,2025-09-20,2025-11-12,圆通,3
SH-12894,ORD-1518,11-05-2026,2026-10-25,京东物流,6
SH-12895,ORD-3863,26-09-2024,19-11-2025,顺丰,2
SH-12896,ORD-13655,2025-02-21,2024-08-13,邮政,3
SH-12897,ORD-12443,09-11-2026,2026-12-16,邮政,1
SH-12898,ORD-248,2026-05-07,2026-04-21,京东物流,3
SH-12899,ORD-4377,2026-05-28,10/25/2024,京东物流,4
SH-12900,ORD-7690,2025-04-04,2024-02-13,邮政,1
SH-12901,ORD-6709,2024-07-18,2025-03-15,京东物流,2
SH-12902,ORD-5770,03/09/2024,25-03-2026,邮政,6
SH-12903,ORD-10497,2026-02-18,2026-09-26,京东物流,5
SH-12904,ORD-6397,09/18/2024,2024-02-10,顺丰,3
SH-12905,ORD-10975,2024-09-15,06/01/2026,圆通,2
SH-12906,ORD-14565,2025-01-12,2026-06-10,京东物流,4
SH-12907,ORD-8705,2026-07-20,2024-06-25,顺丰,3
SH-12908,ORD-6583,2024-03-18,2025-10-23,邮政,7
SH-12909,ORD-7955,03/04/2026,2025-11-24,顺丰,7
SH-12910,ORD-5267,01/26/2026,03/26/2026,顺丰,5
SH-12911,ORD-3733,03-04-2025,25-11-2024,圆通,5
SH-12912,ORD-6061,11/02/2024,2026-06-10,中通,1
SH-12913,ORD-13042,2026-02-25,05-10-2026,圆通,6
SH-12914,ORD-8509,23-12-2025,01/03/2024,中通,6
SH-12915,ORD-5237,03/27/2025,06/14/2025,京东物流,7
SH-12916,ORD-10040,08/20/2024,07-10-2026,圆通,17
SH-12917,ORD-2302,2025-11-22,2026-06-22,顺丰,3
SH-12918,ORD-5254,2025-04-09,2024-03-20,顺丰,2
SH-12919,ORD-6186,12/25/2026,24-08-2026,邮政,2
SH-12920,ORD-4171,06/16/2024,15-03-2025,中通,7
SH-12921,ORD-6454,09/14/2025,2024-05-19,中通,1
SH-12922,ORD-1478,11/14/2025,2024-07-12,邮政,2
SH-12923,ORD-1611,05/14/2026,2026-06-20,中通,2
SH-12924,ORD-9819,2026-02-23,11/20/2026,圆通,3
SH-12925,ORD-3843,2024-10-26,2026-09-15,中通,3
SH-12926,ORD-8711,2025-01-01,15-11-2024,京东物流,5
SH-12927,ORD-14717,2026-07-04,09/06/2025,中通,2
SH-12928,ORD-12507,07-07-2025,2024-06-19,中通,6
SH-12929,ORD-2279,20-04-2025,2024-02-28,中通,22
SH-12930,ORD-4489,2024-10-05,2026-12-06,京东物流,7
SH-12931,ORD-3670,04/01/2024,2026-05-09,邮政,3
SH-12932,ORD-4227,2024-11-07,17-08-2025,顺丰,3
SH-12933,ORD-7204,04/28/2024,05/13/2026,顺丰,7
SH-12934,ORD-9156,2026-10-24,07/10/2025,邮政,3
SH-12935,ORD-9413,14-03-2026,2025-05-18,邮政,2
SH-12936,ORD-11988,06-12-2024,10/02/2024,中通,6
SH-12937,ORD-13395,2026-09-09,03/12/2024,京东物流,4
SH-12938,ORD-4259,2024-05-27,01/24/2026,顺丰,7
SH-12939,ORD-3584,25-10-2025,2025-11-08,京东物流,10
SH-12940,ORD-7713,03/02/2025,05-01-2024,中通,5
SH-12941,ORD-10665,2025-02-14,2026-08-06,圆通,1
SH-12942,ORD-6060,2025-11-06,01/22/2026,圆通,7
SH-12943,ORD-2326,05-08-2025,2024-08-17,圆通,1
SH-12944,ORD-7078,05-02-2024,2024-10-16,中通,2
SH-12945,ORD-413,25-09-2024,2025-10-18,邮政,3
SH-12946,ORD-6830,2025-08-17,2025-12-26,京东物流,2
SH-12947,ORD-8299,2024-05-19,2024-08-05,中通,18
SH-12948,ORD-12093,25-12-2024,06/17/2026,京东物流,1
SH-12949,ORD-6764,2026-09-05,2024-02-22,圆通,3
SH-12950,ORD-12556,2024-12-16,2026-12-01,邮政,3
SH-12951,ORD-11917,2024-09-21,06/06/2024,顺丰,2
SH-12952,ORD-13760,2026-05-10,12-11-2025,邮政,24
SH-12953,ORD-11163,2025-07-28,05/12/2024,圆通,2
SH-12954,ORD-3297,04-01-2026,2024-05-05,邮政,4
SH-12955,ORD-4930,2024-09-02,06-05-2024,顺丰,4
SH-12956,ORD-119,2026-03-08,2026-02-11,中通,6
SH-12957,ORD-14203,04-01-2024,01/18/2024,邮政,1
SH-12958,ORD-2954,2025-12-16,2026-02-18,圆通,7
SH-12959,ORD-10509,16-02-2024,2024-06-04,邮政,7
SH-12960,ORD-10592,2025-06-24,2025-01-21,中通,3
SH-12961,ORD-11071,2025-05-01,03/25/2025,中通,23
SH-12962,ORD-8395,2024-02-13,2026-09-15,京东物流,7
SH-12963,ORD-13444,05/08/2024,2025-11-15,顺丰,4
SH-12964,ORD-3606,02/05/2024,2026-03-03,圆通,3
SH-12965,ORD-5086,23-04-2025,2025-08-05,中通,5
SH-12966,ORD-5123,2026-05-13,2024-07-08,邮政,1
SH-12967,ORD-8024,01/27/2024,12-12-2026,京东物流,4
SH-12968,ORD-4846,06/23/2026,2025-09-23,邮政,3
SH-12969,ORD-14209,2026-07-04,2024-05-06,中通,6
SH-12970,ORD-607,2026-12-12,08/18/2025,圆通,7
SH-12971,ORD-7573,10/26/2026,11/15/2024,邮政,7
SH-12972,ORD-6422,2024-04-25,14-03-2026,中通,6
SH-12973,ORD-13393,2024-01-27,2026-08-19,圆通,7
SH-12974,ORD-720,2026-09-22,2024-05-02,京东物流,7
SH-12975,ORD-11875,2025-10-21,2024-02-04,圆通,7
SH-12976,ORD-8723,2024-09-06,2025-01-09,京东物流,6
SH-12977,ORD-11836,2024-09-22,2026-03-19,顺丰,7
SH-12978,ORD-14697,28-03-2026,2026-02-11,邮政,7
SH-12979,ORD-11574,2026-01-06,2024-06-02,中通,6
SH-12980,ORD-3471,2024-01-01,13-03-2026,圆通,6
SH-12981,ORD-3192,03/25/2026,2024-09-17,邮政,1
SH-12982,ORD-7200,2025-08-05,24-07-2024,顺丰,3
SH-12983,ORD-5793,2024-04-23,10/11/2025,京东物流,2
SH-12984,ORD-13395,02/01/2026,2025-06-08,邮政,7
SH-12985,ORD-7843,04-09-2025,2024-04-02,顺丰,2
SH-12986,ORD-11209,05/22/2024,2024-03-09,圆通,2
SH-12987,ORD-5397,07/08/2025,18-05-2026,顺丰,1
SH-12988,ORD-9542,2024-09-11,01/24/2025,中通,2
SH-12989,ORD-4619,2026-02-14,05/03/2026,邮政,5
SH-12990,ORD-8434,2026-04-13,11-07-2025,圆通,7
SH-12991,ORD-2673,03/26/2026,2024-04-19,中通,4
SH-12992,ORD-660,2026-08-08,2026-08-06,圆通,4
SH-12993,ORD-12657,2025-12-09,26-04-2026,顺丰,4
SH-12994,ORD-14293,11-01-2026,11-04-2025,中通,7
SH-12995,ORD-14032,03/24/2026,2025-05-24,顺丰,2
SH-12996,ORD-13199,2026-11-11,28-03-2025,圆通,1
SH-12997,ORD-250,07/08/2026,2024-11-19,邮政,7
SH-12998,ORD-4063,2026-02-06,10/03/2024,邮政,6
SH-12999,ORD-8026,27-03-2026,22-10-2025,京东物流,7
SH-13000,ORD-6116,21-07-2025,2024-08-01,邮政,5
SH-13001,ORD-7171,01-11-2026,2025-01-04,圆通,2
SH-13002,ORD-13243,2024-01-15,2024-07-13,圆通,2
SH-13003,ORD-6140,2026-04-18,2025-11-02,圆通,2
SH-13004,ORD-4067,27-03-2026,08-01-2025,京东物流,3
SH-13005,ORD-13839,2024-03-20,2024-07-24,圆通,4
SH-13006,ORD-5297,2026-06-05,2025-02-19,邮政,3
SH-13007,ORD-9694,11-12-2024,20-05-2026,圆通,18
SH-13008,ORD-4654,2025-11-24,2024-03-17,顺丰,3
SH-13009,ORD-6773,2026-02-05,2025-01-10,顺丰,3
SH-13010,ORD-12290,2024-08-13,2025-08-02,中通,2
SH-13011,ORD-4382,2025-01-26,03-01-2025,顺丰,5
SH-13012,ORD-10573,2026-06-17,2026-03-17,圆通,8
SH-13013,ORD-9124,11/07/2026,2024-05-19,中通,2
SH-13014,ORD-7341,04-05-2025,03/18/2024,邮政,1
SH-13015,ORD-11776,02/04/2026,2026-01-07,邮政,2
SH-13016,ORD-369,2026-10-18,2025-11-26,圆通,12
SH-13017,ORD-10386,11/25/2024,01/05/2024,顺丰,4
SH-13018,ORD-2587,10/27/2026,12/09/2025,中通,1
SH-13019,ORD-12951,07/02/2025,09-08-2024,中通,3
SH-13020,ORD-6831,2026-07-16,12-10-2025,顺丰,2
SH-13021,ORD-1310,05/21/2025,08/03/2024,京东物流,2
SH-13022,ORD-3438,01-10-2024,23-11-2026,京东物流,1
SH-13023,ORD-13005,14-03-2026,2026-12-24,圆通,6
SH-13024,ORD-12801,09/16/2024,2025-02-06,中通,12
SH-13025,ORD-14261,2024-02-10,2026-03-20,邮政,7
SH-13026,ORD-4663,2026-06-17,04/12/2024,京东物流,6
