shipment_id,supplier_id,part_number,quantity,unit_cost,order_date,arrival_date,lead_time_days
SHIP-1029,MFG-194,PN-5929,12,85,15-01-2021,04-12-2022,10
SHIP-1030,MFG-6,PN-4344,23,"27,32",07/25/2020,2020-11-18,12
SHIP-1031,MFG-27,PN-4540,144,59,2023-08-06,2021-02-08,10
SHIP-1032,MFG-33,PN-4215,109,74.78,2023-09-05,2022-02-12,11
SHIP-1033,MFG-75,PN-9649,174,58.1,21-02-2023,2020-08-01,6
SHIP-1034,MFG-75,PN-5390,59,57,14-11-2020,2022-08-15,8
SHIP-1035,MFG-111,PN-7967,37,"33,05",2020-12-09,2024-07-24,29
SHIP-1036,MFG-86,PN-6546,200,"17,04",19-05-2020,08/22/2022,4
SHIP-1037,MFG-200,PN-3251,120,15.86,2024-05-10,09/04/2021,3
SHIP-1038,MFG-128,PN-9040,164,54,2022-09-14,2021-01-18,22
SHIP-1039,MFG-141,PN-2017,173,"94,28",2023-03-03,2020-01-11,21
SHIP-1040,MFG-172,PN-7883,34,41.16,02/08/2022,06/26/2021,9
SHIP-1041,MFG-43,PN-2609,15,37,2022-04-05,2020-02-07,26
SHIP-1042,MFG-36,PN-9655,64,96.49,2021-06-10,2021-12-07,5
SHIP-1043,MFG-73,PN-2475,187,"19,07",2024-12-13,27-10-2020,27
SHIP-1044,MFG-33,PN-2829,11,90.87,23-05-2023,2022-10-02,36
SHIP-1045,MFG-172,PN-6709,48,88,23-09-2022,02/03/2022,7
SHIP-1046,MFG-8,PN-4073,170,65.58,2021-02-01,2024-08-16,26
SHIP-1047,MFG-19,PN-2265,47,26,07/17/2022,03/12/2022,5
SHIP-1048,MFG-136,PN-6096,57,26,24-12-2023,2022-12-07,27
SHIP-1049,MFG-178,PN-9755,94,"78,68",16-02-2020,2024-10-12,30
SHIP-1050,MFG-40,PN-5599,24,33,09/27/2024,2022-07-03,17
SHIP-1051,MFG-34,PN-1641,165,81.24,2023-06-16,05/05/2021,4
SHIP-1052,MFG-63,PN-5528,120,35.93,02/04/2021,21-12-2022,10
SHIP-1053,MFG-163,PN-2439,80,89,19-12-2022,18-12-2021,18
SHIP-1054,MFG-61,PN-3721,159,"91,7",11/27/2022,22-09-2021,8
SHIP-1055,MFG-146,PN-7563,69,87.02,24-08-2024,2022-11-24,15
SHIP-1056,MFG-117,PN-6912,15,"62,79",2020-07-27,2020-04-13,28
SHIP-1057,MFG-46,PN-4669,65,36.39,01/12/2020,01/11/2020,23
SHIP-1058,MFG-92,PN-1199,22,61.88,12/21/2020,09/12/2024,4
SHIP-1059,MFG-87,PN-7056,146,52.06,25-02-2021,2022-12-09,18
SHIP-1060,MFG-137,PN-7273,155,14.55,2020-03-28,2023-12-26,27
SHIP-1061,MFG-176,PN-4768,28,"54,38",11/19/2024,2021-07-08,29
SHIP-1062,MFG-71,PN-1722,107,25.29,2023-05-28,2022-08-26,8
SHIP-1063,MFG-100,PN-1517,177,6,2024-08-13,19-02-2022,2
SHIP-1064,MFG-107,PN-4766,121,65.4,06/13/2021,09/04/2022,9
SHIP-1065,MFG-167,PN-1596,81,90.49,2020-05-28,11/01/2022,5
SHIP-1066,MFG-156,PN-9443,123,34.61,2023-12-21,17-02-2020,3
SHIP-1067,MFG-10,PN-1146,79,91.41,2021-08-27,2023-01-09,9
SHIP-1068,MFG-73,PN-1050,148,79.53,06/22/2023,2020-06-01,12
SHIP-1069,MFG-122,PN-7093,154,43,02/21/2022,2023-08-03,16
SHIP-1070,MFG-131,PN-6823,90,19.34,11/17/2024,2024-04-12,6
SHIP-1071,MFG-70,PN-6307,15,58,2024-05-10,2021-04-06,27
SHIP-1072,MFG-164,PN-2890,57,84.2,06/11/2021,2020-10-22,17
SHIP-1073,MFG-153,PN-8217,30,31,2022-05-28,10/25/2020,22
SHIP-1074,MFG-160,PN-8889,94,41.63,19-11-2024,03/15/2024,28
SHIP-1075,MFG-92,PN-6198,130,82.02,07/17/2022,11/19/2023,30
SHIP-1076,MFG-63,PN-1766,20,16.18,2024-02-06,28-02-2021,17
SHIP-1077,MFG-192,PN-8566,39,62.39,03/25/2020,10-10-2021,29
SHIP-1078,MFG-138,PN-5063,56,87.86,2023-02-13,28-11-2020,27
SHIP-1079,MFG-61,PN-4461,82,6.94,21-11-2022,2021-01-16,13
SHIP-1080,MFG-27,PN-7527,73,26.07,04/07/2022,11/16/2021,9
SHIP-1081,MFG-11,PN-4375,184,8.24,06/12/2022,2022-06-24,28
SHIP-1082,MFG-87,PN-1101,111,54,08/02/2021,2023-09-23,12
SHIP-1083,MFG-63,PN-4849,91,64.46,2020-11-24,2022-03-09,30
SHIP-1084,MFG-87,PN-4680,96,26.99,05/04/2020,11/22/2022,11
SHIP-1085,MFG-142,PN-6295,174,51,2023-05-19,2021-07-04,18
SHIP-1086,MFG-104,PN-7950,83,68,08/12/2022,11/10/2023,15
SHIP-1087,MFG-135,PN-8426,147,25.02,2022-01-27,07/05/2021,55
SHIP-1088,MFG-111,PN-2451,78,21.62,2023-03-27,12/15/2023,15
SHIP-1089,MFG-60,PN-2208,174,67.74,23-09-2023,17-06-2024,8
SHIP-1090,MFG-99,PN-6012,54,47.39,06-02-2023,2022-02-24,7
SHIP-1091,MFG-113,PN-6470,32,54.14,2020-08-24,24-03-2023,10
SHIP-1092,MFG-128,PN-8062,103,84.42,2023-10-14,04/01/2024,8
SHIP-1093,MFG-99,PN-6516,45,"84,69",2023-10-12,05/17/2021,21
SHIP-1094,MFG-159,PN-6064,197,73,07/23/2020,05/16/2020,9
SHIP-1095,MFG-23,PN-3127,128,17.85,2021-05-21,2023-07-06,3
SHIP-1096,MFG-76,PN-5854,90,51.6,2022-10-05,21-03-2024,17
SHIP-1097,MFG-28,PN-1090,32,70.69,2021-02-07,2021-08-25,21
SHIP-1098,MFG-189,PN-9481,132,"27,66",2021-05-18,07/06/2024,68
SHIP-1099,MFG-195,PN-5477,6,66.41,2021-09-17,2024-10-02,13
SHIP-1100,MFG-116,PN-5738,82,53.15,2023-08-16,12-01-2022,23
SHIP-1101,MFG-24,PN-3530,149,25,2020-11-14,14-11-2023,49
SHIP-1102,MFG-192,PN-7211,112,48.55,2024-10-04,2024-08-25,2
SHIP-1103,MFG-66,PN-9089,178,41.41,12/17/2023,12/27/2021,9
SHIP-1104,MFG-161,PN-4756,175,67,2022-08-18,17-04-2023,26
SHIP-1105,MFG-87,PN-6561,29,56.08,03-12-2020,08-10-2020,5
SHIP-1106,MFG-88,PN-3746,170,"87,76",02/20/2023,07-08-2023,6
SHIP-1107,MFG-64,PN-5051,175,99.19,10-01-2024,09-12-2020,22
SHIP-1108,MFG-161,PN-2296,99,38.57,01-07-2020,27-08-2022,18
SHIP-1109,MFG-16,PN-4569,83,67,2022-12-22,2023-03-06,36
SHIP-1110,MFG-94,PN-9894,167,4,2021-03-24,2023-04-27,17
SHIP-1111,MFG-189,PN-7789,5,72,02/22/2023,12/20/2021,23
SHIP-1112,MFG-39,PN-9274,105,55.42,2021-07-28,2020-08-02,27
SHIP-1113,MFG-143,PN-7121,68,36,2020-04-08,06/09/2024,49
SHIP-1114,MFG-75,PN-9439,106,60.12,2021-06-17,2024-05-06,24
SHIP-1115,MFG-179,PN-5452,188,21,2024-04-12,2024-05-09,28
SHIP-1116,MFG-126,PN-7394,136,14.54,2020-06-06,11-06-2020,13
SHIP-1117,MFG-7,PN-3560,159,47.8,02/25/2023,02/14/2024,12
SHIP-1118,MFG-134,PN-2392,142,19.17,2024-08-07,01-11-2022,13
SHIP-1119,MFG-182,PN-2576,53,77.24,2023-01-03,2023-06-27,8
SHIP-1120,MFG-157,PN-2129,38,100.82,27-08-2024,2023-12-24,22
SHIP-1121,MFG-40,PN-7237,133,30.06,06-08-2024,2021-08-05,2
SHIP-1122,MFG-125,PN-9260,17,35,2024-12-03,2020-05-20,26
SHIP-1123,MFG-42,PN-7135,165,38.31,2021-04-12,2024-01-15,1
SHIP-1124,MFG-10,PN-7832,191,35.74,2023-07-22,02-10-2024,30
SHIP-1125,MFG-93,PN-5616,161,"81,02",2022-01-01,21-04-2024,14
SHIP-1126,MFG-115,PN-3772,1,"17,52",02-05-2021,2020-06-13,68
SHIP-1127,MFG-171,PN-8292,197,17.36,17-07-2020,2022-05-12,22
SHIP-1128,MFG-145,PN-5547,166,34,06/12/2024,09-08-2023,26
SHIP-1129,MFG-25,PN-5807,188,19.96,01/09/2022,2020-09-23,1
SHIP-1130,MFG-82,PN-7736,39,37,06/27/2022,04/22/2020,21
SHIP-1131,MFG-90,PN-4931,198,"60,48",2020-03-19,2020-07-14,20
SHIP-1132,MFG-178,PN-5749,111,15.59,2020-03-04,05/24/2023,3
SHIP-1133,MFG-60,PN-2499,30,61.91,2022-12-04,2023-09-10,28
SHIP-1134,MFG-62,PN-8218,137,92,09-05-2020,2020-09-24,26
SHIP-1135,MFG-178,PN-1172,3,3,05/13/2024,2020-04-28,16
SHIP-1136,MFG-136,PN-4915,92,"21,36",2022-06-11,15-02-2020,1
SHIP-1137,MFG-144,PN-9466,85,63,2024-03-22,11/11/2020,2
SHIP-1138,MFG-125,PN-1761,81,58.55,2024-10-05,2023-08-10,15
SHIP-1139,MFG-59,PN-4921,157,55,2023-01-26,2021-11-03,6
SHIP-1140,MFG-185,PN-2273,190,18.66,2023-08-08,27-01-2020,1
SHIP-1141,MFG-176,PN-2928,3,"96,57",2023-05-17,2024-01-24,15
SHIP-1142,MFG-21,PN-3237,51,"66,89",19-10-2023,10-04-2022,23
SHIP-1143,MFG-45,PN-6538,71,42.27,2020-05-08,2023-03-25,47
SHIP-1144,MFG-194,PN-4831,110,"31,22",13-10-2022,02/06/2023,46
SHIP-1145,MFG-91,PN-1614,141,89.79,15-08-2024,2022-08-06,36
SHIP-1146,MFG-135,PN-3508,157,71.83,11/16/2020,2022-04-22,27
SHIP-1147,MFG-69,PN-9240,30,15,20-09-2024,2022-12-03,28
SHIP-1148,MFG-147,PN-9963,98,"47,02",2021-12-19,04-03-2020,16
SHIP-1149,MFG-48,PN-5660,139,54,2024-09-03,02/03/2023,7
SHIP-1150,MFG-115,PN-8342,93,85.83,2024-11-01,08/11/2022,11
SHIP-1151,MFG-101,PN-2173,186,44,02/22/2024,07/21/2020,4
SHIP-1152,MFG-180,PN-5183,102,89,03/15/2024,2021-03-20,29
SHIP-1153,MFG-197,PN-2113,150,100.7,05/05/2020,2020-03-16,27
SHIP-1154,MFG-133,PN-1694,141,14,09-05-2024,2023-07-04,23
SHIP-1155,MFG-111,PN-1178,13,91.6,2021-05-15,01-08-2021,9
SHIP-1156,MFG-57,PN-4949,151,87.14,16-05-2024,2021-10-28,29
SHIP-1157,MFG-194,PN-8782,12,"47,97",05-02-2020,19-01-2021,17
SHIP-1158,MFG-42,PN-8127,65,76,2021-01-21,2022-06-20,8
SHIP-1159,MFG-184,PN-6740,88,3,2020-04-08,14-07-2021,6
SHIP-1160,MFG-123,PN-2636,154,15.12,2022-11-09,2024-06-15,21
SHIP-1161,MFG-94,PN-6112,132,25,2020-12-21,01/23/2024,4
SHIP-1162,MFG-41,PN-9646,51,"56,05",2022-10-23,2022-04-23,18
SHIP-1163,MFG-150,PN-5147,80,66,21-05-2024,2024-08-22,3
SHIP-1164,MFG-72,PN-4351,104,22.03,09/04/2022,25-04-2023,22
SHIP-1165,MFG-18,PN-5670,67,"79,02",06/07/2024,2021-09-04,19
SHIP-1166,MFG-52,PN-7017,56,81.33,24-03-2022,2020-11-07,13
SHIP-1167,MFG-160,PN-2420,100,55.36,2023-10-14,13-02-2023,30
SHIP-1168,MFG-22,PN-4137,74,57,12/09/2024,2022-10-06,2
SHIP-1169,MFG-27,PN-4848,55,81.53,06-04-2023,2021-08-09,10
SHIP-1170,MFG-172,PN-7442,108,45.44,08/11/2022,2023-09-14,20
SHIP-1171,MFG-76,PN-5252,40,68,2024-07-24,2023-02-05,12
SHIP-1172,MFG-44,PN-6593,50,43,08/04/2024,2020-02-11,2
SHIP-1173,MFG-31,PN-5740,76,24.49,12/27/2024,10/19/2020,30
SHIP-1174,MFG-168,PN-5825,28,26,2023-06-11,23-06-2023,2
SHIP-1175,MFG-39,PN-3602,56,"57,66",2024-12-25,2020-07-11,1
SHIP-1176,MFG-23,PN-6498,26,28,2020-11-22,2022-10-27,26
SHIP-1177,MFG-44,PN-1169,72,"49,21",2024-08-20,08-05-2024,32
SHIP-1178,MFG-79,PN-9037,177,"81,97",11/19/2024,2021-05-02,16
SHIP-1179,MFG-35,PN-9507,123,21,2023-10-24,2022-10-16,6
SHIP-1180,MFG-104,PN-1108,178,"95,93",2021-10-11,2021-10-17,22
SHIP-1181,MFG-118,PN-9447,155,26.32,11/18/2021,2020-08-01,14
SHIP-1182,MFG-162,PN-8385,61,"85,3",03-07-2024,2020-09-07,24
SHIP-1183,MFG-8,PN-1880,69,"82,64",26-02-2021,12/11/2022,23
SHIP-1184,MFG-159,PN-3246,50,"66,59",10/05/2022,2023-04-11,15
SHIP-1185,MFG-187,PN-1082,8,79,2022-12-05,15-01-2021,18
SHIP-1186,MFG-195,PN-2929,76,100,27-06-2020,12/07/2023,20
SHIP-1187,MFG-72,PN-3568,122,46,09/06/2024,18-01-2024,14
SHIP-1188,MFG-107,PN-3469,183,100.68,07/18/2021,21-05-2021,11
SHIP-1189,MFG-50,PN-4998,76,80.7,2022-08-26,2023-09-06,12
SHIP-1190,MFG-62,PN-8361,60,76,12/24/2021,04-05-2023,4
SHIP-1191,MFG-195,PN-1739,96,77,01-07-2021,2020-07-11,12
SHIP-1192,MFG-152,PN-2867,35,80,03/19/2023,08-12-2022,24
SHIP-1193,MFG-160,PN-9416,177,41.06,04/20/2023,2022-04-03,32
SHIP-1194,MFG-61,PN-1646,185,65.42,06/19/2023,2020-01-16,26
SHIP-1195,MFG-170,PN-6659,62,71.14,05/20/2023,10/28/2023,5
SHIP-1196,MFG-161,PN-2619,129,69.88,2024-05-08,21-08-2024,25
SHIP-1197,MFG-5,PN-7862,75,26,2024-12-05,14-05-2023,1
SHIP-1198,MFG-29,PN-2439,174,2.3,2024-09-18,26-08-2022,25
SHIP-1199,MFG-87,PN-7165,79,33,03/27/2021,2023-06-19,2
SHIP-1200,MFG-155,PN-8637,124,"58,33",10-05-2023,02/22/2021,3
SHIP-1201,MFG-28,PN-5800,136,"56,03",14-02-2023,06/22/2020,19
SHIP-1202,MFG-138,PN-7889,79,89.5,2021-03-09,05/12/2024,10
SHIP-1203,MFG-14,PN-8265,152,6,2024-08-04,2022-08-24,65
SHIP-1204,MFG-192,PN-5503,32,99.39,06-05-2023,2021-07-11,62
SHIP-1205,MFG-155,PN-7063,172,43.33,2021-06-04,2022-01-20,26
SHIP-1206,MFG-39,PN-4661,155,"94,61",2022-10-08,2023-11-27,16
SHIP-1207,MFG-182,PN-4393,82,40.67,01/23/2021,26-11-2021,9
SHIP-1208,MFG-80,PN-9423,58,32.46,10/12/2021,2024-04-09,2
SHIP-1209,MFG-139,PN-4096,51,52,2021-03-06,2022-01-25,58
SHIP-1210,MFG-163,PN-2273,152,6,13-06-2024,2023-04-21,20
SHIP-1211,MFG-62,PN-2266,104,60,2021-08-15,2020-10-09,10
SHIP-1212,MFG-34,PN-5071,22,52,2024-10-01,02/08/2023,1
SHIP-1213,MFG-74,PN-4199,132,62.12,2022-08-09,01/07/2020,23
SHIP-1214,MFG-51,PN-3439,66,67.94,02/24/2020,07/15/2021,15
SHIP-1215,MFG-75,PN-7809,170,"76,8",09/19/2023,27-09-2022,30
SHIP-1216,MFG-60,PN-9321,179,15.52,2020-04-21,2021-10-16,7
SHIP-1217,MFG-188,PN-6919,99,75.02,06/22/2021,2023-10-11,59
SHIP-1218,MFG-142,PN-9727,127,"91,37",05/14/2023,10/02/2024,19
SHIP-1219,MFG-105,PN-2798,11,19.47,11/13/2023,09/14/2024,28
SHIP-1220,MFG-125,PN-8298,146,61,13-05-2020,2020-09-28,11
SHIP-1221,MFG-141,PN-3845,70,28.02,2024-12-15,2024-11-04,19
SHIP-1222,MFG-189,PN-8440,152,57.26,08-12-2024,02/07/2021,2
SHIP-1223,MFG-14,PN-3207,103,31.41,2024-09-18,2020-06-28,11
SHIP-1224,MFG-44,PN-3692,148,61.69,10/06/2021,2020-11-13,24
SHIP-1225,MFG-61,PN-6085,157,87.75,07/17/2022,11/17/2023,12
SHIP-1226,MFG-58,PN-3507,31,17.26,2023-10-09,2023-07-02,11
SHIP-1227,MFG-18,PN-5685,22,"34,96",2024-01-09,2022-09-14,7
SHIP-1228,MFG-13,PN-8250,151,72.89,2021-09-07,11/19/2023,1
SHIP-1229,MFG-89,PN-3991,101,84.12,01-06-2023,06/20/2020,9
SHIP-1230,MFG-31,PN-4884,199,79.55,07/04/2024,01/20/2021,23
SHIP-1231,MFG-183,PN-7272,149,15,2022-09-17,2020-03-03,23
SHIP-1232,MFG-30,PN-7327,101,94,2024-01-04,02/05/2022,24
SHIP-1233,MFG-37,PN-5117,172,41,2020-05-11,05/20/2022,57
SHIP-1234,MFG-119,PN-4906,200,"75,94",06/25/2020,2022-11-18,27
SHIP-1235,MFG-106,PN-5952,59,101,2023-12-11,2020-10-23,2
SHIP-1236,MFG-73,PN-1869,20,23,11/17/2024,09/22/2021,9
SHIP-1237,MFG-19,PN-4941,69,97,27-03-2021,2023-04-01,8
SHIP-1238,MFG-127,PN-3453,114,"49,13",12-04-2024,21-03-2022,24
SHIP-1239,MFG-79,PN-2766,57,38.81,05/04/2022,11/01/2022,13
SHIP-1240,MFG-1,PN-1272,20,"22,7",2020-10-23,2022-08-09,6
SHIP-1241,MFG-93,PN-7274,85,90.83,2022-08-07,04/27/2023,22
SHIP-1242,MFG-129,PN-7794,88,95.41,2024-04-27,2024-07-06,38
SHIP-1243,MFG-17,PN-9157,131,92.39,2022-01-23,2022-08-13,17
SHIP-1244,MFG-73,PN-8328,179,20.38,2020-08-10,2021-08-24,20
SHIP-1245,MFG-172,PN-4714,92,7.16,19-05-2024,2023-07-03,25
SHIP-1246,MFG-5,PN-3943,50,"55,75",12/14/2023,2024-02-21,6
SHIP-1247,MFG-181,PN-3595,19,"37,88",04/26/2023,01/10/2024,6
SHIP-1248,MFG-64,PN-2261,6,"76,54",2020-11-08,2024-03-11,2
SHIP-1249,MFG-121,PN-5217,146,29.56,2024-06-11,2023-09-21,7
SHIP-1250,MFG-101,PN-9059,142,48,04/11/2021,2021-11-16,1
SHIP-1251,MFG-197,PN-4941,45,23.49,06/19/2023,2023-09-14,13
SHIP-1252,MFG-92,PN-5928,126,87.05,2022-12-15,2020-12-03,58
SHIP-1253,MFG-45,PN-6584,99,"92,12",11/02/2022,2021-03-21,18
SHIP-1254,MFG-123,PN-3075,97,"60,86",23-06-2022,2020-02-04,15
SHIP-1255,MFG-59,PN-7919,90,"22,8",08/16/2022,11/19/2023,44
SHIP-1256,MFG-101,PN-5736,106,27.19,2023-11-18,2022-08-02,24
SHIP-1257,MFG-58,PN-2805,72,"17,42",2023-01-16,2022-12-21,17
SHIP-1258,MFG-82,PN-1483,180,88.84,2022-05-17,2020-02-07,18
SHIP-1259,MFG-58,PN-3812,77,4.11,10/10/2024,2021-12-24,26
SHIP-1260,MFG-77,PN-6084,46,"67,48",2024-08-21,08/18/2024,52
SHIP-1261,MFG-63,PN-9479,185,35.69,19-11-2020,13-11-2020,3
SHIP-1262,MFG-200,PN-2062,4,37.47,2022-12-04,2021-07-05,17
SHIP-1263,MFG-17,PN-6297,104,56,2020-10-27,2024-09-02,22
SHIP-1264,MFG-21,PN-3615,59,"59,87",02/09/2021,17-11-2023,24
SHIP-1265,MFG-68,PN-1432,67,68.8,02/24/2024,2021-01-04,7
SHIP-1266,MFG-106,PN-8663,57,89.94,2020-03-10,19-05-2020,42
SHIP-1267,MFG-200,PN-7526,144,80,2020-04-03,2020-11-14,19
SHIP-1268,MFG-42,PN-3549,132,42.74,2024-03-12,2021-08-12,20
SHIP-1269,MFG-176,PN-6031,20,13.69,08/20/2022,2022-10-17,57
SHIP-1270,MFG-163,PN-5141,97,55.56,2022-05-14,2021-06-14,21
SHIP-1271,MFG-21,PN-2896,45,19.92,01-01-2023,2022-04-03,1
SHIP-1272,MFG-103,PN-7655,127,72,11/04/2024,2022-11-15,8
SHIP-1273,MFG-120,PN-1903,21,76.88,05/19/2020,22-02-2020,20
SHIP-1274,MFG-125,PN-3313,40,58.37,2023-08-15,12/16/2020,21
SHIP-1275,MFG-200,PN-6987,170,76,11-10-2021,07/10/2024,24
SHIP-1276,MFG-14,PN-5463,114,"52,6",01-06-2023,2024-09-13,30
SHIP-1277,MFG-37,PN-7814,84,93,2020-08-07,2023-06-05,17
SHIP-1278,MFG-33,PN-7479,131,29,2022-12-22,19-11-2021,2
SHIP-1279,MFG-162,PN-7821,189,18.12,09-03-2021,2020-08-05,20
SHIP-1280,MFG-82,PN-5163,9,3,10/10/2022,2022-12-20,1
SHIP-1281,MFG-9,PN-8248,91,15.39,22-12-2021,23-06-2024,10
SHIP-1282,MFG-76,PN-4830,54,88.87,2023-01-05,26-04-2023,20
SHIP-1283,MFG-188,PN-8296,52,41.81,2023-01-04,2020-06-27,26
SHIP-1284,MFG-104,PN-3837,5,20.14,2021-02-23,06/25/2020,3
SHIP-1285,MFG-139,PN-3943,22,62.81,10-12-2023,2021-01-18,25
SHIP-1286,MFG-121,PN-3525,70,15.41,2022-12-04,2021-02-23,5
SHIP-1287,MFG-198,PN-5043,73,36.01,01/13/2021,2023-01-17,27
SHIP-1288,MFG-190,PN-7608,25,43,26-12-2024,2022-08-15,15
SHIP-1289,MFG-163,PN-1463,8,95,04/15/2020,2020-01-25,14
SHIP-1290,MFG-44,PN-2960,198,94,2021-04-28,02-07-2023,33
SHIP-1291,MFG-28,PN-4821,2,89,2023-10-02,08/08/2023,17
SHIP-1292,MFG-199,PN-2190,161,95,2022-01-07,24-03-2023,2
SHIP-1293,MFG-51,PN-3762,174,60,10/05/2021,2023-10-09,7
SHIP-1294,MFG-20,PN-6043,153,3.16,2024-06-16,21-02-2023,27
SHIP-1295,MFG-135,PN-5992,3,"11,65",04/01/2020,2020-02-08,27
SHIP-1296,MFG-137,PN-7054,197,50,2022-12-07,2020-04-13,23
SHIP-1297,MFG-8,PN-6443,179,"19,31",14-11-2023,2024-11-28,24
SHIP-1298,MFG-140,PN-6407,128,43.16,20-06-2020,2024-09-21,44
SHIP-1299,MFG-77,PN-5663,96,30,12-01-2024,06/07/2020,30
SHIP-1300,MFG-29,PN-4157,149,"35,61",10-09-2022,2023-08-18,16
SHIP-1301,MFG-101,PN-2830,77,"89,3",2020-06-01,07-06-2024,3
SHIP-1302,MFG-37,PN-4688,13,44.2,07/22/2024,2022-09-04,26
SHIP-1303,MFG-183,PN-3442,5,14.9,2024-05-27,10/18/2021,8
SHIP-1304,MFG-62,PN-6470,92,66.95,22-06-2022,2022-01-19,17
SHIP-1305,MFG-184,PN-4259,153,64.3,12-01-2020,2020-12-24,9
SHIP-1306,MFG-159,PN-2057,188,67,26-01-2020,2021-04-07,15
SHIP-1307,MFG-102,PN-3348,160,50,03/11/2020,08-11-2023,11
SHIP-1308,MFG-81,PN-5852,101,45.04,25-08-2021,2023-03-16,9
SHIP-1309,MFG-3,PN-9448,185,68.78,11/15/2022,2022-02-16,55
SHIP-1310,MFG-180,PN-9142,182,25,2020-02-04,15-07-2022,4
SHIP-1311,MFG-153,PN-1761,139,95,07/20/2021,2024-07-18,31
SHIP-1312,MFG-190,PN-6190,145,38.8,2021-02-06,06/22/2020,3
SHIP-1313,MFG-105,PN-7100,84,84,2023-08-20,16-04-2020,11
SHIP-1314,MFG-23,PN-5890,86,17.23,2022-09-16,2021-07-10,20
SHIP-1315,MFG-22,PN-5969,57,4.34,2021-02-18,2020-04-12,7
SHIP-1316,MFG-90,PN-1024,82,"60,87",10/08/2020,2023-06-06,12
SHIP-1317,MFG-108,PN-8216,130,4.27,2022-01-12,2023-11-26,22
SHIP-1318,MFG-1,PN-9256,24,30.01,2022-08-12,2024-09-03,20
SHIP-1319,MFG-79,PN-5779,32,24.91,07/16/2020,2024-02-28,15
SHIP-1320,MFG-156,PN-8319,144,"61,15",02-03-2020,04/06/2021,43
SHIP-1321,MFG-119,PN-9180,182,85,07/07/2023,2024-08-05,31
SHIP-1322,MFG-184,PN-5497,88,25,03/22/2021,12/24/2024,25
SHIP-1323,MFG-145,PN-1174,93,88,09/07/2024,2022-07-24,29
SHIP-1324,MFG-49,PN-3017,34,"93,06",2024-03-19,08-11-2020,28
SHIP-1325,MFG-21,PN-1238,99,"69,11",07-03-2023,06-02-2024,8
SHIP-1326,MFG-3,PN-1582,140,38,05/15/2021,2020-11-18,19
SHIP-1327,MFG-119,PN-2187,50,60.62,23-10-2024,2022-02-03,19
SHIP-1328,MFG-185,PN-2044,63,"47,55",2024-07-02,14-04-2024,20
SHIP-1329,MFG-25,PN-2374,109,33.36,01/07/2024,2022-12-28,24
SHIP-1330,MFG-14,PN-2565,174,"44,43",2024-06-25,2022-07-22,18
SHIP-1331,MFG-22,PN-2115,168,37.24,21-09-2021,06/04/2024,21
SHIP-1332,MFG-198,PN-3957,17,55.92,07-09-2021,04/04/2020,13
SHIP-1333,MFG-150,PN-5146,145,84.69,2023-06-02,2023-01-13,38
SHIP-1334,MFG-54,PN-7743,38,96.31,2020-10-12,2021-09-04,11
SHIP-1335,MFG-200,PN-6125,71,"98,39",2021-01-15,2024-03-01,19
SHIP-1336,MFG-170,PN-9620,12,"76,18",2023-01-01,05/15/2024,12
SHIP-1337,MFG-193,PN-4068,198,21,2023-02-24,2021-07-09,3
SHIP-1338,MFG-141,PN-7597,46,17.65,2022-05-06,08/03/2020,22
SHIP-1339,MFG-56,PN-3645,200,"18,88",23-12-2023,09/06/2024,8
SHIP-1340,MFG-128,PN-5772,40,97,2020-04-05,13-04-2020,6
SHIP-1341,MFG-7,PN-2513,147,"8,69",2024-06-04,01-09-2022,5
SHIP-1342,MFG-154,PN-9788,134,45.02,2020-12-04,2023-12-02,18
SHIP-1343,MFG-85,PN-7716,18,8,07/02/2023,2021-05-10,12
SHIP-1344,MFG-162,PN-6495,44,50.46,26-01-2021,06/17/2022,45
SHIP-1345,MFG-158,PN-9816,159,34.88,2024-07-19,14-08-2024,7
SHIP-1346,MFG-81,PN-8321,170,68.77,2023-03-13,2021-02-07,43
SHIP-1347,MFG-83,PN-9346,139,"18,92",08/16/2024,2023-03-19,9
SHIP-1348,MFG-91,PN-1784,186,"24,35",2023-02-12,2023-02-12,25
SHIP-1349,MFG-44,PN-1247,100,57.66,03/18/2021,2021-08-06,27
SHIP-1350,MFG-178,PN-9509,59,90.17,2024-11-07,2022-12-02,26
SHIP-1351,MFG-116,PN-9313,152,83,2022-01-22,2023-11-08,69
SHIP-1352,MFG-153,PN-3797,116,33.33,05/04/2020,06-01-2020,8
SHIP-1353,MFG-167,PN-8758,190,52.11,2020-09-15,2023-04-16,27
SHIP-1354,MFG-5,PN-4760,46,75,2023-11-04,04/09/2024,13
SHIP-1355,MFG-17,PN-3554,190,"40,49",2022-10-19,2022-10-01,24
SHIP-1356,MFG-140,PN-1152,179,62.85,2020-04-16,2021-05-23,14
SHIP-1357,MFG-104,PN-5071,12,86.47,07-07-2023,05/15/2024,2
SHIP-1358,MFG-39,PN-1501,74,24.85,2024-05-05,16-07-2023,25
SHIP-1359,MFG-169,PN-2980,94,13.05,2021-12-27,2022-09-28,11
SHIP-1360,MFG-155,PN-2868,167,80.22,2020-03-26,2020-01-09,1
SHIP-1361,MFG-133,PN-5064,141,"49,13",2020-06-10,14-03-2024,12
SHIP-1362,MFG-187,PN-8951,74,"67,09",14-04-2023,2020-01-03,6
SHIP-1363,MFG-29,PN-6986,125,31.76,03/21/2024,26-01-2022,63
