subscription_id,account_id,product,quantity,unit_price,start_date,end_date,status
SUB-2276,SAAS-283,modules,32,75.18,2024-02-20,25-12-2021,past_due
SUB-2277,SAAS-167,platform,3,359,2020-12-22,01-12-2020,active
SUB-2278,SAAS-395,api,38,324.15,2023-11-06,12-02-2024,active
SUB-2279,SAAS-216,platform,28,44.99,2023-12-09,11/23/2022,active
SUB-2280,SAAS-269,support,27,208.41,2020-12-05,10/13/2023,active
SUB-2281,SAAS-390,support,15,500,2024-02-15,2023-04-10,active
SUB-2282,SAAS-313,modules,7,480.6,2021-11-20,16-12-2024,active
SUB-2283,SAAS-52,modules,19,494.84,2022-06-13,15-07-2022,active
SUB-2284,SAAS-382,support,39,200,2023-12-20,2022-08-10,cancelled
SUB-2285,SAAS-113,api,5,290.66,2024-12-28,22-01-2020,cancelled
SUB-2286,SAAS-114,platform,19,63.32,02-11-2023,05/16/2021,active
SUB-2287,SAAS-366,support,28,294,2023-02-12,2024-08-02,active
SUB-2288,SAAS-352,api,13,306,2020-08-26,06/24/2022,active
SUB-2289,SAAS-393,support,47,188.97,12-03-2021,02/07/2024,active
SUB-2290,SAAS-197,platform,31,163.18,2023-01-04,08-10-2020,active
SUB-2291,SAAS-174,platform,29,301.77,2023-09-03,06/15/2023,active
SUB-2292,SAAS-241,api,14,50.2,02-04-2021,2023-10-04,active
SUB-2293,SAAS-288,modules,17,32,2024-10-05,2021-09-23,past_due
SUB-2294,SAAS-213,support,46,66.17,2023-03-01,2023-02-15,cancelled
SUB-2295,SAAS-110,support,44,122.41,2021-07-25,2022-02-20,cancelled
SUB-2296,SAAS-199,support,15,253.5,01-01-2022,06/03/2021,active
SUB-2297,SAAS-292,platform,39,80.4,2024-08-10,2021-06-14,active
SUB-2298,SAAS-272,modules,49,144.61,28-07-2021,06/25/2020,active
SUB-2299,SAAS-232,platform,48,316.97,2020-07-16,04-04-2023,cancelled
SUB-2300,SAAS-347,support,2,446.34,2020-02-16,2022-05-12,active
SUB-2301,SAAS-361,support,5,208.04,2023-12-02,2022-03-26,active
SUB-2302,SAAS-221,modules,8,408.91,2020-06-14,12/20/2023,active
SUB-2303,SAAS-156,api,2,482.68,2020-07-21,22-08-2024,active
SUB-2304,SAAS-357,platform,47,90.97,2020-09-25,2020-04-12,cancelled
SUB-2305,SAAS-250,support,49,244.38,2023-10-21,11/08/2024,past_due
SUB-2306,SAAS-385,platform,-1,467.29,11-05-2022,20-05-2021,past_due
SUB-2307,SAAS-221,platform,12,267.12,2022-07-10,18-06-2021,active
SUB-2308,SAAS-347,api,32,72.68,15-06-2022,2020-07-17,active
SUB-2309,SAAS-9,support,30,345.67,2022-03-07,2024-02-11,cancelled
SUB-2310,SAAS-82,modules,2,486,04-12-2024,2022-06-02,cancelled
SUB-2311,SAAS-165,platform,49,13.36,2021-06-04,02-04-2023,cancelled
SUB-2312,SAAS-400,support,3,85.69,2022-11-10,2020-11-18,past_due
SUB-2313,SAAS-344,platform,13,104.65,24-04-2021,2021-01-10,past_due
SUB-2314,SAAS-277,modules,28,429.4,2020-04-25,07/19/2021,active
SUB-2315,SAAS-128,platform,45,87.71,2023-09-24,2021-08-15,active
SUB-2316,SAAS-181,platform,1,270,10-07-2020,2024-05-13,cancelled
SUB-2317,SAAS-15,modules,33,86,2021-02-12,07/25/2022,past_due
SUB-2318,SAAS-25,modules,38,109,28-09-2020,2020-01-28,active
SUB-2319,SAAS-320,modules,45,170.91,2024-08-02,07/10/2022,active
SUB-2320,SAAS-177,support,46,413.68,2021-05-02,2021-12-04,past_due
SUB-2321,SAAS-87,api,41,131,2021-06-19,05/24/2021,past_due
SUB-2322,SAAS-336,platform,21,357.45,2022-09-19,05/27/2022,active
SUB-2323,SAAS-271,api,35,508.17,2023-12-04,2022-07-21,past_due
SUB-2324,SAAS-241,api,17,351.09,2020-04-08,04/06/2020,past_due
SUB-2325,SAAS-331,modules,6,167,2020-05-15,2022-07-01,past_due
SUB-2326,SAAS-350,modules,26,59,2022-07-27,2024-05-05,past_due
SUB-2327,SAAS-123,support,4,280.21,2020-07-06,2020-05-13,cancelled
SUB-2328,SAAS-61,api,46,263,2021-01-28,12/23/2020,active
SUB-2329,SAAS-104,modules,50,316,2020-10-22,2022-05-05,cancelled
SUB-2330,SAAS-346,platform,32,468.04,2023-08-14,2024-10-21,past_due
SUB-2331,SAAS-25,support,22,203.83,2020-01-11,2024-05-05,active
SUB-2332,SAAS-212,modules,33,24.62,2024-05-01,2023-06-27,past_due
SUB-2333,SAAS-326,modules,5,63.33,2024-07-15,2023-05-17,active
SUB-2334,SAAS-12,support,15,403,2024-07-20,06/14/2023,past_due
SUB-2335,SAAS-145,support,30,486.93,2022-09-20,2021-12-07,active
SUB-2336,SAAS-126,modules,39,476.87,2021-03-12,2023-08-19,active
SUB-2337,SAAS-359,api,42,439.76,2021-01-07,2021-01-09,active
SUB-2338,SAAS-94,api,20,222.69,01-10-2024,2021-11-22,active
SUB-2339,SAAS-171,modules,-2,149.38,09-01-2024,2020-08-20,past_due
SUB-2340,SAAS-264,api,13,177.15,2021-05-04,08/04/2021,active
SUB-2341,SAAS-87,support,14,195.54,12-02-2023,2022-12-26,active
SUB-2342,SAAS-74,platform,34,141.87,2023-11-01,04/20/2020,cancelled
SUB-2343,SAAS-167,api,22,418,2022-05-20,18-10-2020,active
SUB-2344,SAAS-367,support,11,134.19,2022-04-21,2020-12-28,cancelled
SUB-2345,SAAS-220,modules,13,91.11,2021-04-24,09/02/2021,past_due
SUB-2346,SAAS-82,api,47,407.85,09-07-2023,07/12/2020,past_due
SUB-2347,SAAS-71,modules,11,226,2021-05-13,26-12-2022,active
SUB-2348,SAAS-400,platform,48,103.68,2023-10-27,07/04/2024,active
SUB-2349,SAAS-249,modules,18,12,2022-08-25,03/14/2023,active
SUB-2350,SAAS-364,platform,29,162.41,2020-05-03,2022-10-16,active
SUB-2351,SAAS-261,api,48,271.39,2024-11-23,2021-08-08,active
SUB-2352,SAAS-206,support,36,102.67,2022-05-22,14-09-2023,active
SUB-2353,SAAS-298,modules,45,17.55,20-02-2022,2020-01-03,active
SUB-2354,SAAS-357,modules,1,44.68,2022-05-06,07-03-2021,active
SUB-2355,SAAS-246,support,32,46.38,2023-11-16,08/19/2024,past_due
SUB-2356,SAAS-240,platform,15,380.89,2020-10-26,2022-12-24,active
SUB-2357,SAAS-191,api,-3,205.4,2023-07-09,2020-11-08,active
SUB-2358,SAAS-53,support,18,346.28,2021-01-28,2021-02-03,active
SUB-2359,SAAS-194,modules,29,132.87,2022-09-18,05-10-2022,active
SUB-2360,SAAS-88,modules,5,129.84,14-03-2023,2021-12-25,cancelled
SUB-2361,SAAS-188,platform,20,468.12,2023-08-15,08-06-2021,active
SUB-2362,SAAS-329,support,18,343.59,2023-11-18,2024-08-12,cancelled
SUB-2363,SAAS-24,api,18,336.6,2020-02-21,05/01/2023,cancelled
SUB-2364,SAAS-180,support,26,37.28,2022-07-23,2024-03-12,active
SUB-2365,SAAS-186,platform,37,201.34,2024-10-13,06/17/2020,cancelled
SUB-2366,SAAS-73,modules,8,474.62,2024-12-08,2020-05-08,active
SUB-2367,SAAS-12,support,34,115.03,2024-05-20,2020-05-21,cancelled
SUB-2368,SAAS-123,modules,35,472,2020-02-20,14-04-2021,cancelled
SUB-2369,SAAS-183,support,4,351,19-10-2021,2023-05-06,active
SUB-2370,SAAS-213,platform,7,77.07,18-02-2023,07/08/2023,active
SUB-2371,SAAS-162,support,8,283.67,2020-12-21,07/18/2024,cancelled
SUB-2372,SAAS-164,api,26,46.09,2021-12-13,11/08/2020,active
SUB-2373,SAAS-212,platform,23,355.33,2024-09-05,2021-08-16,cancelled
SUB-2374,SAAS-158,modules,7,121.46,12-06-2022,2021-03-01,active
SUB-2375,SAAS-159,support,20,137.48,2023-10-27,2020-03-27,active
SUB-2376,SAAS-247,modules,4,158.18,23-04-2024,02/20/2022,active
SUB-2377,SAAS-377,platform,3,92.77,2023-06-24,2021-04-17,active
SUB-2378,SAAS-343,platform,41,26.39,2020-05-04,2020-03-07,past_due
SUB-2379,SAAS-78,support,-3,418.68,2020-02-07,28-02-2024,active
SUB-2380,SAAS-388,modules,33,144.26,2021-01-08,2020-02-14,cancelled
SUB-2381,SAAS-156,support,18,160.21,2020-03-24,2021-04-23,active
SUB-2382,SAAS-145,platform,11,133.18,2024-11-20,04/16/2021,cancelled
SUB-2383,SAAS-158,api,39,314.64,2022-02-12,2021-11-10,active
SUB-2384,SAAS-115,modules,35,298,2024-04-21,08-01-2024,active
SUB-2385,SAAS-23,support,-6,468,11-10-2021,10/21/2021,past_due
SUB-2386,SAAS-362,api,7,70.59,25-03-2023,2022-03-06,active
SUB-2387,SAAS-253,platform,47,414,2022-02-13,2023-02-06,past_due
SUB-2388,SAAS-226,support,20,156.77,2021-06-17,2024-08-11,active
SUB-2389,SAAS-58,modules,47,21.41,2021-08-07,2024-08-27,active
SUB-2390,SAAS-248,api,39,114,2022-12-02,2023-02-19,cancelled
SUB-2391,SAAS-170,platform,43,497.68,13-03-2022,2022-05-13,cancelled
SUB-2392,SAAS-203,modules,5,382,2020-12-16,06/08/2021,active
SUB-2393,SAAS-26,api,50,374.74,2022-06-16,2022-12-18,cancelled
SUB-2394,SAAS-4,modules,42,237.64,13-04-2022,2021-11-21,active
SUB-2395,SAAS-265,api,47,50.95,12-05-2024,2023-07-19,active
SUB-2396,SAAS-148,api,9,495.83,2024-08-04,21-08-2023,active
SUB-2397,SAAS-257,modules,15,175,2020-01-21,10/22/2024,active
SUB-2398,SAAS-223,support,18,138.91,2023-09-08,2021-06-06,past_due
SUB-2399,SAAS-174,modules,41,158,2022-09-15,2024-10-24,past_due
SUB-2400,SAAS-368,support,26,229,2024-04-01,2020-08-21,cancelled
SUB-2401,SAAS-244,support,27,393.76,2022-09-26,09/10/2024,cancelled
SUB-2402,SAAS-323,support,38,91.64,2024-07-17,2021-11-18,active
SUB-2403,SAAS-226,modules,25,322.47,2022-07-14,2022-02-17,cancelled
SUB-2404,SAAS-388,modules,43,203.42,2021-11-06,03/22/2020,active
SUB-2405,SAAS-181,platform,46,458,2022-06-23,2020-06-21,active
SUB-2406,SAAS-18,api,41,428.79,25-03-2024,04/08/2020,active
SUB-2407,SAAS-321,api,16,442.57,2022-08-14,2021-08-24,cancelled
SUB-2408,SAAS-20,api,48,289.56,2024-01-26,05/28/2022,active
SUB-2409,SAAS-17,support,45,312,26-02-2024,2024-01-27,active
SUB-2410,SAAS-160,support,24,468,2021-07-20,2020-03-08,active
SUB-2411,SAAS-350,platform,15,28,2022-10-23,02/11/2022,past_due
SUB-2412,SAAS-91,platform,2,307.94,2020-08-16,2021-07-25,active
SUB-2413,SAAS-187,platform,28,416.37,2023-02-15,2020-02-08,cancelled
SUB-2414,SAAS-228,modules,48,79.58,2021-09-15,11/21/2024,past_due
SUB-2415,SAAS-371,modules,10,100,2020-05-22,21-01-2023,past_due
SUB-2416,SAAS-93,platform,4,365.5,2024-07-14,07/07/2020,active
SUB-2417,SAAS-153,api,35,404.85,2020-02-28,2020-11-07,active
SUB-2418,SAAS-309,platform,5,60.25,2023-12-05,10/01/2020,cancelled
SUB-2419,SAAS-32,modules,32,10.45,2022-11-10,2020-12-06,cancelled
SUB-2420,SAAS-9,modules,23,395.52,2024-01-04,2024-08-27,active
SUB-2421,SAAS-346,support,24,245.87,2020-04-15,2020-02-19,active
SUB-2422,SAAS-230,modules,3,127,2024-12-05,03/04/2020,active
SUB-2423,SAAS-369,api,12,349,2020-10-21,2020-09-23,active
SUB-2424,SAAS-356,api,49,79.13,2023-03-15,04/24/2022,past_due
SUB-2425,SAAS-161,support,38,211.25,2024-11-11,2022-08-10,active
SUB-2426,SAAS-151,api,-9,333.88,2020-11-19,2022-12-17,cancelled
SUB-2427,SAAS-87,platform,26,150.83,2020-01-14,2020-10-28,active
SUB-2428,SAAS-154,platform,31,23.86,2023-01-14,02/27/2022,past_due
SUB-2429,SAAS-17,modules,44,295,2024-10-09,2024-05-11,past_due
SUB-2430,SAAS-70,support,41,127,2020-09-15,2021-08-16,past_due
SUB-2431,SAAS-261,modules,46,200,2023-12-06,01/26/2023,active
SUB-2432,SAAS-164,modules,39,238,19-07-2021,2022-02-16,cancelled
SUB-2433,SAAS-167,platform,-1,314,06-03-2022,18-03-2024,active
SUB-2434,SAAS-115,support,22,160.91,2023-05-20,2021-11-05,cancelled
SUB-2435,SAAS-369,modules,44,82,2020-04-04,11/06/2022,cancelled
SUB-2436,SAAS-158,support,34,233,2021-04-28,2023-09-25,active
SUB-2437,SAAS-286,support,31,106.07,2022-11-25,11/13/2024,past_due
SUB-2438,SAAS-132,modules,39,412.81,2022-01-01,04/21/2020,active
SUB-2439,SAAS-76,modules,45,374.72,2020-08-25,2021-12-02,past_due
SUB-2440,SAAS-354,platform,42,447.28,2020-07-20,2021-12-05,active
SUB-2441,SAAS-342,api,5,335.04,2024-01-12,2021-02-01,cancelled
SUB-2442,SAAS-276,modules,31,19.96,2022-09-02,22-05-2024,past_due
SUB-2443,SAAS-330,support,15,477.41,2023-09-27,2022-03-09,past_due
SUB-2444,SAAS-179,api,33,58.43,22-11-2022,2021-05-24,cancelled
SUB-2445,SAAS-352,platform,24,109.9,2023-03-06,28-08-2020,active
SUB-2446,SAAS-14,api,26,346.39,2020-03-05,2020-07-08,active
SUB-2447,SAAS-88,modules,32,40,23-11-2024,09/17/2020,cancelled
SUB-2448,SAAS-187,platform,20,459.64,07-06-2023,10/10/2024,past_due
SUB-2449,SAAS-355,api,32,500.43,19-04-2020,2020-08-08,active
SUB-2450,SAAS-62,api,-8,235.76,2023-12-11,2022-08-04,active
SUB-2451,SAAS-395,modules,26,60,2023-12-09,11/11/2023,active
SUB-2452,SAAS-248,support,37,150.92,2022-10-24,2021-12-18,past_due
SUB-2453,SAAS-65,modules,50,273,2021-05-20,04/09/2024,active
SUB-2454,SAAS-364,platform,15,304.82,2023-03-07,12/04/2022,past_due
SUB-2455,SAAS-268,platform,45,417.28,2023-03-25,2022-08-17,active
SUB-2456,SAAS-20,modules,22,457.1,2023-11-15,16-01-2022,cancelled
SUB-2457,SAAS-223,platform,29,300.44,11-09-2022,02/03/2020,past_due
SUB-2458,SAAS-375,api,2,17.14,2022-02-20,05-07-2023,cancelled
SUB-2459,SAAS-141,platform,37,270,2021-10-10,2024-02-16,cancelled
SUB-2460,SAAS-377,platform,-2,407.87,2023-07-14,12/23/2021,past_due
SUB-2461,SAAS-87,platform,24,73.48,02-03-2022,2020-07-22,active
SUB-2462,SAAS-398,platform,6,155.03,13-07-2023,2023-08-25,active
SUB-2463,SAAS-220,modules,16,180.26,2020-08-03,2021-04-17,active
SUB-2464,SAAS-134,platform,17,229.41,2021-12-20,2021-10-18,active
SUB-2465,SAAS-206,api,7,282,2023-09-08,09/11/2020,past_due
SUB-2466,SAAS-122,api,17,398,2022-12-01,07-03-2021,past_due
SUB-2467,SAAS-213,support,17,500.64,2024-12-13,2020-03-07,past_due
SUB-2468,SAAS-54,support,18,455,13-10-2021,09-02-2024,active
SUB-2469,SAAS-385,support,28,189,16-07-2020,11/14/2021,active
SUB-2470,SAAS-276,modules,42,68.83,2024-02-07,2020-03-19,active
SUB-2471,SAAS-172,api,39,442.6,01-09-2021,12/15/2024,active
SUB-2472,SAAS-80,support,32,20,2024-08-08,2024-04-03,active
SUB-2473,SAAS-108,api,48,475.12,2020-02-26,22-07-2022,cancelled
SUB-2474,SAAS-144,support,5,253,2022-05-25,2020-11-15,active
SUB-2475,SAAS-258,modules,5,116.37,13-12-2023,06/21/2023,active
SUB-2476,SAAS-352,modules,33,287,2021-01-22,05-05-2023,active
SUB-2477,SAAS-121,modules,10,398.91,18-07-2022,01-09-2024,active
SUB-2478,SAAS-292,modules,5,424.37,2020-08-07,09/01/2021,active
SUB-2479,SAAS-267,support,5,383,2022-09-02,27-06-2023,active
SUB-2480,SAAS-260,support,47,166.52,2023-12-15,2023-02-04,cancelled
SUB-2481,SAAS-395,support,36,259.43,2023-09-25,2020-08-10,active
SUB-2482,SAAS-160,support,36,480.17,2021-11-14,08/12/2022,active
SUB-2483,SAAS-339,api,25,80.88,2020-05-28,21-02-2022,past_due
SUB-2484,SAAS-105,modules,13,63,2021-08-15,2020-09-05,cancelled
SUB-2485,SAAS-142,modules,4,489,2022-10-07,2021-09-07,past_due
SUB-2486,SAAS-282,platform,8,76.04,2024-07-13,2023-05-23,active
SUB-2487,SAAS-233,support,30,455.38,2021-12-28,2020-04-12,active
SUB-2488,SAAS-309,support,23,182.97,26-11-2024,05/12/2021,active
SUB-2489,SAAS-40,support,39,135.17,2024-12-23,2024-03-18,cancelled
SUB-2490,SAAS-396,api,6,332.7,2023-02-26,2022-09-12,past_due
SUB-2491,SAAS-174,platform,39,35.49,2023-07-22,2020-05-10,active
SUB-2492,SAAS-298,modules,2,267.3,2022-08-20,20-04-2024,past_due
SUB-2493,SAAS-315,support,21,33.74,15-10-2020,2024-07-10,active
SUB-2494,SAAS-181,modules,4,484,2024-01-11,03-10-2021,cancelled
SUB-2495,SAAS-257,modules,-1,288.34,2023-09-13,2021-06-02,active
SUB-2496,SAAS-47,api,32,271.48,2020-10-26,11/12/2022,past_due
SUB-2497,SAAS-288,modules,44,212,12-10-2020,2023-06-17,active
SUB-2498,SAAS-351,modules,-5,252.82,2020-02-01,2024-06-19,cancelled
SUB-2499,SAAS-380,platform,14,166.68,11-09-2020,2022-05-13,past_due
SUB-2500,SAAS-237,api,48,164.64,2023-09-14,2022-10-08,cancelled
SUB-2501,SAAS-309,support,14,346,2021-09-23,13-09-2020,active
SUB-2502,SAAS-293,support,12,367.44,2022-05-08,2021-07-21,active
SUB-2503,SAAS-273,support,31,90,2023-12-23,10/11/2020,active
SUB-2504,SAAS-180,support,44,313,26-01-2024,22-11-2020,active
SUB-2505,SAAS-51,support,36,370,27-03-2021,04/01/2020,past_due
SUB-2506,SAAS-80,modules,2,331.4,2024-10-01,26-08-2021,past_due
SUB-2507,SAAS-178,platform,36,449.13,2023-12-06,08/14/2021,active
SUB-2508,SAAS-176,support,-3,319.36,2023-11-16,08-11-2023,cancelled
SUB-2509,SAAS-253,api,32,364.62,2022-11-08,2024-07-05,active
SUB-2510,SAAS-158,modules,47,282.58,2024-09-09,2024-01-05,active
SUB-2511,SAAS-361,api,45,478,12-11-2023,02/13/2020,active
SUB-2512,SAAS-46,platform,34,249.63,2024-03-02,18-03-2022,active
SUB-2513,SAAS-356,api,38,228.58,2023-08-04,02/22/2024,active
SUB-2514,SAAS-43,api,39,366,2020-03-03,2022-07-09,active
SUB-2515,SAAS-363,api,2,154,2020-11-02,2022-02-17,active
SUB-2516,SAAS-135,support,37,364,11-05-2020,15-04-2024,past_due
SUB-2517,SAAS-364,api,34,349.1,2021-12-09,04/15/2021,past_due
SUB-2518,SAAS-287,platform,43,472.71,2023-08-04,2024-07-15,cancelled
SUB-2519,SAAS-7,support,4,249.18,2023-10-21,2021-09-08,active
SUB-2520,SAAS-77,platform,48,406,2023-10-01,2022-05-02,active
SUB-2521,SAAS-223,support,23,239.01,2024-04-17,11/19/2023,active
SUB-2522,SAAS-347,platform,49,291.47,2020-10-28,2021-11-04,cancelled
SUB-2523,SAAS-274,platform,5,287.98,19-09-2024,2023-11-11,past_due
SUB-2524,SAAS-224,modules,1,160.61,2022-08-05,2022-11-27,active
SUB-2525,SAAS-65,api,42,506.1,2024-03-07,2024-10-09,active
SUB-2526,SAAS-55,modules,27,38.51,2021-03-27,24-01-2021,past_due
SUB-2527,SAAS-224,api,-4,474.64,02-09-2022,2021-08-07,past_due
SUB-2528,SAAS-318,api,29,326.34,2021-12-11,2023-11-03,active
SUB-2529,SAAS-252,api,5,19.11,13-07-2022,2020-06-06,active
SUB-2530,SAAS-153,platform,26,115,2024-03-23,2024-08-28,active
SUB-2531,SAAS-112,modules,39,226.47,2024-01-26,2023-07-14,active
SUB-2532,SAAS-390,support,-2,435.33,04-08-2020,2021-05-16,active
SUB-2533,SAAS-138,modules,42,408.57,2022-11-11,2022-06-23,cancelled
SUB-2534,SAAS-118,support,47,231.48,2020-06-20,2020-05-13,active
SUB-2535,SAAS-377,api,38,19.69,2023-10-18,11/28/2021,active
SUB-2536,SAAS-85,api,18,508.6,14-08-2023,2022-07-10,active
SUB-2537,SAAS-370,api,11,233.14,2023-12-15,09/10/2022,active
SUB-2538,SAAS-53,support,25,322,2021-07-21,10/06/2020,active
SUB-2539,SAAS-357,support,10,35,2022-07-22,09-09-2020,active
SUB-2540,SAAS-195,modules,-9,286,2023-07-04,2022-12-23,past_due
SUB-2541,SAAS-224,modules,2,101.68,2022-03-11,2024-10-08,active
SUB-2542,SAAS-341,modules,26,297,2024-10-12,2021-12-27,active
SUB-2543,SAAS-354,support,35,280.32,2020-09-03,2020-03-22,cancelled
SUB-2544,SAAS-18,platform,13,438,26-02-2022,2023-09-07,active
SUB-2545,SAAS-342,platform,10,427.64,2023-02-04,17-07-2024,active
SUB-2546,SAAS-128,api,19,436.88,2024-08-11,2020-10-27,active
SUB-2547,SAAS-93,platform,37,348,2023-02-18,12/04/2022,active
SUB-2548,SAAS-298,support,18,253.23,2023-02-26,2023-02-05,active
SUB-2549,SAAS-53,api,15,402,2022-10-02,2023-04-12,active
SUB-2550,SAAS-108,modules,45,441.31,2022-06-18,2021-02-02,active
SUB-2551,SAAS-347,platform,45,179.36,08-08-2023,13-06-2022,past_due
SUB-2552,SAAS-394,modules,12,95.33,2020-10-17,14-09-2020,past_due
SUB-2553,SAAS-380,support,2,143.07,2024-07-21,2023-02-08,active
SUB-2554,SAAS-224,support,41,198,2020-03-09,2021-05-07,active
SUB-2555,SAAS-165,modules,3,400,2020-06-22,2022-10-19,cancelled
SUB-2556,SAAS-118,api,15,81.03,2021-11-20,2020-01-25,active
SUB-2557,SAAS-13,api,37,219.55,2020-10-23,12-09-2024,active
SUB-2558,SAAS-169,support,18,248.56,2021-07-28,2023-09-08,cancelled
SUB-2559,SAAS-150,modules,36,394.84,2024-01-04,2021-08-24,active
SUB-2560,SAAS-94,api,23,189,2021-03-23,2024-05-16,active
SUB-2561,SAAS-267,modules,47,139.74,2023-07-23,2023-05-03,past_due
SUB-2562,SAAS-99,api,18,311.21,2024-04-19,2023-11-07,active
SUB-2563,SAAS-324,support,6,497.98,10-09-2021,11/16/2020,past_due
SUB-2564,SAAS-180,support,40,174,2024-02-02,2021-01-01,past_due
SUB-2565,SAAS-92,platform,32,301,2021-03-16,2020-04-17,active
SUB-2566,SAAS-359,platform,30,127.69,2022-12-26,2024-10-12,active
SUB-2567,SAAS-8,modules,20,259.87,2021-02-07,2023-12-17,cancelled
SUB-2568,SAAS-278,api,6,407.03,2022-11-15,04/12/2022,cancelled
SUB-2569,SAAS-142,api,-3,171.17,2021-06-25,12/04/2023,past_due
SUB-2570,SAAS-100,support,49,70.46,2023-02-19,2021-11-11,active
SUB-2571,SAAS-179,modules,35,427.34,2020-11-22,16-03-2024,active
SUB-2572,SAAS-108,modules,26,470.4,2024-08-15,11/27/2024,active
SUB-2573,SAAS-91,platform,5,57.21,2022-07-23,10/17/2022,active
SUB-2574,SAAS-164,modules,25,345.67,2021-04-21,11-04-2020,past_due
SUB-2575,SAAS-242,modules,37,191.07,2023-12-20,2020-04-21,active
SUB-2576,SAAS-6,modules,24,45.5,2024-10-26,2024-05-08,active
SUB-2577,SAAS-357,modules,47,152.66,2024-04-24,2020-10-17,active
SUB-2578,SAAS-36,support,-3,363,2020-02-02,07/03/2022,past_due
SUB-2579,SAAS-178,api,28,403,2020-11-06,05-11-2021,active
SUB-2580,SAAS-8,platform,20,165.66,2024-11-03,2021-04-14,cancelled
SUB-2581,SAAS-383,platform,45,255.78,2023-02-19,26-07-2022,cancelled
SUB-2582,SAAS-359,modules,-3,398,2020-09-18,09/18/2020,cancelled
SUB-2583,SAAS-176,modules,35,15.81,2023-09-15,2022-08-12,active
SUB-2584,SAAS-233,support,21,319,2021-04-23,21-09-2020,active
SUB-2585,SAAS-92,api,45,40,2022-02-20,2023-09-16,past_due
SUB-2586,SAAS-310,api,42,253.83,19-11-2020,2024-03-17,past_due
SUB-2587,SAAS-110,support,46,454.8,2023-04-01,2020-07-07,cancelled
SUB-2588,SAAS-344,platform,40,327.15,2023-03-25,2022-08-04,past_due
SUB-2589,SAAS-121,platform,3,243.49,2024-11-10,09/06/2021,cancelled
SUB-2590,SAAS-163,platform,26,15.83,2024-11-08,2024-08-23,cancelled
SUB-2591,SAAS-267,api,11,323.4,2024-09-04,01/16/2020,cancelled
SUB-2592,SAAS-279,support,35,340.66,2023-01-10,09/26/2022,cancelled
SUB-2593,SAAS-167,modules,4,52.14,2021-08-26,25-11-2020,active
SUB-2594,SAAS-178,api,21,268,25-11-2021,08/13/2024,active
SUB-2595,SAAS-224,platform,49,213.83,2023-06-17,2023-03-20,cancelled
SUB-2596,SAAS-146,api,16,452.04,2023-02-24,2023-02-22,past_due
SUB-2597,SAAS-261,platform,19,243,2024-01-21,2022-03-07,active
SUB-2598,SAAS-173,support,36,74,27-07-2023,01/19/2022,active
SUB-2599,SAAS-138,platform,44,324.44,24-06-2022,04/08/2023,active
SUB-2600,SAAS-299,support,21,447.44,2021-06-23,2020-03-11,active
SUB-2601,SAAS-184,platform,45,395.08,2020-05-14,2023-04-23,active
SUB-2602,SAAS-13,platform,46,28.46,19-10-2024,08/16/2023,past_due
SUB-2603,SAAS-313,modules,2,157,2022-08-21,12/25/2020,active
SUB-2604,SAAS-205,support,49,393.6,2023-10-24,2021-10-04,cancelled
SUB-2605,SAAS-65,platform,41,387,2024-02-03,2023-10-18,active
SUB-2606,SAAS-39,modules,11,140.41,2021-11-10,18-06-2024,past_due
SUB-2607,SAAS-118,platform,43,81.16,26-01-2022,28-09-2024,cancelled
SUB-2608,SAAS-128,platform,41,333,2020-12-23,2020-12-26,cancelled
SUB-2609,SAAS-235,modules,45,463.67,2022-03-02,2024-04-23,past_due
SUB-2610,SAAS-322,modules,11,296.7,2021-03-13,28-09-2022,cancelled
SUB-2611,SAAS-212,support,13,55.24,2022-02-25,23-07-2023,cancelled
SUB-2612,SAAS-273,platform,13,86.99,2024-04-06,2021-03-27,past_due
SUB-2613,SAAS-24,api,39,291,2024-02-22,2023-10-20,past_due
SUB-2614,SAAS-302,modules,33,264.2,14-03-2021,10/26/2021,active
SUB-2615,SAAS-390,platform,29,475.17,2021-04-16,2024-04-15,past_due
SUB-2616,SAAS-104,modules,48,234.53,06-02-2020,2020-02-07,cancelled
SUB-2617,SAAS-84,support,8,197,11-05-2022,2022-05-04,active
SUB-2618,SAAS-351,support,13,443.11,25-10-2022,2020-02-14,past_due
SUB-2619,SAAS-158,support,37,465,2022-08-23,2022-02-20,active
SUB-2620,SAAS-299,api,3,164.1,2024-07-19,08/01/2020,active
SUB-2621,SAAS-113,api,41,73.84,2023-06-01,11-06-2023,active
SUB-2622,SAAS-64,support,5,349.42,07-08-2021,2024-03-06,past_due
SUB-2623,SAAS-400,platform,49,119,2020-07-05,10/26/2023,past_due
SUB-2624,SAAS-267,modules,5,199.36,09-11-2023,2020-07-02,active
SUB-2625,SAAS-181,modules,13,409.89,2024-02-04,2023-12-21,past_due
SUB-2626,SAAS-19,platform,17,417.68,2022-07-18,05/26/2022,active
SUB-2627,SAAS-108,api,11,263,2023-02-11,2024-04-10,cancelled
SUB-2628,SAAS-84,platform,-6,385,2021-11-04,10/01/2023,past_due
SUB-2629,SAAS-164,api,32,94.71,10-04-2021,01/05/2021,past_due
SUB-2630,SAAS-282,platform,12,34,16-04-2023,2022-08-27,active
SUB-2631,SAAS-261,modules,1,318.6,2022-08-05,01/26/2022,active
SUB-2632,SAAS-186,support,20,192.41,2021-04-26,2021-08-16,active
