invoice_id,subscription_id,invoice_date,amount,status
SI-4924,SUB-1934,05/01/2024,4398,pending
SI-4925,SUB-1887,2025-02-02,382,OVERDUE
SI-4926,SUB-1029,22-02-2026,4 647,OVERDUE
SI-4927,SUB-1171,2026-03-12,"2 490,00",pending
SI-4928,SUB-4030,12/25/2025,"$2,267.00",paid
SI-4929,SUB-3083,13-10-2026,3565,OVERDUE
SI-4930,SUB-5209,24-12-2026,"$1,025.00",OVERDUE
SI-4931,SUB-4848,2024-10-11,4313,overdue
SI-4932,SUB-2660,28-07-2025,2601,overdue
SI-4933,SUB-1058,2025-11-04,2650,overdue
SI-4934,SUB-5133,12/16/2026,"1 075,00",overdue
SI-4935,SUB-2609,2026-11-06,"$2,455.00",pending
SI-4936,SUB-1309,05/10/2026,1585,PAID
SI-4937,SUB-2335,2026-11-10,"$3,817.00",OVERDUE
SI-4938,SUB-5658,10-06-2026,3499,paid
SI-4939,SUB-146,2026-09-24,"$4,494.00",paid
SI-4940,SUB-3791,04-10-2024,"$1,306.00",paid
SI-4941,SUB-5154,17-06-2026,1087,PAID
SI-4942,SUB-5118,07-12-2026,"$3,159.00",overdue
SI-4943,SUB-5790,27-07-2024,$989.00,OVERDUE
SI-4944,SUB-5582,04/10/2025,"$2,967.00",PAID
SI-4945,SUB-5960,10/20/2024,"$1,193.00",OVERDUE
SI-4946,SUB-327,09/02/2025,3647,overdue
SI-4947,SUB-1676,11/27/2025,2328,OVERDUE
SI-4948,SUB-544,2024-07-17,"$4,585.00",overdue
SI-4949,SUB-2312,13-03-2026,4971,overdue
SI-4950,SUB-2743,22-10-2024,1419,overdue
SI-4951,SUB-1000,2025-03-03,"$1,340.00",overdue
SI-4952,SUB-3727,11-06-2025,332,PAID
SI-4953,SUB-2756,2024-12-27,2550,PAID
SI-4954,SUB-4345,2026-02-28,"$4,604.00",pending
SI-4955,SUB-2778,2024-01-26,"$3,959.00",paid
SI-4956,SUB-78,2024-02-06,1430,PAID
SI-4957,SUB-719,11/08/2024,"$3,175.00",pending
SI-4958,SUB-3461,08-09-2024,1232,overdue
SI-4959,SUB-5596,2025-03-25,4893,OVERDUE
SI-4960,SUB-372,2026-05-09,"4 401,00",overdue
SI-4961,SUB-2777,06/05/2026,153,OVERDUE
SI-4962,SUB-763,2024-12-23,4554,pending
SI-4963,SUB-4846,06/05/2024,569,OVERDUE
SI-4964,SUB-4584,07-11-2024,$223.00,PAID
SI-4965,SUB-4285,2024-05-14,3 389,overdue
SI-4966,SUB-5949,2026-12-04,4363,overdue
SI-4967,SUB-109,2026-12-04,1333,overdue
SI-4968,SUB-597,2026-02-06,2091,paid
SI-4969,SUB-395,04/19/2026,"3 333,00",pending
SI-4970,SUB-4606,2025-02-03,2 299,OVERDUE
SI-4971,SUB-1024,03/21/2025,"$1,130.00",OVERDUE
SI-4972,SUB-1886,2026-06-18,1152,pending
SI-4973,SUB-1155,05-09-2025,"993,00",pending
SI-4974,SUB-1815,10/22/2026,4 308,pending
SI-4975,SUB-2124,2024-02-04,$702.00,OVERDUE
SI-4976,SUB-1992,2026-11-09,178,overdue
SI-4977,SUB-349,28-03-2025,3131,paid
SI-4978,SUB-3988,2026-04-20,"$3,051.00",overdue
SI-4979,SUB-957,2026-02-22,$860.00,paid
SI-4980,SUB-4142,11/14/2024,3327,OVERDUE
SI-4981,SUB-2239,2025-09-13,3259,OVERDUE
SI-4982,SUB-699,06-03-2025,768,overdue
SI-4983,SUB-4601,2026-03-18,"$3,233.00",overdue
SI-4984,SUB-930,07-09-2024,"809,00",overdue
SI-4985,SUB-2309,27-02-2026,2842,PAID
SI-4986,SUB-1636,03/09/2025,4080,pending
SI-4987,SUB-4634,01/10/2024,"$3,310.00",pending
SI-4988,SUB-1391,08/19/2024,"1 408,00",PAID
SI-4989,SUB-2878,21-08-2024,183,paid
SI-4990,SUB-1401,2025-04-02,4228,paid
SI-4991,SUB-1718,03/11/2026,"705,00",PAID
SI-4992,SUB-1226,14-03-2026,1686,pending
SI-4993,SUB-346,06-06-2026,1599,pending
SI-4994,SUB-5676,2026-10-04,3436,paid
SI-4995,SUB-1128,22-01-2024,"$2,067.00",paid
SI-4996,SUB-1104,01/08/2025,4667,paid
SI-4997,SUB-5211,2024-04-04,1806,overdue
SI-4998,SUB-4660,2024-01-15,910,overdue
SI-4999,SUB-3920,2026-12-01,3 345,overdue
SI-5000,SUB-2606,2026-06-14,1964,overdue
SI-5001,SUB-3747,07/15/2025,673,overdue
SI-5002,SUB-4510,2025-08-02,3 955,pending
SI-5003,SUB-2269,2024-12-21,"$1,690.00",PAID
SI-5004,SUB-5053,08-02-2025,2 901,OVERDUE
SI-5005,SUB-189,16-05-2024,"$3,563.00",overdue
SI-5006,SUB-1501,2026-05-01,1 429,paid
SI-5007,SUB-4626,04-02-2024,"$4,750.00",OVERDUE
SI-5008,SUB-654,2025-12-10,"4 631,00",PAID
SI-5009,SUB-7,03/27/2026,4467,paid
SI-5010,SUB-4456,2025-12-07,1351,paid
SI-5011,SUB-3633,2025-12-21,4607,OVERDUE
SI-5012,SUB-4646,2025-03-15,"2 232,00",overdue
SI-5013,SUB-5533,2026-04-21,"$2,487.00",paid
SI-5014,SUB-1794,2024-03-03,401,PAID
SI-5015,SUB-5279,2024-10-02,2 156,paid
SI-5016,SUB-2425,08-05-2024,$306.00,overdue
SI-5017,SUB-2505,2026-09-02,1723,overdue
SI-5018,SUB-1542,06/13/2025,2 845,overdue
SI-5019,SUB-1809,2025-05-14,3312,paid
SI-5020,SUB-3513,04/21/2026,844,overdue
SI-5021,SUB-560,2025-10-17,"$4,514.00",PAID
SI-5022,SUB-898,2026-12-18,"4 092,00",OVERDUE
SI-5023,SUB-5577,10/05/2026,"$4,340.00",pending
SI-5024,SUB-4879,02/02/2026,2307,OVERDUE
SI-5025,SUB-1258,2024-07-10,947,OVERDUE
SI-5026,SUB-5103,2024-07-19,"523,00",paid
SI-5027,SUB-2693,2025-01-24,"$3,592.00",paid
SI-5028,SUB-4472,23-12-2025,"$2,241.00",paid
SI-5029,SUB-5422,05-01-2025,"$2,878.00",PAID
SI-5030,SUB-2523,07/18/2025,1177,PAID
SI-5031,SUB-5965,2025-04-21,1232,paid
SI-5032,SUB-4408,2025-03-06,2067,OVERDUE
SI-5033,SUB-2956,28-06-2024,"3 531,00",overdue
SI-5034,SUB-532,27-08-2026,"$1,656.00",overdue
SI-5035,SUB-546,17-08-2024,"$3,517.00",overdue
SI-5036,SUB-1462,24-09-2025,"1 124,00",overdue
SI-5037,SUB-1085,2024-03-09,4471,overdue
SI-5038,SUB-5182,2026-09-08,99,overdue
SI-5039,SUB-232,11/07/2026,3132,OVERDUE
SI-5040,SUB-4044,2024-09-28,"768,00",paid
SI-5041,SUB-4401,12/02/2026,4797,OVERDUE
SI-5042,SUB-5554,06/09/2024,"$4,454.00",PAID
SI-5043,SUB-3123,21-10-2025,"791,00",pending
SI-5044,SUB-1700,2024-04-28,$215.00,pending
SI-5045,SUB-155,2026-02-05,1 167,pending
SI-5046,SUB-3160,06/05/2024,906,pending
SI-5047,SUB-1948,2025-02-24,"4 959,00",overdue
SI-5048,SUB-2071,2026-08-18,1925,PAID
SI-5049,SUB-2721,2024-02-23,"$3,752.00",overdue
SI-5050,SUB-1430,09/26/2025,2309,overdue
SI-5051,SUB-1935,2024-12-23,1170,overdue
SI-5052,SUB-4983,2026-04-23,"876,00",overdue
SI-5053,SUB-643,18-04-2026,4253,overdue
SI-5054,SUB-3425,09-08-2024,"$2,021.00",OVERDUE
SI-5055,SUB-2509,2024-04-12,1042,overdue
SI-5056,SUB-5303,2024-12-02,1 080,overdue
SI-5057,SUB-5115,2025-09-26,2648,OVERDUE
SI-5058,SUB-3671,2025-07-10,"$4,875.00",overdue
SI-5059,SUB-5931,03/04/2024,768,pending
SI-5060,SUB-2822,2024-02-10,"$1,742.00",paid
SI-5061,SUB-4479,2024-02-28,738,overdue
SI-5062,SUB-4688,02/04/2024,"3 841,00",PAID
SI-5063,SUB-3701,2024-03-27,"1 729,00",pending
SI-5064,SUB-2147,11-12-2024,"4 218,00",PAID
SI-5065,SUB-383,19-12-2025,4083,pending
SI-5066,SUB-1491,2026-12-07,2959,paid
SI-5067,SUB-4529,25-08-2024,4 971,overdue
SI-5068,SUB-84,2026-12-20,"3 759,00",overdue
SI-5069,SUB-5845,2026-12-27,"$4,161.00",overdue
SI-5070,SUB-3619,28-08-2024,"$4,438.00",overdue
SI-5071,SUB-1233,10/15/2024,2636,pending
SI-5072,SUB-3055,05/21/2025,"$4,231.00",OVERDUE
SI-5073,SUB-4341,2025-08-24,1 216,pending
SI-5074,SUB-1336,2025-01-21,"$4,887.00",paid
SI-5075,SUB-5673,2025-12-01,919,pending
SI-5076,SUB-956,06-03-2024,"1 341,00",OVERDUE
SI-5077,SUB-3511,2026-06-01,660,pending
SI-5078,SUB-1867,07/18/2026,"$2,852.00",PAID
SI-5079,SUB-430,09/21/2024,901,OVERDUE
SI-5080,SUB-2267,2026-10-24,"$3,701.00",pending
SI-5081,SUB-3641,10/10/2026,2 144,OVERDUE
SI-5082,SUB-4344,06/25/2025,1649,paid
SI-5083,SUB-4437,03/17/2026,"$2,432.00",pending
SI-5084,SUB-2431,2025-08-09,4021,overdue
SI-5085,SUB-3335,2025-05-06,"$4,728.00",overdue
SI-5086,SUB-3140,08/20/2024,"$2,220.00",overdue
SI-5087,SUB-5128,2024-08-20,2077,pending
SI-5088,SUB-4780,2026-01-25,2573,pending
SI-5089,SUB-3342,20-03-2024,"3 543,00",OVERDUE
SI-5090,SUB-3981,04-08-2025,739,pending
SI-5091,SUB-5408,2025-04-19,"$2,095.00",overdue
SI-5092,SUB-5925,26-10-2025,"$3,684.00",paid
SI-5093,SUB-5475,2025-08-12,981,overdue
SI-5094,SUB-1607,2024-12-20,4343,paid
SI-5095,SUB-5231,2026-09-08,"$1,952.00",paid
SI-5096,SUB-533,2026-05-23,2839,paid
SI-5097,SUB-2880,09/20/2024,"$4,736.00",overdue
SI-5098,SUB-1319,10/02/2024,"3 038,00",OVERDUE
SI-5099,SUB-2044,24-08-2024,4581,paid
SI-5100,SUB-2998,10-07-2025,"1 159,00",pending
SI-5101,SUB-58,2025-04-02,4865,overdue
SI-5102,SUB-3828,27-07-2026,4889,overdue
SI-5103,SUB-5761,04/23/2024,3144,overdue
SI-5104,SUB-4073,2025-11-16,4194,PAID
SI-5105,SUB-4675,05/26/2025,4839,OVERDUE
SI-5106,SUB-4628,01/24/2026,3366,pending
SI-5107,SUB-716,2024-12-21,2939,PAID
SI-5108,SUB-1208,2024-01-25,"4 698,00",PAID
SI-5109,SUB-5337,2024-01-26,1790,PAID
SI-5110,SUB-2815,2025-05-11,"$3,380.00",OVERDUE
SI-5111,SUB-1187,22-07-2024,"$3,682.00",PAID
SI-5112,SUB-5690,2024-06-20,$276.00,PAID
SI-5113,SUB-5381,08-11-2025,"$1,029.00",OVERDUE
SI-5114,SUB-1420,2024-12-20,"$1,805.00",pending
SI-5115,SUB-3998,2024-01-11,"$1,200.00",PAID
SI-5116,SUB-5244,2024-02-01,"$3,577.00",OVERDUE
SI-5117,SUB-173,18-06-2025,"872,00",PAID
SI-5118,SUB-2483,2024-08-03,$188.00,overdue
SI-5119,SUB-4982,16-08-2026,4047,overdue
SI-5120,SUB-1382,04/19/2026,"$3,390.00",overdue
SI-5121,SUB-4383,2025-06-03,2722,pending
SI-5122,SUB-4176,2024-04-11,"$2,313.00",pending
SI-5123,SUB-5553,2024-03-11,2590,OVERDUE
SI-5124,SUB-602,12/02/2026,2 093,OVERDUE
SI-5125,SUB-2813,21-08-2026,1878,overdue
SI-5126,SUB-4591,09/01/2026,240,PAID
SI-5127,SUB-3857,08/16/2026,"$1,961.00",PAID
SI-5128,SUB-2294,07/08/2025,264,OVERDUE
SI-5129,SUB-1310,11/28/2026,"$2,166.00",pending
SI-5130,SUB-2432,2025-05-01,4411,overdue
SI-5131,SUB-2565,18-09-2026,"$4,609.00",overdue
SI-5132,SUB-3444,2026-10-01,"$1,976.00",PAID
SI-5133,SUB-2241,2026-09-10,3254,overdue
SI-5134,SUB-5319,2024-02-13,627,overdue
SI-5135,SUB-4941,02/13/2024,2902,overdue
SI-5136,SUB-5724,09/03/2026,654,overdue
SI-5137,SUB-4724,07/07/2026,"$3,744.00",overdue
SI-5138,SUB-4375,2024-08-15,3302,overdue
SI-5139,SUB-484,18-01-2024,2 170,OVERDUE
SI-5140,SUB-3423,2024-08-06,"$4,974.00",OVERDUE
SI-5141,SUB-4331,2024-02-04,"4 654,00",overdue
SI-5142,SUB-1627,11/11/2024,1240,OVERDUE
SI-5143,SUB-5607,2025-05-07,744,OVERDUE
SI-5144,SUB-841,09-11-2024,"$2,102.00",overdue
SI-5145,SUB-5513,2026-07-01,"$2,276.00",PAID
SI-5146,SUB-5520,2025-06-26,"$1,494.00",PAID
SI-5147,SUB-3470,03-08-2024,"2 290,00",PAID
SI-5148,SUB-5016,08/04/2024,2919,PAID
SI-5149,SUB-865,2026-08-25,"4 520,00",PAID
SI-5150,SUB-2319,05-09-2024,2023,pending
SI-5151,SUB-2705,10/17/2026,3739,OVERDUE
SI-5152,SUB-2700,2025-04-23,295,overdue
SI-5153,SUB-1585,27-05-2025,"$3,453.00",overdue
SI-5154,SUB-2004,10-12-2025,"$3,197.00",overdue
SI-5155,SUB-5334,02/12/2026,"3 872,00",overdue
SI-5156,SUB-1766,2025-07-04,"$3,778.00",pending
SI-5157,SUB-229,25-03-2024,4670,PAID
SI-5158,SUB-1199,01/16/2025,"$4,563.00",overdue
SI-5159,SUB-4466,2026-04-22,1451,PAID
SI-5160,SUB-1030,10/05/2026,"$1,565.00",overdue
SI-5161,SUB-4052,2024-11-07,3883,pending
SI-5162,SUB-1291,03-08-2024,2589,OVERDUE
SI-5163,SUB-971,08/28/2025,1033,OVERDUE
SI-5164,SUB-1744,06-05-2024,"$2,346.00",overdue
SI-5165,SUB-743,2025-08-22,"$2,968.00",OVERDUE
SI-5166,SUB-5842,22-06-2024,4605,overdue
SI-5167,SUB-349,01/01/2024,"2 682,00",paid
SI-5168,SUB-1780,2024-04-09,515,paid
SI-5169,SUB-2776,2024-04-17,4255,overdue
SI-5170,SUB-111,23-07-2026,4284,overdue
SI-5171,SUB-2824,2024-12-25,$210.00,overdue
SI-5172,SUB-2576,08/07/2026,"3 850,00",paid
SI-5173,SUB-2418,03/08/2025,"$3,098.00",paid
SI-5174,SUB-732,10/26/2025,"4 999,00",PAID
SI-5175,SUB-5053,10/27/2024,"3 860,00",overdue
SI-5176,SUB-1270,2024-02-12,"3 373,00",paid
SI-5177,SUB-2904,2026-08-25,"$1,619.00",pending
SI-5178,SUB-3758,2026-07-04,"1 541,00",pending
SI-5179,SUB-2205,09/21/2024,"$3,249.00",paid
SI-5180,SUB-4992,2026-05-10,4849,paid
SI-5181,SUB-4869,05/08/2025,"3 539,00",OVERDUE
SI-5182,SUB-3237,2024-05-26,1358,pending
SI-5183,SUB-2159,07/06/2024,595,pending
SI-5184,SUB-5025,06/12/2024,4779,overdue
SI-5185,SUB-1392,2024-06-20,"918,00",overdue
SI-5186,SUB-3503,07-12-2025,"$3,897.00",overdue
SI-5187,SUB-2413,20-04-2024,"$4,629.00",overdue
SI-5188,SUB-4043,08/18/2024,219,overdue
SI-5189,SUB-3436,2026-04-15,1 835,PAID
SI-5190,SUB-4322,2024-05-06,3931,pending
SI-5191,SUB-1553,2026-02-15,"$1,845.00",OVERDUE
SI-5192,SUB-4690,2026-02-09,"$4,972.00",OVERDUE
SI-5193,SUB-3918,2024-11-05,"$2,346.00",OVERDUE
SI-5194,SUB-4213,08/24/2025,1116,PAID
SI-5195,SUB-707,2025-06-01,1156,overdue
SI-5196,SUB-1700,07/02/2026,"$3,011.00",overdue
SI-5197,SUB-83,2026-07-24,134,OVERDUE
SI-5198,SUB-1787,08/26/2025,3689,pending
SI-5199,SUB-3398,2026-08-06,$424.00,OVERDUE
SI-5200,SUB-4412,04/07/2026,1467,pending
SI-5201,SUB-3276,2025-08-13,"4 897,00",overdue
SI-5202,SUB-2725,2025-10-25,4710,paid
SI-5203,SUB-3969,04/10/2026,687,overdue
SI-5204,SUB-923,06-05-2026,3075,overdue
SI-5205,SUB-3797,2024-01-13,3241,overdue
SI-5206,SUB-781,01/12/2024,4342,paid
SI-5207,SUB-1256,07/28/2025,"$1,731.00",PAID
SI-5208,SUB-3705,11/03/2026,871,pending
SI-5209,SUB-2356,2026-10-13,3547,overdue
SI-5210,SUB-773,08/13/2025,847,overdue
SI-5211,SUB-2617,2024-10-05,"$4,512.00",PAID
SI-5212,SUB-5567,07/06/2026,1358,paid
SI-5213,SUB-1011,2024-11-25,3469,pending
SI-5214,SUB-4972,2024-06-05,"3 920,00",pending
SI-5215,SUB-3778,2024-05-05,1332,paid
SI-5216,SUB-5693,10/26/2026,"$3,230.00",paid
SI-5217,SUB-1434,02/11/2025,"$4,847.00",PAID
SI-5218,SUB-5605,2025-07-06,"4 553,00",OVERDUE
SI-5219,SUB-4666,28-10-2025,$660.00,pending
SI-5220,SUB-4453,2026-07-07,"$2,585.00",overdue
SI-5221,SUB-2126,05/08/2024,1249,overdue
SI-5222,SUB-1003,05/25/2024,$513.00,overdue
SI-5223,SUB-3831,20-06-2026,221,paid
SI-5224,SUB-1219,2025-08-04,3242,OVERDUE
SI-5225,SUB-3897,09/13/2025,"$3,276.00",PAID
SI-5226,SUB-5093,28-10-2026,"$4,918.00",overdue
SI-5227,SUB-2904,04/08/2024,1257,overdue
SI-5228,SUB-211,02/23/2025,4599,OVERDUE
SI-5229,SUB-1676,2026-03-13,"$2,876.00",PAID
SI-5230,SUB-3347,11-08-2024,2632,pending
SI-5231,SUB-1771,07/11/2024,336,pending
SI-5232,SUB-5809,2024-01-20,"$2,617.00",paid
SI-5233,SUB-3261,22-09-2025,"$3,861.00",OVERDUE
SI-5234,SUB-5843,28-07-2024,4940,OVERDUE
SI-5235,SUB-3758,20-09-2025,"$2,953.00",OVERDUE
SI-5236,SUB-2109,2026-11-04,"$4,345.00",PAID
SI-5237,SUB-2085,10/24/2026,2579,overdue
SI-5238,SUB-2913,10/21/2024,"$3,189.00",overdue
SI-5239,SUB-555,2025-07-04,3869,overdue
SI-5240,SUB-5693,07/10/2026,1160,PAID
SI-5241,SUB-3680,2025-02-01,4873,pending
SI-5242,SUB-3953,2024-06-02,3146,pending
SI-5243,SUB-3323,2026-12-18,921,PAID
SI-5244,SUB-244,05/20/2025,3958,paid
SI-5245,SUB-2827,13-12-2025,2070,pending
SI-5246,SUB-5890,09/20/2025,4645,overdue
SI-5247,SUB-3375,10-05-2025,"$3,737.00",pending
SI-5248,SUB-61,12/02/2026,4221,PAID
SI-5249,SUB-5855,2025-08-10,4605,overdue
SI-5250,SUB-3278,20-01-2024,4 652,pending
SI-5251,SUB-4843,10/25/2024,2818,overdue
SI-5252,SUB-3096,04/03/2025,1051,pending
SI-5253,SUB-2101,17-03-2026,"2 669,00",OVERDUE
SI-5254,SUB-1637,05-12-2026,4786,overdue
SI-5255,SUB-2469,2025-04-20,$558.00,overdue
SI-5256,SUB-820,11-12-2025,"$2,205.00",overdue
SI-5257,SUB-5635,2025-04-19,"$2,083.00",PAID
SI-5258,SUB-4993,2026-01-06,3142,OVERDUE
SI-5259,SUB-719,2026-11-26,"119,00",pending
SI-5260,SUB-4418,2024-02-22,3728,OVERDUE
SI-5261,SUB-5261,2026-07-05,"$4,214.00",pending
SI-5262,SUB-3497,2024-12-27,668,pending
SI-5263,SUB-4674,05/06/2026,"$4,683.00",PAID
SI-5264,SUB-1933,06-09-2025,3 467,overdue
SI-5265,SUB-3632,07/14/2024,889,PAID
SI-5266,SUB-5146,06/27/2025,1 345,paid
SI-5267,SUB-2273,05-12-2025,2232,pending
SI-5268,SUB-1984,09/18/2024,1211,OVERDUE
SI-5269,SUB-1779,2024-04-22,2365,overdue
SI-5270,SUB-2181,2024-05-19,2671,OVERDUE
SI-5271,SUB-859,05/04/2026,$498.00,overdue
SI-5272,SUB-5506,2024-12-24,"798,00",overdue
SI-5273,SUB-36,03/02/2024,4666,overdue
SI-5274,SUB-2060,2026-08-25,1564,OVERDUE
SI-5275,SUB-38,2026-06-23,4 076,OVERDUE
SI-5276,SUB-1137,09/22/2024,4827,overdue
SI-5277,SUB-2695,04/18/2025,4262,overdue
SI-5278,SUB-3490,17-07-2026,"4 508,00",pending
SI-5279,SUB-4863,02/23/2026,"$4,839.00",paid
SI-5280,SUB-2322,2024-03-26,"$3,447.00",overdue
SI-5281,SUB-3092,2026-05-26,4873,overdue
SI-5282,SUB-1216,2024-08-12,"$2,211.00",OVERDUE
SI-5283,SUB-4724,2024-02-21,3265,overdue
SI-5284,SUB-349,09/24/2025,2343,overdue
SI-5285,SUB-1935,27-07-2024,1698,OVERDUE
SI-5286,SUB-4783,07-12-2025,1484,overdue
SI-5287,SUB-972,13-07-2025,222,OVERDUE
SI-5288,SUB-3670,2025-10-02,"$3,114.00",overdue
SI-5289,SUB-2053,2024-03-14,$503.00,overdue
SI-5290,SUB-1840,09/16/2026,"$1,129.00",overdue
SI-5291,SUB-1391,2026-06-03,"$2,623.00",OVERDUE
SI-5292,SUB-1251,24-12-2025,"$4,137.00",overdue
SI-5293,SUB-257,17-08-2024,332,OVERDUE
SI-5294,SUB-677,11/28/2024,3116,paid
SI-5295,SUB-4835,2024-11-07,"$1,295.00",OVERDUE
SI-5296,SUB-4140,03/18/2026,2925,OVERDUE
SI-5297,SUB-2602,01/28/2026,2870,pending
SI-5298,SUB-2854,2026-07-09,1844,PAID
SI-5299,SUB-3597,2024-08-05,374,overdue
SI-5300,SUB-4628,2025-01-12,"$4,582.00",pending
SI-5301,SUB-957,2024-03-16,"$1,690.00",pending
SI-5302,SUB-4940,09/20/2025,4072,overdue
SI-5303,SUB-4523,2026-09-07,4064,paid
SI-5304,SUB-1407,2025-10-21,1438,pending
SI-5305,SUB-5275,2025-04-21,"1 443,00",overdue
SI-5306,SUB-2186,2024-04-12,"$2,163.00",overdue
SI-5307,SUB-2672,07/14/2025,4 075,overdue
SI-5308,SUB-237,2024-12-17,"1 316,00",PAID
SI-5309,SUB-3995,2024-06-09,2191,paid
SI-5310,SUB-2666,2025-04-22,"$3,050.00",overdue
SI-5311,SUB-3034,2024-04-10,4444,overdue
SI-5312,SUB-2327,02/08/2024,"1 482,00",paid
SI-5313,SUB-3474,2026-06-22,"$1,532.00",PAID
SI-5314,SUB-448,03/04/2024,4050,PAID
SI-5315,SUB-1723,11/24/2025,4081,paid
SI-5316,SUB-4122,2025-06-16,967,PAID
SI-5317,SUB-2885,12/19/2026,4 340,PAID
SI-5318,SUB-127,07/14/2026,2960,paid
SI-5319,SUB-3489,2024-11-05,"$3,689.00",paid
SI-5320,SUB-2754,07/06/2026,161,pending
SI-5321,SUB-4482,05-06-2024,"$4,679.00",PAID
SI-5322,SUB-3007,2026-07-06,2 956,overdue
SI-5323,SUB-4760,05/22/2024,1322,overdue
SI-5324,SUB-5850,2025-04-04,"$1,345.00",overdue
SI-5325,SUB-3493,03/17/2024,"2 738,00",paid
SI-5326,SUB-5159,07/22/2025,"$2,394.00",PAID
SI-5327,SUB-4054,2025-11-27,4178,overdue
SI-5328,SUB-5795,2024-03-19,"$3,150.00",pending
SI-5329,SUB-4436,26-05-2026,457,overdue
SI-5330,SUB-2264,08-03-2025,2376,pending
SI-5331,SUB-2819,20-11-2024,4333,overdue
SI-5332,SUB-413,2026-03-10,4997,paid
SI-5333,SUB-2065,03/22/2026,3091,OVERDUE
SI-5334,SUB-2841,2025-04-04,1897,pending
SI-5335,SUB-5629,2026-04-26,"3 985,00",pending
SI-5336,SUB-4011,2024-02-13,"$2,227.00",PAID
SI-5337,SUB-4650,2026-07-15,954,overdue
SI-5338,SUB-4749,04/19/2024,203,PAID
SI-5339,SUB-1575,09/20/2026,415,overdue
SI-5340,SUB-4158,2025-03-15,"$1,046.00",overdue
SI-5341,SUB-4470,2026-08-26,3080,overdue
SI-5342,SUB-917,2025-04-20,"$1,904.00",overdue
SI-5343,SUB-535,12-05-2026,"$1,552.00",PAID
SI-5344,SUB-5471,2025-11-12,$844.00,OVERDUE
SI-5345,SUB-467,27-11-2026,2507,pending
SI-5346,SUB-5438,2025-10-14,"4 449,00",overdue
SI-5347,SUB-5585,2024-03-02,"$4,091.00",paid
SI-5348,SUB-2482,04-06-2024,731,paid
SI-5349,SUB-1650,03/23/2024,696,paid
SI-5350,SUB-2386,2026-03-05,"$2,964.00",overdue
SI-5351,SUB-4197,07/21/2024,4092,paid
SI-5352,SUB-2801,24-09-2026,"464,00",OVERDUE
SI-5353,SUB-531,2026-11-14,2472,OVERDUE
SI-5354,SUB-5547,2026-03-22,"$3,221.00",OVERDUE
SI-5355,SUB-4552,2024-05-21,"1 680,00",paid
SI-5356,SUB-4219,2026-09-19,"4 580,00",overdue
SI-5357,SUB-5767,2026-09-01,"$4,536.00",overdue
SI-5358,SUB-5061,02-04-2026,"$1,006.00",overdue
SI-5359,SUB-2706,27-05-2025,"$4,136.00",pending
SI-5360,SUB-5771,2026-01-28,397,paid
SI-5361,SUB-1466,12/27/2026,"$1,671.00",OVERDUE
SI-5362,SUB-894,2026-07-12,"578,00",overdue
SI-5363,SUB-4771,12/12/2026,1 034,pending
SI-5364,SUB-4671,2025-12-17,"$4,799.00",overdue
SI-5365,SUB-2433,03/18/2026,3357,overdue
SI-5366,SUB-5981,2025-11-28,"$4,507.00",paid
SI-5367,SUB-441,2026-07-11,"1 254,00",pending
SI-5368,SUB-1783,2025-03-03,3132,pending
SI-5369,SUB-627,2026-05-26,"$2,501.00",PAID
SI-5370,SUB-4528,2024-07-06,3185,pending
SI-5371,SUB-5410,08/20/2026,4039,overdue
SI-5372,SUB-1834,2025-03-04,3993,paid
SI-5373,SUB-3344,02/12/2026,4259,overdue
SI-5374,SUB-3144,2024-09-11,859,overdue
SI-5375,SUB-2268,20-12-2026,"$3,275.00",overdue
SI-5376,SUB-4794,2026-02-23,1938,OVERDUE
SI-5377,SUB-4133,2025-08-25,1803,pending
SI-5378,SUB-1960,04-04-2026,"$3,761.00",overdue
SI-5379,SUB-5983,2024-06-18,4015,OVERDUE
SI-5380,SUB-4228,2025-02-28,"$2,081.00",PAID
SI-5381,SUB-5897,2025-02-21,"$2,868.00",PAID
SI-5382,SUB-1219,25-10-2025,"$2,344.00",OVERDUE
SI-5383,SUB-63,2026-07-03,1440,PAID
SI-5384,SUB-1052,04/03/2025,4911,OVERDUE
SI-5385,SUB-5889,2026-10-12,3 408,overdue
SI-5386,SUB-5982,2026-03-23,2091,PAID
SI-5387,SUB-2523,2026-07-14,120,pending
SI-5388,SUB-2917,2024-02-23,4 901,overdue
SI-5389,SUB-4407,2024-06-15,$365.00,PAID
SI-5390,SUB-106,2025-08-01,"$3,014.00",overdue
SI-5391,SUB-2793,10-04-2026,1275,overdue
SI-5392,SUB-3880,04/27/2026,3856,overdue
SI-5393,SUB-5112,11/20/2024,3392,pending
SI-5394,SUB-3016,2024-07-28,2 698,PAID
SI-5395,SUB-3317,2024-10-22,3310,PAID
SI-5396,SUB-3914,2024-01-28,"$2,734.00",OVERDUE
SI-5397,SUB-5194,01/21/2024,$322.00,overdue
SI-5398,SUB-3770,08/08/2026,3199,OVERDUE
SI-5399,SUB-433,2024-03-22,1133,PAID
SI-5400,SUB-2080,08-02-2025,$987.00,paid
SI-5401,SUB-2488,2025-03-15,"440,00",overdue
SI-5402,SUB-5565,05-11-2024,455,paid
SI-5403,SUB-5823,2025-10-26,4222,paid
SI-5404,SUB-3629,2024-05-04,1 712,OVERDUE
SI-5405,SUB-1979,2024-03-11,4 200,PAID
