usage_id,subscription_id,week,value
US-57838,SUB-1194,18,916
US-57839,SUB-3241,1,645
US-57840,SUB-1478,40,173
US-57841,SUB-3279,2,237
US-57842,SUB-4159,24,834
US-57843,SUB-1249,26,169
US-57844,SUB-4570,16,631
US-57845,SUB-2031,10,435
US-57846,SUB-5549,36,287
US-57847,SUB-605,9,557
US-57848,SUB-3626,8,759
US-57849,SUB-685,28,198
US-57850,SUB-3299,12,948
US-57851,SUB-2346,12,952
US-57852,SUB-2124,18,65
US-57853,SUB-4603,28,134
US-57854,SUB-2965,39,99
US-57855,SUB-4528,8,652
US-57856,SUB-4761,13,554
US-57857,SUB-1411,15,361
US-57858,SUB-4620,40,69
US-57859,SUB-1617,27,181
US-57860,SUB-1140,18,287
US-57861,SUB-3702,14,65
US-57862,SUB-4576,37,64
US-57863,SUB-5587,21,755
US-57864,SUB-928,12,411
US-57865,SUB-1711,6,268
US-57866,SUB-3224,40,584
US-57867,SUB-5094,20,96
US-57868,SUB-2356,8,954
US-57869,SUB-2626,3,215
US-57870,SUB-2513,15,359
US-57871,SUB-1496,32,967
US-57872,SUB-2159,30,68
US-57873,SUB-199,14,868
US-57874,SUB-4938,13,520
US-57875,SUB-2331,25,145
US-57876,SUB-636,29,59
US-57877,SUB-2605,35,610
US-57878,SUB-2459,4,717
US-57879,SUB-154,1,614
US-57880,SUB-2080,15,427
US-57881,SUB-3509,32,815
US-57882,SUB-1862,19,728
US-57883,SUB-698,28,221
US-57884,SUB-2248,31,334
US-57885,SUB-3356,22,281
US-57886,SUB-3163,7,152
US-57887,SUB-5170,10,864
US-57888,SUB-2948,19,308
US-57889,SUB-3444,18,60
US-57890,SUB-2359,19,819
US-57891,SUB-1949,19,297
US-57892,SUB-5678,11,280
US-57893,SUB-1204,31,922
US-57894,SUB-731,33,21
US-57895,SUB-1736,28,54
US-57896,SUB-1746,40,662
US-57897,SUB-1314,12,477
US-57898,SUB-3841,32,167
US-57899,SUB-2737,16,656
US-57900,SUB-2843,30,426
US-57901,SUB-234,18,544
US-57902,SUB-3338,7,330
US-57903,SUB-3024,19,222
US-57904,SUB-4629,33,258
US-57905,SUB-5791,7,218
US-57906,SUB-1825,2,108
US-57907,SUB-3231,10,158
US-57908,SUB-2408,11,484
US-57909,SUB-5202,22,386
US-57910,SUB-5425,29,337
US-57911,SUB-1846,29,826
US-57912,SUB-2979,1,966
US-57913,SUB-569,30,772
US-57914,SUB-1714,34,942
US-57915,SUB-397,24,98
US-57916,SUB-4343,38,364
US-57917,SUB-1973,32,16
US-57918,SUB-5255,2,581
US-57919,SUB-1802,38,743
US-57920,SUB-590,13,851
US-57921,SUB-2605,27,295
US-57922,SUB-4134,35,740
US-57923,SUB-1989,12,735
US-57924,SUB-4918,4,696
US-57925,SUB-4582,29,756
US-57926,SUB-2897,4,67
US-57927,SUB-2391,33,291
US-57928,SUB-2775,13,339
US-57929,SUB-2477,34,19
US-57930,SUB-3105,26,115
US-57931,SUB-34,9,270
US-57932,SUB-456,30,962
US-57933,SUB-2551,22,72
US-57934,SUB-2358,37,108
US-57935,SUB-5826,14,70
US-57936,SUB-2903,5,860
US-57937,SUB-4723,3,832
US-57938,SUB-3288,4,476
US-57939,SUB-5203,14,562
US-57940,SUB-4191,17,287
US-57941,SUB-3655,20,454
US-57942,SUB-3002,11,939
US-57943,SUB-1560,19,844
US-57944,SUB-5245,19,288
US-57945,SUB-4929,12,648
US-57946,SUB-4061,34,202
US-57947,SUB-1713,19,506
US-57948,SUB-726,38,441
US-57949,SUB-5722,22,59
US-57950,SUB-2713,9,847
US-57951,SUB-2673,19,470
US-57952,SUB-4132,29,146
US-57953,SUB-2281,39,754
US-57954,SUB-3882,21,515
US-57955,SUB-5366,14,166
US-57956,SUB-297,30,137
US-57957,SUB-2486,4,619
US-57958,SUB-2376,15,681
US-57959,SUB-2344,21,953
US-57960,SUB-4737,9,705
US-57961,SUB-2054,6,355
US-57962,SUB-4182,14,359
US-57963,SUB-4372,11,733
US-57964,SUB-366,2,796
US-57965,SUB-2231,33,714
US-57966,SUB-1786,16,394
US-57967,SUB-14,29,164
US-57968,SUB-1078,32,438
US-57969,SUB-133,24,587
US-57970,SUB-4075,10,787
US-57971,SUB-3521,22,249
US-57972,SUB-1255,25,296
US-57973,SUB-3281,38,938
US-57974,SUB-2329,11,382
US-57975,SUB-2632,29,536
US-57976,SUB-3703,23,223
US-57977,SUB-664,38,914
US-57978,SUB-5547,1,928
US-57979,SUB-2922,4,829
US-57980,SUB-4843,1,346
US-57981,SUB-2094,26,361
US-57982,SUB-3065,36,466
US-57983,SUB-5119,33,134
US-57984,SUB-4878,30,494
US-57985,SUB-169,32,756
US-57986,SUB-5762,22,18
US-57987,SUB-1489,24,349
US-57988,SUB-5583,24,134
US-57989,SUB-2651,11,969
US-57990,SUB-79,8,924
US-57991,SUB-2157,19,425
US-57992,SUB-1290,17,509
US-57993,SUB-2628,33,200
US-57994,SUB-3064,22,322
US-57995,SUB-4939,14,914
US-57996,SUB-5309,22,58
US-57997,SUB-1939,21,579
US-57998,SUB-1717,34,539
US-57999,SUB-1137,38,297
US-58000,SUB-3264,36,259
US-58001,SUB-3443,16,153
US-58002,SUB-3412,14,953
US-58003,SUB-3960,11,296
US-58004,SUB-3024,30,414
US-58005,SUB-5490,33,98
US-58006,SUB-1511,28,329
US-58007,SUB-5904,24,905
US-58008,SUB-3301,40,383
US-58009,SUB-2848,33,58
US-58010,SUB-2233,40,909
US-58011,SUB-5877,30,663
US-58012,SUB-2725,22,811
US-58013,SUB-3224,39,753
US-58014,SUB-3370,5,475
US-58015,SUB-5107,16,70
US-58016,SUB-2804,36,85
US-58017,SUB-3083,20,868
US-58018,SUB-4280,7,203
US-58019,SUB-497,37,975
US-58020,SUB-3772,10,442
US-58021,SUB-4104,27,121
US-58022,SUB-91,9,352
US-58023,SUB-1288,17,228
US-58024,SUB-3184,10,511
US-58025,SUB-3957,33,254
US-58026,SUB-708,28,284
US-58027,SUB-982,26,582
US-58028,SUB-4819,5,636
US-58029,SUB-5361,13,894
US-58030,SUB-634,33,228
US-58031,SUB-5054,24,531
US-58032,SUB-4881,40,711
US-58033,SUB-2841,18,188
US-58034,SUB-3761,22,578
US-58035,SUB-4401,18,159
US-58036,SUB-897,18,76
US-58037,SUB-4037,4,144
US-58038,SUB-3161,1,136
US-58039,SUB-5614,22,228
US-58040,SUB-867,8,747
US-58041,SUB-2630,21,15
US-58042,SUB-4377,2,738
US-58043,SUB-801,35,216
US-58044,SUB-4729,14,79
US-58045,SUB-522,4,70
US-58046,SUB-4364,7,219
US-58047,SUB-1876,14,194
US-58048,SUB-5542,35,685
US-58049,SUB-4887,14,269
US-58050,SUB-836,18,846
US-58051,SUB-4555,25,546
US-58052,SUB-4115,15,170
US-58053,SUB-355,13,591
US-58054,SUB-2035,3,962
US-58055,SUB-4910,31,322
US-58056,SUB-5561,34,532
US-58057,SUB-3494,2,361
US-58058,SUB-1133,21,591
US-58059,SUB-3036,18,226
US-58060,SUB-5072,39,544
US-58061,SUB-781,4,392
US-58062,SUB-1847,27,68
US-58063,SUB-2152,34,303
US-58064,SUB-3206,37,731
US-58065,SUB-5498,26,476
US-58066,SUB-5552,10,387
US-58067,SUB-3136,3,485
US-58068,SUB-2595,2,861
US-58069,SUB-64,35,534
US-58070,SUB-1130,6,873
US-58071,SUB-1510,6,124
US-58072,SUB-885,24,702
US-58073,SUB-4860,11,207
US-58074,SUB-3333,25,492
US-58075,SUB-4155,32,67
US-58076,SUB-3788,40,12
US-58077,SUB-3938,10,666
US-58078,SUB-1052,25,898
US-58079,SUB-5353,26,343
US-58080,SUB-2214,37,91
US-58081,SUB-5407,14,138
US-58082,SUB-5134,20,443
US-58083,SUB-2848,29,100
US-58084,SUB-4182,10,203
US-58085,SUB-1350,20,232
US-58086,SUB-4506,10,545
US-58087,SUB-1779,14,192
US-58088,SUB-4881,29,985
US-58089,SUB-3022,31,393
US-58090,SUB-539,24,460
US-58091,SUB-5239,10,881
US-58092,SUB-4599,33,905
US-58093,SUB-867,27,97
US-58094,SUB-5056,9,437
US-58095,SUB-274,39,150
US-58096,SUB-402,7,439
US-58097,SUB-127,28,97
US-58098,SUB-1682,14,312
US-58099,SUB-5050,36,436
US-58100,SUB-220,3,425
US-58101,SUB-755,35,603
US-58102,SUB-2351,39,697
US-58103,SUB-3737,12,548
US-58104,SUB-2766,33,329
US-58105,SUB-3482,32,724
US-58106,SUB-1485,23,105
US-58107,SUB-2275,14,264
US-58108,SUB-1361,12,251
US-58109,SUB-3557,35,98
US-58110,SUB-3471,24,942
US-58111,SUB-1789,38,650
US-58112,SUB-5240,33,120
US-58113,SUB-5008,21,723
US-58114,SUB-2289,4,545
US-58115,SUB-4587,22,533
US-58116,SUB-2493,31,477
US-58117,SUB-3459,20,638
US-58118,SUB-522,19,457
US-58119,SUB-2829,35,342
US-58120,SUB-1328,31,57
US-58121,SUB-5538,37,36
US-58122,SUB-3739,25,450
US-58123,SUB-622,24,398
US-58124,SUB-594,8,862
US-58125,SUB-499,27,102
US-58126,SUB-4387,27,932
US-58127,SUB-4082,37,42
US-58128,SUB-4959,14,914
US-58129,SUB-3102,31,773
US-58130,SUB-783,18,706
US-58131,SUB-2506,36,865
US-58132,SUB-2529,14,860
US-58133,SUB-468,28,295
US-58134,SUB-5803,2,326
US-58135,SUB-1007,31,541
US-58136,SUB-1147,6,790
US-58137,SUB-3056,1,292
US-58138,SUB-4212,8,911
US-58139,SUB-984,38,882
US-58140,SUB-3881,32,127
US-58141,SUB-231,21,71
US-58142,SUB-303,29,477
US-58143,SUB-968,22,148
US-58144,SUB-2877,15,336
US-58145,SUB-5979,38,980
US-58146,SUB-752,22,481
US-58147,SUB-3260,31,212
US-58148,SUB-4057,18,74
US-58149,SUB-601,25,166
US-58150,SUB-2377,39,93
US-58151,SUB-3801,6,353
US-58152,SUB-1038,5,442
US-58153,SUB-431,4,601
US-58154,SUB-2930,33,510
US-58155,SUB-5288,37,608
US-58156,SUB-2616,16,536
US-58157,SUB-609,26,94
US-58158,SUB-1092,7,177
US-58159,SUB-2487,25,950
US-58160,SUB-2315,14,878
US-58161,SUB-1316,1,93
US-58162,SUB-2251,24,528
US-58163,SUB-1584,9,203
US-58164,SUB-1025,40,269
US-58165,SUB-3369,7,664
US-58166,SUB-5874,19,89
US-58167,SUB-4248,28,769
US-58168,SUB-1523,12,707
US-58169,SUB-5922,11,833
US-58170,SUB-1661,7,88
US-58171,SUB-4517,23,329
US-58172,SUB-4387,14,792
US-58173,SUB-3333,6,96
US-58174,SUB-3386,37,73
US-58175,SUB-3810,40,415
US-58176,SUB-2118,6,953
US-58177,SUB-3885,33,49
US-58178,SUB-3111,17,188
US-58179,SUB-2078,26,56
US-58180,SUB-4334,13,537
US-58181,SUB-2329,1,514
US-58182,SUB-2128,21,765
US-58183,SUB-804,34,270
US-58184,SUB-2447,34,545
US-58185,SUB-4339,13,721
US-58186,SUB-304,39,827
US-58187,SUB-3648,19,713
US-58188,SUB-1179,32,656
US-58189,SUB-3231,40,969
US-58190,SUB-4088,6,385
US-58191,SUB-5710,2,998
US-58192,SUB-3483,12,865
US-58193,SUB-1027,16,195
US-58194,SUB-293,13,588
US-58195,SUB-226,34,213
US-58196,SUB-350,20,193
US-58197,SUB-963,31,227
US-58198,SUB-2618,10,993
US-58199,SUB-903,26,856
US-58200,SUB-3644,31,976
US-58201,SUB-4518,23,69
US-58202,SUB-2080,10,333
US-58203,SUB-4894,12,777
US-58204,SUB-5626,23,821
US-58205,SUB-237,20,899
US-58206,SUB-3068,27,591
US-58207,SUB-1363,6,901
US-58208,SUB-2726,2,281
US-58209,SUB-4398,7,982
US-58210,SUB-1141,38,136
US-58211,SUB-1091,6,377
US-58212,SUB-5138,35,383
US-58213,SUB-709,31,475
US-58214,SUB-1170,21,917
US-58215,SUB-3218,39,894
US-58216,SUB-3947,21,104
US-58217,SUB-3911,22,257
US-58218,SUB-4843,13,126
US-58219,SUB-5416,22,512
US-58220,SUB-2688,25,665
US-58221,SUB-280,21,466
US-58222,SUB-2901,4,177
US-58223,SUB-1737,30,48
US-58224,SUB-2229,2,621
US-58225,SUB-4215,26,9
US-58226,SUB-2577,16,806
US-58227,SUB-3598,12,643
US-58228,SUB-2851,3,510
US-58229,SUB-807,6,558
US-58230,SUB-3431,18,798
US-58231,SUB-5318,6,393
US-58232,SUB-3325,30,866
US-58233,SUB-5600,9,463
US-58234,SUB-2841,29,634
US-58235,SUB-5210,23,963
US-58236,SUB-1784,16,738
US-58237,SUB-1972,10,872
US-58238,SUB-5565,40,203
US-58239,SUB-3494,12,276
US-58240,SUB-2702,29,369
US-58241,SUB-828,34,283
US-58242,SUB-1434,21,996
US-58243,SUB-472,34,118
US-58244,SUB-3707,4,495
US-58245,SUB-4711,18,908
US-58246,SUB-5255,34,569
US-58247,SUB-3591,12,588
US-58248,SUB-607,36,118
US-58249,SUB-5086,7,470
US-58250,SUB-2726,5,330
US-58251,SUB-1104,30,39
US-58252,SUB-1070,36,135
US-58253,SUB-1407,25,467
US-58254,SUB-4988,5,356
US-58255,SUB-3612,30,980
US-58256,SUB-1894,17,634
US-58257,SUB-4384,2,184
US-58258,SUB-1617,15,442
US-58259,SUB-5561,14,711
US-58260,SUB-3152,21,890
US-58261,SUB-2819,30,362
US-58262,SUB-1675,32,663
US-58263,SUB-5696,23,219
US-58264,SUB-1088,21,71
US-58265,SUB-4973,9,729
US-58266,SUB-5671,20,172
US-58267,SUB-4882,2,293
US-58268,SUB-5412,25,448
US-58269,SUB-1971,37,8
US-58270,SUB-4322,3,689
US-58271,SUB-2168,12,221
US-58272,SUB-5738,22,463
US-58273,SUB-5140,31,256
US-58274,SUB-5381,17,20
US-58275,SUB-2061,15,559
US-58276,SUB-1650,29,83
US-58277,SUB-3751,24,265
US-58278,SUB-1920,34,644
US-58279,SUB-3549,19,792
US-58280,SUB-443,18,935
US-58281,SUB-1231,21,537
US-58282,SUB-3630,7,167
US-58283,SUB-3479,2,686
US-58284,SUB-2113,14,498
US-58285,SUB-5001,29,362
US-58286,SUB-392,3,506
US-58287,SUB-2098,34,183
US-58288,SUB-2861,22,714
US-58289,SUB-2356,11,513
US-58290,SUB-825,33,618
US-58291,SUB-5092,11,62
US-58292,SUB-1465,36,30
US-58293,SUB-3270,24,865
US-58294,SUB-3439,32,642
US-58295,SUB-2925,39,110
US-58296,SUB-5411,2,381
US-58297,SUB-4780,19,664
US-58298,SUB-5149,7,345
US-58299,SUB-3134,25,450
US-58300,SUB-1719,28,325
US-58301,SUB-2636,28,349
US-58302,SUB-5558,34,702
US-58303,SUB-2272,27,193
US-58304,SUB-1249,29,762
US-58305,SUB-3399,9,535
US-58306,SUB-4677,29,130
US-58307,SUB-2736,10,940
US-58308,SUB-3264,16,881
US-58309,SUB-5229,12,638
US-58310,SUB-1609,35,350
US-58311,SUB-2453,22,954
US-58312,SUB-5833,9,557
US-58313,SUB-673,11,558
US-58314,SUB-786,33,570
US-58315,SUB-4733,32,805
US-58316,SUB-2735,39,651
US-58317,SUB-2451,3,696
US-58318,SUB-499,22,175
US-58319,SUB-2145,17,89
US-58320,SUB-2050,32,225
US-58321,SUB-4566,21,876
US-58322,SUB-1904,4,284
US-58323,SUB-171,3,487
US-58324,SUB-5154,18,340
US-58325,SUB-232,34,102
US-58326,SUB-4025,17,456
US-58327,SUB-2333,17,664
US-58328,SUB-2521,19,324
US-58329,SUB-2157,32,504
US-58330,SUB-1923,22,908
US-58331,SUB-2846,22,203
US-58332,SUB-5517,2,959
US-58333,SUB-2258,19,275
US-58334,SUB-1867,31,125
US-58335,SUB-1160,10,906
US-58336,SUB-342,36,317
US-58337,SUB-3827,29,137
US-58338,SUB-4424,38,595
US-58339,SUB-2054,17,825
US-58340,SUB-3601,31,846
US-58341,SUB-1090,11,734
US-58342,SUB-2239,36,166
US-58343,SUB-4271,8,889
US-58344,SUB-233,5,490
US-58345,SUB-1808,27,353
US-58346,SUB-3216,28,101
US-58347,SUB-448,3,96
US-58348,SUB-4862,6,777
US-58349,SUB-3944,31,840
US-58350,SUB-276,34,656
US-58351,SUB-105,15,617
US-58352,SUB-490,15,103
US-58353,SUB-3339,21,316
US-58354,SUB-3213,16,394
US-58355,SUB-3413,31,375
US-58356,SUB-5153,11,708
US-58357,SUB-1626,12,635
US-58358,SUB-2040,17,691
US-58359,SUB-4044,35,621
US-58360,SUB-2747,33,457
US-58361,SUB-4737,18,465
US-58362,SUB-4368,2,474
US-58363,SUB-3406,6,597
US-58364,SUB-5733,23,175
US-58365,SUB-647,21,475
US-58366,SUB-4290,4,480
US-58367,SUB-1318,4,543
US-58368,SUB-2352,14,379
US-58369,SUB-1463,23,136
US-58370,SUB-837,4,933
US-58371,SUB-1961,36,114
US-58372,SUB-3742,2,544
US-58373,SUB-5104,1,411
US-58374,SUB-2743,5,259
US-58375,SUB-3207,16,268
US-58376,SUB-1867,13,101
US-58377,SUB-2406,23,760
US-58378,SUB-3667,19,967
US-58379,SUB-1123,18,801
US-58380,SUB-1712,32,394
US-58381,SUB-4020,40,137
US-58382,SUB-2441,20,127
US-58383,SUB-1290,15,993
US-58384,SUB-416,19,795
US-58385,SUB-300,14,573
US-58386,SUB-2005,15,976
US-58387,SUB-461,27,97
US-58388,SUB-4776,16,398
US-58389,SUB-3896,4,519
US-58390,SUB-5770,34,50
US-58391,SUB-647,34,134
US-58392,SUB-3363,12,808
US-58393,SUB-561,7,557
US-58394,SUB-5587,19,269
US-58395,SUB-751,29,125
US-58396,SUB-2686,5,54
US-58397,SUB-4783,17,242
US-58398,SUB-1983,21,606
US-58399,SUB-2634,21,527
US-58400,SUB-1338,37,237
US-58401,SUB-3688,9,254
US-58402,SUB-1501,25,373
US-58403,SUB-3825,33,861
US-58404,SUB-4951,30,538
US-58405,SUB-5436,19,864
US-58406,SUB-5912,30,838
US-58407,SUB-3959,29,250
US-58408,SUB-1032,30,404
US-58409,SUB-3194,23,104
US-58410,SUB-1636,3,701
US-58411,SUB-3196,11,645
US-58412,SUB-5059,18,352
US-58413,SUB-1306,9,637
US-58414,SUB-4180,30,254
US-58415,SUB-5513,22,991
US-58416,SUB-4432,11,202
US-58417,SUB-3515,2,689
US-58418,SUB-2587,21,925
US-58419,SUB-5128,16,158
US-58420,SUB-5619,6,312
US-58421,SUB-3416,18,108
US-58422,SUB-3158,19,685
US-58423,SUB-3390,9,699
US-58424,SUB-514,10,836
US-58425,SUB-1712,32,765
US-58426,SUB-5037,4,272
US-58427,SUB-4712,6,201
US-58428,SUB-5007,15,74
US-58429,SUB-5549,39,207
US-58430,SUB-1635,39,131
US-58431,SUB-2431,12,59
US-58432,SUB-5422,39,984
US-58433,SUB-4667,30,103
US-58434,SUB-5256,31,104
US-58435,SUB-5257,10,751
US-58436,SUB-5203,39,829
US-58437,SUB-1795,28,578
US-58438,SUB-535,5,209
US-58439,SUB-4417,17,764
US-58440,SUB-4926,19,338
US-58441,SUB-3630,26,119
US-58442,SUB-2933,25,563
US-58443,SUB-2914,13,59
US-58444,SUB-212,32,415
US-58445,SUB-4700,26,14
US-58446,SUB-4542,13,827
US-58447,SUB-1549,7,550
US-58448,SUB-2946,38,668
US-58449,SUB-780,19,336
US-58450,SUB-2867,25,881
US-58451,SUB-3510,13,186
US-58452,SUB-5005,9,51
US-58453,SUB-1242,19,498
US-58454,SUB-5491,30,429
US-58455,SUB-21,25,776
US-58456,SUB-4442,9,687
US-58457,SUB-3798,1,380
US-58458,SUB-5661,38,530
US-58459,SUB-4735,31,282
US-58460,SUB-478,17,487
US-58461,SUB-4994,31,997
US-58462,SUB-439,34,12
US-58463,SUB-5632,24,371
US-58464,SUB-2563,3,167
US-58465,SUB-5075,27,826
US-58466,SUB-1749,18,889
US-58467,SUB-4906,20,147
US-58468,SUB-4411,8,439
US-58469,SUB-5331,36,146
US-58470,SUB-3826,35,104
US-58471,SUB-1450,26,176
US-58472,SUB-1087,18,100
US-58473,SUB-4486,32,614
US-58474,SUB-4734,15,34
US-58475,SUB-432,18,27
US-58476,SUB-5386,7,226
US-58477,SUB-443,35,353
US-58478,SUB-3272,3,321
US-58479,SUB-1393,18,654
US-58480,SUB-4870,32,435
US-58481,SUB-2140,16,420
US-58482,SUB-2219,35,116
US-58483,SUB-5722,20,360
US-58484,SUB-4809,31,814
US-58485,SUB-4560,29,82
US-58486,SUB-2418,3,638
US-58487,SUB-3908,11,960
US-58488,SUB-4483,35,900
US-58489,SUB-45,19,142
US-58490,SUB-3795,35,967
US-58491,SUB-4546,33,791
US-58492,SUB-11,38,868
US-58493,SUB-4366,4,908
US-58494,SUB-5977,40,96
US-58495,SUB-5721,30,368
US-58496,SUB-2136,22,912
US-58497,SUB-3536,35,131
US-58498,SUB-4715,37,983
US-58499,SUB-1381,27,977
US-58500,SUB-2929,39,756
US-58501,SUB-1781,24,928
US-58502,SUB-469,12,729
US-58503,SUB-5059,25,113
US-58504,SUB-3494,32,944
US-58505,SUB-2466,33,762
US-58506,SUB-1952,4,394
US-58507,SUB-79,12,723
US-58508,SUB-4312,6,525
US-58509,SUB-3058,15,916
US-58510,SUB-314,17,376
US-58511,SUB-3449,6,781
US-58512,SUB-2049,35,784
US-58513,SUB-669,20,598
US-58514,SUB-3107,15,583
US-58515,SUB-2602,32,14
US-58516,SUB-2926,33,341
US-58517,SUB-606,11,957
US-58518,SUB-5135,14,426
US-58519,SUB-5418,12,356
US-58520,SUB-144,16,386
US-58521,SUB-3150,14,651
US-58522,SUB-3665,4,57
US-58523,SUB-81,27,825
US-58524,SUB-4117,19,176
US-58525,SUB-2528,30,490
US-58526,SUB-2256,34,275
US-58527,SUB-2560,8,831
US-58528,SUB-745,7,328
US-58529,SUB-5819,40,58
US-58530,SUB-3987,28,139
US-58531,SUB-3253,36,145
US-58532,SUB-3131,22,958
US-58533,SUB-1117,7,858
US-58534,SUB-5931,34,209
US-58535,SUB-5611,29,166
US-58536,SUB-1725,23,769
US-58537,SUB-2072,12,227
US-58538,SUB-3931,4,59
US-58539,SUB-4046,17,72
US-58540,SUB-4568,17,449
US-58541,SUB-5453,20,952
US-58542,SUB-2164,27,853
US-58543,SUB-2524,31,75
US-58544,SUB-4443,8,705
US-58545,SUB-155,7,307
US-58546,SUB-1707,22,217
US-58547,SUB-1467,6,357
US-58548,SUB-3382,18,805
US-58549,SUB-4900,35,491
US-58550,SUB-610,38,774
US-58551,SUB-2509,17,438
US-58552,SUB-641,36,998
US-58553,SUB-2069,20,879
US-58554,SUB-482,38,953
US-58555,SUB-2788,25,222
US-58556,SUB-4795,12,320
US-58557,SUB-3302,5,109
US-58558,SUB-2793,24,92
US-58559,SUB-5031,14,941
US-58560,SUB-4024,39,424
US-58561,SUB-3737,36,214
US-58562,SUB-5312,15,565
US-58563,SUB-2421,32,544
US-58564,SUB-2094,19,367
US-58565,SUB-3938,3,280
US-58566,SUB-3749,3,478
US-58567,SUB-2100,40,361
US-58568,SUB-1436,31,53
US-58569,SUB-4817,40,286
US-58570,SUB-887,31,475
US-58571,SUB-2916,20,975
US-58572,SUB-3943,38,645
US-58573,SUB-5180,2,308
US-58574,SUB-869,16,560
US-58575,SUB-2074,8,609
US-58576,SUB-4689,30,123
US-58577,SUB-1282,14,191
US-58578,SUB-4008,15,374
US-58579,SUB-1899,28,156
US-58580,SUB-3803,19,738
US-58581,SUB-1838,11,593
US-58582,SUB-2217,32,46
US-58583,SUB-5195,5,783
US-58584,SUB-874,37,91
US-58585,SUB-3555,29,132
US-58586,SUB-2241,17,969
US-58587,SUB-412,25,146
US-58588,SUB-3040,10,368
US-58589,SUB-1858,36,743
US-58590,SUB-4821,14,829
US-58591,SUB-768,6,387
US-58592,SUB-5350,35,51
US-58593,SUB-3026,10,188
US-58594,SUB-1608,4,556
US-58595,SUB-3595,24,664
US-58596,SUB-2570,32,893
US-58597,SUB-972,23,167
US-58598,SUB-3296,21,684
US-58599,SUB-302,40,812
US-58600,SUB-1026,28,762
US-58601,SUB-3623,7,805
US-58602,SUB-3563,6,675
US-58603,SUB-3821,31,202
US-58604,SUB-4770,2,808
US-58605,SUB-547,11,540
US-58606,SUB-1497,25,445
US-58607,SUB-5303,38,450
US-58608,SUB-3887,37,644
US-58609,SUB-3919,13,212
US-58610,SUB-5559,35,639
US-58611,SUB-3008,11,723
US-58612,SUB-3351,35,54
US-58613,SUB-2464,9,594
US-58614,SUB-343,32,587
US-58615,SUB-1741,27,865
US-58616,SUB-1349,38,322
US-58617,SUB-1584,8,649
US-58618,SUB-4454,38,265
US-58619,SUB-4471,39,576
US-58620,SUB-2792,12,662
US-58621,SUB-2601,3,849
US-58622,SUB-4766,10,171
US-58623,SUB-5584,16,850
US-58624,SUB-5450,27,756
US-58625,SUB-69,38,148
US-58626,SUB-3130,36,70
US-58627,SUB-4466,37,700
US-58628,SUB-4474,11,724
US-58629,SUB-5636,20,275
US-58630,SUB-5507,29,60
US-58631,SUB-5503,33,879
US-58632,SUB-5288,6,192
US-58633,SUB-4943,14,140
US-58634,SUB-2303,40,953
US-58635,SUB-3979,23,842
US-58636,SUB-3963,5,94
US-58637,SUB-5579,32,255
US-58638,SUB-5957,14,801
US-58639,SUB-2629,2,735
US-58640,SUB-4992,15,612
US-58641,SUB-2660,16,478
US-58642,SUB-4048,2,188
US-58643,SUB-4110,10,413
US-58644,SUB-2452,3,936
US-58645,SUB-4117,28,707
US-58646,SUB-1326,8,148
US-58647,SUB-588,31,123
US-58648,SUB-3688,5,311
US-58649,SUB-5417,39,225
US-58650,SUB-174,22,246
US-58651,SUB-1849,40,204
US-58652,SUB-2591,27,214
US-58653,SUB-4093,31,832
US-58654,SUB-5694,34,22
US-58655,SUB-920,15,361
US-58656,SUB-5111,13,88
US-58657,SUB-1683,17,380
US-58658,SUB-3960,40,481
US-58659,SUB-3574,5,167
US-58660,SUB-3261,17,830
US-58661,SUB-3051,14,661
US-58662,SUB-966,40,143
US-58663,SUB-3526,7,684
US-58664,SUB-57,32,465
US-58665,SUB-1411,37,615
US-58666,SUB-2978,38,403
US-58667,SUB-3238,32,729
US-58668,SUB-5514,6,826
US-58669,SUB-2835,33,939
US-58670,SUB-5034,16,58
US-58671,SUB-5533,5,333
US-58672,SUB-2222,30,497
US-58673,SUB-5798,19,277
US-58674,SUB-1914,13,342
US-58675,SUB-868,23,722
US-58676,SUB-3155,23,109
US-58677,SUB-3688,9,63
US-58678,SUB-1885,37,199
US-58679,SUB-4642,9,842
US-58680,SUB-3520,33,928
US-58681,SUB-2054,22,955
US-58682,SUB-1347,24,52
US-58683,SUB-241,3,549
US-58684,SUB-5467,8,621
US-58685,SUB-630,29,460
US-58686,SUB-3184,16,814
US-58687,SUB-5763,40,850
US-58688,SUB-3253,8,350
US-58689,SUB-3224,4,251
US-58690,SUB-3577,16,721
US-58691,SUB-3606,23,611
US-58692,SUB-319,22,223
US-58693,SUB-3978,25,645
US-58694,SUB-5822,36,882
US-58695,SUB-5366,20,176
US-58696,SUB-4218,40,93
US-58697,SUB-173,39,467
US-58698,SUB-643,18,482
US-58699,SUB-4964,9,52
US-58700,SUB-2080,18,433
US-58701,SUB-1179,27,74
US-58702,SUB-1849,39,950
US-58703,SUB-5683,9,170
US-58704,SUB-616,16,630
US-58705,SUB-4998,28,150
US-58706,SUB-5045,18,635
US-58707,SUB-627,27,119
US-58708,SUB-2962,35,936
US-58709,SUB-5052,29,513
US-58710,SUB-3835,9,283
US-58711,SUB-5322,10,727
US-58712,SUB-5083,38,81
US-58713,SUB-844,12,455
US-58714,SUB-5090,11,552
US-58715,SUB-5646,28,40
US-58716,SUB-4140,21,956
US-58717,SUB-5825,38,74
US-58718,SUB-1626,3,940
US-58719,SUB-4478,15,149
