ticket_id,customer_id,subscription_id,priority,status,created_at
ST-3012,SC-610,SUB-2592,low,resolved,2025-01-19
ST-3013,SC-1906,SUB-3104,medium,open,2025-01-18
ST-3014,SC-1456,SUB-1669,high,open,2026-02-10
ST-3015,SC-1833,SUB-894,low,waiting,2026-05-14
ST-3016,SC-2269,SUB-2057,low,open,2026-01-10
ST-3017,SC-2182,SUB-585,medium,waiting,2026-07-17
ST-3018,SC-1777,SUB-4209,low,open,2026-05-10
ST-3019,SC-2255,SUB-2843,medium,resolved,2025-08-20
ST-3020,SC-734,SUB-4452,urgent,OPEN,2026-02-07
ST-3021,SC-2414,SUB-4249,medium,waiting,2025-10-24
ST-3022,SC-476,SUB-4374,high,OPEN,2025-08-12
ST-3023,SC-824,SUB-5569,medium,open,17-06-2025
ST-3024,SC-1700,SUB-3444,low,waiting,2026-11-03
ST-3025,SC-2048,SUB-592,LOW,waiting,04/24/2026
ST-3026,SC-43,SUB-146,LOW,waiting,09-07-2026
ST-3027,SC-1814,SUB-4761,LOW,OPEN,2026-09-05
ST-3028,SC-2992,SUB-1592,LOW,resolved,2026-11-08
ST-3029,SC-2137,SUB-2574,urgent,waiting,03/17/2025
ST-3030,SC-1674,SUB-3121,low,resolved,2025-06-17
ST-3031,SC-1397,SUB-2879,LOW,OPEN,2025-04-13
ST-3032,SC-675,SUB-5896,medium,open,2026-01-07
ST-3033,SC-355,SUB-276,low,waiting,01-05-2026
ST-3034,SC-1207,SUB-2945,urgent,resolved,2026-08-05
ST-3035,SC-1969,SUB-5378,high,waiting,2026-05-11
ST-3036,SC-1399,SUB-1420,low,resolved,04/22/2026
ST-3037,SC-2950,SUB-3896,high,open,2026-03-10
ST-3038,SC-1318,SUB-611,high,OPEN,2025-07-11
ST-3039,SC-1026,SUB-824,urgent,open,2026-02-10
ST-3040,SC-2905,SUB-814,LOW,waiting,10/07/2026
ST-3041,SC-570,SUB-3950,LOW,open,2026-01-10
ST-3042,SC-1994,SUB-4646,LOW,OPEN,09/04/2026
ST-3043,SC-724,SUB-2085,low,waiting,2025-03-06
ST-3044,SC-1732,SUB-2268,high,waiting,03/19/2025
ST-3045,SC-2167,SUB-5829,medium,closed,06/07/2025
ST-3046,SC-2469,SUB-4711,medium,resolved,2025-02-18
ST-3047,SC-1430,SUB-4299,medium,OPEN,2026-11-14
ST-3048,SC-2018,SUB-1154,low,open,26-11-2026
ST-3049,SC-520,SUB-3106,low,OPEN,06/17/2026
ST-3050,SC-1042,SUB-4247,LOW,waiting,2026-10-24
ST-3051,SC-976,SUB-865,high,waiting,08/09/2025
ST-3052,SC-1317,SUB-270,high,open,18-12-2026
ST-3053,SC-324,SUB-5996,low,closed,04/03/2026
ST-3054,SC-202,SUB-3817,urgent,OPEN,04/08/2025
ST-3055,SC-2259,SUB-5860,LOW,open,05/15/2025
ST-3056,SC-86,SUB-4967,low,resolved,2026-06-24
ST-3057,SC-2021,SUB-2459,medium,waiting,2026-10-22
ST-3058,SC-138,SUB-3188,high,OPEN,09/25/2025
ST-3059,SC-184,SUB-3618,urgent,OPEN,10/15/2025
ST-3060,SC-3000,SUB-3762,low,open,2026-04-10
ST-3061,SC-132,SUB-5995,medium,resolved,05/26/2025
ST-3062,SC-1334,SUB-1171,high,open,2026-03-10
ST-3063,SC-2196,SUB-1176,high,OPEN,12/08/2025
ST-3064,SC-222,SUB-537,high,open,2026-02-10
ST-3065,SC-2251,SUB-31,low,OPEN,2026-07-14
ST-3066,SC-2193,SUB-5664,LOW,open,07/17/2025
ST-3067,SC-766,SUB-3721,medium,open,2026-10-08
ST-3068,SC-2678,SUB-3728,low,OPEN,2026-05-26
ST-3069,SC-380,SUB-5951,LOW,resolved,10-02-2026
ST-3070,SC-1865,SUB-4890,urgent,open,2026-10-23
ST-3071,SC-498,SUB-3059,low,resolved,23-09-2025
ST-3072,SC-836,SUB-106,low,OPEN,22-11-2026
ST-3073,SC-252,SUB-5966,medium,open,04/02/2025
ST-3074,SC-1242,SUB-4022,urgent,resolved,26-08-2025
ST-3075,SC-20,SUB-4306,LOW,closed,2026-01-15
ST-3076,SC-624,SUB-3030,LOW,resolved,2025-08-04
ST-3077,SC-216,SUB-5258,LOW,waiting,2026-09-12
ST-3078,SC-2974,SUB-5428,low,waiting,2025-01-17
ST-3079,SC-1944,SUB-2388,medium,open,07-12-2026
ST-3080,SC-1560,SUB-1058,medium,resolved,2026-11-23
ST-3081,SC-1334,SUB-1132,medium,OPEN,2026-08-26
ST-3082,SC-2564,SUB-810,medium,waiting,03-07-2026
ST-3083,SC-1467,SUB-2227,low,open,2026-05-10
ST-3084,SC-1447,SUB-4450,low,open,2026-04-05
ST-3085,SC-1574,SUB-5333,medium,open,2026-04-10
ST-3086,SC-995,SUB-4015,low,open,2025-12-17
ST-3087,SC-2832,SUB-5964,urgent,open,2026-03-10
ST-3088,SC-1225,SUB-5454,urgent,open,26-04-2025
ST-3089,SC-2174,SUB-871,urgent,closed,2026-02-01
ST-3090,SC-2120,SUB-2827,urgent,OPEN,2025-08-04
ST-3091,SC-816,SUB-4416,high,resolved,2026-02-08
ST-3092,SC-1629,SUB-1513,medium,OPEN,2026-08-17
ST-3093,SC-336,SUB-1402,high,resolved,2025-04-04
ST-3094,SC-2688,SUB-4958,high,closed,04/19/2025
ST-3095,SC-2958,SUB-5294,LOW,closed,2026-08-17
ST-3096,SC-1978,SUB-5002,urgent,closed,05/16/2025
ST-3097,SC-1654,SUB-4341,LOW,open,07/17/2025
ST-3098,SC-1100,SUB-4945,low,open,2025-09-21
ST-3099,SC-463,SUB-2971,low,open,2025-10-11
ST-3100,SC-2654,SUB-4818,LOW,open,18-09-2025
ST-3101,SC-1462,SUB-4061,medium,resolved,2026-02-24
ST-3102,SC-2401,SUB-4852,high,open,07/05/2025
ST-3103,SC-1424,SUB-3541,medium,closed,07/13/2026
ST-3104,SC-2833,SUB-156,low,OPEN,05/15/2025
ST-3105,SC-2160,SUB-2401,low,waiting,2026-02-16
ST-3106,SC-470,SUB-3715,LOW,open,2026-01-10
ST-3107,SC-20,SUB-2335,urgent,closed,2026-10-22
ST-3108,SC-193,SUB-2260,low,open,2026-05-10
ST-3109,SC-1324,SUB-5657,high,closed,2025-07-10
ST-3110,SC-463,SUB-1571,medium,open,2026-04-10
ST-3111,SC-2062,SUB-3792,low,OPEN,2026-04-18
ST-3112,SC-1155,SUB-4909,medium,resolved,2025-12-16
ST-3113,SC-2163,SUB-3923,medium,closed,08/08/2026
ST-3114,SC-1420,SUB-4430,medium,OPEN,01/27/2026
ST-3115,SC-1407,SUB-5363,medium,resolved,2026-01-07
ST-3116,SC-1155,SUB-413,LOW,resolved,2025-09-07
ST-3117,SC-13,SUB-2984,LOW,OPEN,02/17/2025
ST-3118,SC-684,SUB-5620,urgent,open,11-02-2025
ST-3119,SC-2845,SUB-1838,low,closed,22-12-2025
ST-3120,SC-1212,SUB-65,medium,resolved,08-01-2025
ST-3121,SC-2974,SUB-3945,medium,open,2026-05-09
ST-3122,SC-2631,SUB-3629,urgent,resolved,05/21/2026
ST-3123,SC-2595,SUB-5944,low,waiting,2025-02-23
ST-3124,SC-1531,SUB-2912,high,closed,2025-10-25
ST-3125,SC-264,SUB-3136,low,OPEN,27-03-2026
ST-3126,SC-82,SUB-349,urgent,closed,02/17/2025
ST-3127,SC-65,SUB-299,urgent,OPEN,2026-05-04
ST-3128,SC-1356,SUB-185,low,open,09-04-2025
ST-3129,SC-1933,SUB-5610,urgent,open,2026-02-10
ST-3130,SC-2694,SUB-5064,urgent,closed,28-01-2026
ST-3131,SC-1651,SUB-3825,medium,open,2026-01-10
ST-3132,SC-2820,SUB-3855,high,resolved,2025-04-17
ST-3133,SC-2660,SUB-3716,high,open,2026-05-10
ST-3134,SC-2465,SUB-1035,LOW,closed,10/07/2025
ST-3135,SC-1473,SUB-1455,low,closed,13-05-2025
ST-3136,SC-1604,SUB-5343,high,open,08-11-2025
ST-3137,SC-367,SUB-2151,urgent,waiting,2026-06-02
ST-3138,SC-2789,SUB-2134,LOW,OPEN,10/10/2025
ST-3139,SC-2490,SUB-740,high,resolved,09/18/2026
ST-3140,SC-479,SUB-257,LOW,OPEN,2025-06-27
ST-3141,SC-224,SUB-5636,low,open,2025-11-05
ST-3142,SC-2137,SUB-5191,high,resolved,10/22/2026
ST-3143,SC-87,SUB-4236,medium,closed,2025-02-04
ST-3144,SC-944,SUB-5854,LOW,waiting,2025-08-03
ST-3145,SC-1970,SUB-5955,LOW,open,08-06-2026
ST-3146,SC-2924,SUB-1474,high,open,2026-06-01
ST-3147,SC-2742,SUB-2835,low,OPEN,2025-02-05
ST-3148,SC-1361,SUB-1553,medium,waiting,2025-04-05
ST-3149,SC-1330,SUB-3788,LOW,open,2025-07-11
ST-3150,SC-1502,SUB-647,urgent,waiting,2026-10-07
ST-3151,SC-1960,SUB-1732,LOW,resolved,02/04/2025
ST-3152,SC-937,SUB-1604,medium,open,2026-03-10
ST-3153,SC-476,SUB-5759,high,open,08/07/2025
ST-3154,SC-2677,SUB-2969,low,open,2026-02-10
ST-3155,SC-457,SUB-1492,urgent,open,2026-10-19
ST-3156,SC-659,SUB-2954,LOW,open,2026-01-10
ST-3157,SC-857,SUB-1354,medium,waiting,08/11/2026
ST-3158,SC-999,SUB-5320,high,resolved,2026-01-24
ST-3159,SC-150,SUB-252,medium,open,2025-12-09
ST-3160,SC-927,SUB-919,LOW,open,06/10/2026
ST-3161,SC-516,SUB-2322,low,waiting,2025-11-15
ST-3162,SC-2290,SUB-5913,LOW,open,2025-03-21
ST-3163,SC-334,SUB-3525,medium,closed,08/14/2025
ST-3164,SC-1105,SUB-4492,LOW,OPEN,2026-07-20
ST-3165,SC-2875,SUB-5560,medium,waiting,2026-06-01
ST-3166,SC-1985,SUB-1353,high,resolved,27-07-2025
ST-3167,SC-1197,SUB-4496,medium,OPEN,2025-04-27
ST-3168,SC-1942,SUB-5326,LOW,closed,18-11-2026
ST-3169,SC-2001,SUB-2529,LOW,resolved,11/27/2026
ST-3170,SC-1798,SUB-5123,low,open,03/22/2025
ST-3171,SC-1459,SUB-694,medium,open,2025-03-10
ST-3172,SC-570,SUB-4549,medium,closed,05/03/2025
ST-3173,SC-2048,SUB-4944,LOW,open,2026-04-26
ST-3174,SC-634,SUB-798,medium,OPEN,02/10/2026
ST-3175,SC-584,SUB-3132,medium,open,2026-04-10
ST-3176,SC-504,SUB-5724,urgent,OPEN,2026-04-19
ST-3177,SC-2436,SUB-3846,high,open,2026-03-10
ST-3178,SC-2941,SUB-872,high,closed,2026-03-17
ST-3179,SC-1942,SUB-1055,low,open,2026-02-10
ST-3180,SC-2172,SUB-3066,medium,open,05/21/2026
ST-3181,SC-1854,SUB-1031,high,resolved,2026-12-08
ST-3182,SC-300,SUB-3469,LOW,waiting,2025-12-26
ST-3183,SC-1905,SUB-3058,medium,closed,09/14/2026
ST-3184,SC-898,SUB-4030,urgent,OPEN,2026-03-23
ST-3185,SC-1333,SUB-1826,high,open,02/05/2026
ST-3186,SC-2552,SUB-358,LOW,OPEN,2025-04-01
ST-3187,SC-2746,SUB-2546,low,waiting,2026-07-26
ST-3188,SC-1417,SUB-5388,medium,resolved,06-11-2025
ST-3189,SC-772,SUB-672,high,waiting,08-08-2025
ST-3190,SC-1918,SUB-5639,urgent,waiting,2025-12-07
ST-3191,SC-434,SUB-3544,LOW,waiting,2025-01-13
ST-3192,SC-1054,SUB-2860,LOW,open,04/19/2026
ST-3193,SC-1039,SUB-5575,low,closed,2025-08-05
ST-3194,SC-2749,SUB-5947,urgent,waiting,02/06/2025
ST-3195,SC-206,SUB-4229,medium,OPEN,08-12-2025
ST-3196,SC-2612,SUB-4186,LOW,open,07-01-2025
ST-3197,SC-2117,SUB-5160,medium,open,2025-01-24
ST-3198,SC-619,SUB-3257,high,open,2026-05-10
ST-3199,SC-110,SUB-4877,low,waiting,07/10/2025
ST-3200,SC-1772,SUB-4938,urgent,open,2026-04-10
ST-3201,SC-2350,SUB-1348,medium,resolved,10/07/2026
ST-3202,SC-1844,SUB-3510,high,open,2026-03-10
ST-3203,SC-2335,SUB-5494,medium,OPEN,01-09-2025
ST-3204,SC-1140,SUB-2630,medium,OPEN,12/17/2025
ST-3205,SC-2039,SUB-1271,high,open,07/01/2026
ST-3206,SC-1650,SUB-4612,low,resolved,2026-08-17
ST-3207,SC-2015,SUB-479,LOW,closed,10/16/2026
ST-3208,SC-253,SUB-1249,urgent,open,06/28/2025
ST-3209,SC-984,SUB-5704,high,waiting,2026-11-18
ST-3210,SC-1691,SUB-1747,LOW,OPEN,04/05/2026
ST-3211,SC-2340,SUB-4365,medium,waiting,2026-03-12
ST-3212,SC-1052,SUB-3424,low,OPEN,2026-04-26
ST-3213,SC-870,SUB-4688,low,OPEN,03/25/2026
ST-3214,SC-1611,SUB-3318,high,resolved,2026-10-09
ST-3215,SC-271,SUB-1781,high,waiting,20-06-2026
ST-3216,SC-1536,SUB-3776,low,closed,12-03-2025
ST-3217,SC-2230,SUB-5273,LOW,open,2026-09-04
ST-3218,SC-250,SUB-2273,urgent,resolved,2025-02-01
ST-3219,SC-2432,SUB-1077,high,closed,07/24/2026
ST-3220,SC-2255,SUB-617,medium,resolved,07-12-2025
ST-3221,SC-1467,SUB-2195,urgent,open,2026-01-10
ST-3222,SC-1921,SUB-5053,urgent,OPEN,2026-10-17
ST-3223,SC-2184,SUB-4145,urgent,open,2026-05-10
ST-3224,SC-795,SUB-1551,high,OPEN,10-12-2025
ST-3225,SC-2766,SUB-2686,low,open,2026-04-10
ST-3226,SC-2766,SUB-2204,high,waiting,2025-09-22
ST-3227,SC-1716,SUB-3686,medium,resolved,03/12/2025
ST-3228,SC-2190,SUB-2743,high,resolved,2026-10-10
ST-3229,SC-208,SUB-4903,low,closed,12/15/2025
ST-3230,SC-1123,SUB-481,urgent,closed,05/26/2025
ST-3231,SC-2179,SUB-1949,high,OPEN,15-12-2025
ST-3232,SC-2072,SUB-5349,LOW,open,2026-01-18
ST-3233,SC-1694,SUB-1877,urgent,waiting,04/17/2025
ST-3234,SC-2817,SUB-4402,low,resolved,2026-07-16
ST-3235,SC-1910,SUB-383,low,resolved,2026-09-18
ST-3236,SC-1796,SUB-968,LOW,waiting,2025-12-16
ST-3237,SC-1364,SUB-3755,medium,open,10/05/2026
ST-3238,SC-1761,SUB-3392,high,resolved,2026-05-05
ST-3239,SC-621,SUB-836,LOW,resolved,2026-06-15
ST-3240,SC-2161,SUB-533,LOW,open,11/03/2025
ST-3241,SC-2959,SUB-3884,urgent,waiting,2025-08-05
ST-3242,SC-1714,SUB-3826,medium,closed,2025-04-02
ST-3243,SC-1895,SUB-1589,low,open,2025-08-21
ST-3244,SC-1495,SUB-2975,urgent,open,2026-02-10
ST-3245,SC-349,SUB-4185,low,open,02/04/2025
ST-3246,SC-1074,SUB-5263,LOW,open,2026-01-10
ST-3247,SC-2066,SUB-3261,high,OPEN,05-02-2026
ST-3248,SC-155,SUB-786,urgent,open,2026-05-10
ST-3249,SC-2981,SUB-3865,low,open,2025-01-09
ST-3250,SC-1798,SUB-640,LOW,resolved,2025-11-23
ST-3251,SC-440,SUB-5307,urgent,resolved,02/11/2026
ST-3252,SC-809,SUB-2372,urgent,open,2026-10-03
ST-3253,SC-351,SUB-2199,LOW,open,2026-02-01
ST-3254,SC-2619,SUB-4507,high,closed,2025-12-23
ST-3255,SC-847,SUB-5349,urgent,resolved,2026-11-02
ST-3256,SC-1646,SUB-1801,LOW,open,12/02/2025
ST-3257,SC-2830,SUB-1671,low,resolved,08-02-2026
ST-3258,SC-1342,SUB-852,medium,open,2026-02-17
ST-3259,SC-91,SUB-3783,LOW,closed,2025-04-28
ST-3260,SC-1280,SUB-3735,low,closed,14-09-2026
ST-3261,SC-2848,SUB-2153,medium,waiting,2026-05-12
ST-3262,SC-1848,SUB-1385,medium,resolved,2025-04-01
ST-3263,SC-2657,SUB-415,medium,waiting,11/06/2025
ST-3264,SC-2206,SUB-2066,urgent,waiting,03-01-2025
ST-3265,SC-2359,SUB-1861,LOW,open,2025-08-18
ST-3266,SC-1870,SUB-3906,urgent,waiting,2025-02-05
ST-3267,SC-321,SUB-3029,medium,open,2026-03-10
ST-3268,SC-810,SUB-4606,medium,resolved,2026-11-02
ST-3269,SC-1124,SUB-2639,medium,open,2026-02-10
ST-3270,SC-1065,SUB-2173,urgent,resolved,2026-12-19
ST-3271,SC-970,SUB-553,low,open,2026-01-10
ST-3272,SC-2768,SUB-2358,LOW,OPEN,2026-03-11
ST-3273,SC-1060,SUB-5265,urgent,OPEN,08/01/2025
ST-3274,SC-152,SUB-4871,low,open,09/14/2026
ST-3275,SC-1343,SUB-4249,high,resolved,2026-01-15
ST-3276,SC-872,SUB-5097,high,OPEN,2026-11-26
ST-3277,SC-591,SUB-2152,medium,OPEN,06/10/2025
ST-3278,SC-1029,SUB-5674,LOW,OPEN,05/28/2025
ST-3279,SC-857,SUB-3487,urgent,closed,2025-12-18
ST-3280,SC-2,SUB-106,medium,waiting,25-12-2025
ST-3281,SC-2390,SUB-187,LOW,closed,09/15/2025
ST-3282,SC-2230,SUB-2607,high,open,09-11-2025
ST-3283,SC-892,SUB-2088,high,waiting,2026-08-11
ST-3284,SC-1066,SUB-4782,medium,waiting,2026-11-10
ST-3285,SC-1027,SUB-4675,urgent,closed,2026-10-22
ST-3286,SC-1705,SUB-2094,high,open,11/09/2025
ST-3287,SC-1577,SUB-4892,low,waiting,07/25/2025
ST-3288,SC-268,SUB-554,medium,waiting,2026-07-26
ST-3289,SC-888,SUB-5596,medium,waiting,14-04-2026
ST-3290,SC-2329,SUB-711,medium,open,2026-04-10
ST-3291,SC-650,SUB-357,urgent,resolved,2025-06-05
ST-3292,SC-760,SUB-5383,LOW,open,2026-03-10
ST-3293,SC-539,SUB-3582,urgent,OPEN,11/01/2026
ST-3294,SC-534,SUB-32,high,open,2026-02-10
ST-3295,SC-2994,SUB-2436,medium,closed,2026-06-20
ST-3296,SC-4,SUB-2485,urgent,resolved,2026-04-20
ST-3297,SC-1764,SUB-5969,high,closed,2025-03-20
ST-3298,SC-1915,SUB-1783,LOW,open,2025-01-11
ST-3299,SC-1480,SUB-3824,low,closed,05/26/2026
ST-3300,SC-2320,SUB-2292,medium,closed,23-12-2025
ST-3301,SC-2942,SUB-1553,high,OPEN,23-09-2025
ST-3302,SC-125,SUB-1251,high,waiting,2025-07-14
ST-3303,SC-9,SUB-5403,low,OPEN,2025-09-09
ST-3304,SC-2078,SUB-4550,low,OPEN,2026-08-08
ST-3305,SC-1165,SUB-4395,LOW,OPEN,06/09/2026
ST-3306,SC-1954,SUB-2724,urgent,closed,2026-11-01
ST-3307,SC-2091,SUB-2757,LOW,waiting,2025-09-13
ST-3308,SC-2138,SUB-4897,urgent,OPEN,2026-05-02
ST-3309,SC-1717,SUB-2921,LOW,resolved,2025-09-11
ST-3310,SC-1294,SUB-2506,urgent,waiting,2026-11-23
ST-3311,SC-264,SUB-2171,LOW,waiting,2025-05-09
ST-3312,SC-1551,SUB-1833,low,waiting,2026-09-20
ST-3313,SC-595,SUB-725,high,open,2026-05-10
ST-3314,SC-1119,SUB-607,urgent,waiting,04/01/2026
ST-3315,SC-960,SUB-5751,high,open,2026-04-10
ST-3316,SC-1859,SUB-4236,medium,resolved,02-11-2025
ST-3317,SC-1717,SUB-4628,high,open,2026-03-10
ST-3318,SC-983,SUB-5104,urgent,resolved,12/04/2026
ST-3319,SC-260,SUB-82,high,closed,06-04-2026
ST-3320,SC-2668,SUB-2156,low,closed,2026-01-11
ST-3321,SC-2420,SUB-2600,medium,resolved,2025-10-13
ST-3322,SC-735,SUB-4651,urgent,resolved,03/18/2026
ST-3323,SC-645,SUB-3934,high,OPEN,02/02/2025
ST-3324,SC-1368,SUB-1614,LOW,waiting,2025-05-05
ST-3325,SC-386,SUB-216,medium,waiting,05/21/2025
ST-3326,SC-49,SUB-143,urgent,waiting,20-06-2025
ST-3327,SC-1323,SUB-1298,low,resolved,2025-11-01
ST-3328,SC-2788,SUB-529,low,closed,05-06-2026
ST-3329,SC-892,SUB-42,low,resolved,2025-11-02
ST-3330,SC-1650,SUB-2493,medium,waiting,2025-09-04
ST-3331,SC-1601,SUB-2636,low,waiting,18-12-2026
ST-3332,SC-801,SUB-5090,LOW,closed,13-09-2025
ST-3333,SC-2884,SUB-5503,medium,closed,2025-01-15
ST-3334,SC-1452,SUB-4940,high,resolved,18-06-2026
ST-3335,SC-2263,SUB-1887,LOW,open,02/06/2026
ST-3336,SC-525,SUB-39,LOW,open,2026-01-10
ST-3337,SC-2485,SUB-4501,LOW,waiting,10-02-2025
ST-3338,SC-2211,SUB-258,medium,open,2026-05-10
ST-3339,SC-1609,SUB-4675,high,resolved,2025-11-02
ST-3340,SC-2668,SUB-3850,LOW,open,2026-04-10
ST-3341,SC-2732,SUB-4649,low,resolved,2026-08-22
ST-3342,SC-1073,SUB-2091,high,OPEN,11/14/2025
ST-3343,SC-1998,SUB-1326,LOW,resolved,2026-12-11
ST-3344,SC-1097,SUB-3857,LOW,resolved,12/23/2025
ST-3345,SC-1858,SUB-3489,LOW,closed,10-07-2025
ST-3346,SC-563,SUB-4963,low,resolved,24-02-2025
ST-3347,SC-1269,SUB-2853,high,closed,2025-02-17
ST-3348,SC-1872,SUB-2086,high,closed,2026-07-27
ST-3349,SC-2019,SUB-3558,low,waiting,10-09-2025
ST-3350,SC-1511,SUB-3454,urgent,waiting,2026-10-16
ST-3351,SC-158,SUB-3833,medium,waiting,2025-12-20
ST-3352,SC-874,SUB-4481,LOW,open,06-07-2026
ST-3353,SC-933,SUB-703,urgent,open,27-02-2025
ST-3354,SC-2685,SUB-4681,high,waiting,2026-05-18
ST-3355,SC-1146,SUB-4616,medium,closed,28-06-2025
ST-3356,SC-851,SUB-4181,LOW,closed,2025-07-05
ST-3357,SC-1993,SUB-3840,high,closed,2026-11-13
ST-3358,SC-2357,SUB-2411,urgent,closed,2025-07-07
ST-3359,SC-2522,SUB-2510,LOW,open,2026-02-10
ST-3360,SC-1717,SUB-2424,urgent,resolved,03/15/2025
ST-3361,SC-2978,SUB-636,medium,open,2026-01-10
ST-3362,SC-787,SUB-5425,medium,waiting,06/08/2026
ST-3363,SC-2710,SUB-3236,high,open,2026-05-10
ST-3364,SC-2713,SUB-418,medium,waiting,25-06-2026
ST-3365,SC-1140,SUB-4834,low,resolved,08/21/2025
ST-3366,SC-248,SUB-4671,high,OPEN,2025-08-16
ST-3367,SC-1991,SUB-4986,medium,OPEN,2025-11-07
ST-3368,SC-1099,SUB-3627,medium,closed,2025-10-18
ST-3369,SC-2926,SUB-5099,low,closed,2026-03-17
ST-3370,SC-512,SUB-2270,high,OPEN,2026-03-22
ST-3371,SC-2035,SUB-3997,urgent,OPEN,06/18/2026
ST-3372,SC-2361,SUB-1787,low,waiting,2025-03-07
ST-3373,SC-541,SUB-4853,medium,open,04/10/2026
ST-3374,SC-592,SUB-4265,low,OPEN,2025-05-09
ST-3375,SC-628,SUB-1234,urgent,closed,2026-03-17
ST-3376,SC-2612,SUB-715,urgent,resolved,12/11/2026
ST-3377,SC-2912,SUB-1221,low,waiting,2025-06-14
ST-3378,SC-605,SUB-3341,high,OPEN,2026-01-07
ST-3379,SC-2588,SUB-680,high,OPEN,04-06-2025
ST-3380,SC-413,SUB-5054,LOW,open,2026-01-23
ST-3381,SC-93,SUB-4100,LOW,closed,01/25/2026
ST-3382,SC-2670,SUB-3194,low,open,2026-03-10
ST-3383,SC-552,SUB-5151,low,closed,2026-05-05
ST-3384,SC-2538,SUB-3500,high,open,2026-02-10
ST-3385,SC-1208,SUB-3016,urgent,OPEN,12/12/2025
ST-3386,SC-860,SUB-1208,urgent,open,2026-01-10
ST-3387,SC-167,SUB-5222,high,open,2025-12-10
ST-3388,SC-1917,SUB-3833,low,resolved,06/15/2025
ST-3389,SC-1556,SUB-1482,low,resolved,04/10/2025
ST-3390,SC-1336,SUB-3860,medium,closed,2026-03-17
ST-3391,SC-2256,SUB-5593,high,OPEN,2026-09-01
ST-3392,SC-2124,SUB-4402,low,waiting,10/28/2026
ST-3393,SC-2082,SUB-567,medium,closed,01/06/2026
ST-3394,SC-611,SUB-4429,urgent,closed,2025-04-01
ST-3395,SC-792,SUB-3731,medium,OPEN,2025-12-21
ST-3396,SC-1827,SUB-538,LOW,waiting,06/22/2026
ST-3397,SC-1524,SUB-1812,medium,resolved,12/04/2025
ST-3398,SC-229,SUB-3048,low,waiting,2025-04-23
ST-3399,SC-2833,SUB-4741,medium,resolved,11-03-2025
ST-3400,SC-540,SUB-3520,high,resolved,2026-07-09
ST-3401,SC-2767,SUB-2789,medium,resolved,2025-11-03
ST-3402,SC-2960,SUB-2575,medium,open,2025-08-18
ST-3403,SC-1952,SUB-4430,medium,OPEN,2025-12-19
ST-3404,SC-2172,SUB-5787,high,open,2025-03-13
ST-3405,SC-1088,SUB-5552,medium,open,2026-04-10
ST-3406,SC-2617,SUB-1034,low,open,12-10-2026
ST-3407,SC-341,SUB-3214,urgent,open,2026-03-10
ST-3408,SC-1881,SUB-487,low,closed,2025-10-28
ST-3409,SC-200,SUB-4884,high,open,2026-02-10
ST-3410,SC-2601,SUB-2127,LOW,closed,2026-01-17
ST-3411,SC-1620,SUB-436,urgent,resolved,2025-04-04
ST-3412,SC-2411,SUB-2524,LOW,resolved,2026-12-01
ST-3413,SC-1218,SUB-3193,high,waiting,2025-09-19
ST-3414,SC-1566,SUB-5481,low,resolved,2025-07-18
ST-3415,SC-850,SUB-805,medium,OPEN,2026-03-26
ST-3416,SC-636,SUB-2280,urgent,waiting,2025-08-07
ST-3417,SC-795,SUB-37,urgent,waiting,2025-01-11
ST-3418,SC-2897,SUB-5182,LOW,waiting,2026-07-16
ST-3419,SC-207,SUB-1831,low,closed,07/04/2025
ST-3420,SC-2398,SUB-4557,urgent,OPEN,2025-12-18
ST-3421,SC-1780,SUB-3167,medium,closed,2025-01-27
ST-3422,SC-1717,SUB-4432,urgent,waiting,2026-03-09
ST-3423,SC-498,SUB-149,low,waiting,2025-03-02
ST-3424,SC-2828,SUB-1938,high,resolved,10/15/2025
ST-3425,SC-1380,SUB-1522,high,resolved,2026-02-26
ST-3426,SC-909,SUB-284,LOW,OPEN,06-05-2026
ST-3427,SC-317,SUB-2848,LOW,resolved,08/05/2026
ST-3428,SC-2305,SUB-4407,urgent,open,2026-05-10
ST-3429,SC-2788,SUB-3593,low,resolved,04-11-2026
ST-3430,SC-1735,SUB-3846,high,open,2026-04-10
ST-3431,SC-1778,SUB-2772,LOW,waiting,2025-03-21
ST-3432,SC-1891,SUB-1639,low,open,2026-03-10
ST-3433,SC-2444,SUB-217,low,closed,06-08-2026
ST-3434,SC-1372,SUB-3826,high,open,2025-05-12
ST-3435,SC-489,SUB-4742,urgent,OPEN,19-03-2025
ST-3436,SC-176,SUB-2776,urgent,OPEN,09/18/2026
ST-3437,SC-2464,SUB-3376,medium,resolved,12-05-2025
ST-3438,SC-2770,SUB-3192,high,closed,02/24/2025
ST-3439,SC-1821,SUB-1555,medium,closed,2025-04-01
ST-3440,SC-1028,SUB-123,high,OPEN,15-10-2026
ST-3441,SC-1282,SUB-335,urgent,OPEN,2026-09-17
ST-3442,SC-336,SUB-815,LOW,OPEN,22-09-2026
ST-3443,SC-2741,SUB-1643,low,waiting,21-06-2025
ST-3444,SC-1715,SUB-5329,urgent,waiting,2026-07-21
ST-3445,SC-532,SUB-5362,high,open,2026-10-08
ST-3446,SC-2398,SUB-5773,low,waiting,07/28/2025
ST-3447,SC-2666,SUB-4191,high,waiting,2025-09-13
ST-3448,SC-2669,SUB-1586,urgent,OPEN,2025-06-22
ST-3449,SC-2808,SUB-224,medium,closed,11/13/2026
