subscription_id,customer_id,account_id,plan_id,start_date,status,will_churn
SUB-4739,SC-2000,AC-625,PLAN-6,02/27/2021,ACTIVE,0
SUB-4740,SC-591,AC-524,PLAN-4,2023-01-13,cancelled,0
SUB-4741,SC-1812,AC-345,PLAN-1,2021-03-11,trial,0
SUB-4742,SC-504,AC-535,PLAN-3,01/27/2022,active,0
SUB-4743,SC-2211,AC-369,PLAN-4,06-05-2023,trial,0
SUB-4744,SC-1475,AC-63,PLAN-3,07/15/2023,ACTIVE,0
SUB-4745,SC-2617,AC-331,PLAN-6,01/20/2025,trial,0
SUB-4746,SC-1786,AC-704,PLAN-5,06-08-2025,active,0
SUB-4747,SC-1328,AC-192,PLAN-6,2024-05-03,trial,0
SUB-4748,SC-947,AC-388,PLAN-2,21-12-2022,active,0
SUB-4749,SC-239,AC-93,PLAN-3,20-02-2021,active,1
SUB-4750,SC-28,AC-614,PLAN-6,12/28/2023,active,0
SUB-4751,SC-2996,AC-5,PLAN-3,2022-08-04,active,0
SUB-4752,SC-2474,AC-369,PLAN-5,04-01-2023,trial,1
SUB-4753,SC-1749,AC-78,PLAN-2,05/20/2023,trial,0
SUB-4754,SC-1604,AC-747,PLAN-1,10/15/2024,CANCELLED,1
SUB-4755,SC-1596,AC-892,PLAN-5,2022-02-17,CANCELLED,0
SUB-4756,SC-2656,AC-44,PLAN-5,2024-07-05,CANCELLED,0
SUB-4757,SC-1178,AC-355,PLAN-5,2023-05-07,trial,0
SUB-4758,SC-2598,AC-686,PLAN-3,2025-11-08,active,0
SUB-4759,SC-241,AC-215,PLAN-5,04-03-2022,active,0
SUB-4760,SC-1470,AC-736,PLAN-6,01/04/2025,trial,0
SUB-4761,SC-1214,AC-95,PLAN-4,09-02-2021,CANCELLED,0
SUB-4762,SC-382,AC-369,PLAN-4,2022-11-23,CANCELLED,0
SUB-4763,SC-2597,AC-112,PLAN-4,2021-06-11,cancelled,0
SUB-4764,SC-2402,AC-347,PLAN-6,2021-11-03,cancelled,1
SUB-4765,SC-188,AC-569,PLAN-1,2025-12-22,CANCELLED,1
SUB-4766,SC-1784,AC-335,PLAN-6,2021-07-22,active,0
SUB-4767,SC-1540,AC-170,PLAN-4,2023-02-17,trial,0
SUB-4768,SC-2247,AC-532,PLAN-1,2023-08-04,ACTIVE,0
SUB-4769,SC-254,AC-651,PLAN-5,2023-02-21,ACTIVE,0
SUB-4770,SC-2546,AC-98,PLAN-3,2023-02-09,ACTIVE,1
SUB-4771,SC-1416,AC-655,PLAN-1,15-08-2026,ACTIVE,0
SUB-4772,SC-350,AC-502,PLAN-4,11/01/2026,cancelled,0
SUB-4773,SC-648,AC-221,PLAN-2,2021-10-25,active,0
SUB-4774,SC-444,AC-127,PLAN-1,05/02/2025,trial,0
SUB-4775,SC-1039,AC-154,PLAN-4,2025-05-09,CANCELLED,1
SUB-4776,SC-2906,AC-514,PLAN-4,2021-03-17,cancelled,1
SUB-4777,SC-923,AC-625,PLAN-5,02/02/2023,active,0
SUB-4778,SC-1029,AC-593,PLAN-4,11/13/2022,trial,0
SUB-4779,SC-695,AC-141,PLAN-1,2024-08-26,cancelled,1
SUB-4780,SC-2929,AC-430,PLAN-5,08/10/2021,ACTIVE,0
SUB-4781,SC-530,AC-720,PLAN-1,11-12-2021,ACTIVE,0
SUB-4782,SC-2478,AC-9,PLAN-3,2022-01-28,active,0
SUB-4783,SC-2111,AC-787,PLAN-4,2025-12-23,ACTIVE,0
SUB-4784,SC-1517,AC-454,PLAN-2,2021-03-25,trial,0
SUB-4785,SC-2928,AC-434,PLAN-6,11/01/2023,ACTIVE,0
SUB-4786,SC-236,AC-839,PLAN-6,03/05/2026,trial,0
SUB-4787,SC-1118,AC-154,PLAN-6,2022-04-06,CANCELLED,0
SUB-4788,SC-1850,AC-327,PLAN-5,2023-08-14,trial,1
SUB-4789,SC-1340,AC-126,PLAN-3,06/23/2026,trial,0
SUB-4790,SC-592,AC-392,PLAN-3,05/06/2022,cancelled,0
SUB-4791,SC-1446,AC-803,PLAN-3,11-12-2026,active,1
SUB-4792,SC-117,AC-466,PLAN-3,2026-04-01,CANCELLED,0
SUB-4793,SC-602,AC-719,PLAN-4,2024-09-17,ACTIVE,0
SUB-4794,SC-2957,AC-553,PLAN-2,2022-12-02,ACTIVE,0
SUB-4795,SC-2048,AC-518,PLAN-1,2023-07-25,trial,0
SUB-4796,SC-2381,AC-509,PLAN-3,2022-06-10,CANCELLED,0
SUB-4797,SC-2673,AC-39,PLAN-3,09/09/2024,trial,0
SUB-4798,SC-1701,AC-532,PLAN-2,09/28/2023,ACTIVE,0
SUB-4799,SC-2103,AC-830,PLAN-4,2026-07-06,active,0
SUB-4800,SC-1815,AC-517,PLAN-1,2022-10-04,ACTIVE,0
SUB-4801,SC-451,AC-782,PLAN-3,2022-01-05,cancelled,0
SUB-4802,SC-1440,AC-215,PLAN-4,12/03/2022,CANCELLED,0
SUB-4803,SC-1237,AC-875,PLAN-3,23-05-2025,CANCELLED,0
SUB-4804,SC-2124,AC-496,PLAN-3,2025-02-19,ACTIVE,0
SUB-4805,SC-251,AC-607,PLAN-5,08/15/2024,ACTIVE,0
SUB-4806,SC-1237,AC-90,PLAN-1,2022-02-02,trial,0
SUB-4807,SC-2838,AC-419,PLAN-5,2026-03-19,trial,0
SUB-4808,SC-2694,AC-494,PLAN-3,05/16/2025,cancelled,0
SUB-4809,SC-2433,AC-797,PLAN-1,07/06/2023,active,0
SUB-4810,SC-384,AC-792,PLAN-3,10-02-2022,cancelled,0
SUB-4811,SC-1550,AC-795,PLAN-4,2026-08-27,active,0
SUB-4812,SC-1726,AC-708,PLAN-1,2023-04-14,trial,0
SUB-4813,SC-1870,AC-242,PLAN-2,2024-02-11,ACTIVE,0
SUB-4814,SC-1399,AC-885,PLAN-6,12/01/2024,ACTIVE,0
SUB-4815,SC-509,AC-61,PLAN-2,09-09-2023,trial,0
SUB-4816,SC-1239,AC-691,PLAN-3,2025-03-04,ACTIVE,0
SUB-4817,SC-1277,AC-146,PLAN-2,2026-01-10,trial,0
SUB-4818,SC-394,AC-836,PLAN-4,10/16/2022,CANCELLED,0
SUB-4819,SC-421,AC-16,PLAN-6,08/16/2023,ACTIVE,1
SUB-4820,SC-70,AC-290,PLAN-6,08/01/2026,ACTIVE,0
SUB-4821,SC-1614,AC-29,PLAN-1,2022-05-15,CANCELLED,0
SUB-4822,SC-2224,AC-123,PLAN-5,16-02-2022,CANCELLED,0
SUB-4823,SC-593,AC-126,PLAN-3,10-07-2026,active,0
SUB-4824,SC-692,AC-758,PLAN-3,12/21/2025,trial,0
SUB-4825,SC-494,AC-590,PLAN-5,27-09-2021,CANCELLED,0
SUB-4826,SC-1103,AC-68,PLAN-4,2025-06-25,CANCELLED,0
SUB-4827,SC-1827,AC-569,PLAN-2,2021-11-21,cancelled,0
SUB-4828,SC-927,AC-851,PLAN-5,2026-06-16,cancelled,0
SUB-4829,SC-851,AC-393,PLAN-1,2023-05-23,ACTIVE,1
SUB-4830,SC-2038,AC-633,PLAN-4,2025-07-13,cancelled,1
SUB-4831,SC-873,AC-606,PLAN-2,20-05-2024,trial,1
SUB-4832,SC-1424,AC-446,PLAN-6,12/07/2023,CANCELLED,0
SUB-4833,SC-1198,AC-505,PLAN-3,2023-09-06,trial,0
SUB-4834,SC-745,AC-220,PLAN-3,10/11/2024,ACTIVE,0
SUB-4835,SC-1626,AC-38,PLAN-2,01/23/2025,ACTIVE,0
SUB-4836,SC-1223,AC-892,PLAN-3,08-02-2026,trial,0
SUB-4837,SC-1272,AC-361,PLAN-3,2023-12-22,trial,0
SUB-4838,SC-2,AC-684,PLAN-2,04/23/2023,active,0
SUB-4839,SC-2523,AC-571,PLAN-5,2021-07-26,cancelled,0
SUB-4840,SC-2652,AC-122,PLAN-6,2023-12-06,active,0
SUB-4841,SC-62,AC-874,PLAN-4,2026-10-17,active,0
SUB-4842,SC-1524,AC-213,PLAN-5,2026-10-08,CANCELLED,0
SUB-4843,SC-410,AC-887,PLAN-6,01/02/2021,cancelled,0
SUB-4844,SC-2148,AC-45,PLAN-4,05/16/2025,ACTIVE,0
SUB-4845,SC-1938,AC-265,PLAN-6,24-02-2025,active,0
SUB-4846,SC-2160,AC-82,PLAN-3,12/27/2025,cancelled,0
SUB-4847,SC-1411,AC-622,PLAN-6,2022-08-07,trial,0
SUB-4848,SC-2825,AC-538,PLAN-6,17-07-2025,trial,0
SUB-4849,SC-2116,AC-844,PLAN-4,2021-04-01,active,0
SUB-4850,SC-1637,AC-441,PLAN-5,2024-08-16,cancelled,1
SUB-4851,SC-73,AC-526,PLAN-6,2026-07-19,ACTIVE,0
SUB-4852,SC-520,AC-223,PLAN-5,12/10/2025,ACTIVE,0
SUB-4853,SC-488,AC-623,PLAN-5,2025-10-09,cancelled,0
SUB-4854,SC-1819,AC-615,PLAN-1,26-07-2021,trial,0
SUB-4855,SC-918,AC-309,PLAN-3,01/03/2025,active,0
SUB-4856,SC-322,AC-92,PLAN-1,09/02/2025,CANCELLED,0
SUB-4857,SC-921,AC-198,PLAN-1,2021-05-10,trial,0
SUB-4858,SC-678,AC-169,PLAN-4,11-09-2021,cancelled,0
SUB-4859,SC-578,AC-324,PLAN-1,18-06-2021,trial,1
SUB-4860,SC-992,AC-870,PLAN-2,2022-11-10,CANCELLED,0
SUB-4861,SC-2514,AC-869,PLAN-1,08-10-2024,trial,0
SUB-4862,SC-2443,AC-621,PLAN-6,25-07-2026,cancelled,1
SUB-4863,SC-1240,AC-609,PLAN-1,2025-01-02,cancelled,0
SUB-4864,SC-251,AC-727,PLAN-2,12/08/2023,active,0
SUB-4865,SC-914,AC-125,PLAN-2,07/19/2023,ACTIVE,0
SUB-4866,SC-688,AC-3,PLAN-3,10/18/2026,ACTIVE,0
SUB-4867,SC-731,AC-358,PLAN-3,2024-01-12,active,0
SUB-4868,SC-1854,AC-787,PLAN-3,2025-12-18,CANCELLED,0
SUB-4869,SC-90,AC-651,PLAN-5,2025-07-17,active,1
SUB-4870,SC-1707,AC-235,PLAN-4,2023-01-01,cancelled,0
SUB-4871,SC-15,AC-609,PLAN-5,11/16/2023,CANCELLED,0
SUB-4872,SC-2289,AC-244,PLAN-5,2021-10-18,ACTIVE,0
SUB-4873,SC-678,AC-625,PLAN-1,05/08/2022,ACTIVE,0
SUB-4874,SC-2106,AC-720,PLAN-2,01/20/2023,cancelled,0
SUB-4875,SC-1252,AC-732,PLAN-5,2026-04-06,active,0
SUB-4876,SC-2657,AC-447,PLAN-1,01/22/2021,cancelled,1
SUB-4877,SC-1124,AC-280,PLAN-1,10/06/2025,trial,1
SUB-4878,SC-449,AC-6,PLAN-5,2024-01-12,active,0
SUB-4879,SC-298,AC-842,PLAN-3,2026-12-12,trial,0
SUB-4880,SC-1592,AC-496,PLAN-6,17-03-2024,cancelled,1
SUB-4881,SC-1459,AC-676,PLAN-1,2024-05-17,active,0
SUB-4882,SC-1913,AC-151,PLAN-5,2024-04-01,active,0
SUB-4883,SC-1249,AC-806,PLAN-1,2025-09-06,cancelled,0
SUB-4884,SC-2808,AC-321,PLAN-5,07/26/2023,active,1
SUB-4885,SC-2203,AC-145,PLAN-4,07-07-2025,CANCELLED,0
SUB-4886,SC-13,AC-501,PLAN-6,17-08-2023,CANCELLED,0
SUB-4887,SC-2221,AC-657,PLAN-4,12/10/2022,CANCELLED,0
SUB-4888,SC-359,AC-443,PLAN-2,12/22/2021,ACTIVE,0
SUB-4889,SC-2821,AC-333,PLAN-4,22-09-2023,ACTIVE,0
SUB-4890,SC-115,AC-691,PLAN-5,12-07-2026,CANCELLED,0
SUB-4891,SC-175,AC-705,PLAN-2,2025-03-24,trial,0
SUB-4892,SC-645,AC-256,PLAN-4,01/28/2022,trial,0
SUB-4893,SC-2470,AC-815,PLAN-6,07/18/2026,CANCELLED,0
SUB-4894,SC-267,AC-363,PLAN-5,27-07-2021,active,0
SUB-4895,SC-2172,AC-222,PLAN-2,2023-12-08,cancelled,0
SUB-4896,SC-145,AC-131,PLAN-4,07/23/2023,active,0
SUB-4897,SC-2539,AC-689,PLAN-6,2026-10-25,cancelled,0
SUB-4898,SC-966,AC-372,PLAN-4,07/25/2022,trial,0
SUB-4899,SC-2822,AC-766,PLAN-6,01-05-2026,ACTIVE,0
SUB-4900,SC-1585,AC-793,PLAN-4,07/19/2025,active,0
SUB-4901,SC-1973,AC-898,PLAN-2,10/23/2024,trial,0
SUB-4902,SC-1806,AC-296,PLAN-6,2022-06-02,cancelled,1
SUB-4903,SC-2495,AC-368,PLAN-4,10/03/2022,active,0
SUB-4904,SC-2260,AC-608,PLAN-1,07/23/2024,ACTIVE,0
SUB-4905,SC-2970,AC-793,PLAN-1,09/22/2022,trial,0
SUB-4906,SC-2755,AC-459,PLAN-6,16-11-2026,ACTIVE,1
SUB-4907,SC-1969,AC-10,PLAN-3,2024-06-04,ACTIVE,0
SUB-4908,SC-2136,AC-518,PLAN-3,2026-07-16,trial,0
SUB-4909,SC-2866,AC-532,PLAN-5,2025-12-17,trial,0
SUB-4910,SC-2038,AC-445,PLAN-2,07-02-2025,cancelled,0
SUB-4911,SC-675,AC-470,PLAN-1,2021-06-28,cancelled,0
SUB-4912,SC-1113,AC-103,PLAN-3,2025-06-04,ACTIVE,0
SUB-4913,SC-2822,AC-25,PLAN-3,2021-05-01,active,0
SUB-4914,SC-1034,AC-796,PLAN-6,22-04-2022,active,0
SUB-4915,SC-2682,AC-108,PLAN-3,2022-07-01,ACTIVE,0
SUB-4916,SC-2205,AC-19,PLAN-4,14-08-2025,active,0
SUB-4917,SC-99,AC-193,PLAN-2,11/24/2024,active,0
SUB-4918,SC-43,AC-881,PLAN-5,2021-09-22,trial,0
SUB-4919,SC-2381,AC-563,PLAN-2,07/04/2025,active,0
SUB-4920,SC-1216,AC-333,PLAN-5,22-11-2023,trial,0
SUB-4921,SC-1741,AC-383,PLAN-4,11/02/2023,trial,0
SUB-4922,SC-1379,AC-135,PLAN-5,04/05/2023,active,0
SUB-4923,SC-1386,AC-704,PLAN-4,2023-03-19,cancelled,0
SUB-4924,SC-785,AC-599,PLAN-4,2023-10-15,trial,0
SUB-4925,SC-159,AC-820,PLAN-5,07/14/2025,cancelled,0
SUB-4926,SC-996,AC-682,PLAN-4,2026-11-16,active,0
SUB-4927,SC-770,AC-366,PLAN-3,2026-05-03,ACTIVE,1
SUB-4928,SC-2829,AC-456,PLAN-3,2024-07-10,CANCELLED,0
SUB-4929,SC-2538,AC-421,PLAN-1,08-04-2021,trial,0
SUB-4930,SC-2297,AC-781,PLAN-2,2025-02-27,trial,0
SUB-4931,SC-1237,AC-620,PLAN-1,2021-06-11,CANCELLED,0
SUB-4932,SC-1254,AC-184,PLAN-5,2023-01-02,cancelled,0
SUB-4933,SC-2838,AC-359,PLAN-1,01/01/2022,CANCELLED,0
SUB-4934,SC-2300,AC-136,PLAN-4,02/14/2023,active,0
SUB-4935,SC-113,AC-673,PLAN-5,2026-07-02,active,0
SUB-4936,SC-803,AC-260,PLAN-1,12-12-2026,active,0
SUB-4937,SC-1411,AC-390,PLAN-2,2024-06-11,trial,0
SUB-4938,SC-266,AC-179,PLAN-5,08/04/2022,trial,0
SUB-4939,SC-112,AC-753,PLAN-6,11/07/2025,ACTIVE,0
SUB-4940,SC-247,AC-363,PLAN-4,12/05/2023,ACTIVE,1
SUB-4941,SC-2678,AC-564,PLAN-4,01/04/2025,trial,0
SUB-4942,SC-2076,AC-634,PLAN-3,21-09-2025,ACTIVE,0
SUB-4943,SC-257,AC-555,PLAN-6,05/24/2022,ACTIVE,0
SUB-4944,SC-2828,AC-462,PLAN-4,09/19/2024,ACTIVE,0
SUB-4945,SC-417,AC-312,PLAN-1,26-01-2025,CANCELLED,0
SUB-4946,SC-2128,AC-288,PLAN-5,01/05/2022,active,0
SUB-4947,SC-2696,AC-361,PLAN-4,2022-07-19,CANCELLED,0
SUB-4948,SC-1720,AC-712,PLAN-5,2023-09-06,cancelled,0
SUB-4949,SC-959,AC-430,PLAN-3,2024-09-26,ACTIVE,0
SUB-4950,SC-1312,AC-769,PLAN-2,2024-10-04,active,0
SUB-4951,SC-317,AC-595,PLAN-2,12/27/2024,ACTIVE,0
SUB-4952,SC-1737,AC-262,PLAN-4,2024-01-12,ACTIVE,0
SUB-4953,SC-427,AC-501,PLAN-6,11/24/2022,CANCELLED,0
SUB-4954,SC-1508,AC-413,PLAN-3,2022-10-27,cancelled,0
SUB-4955,SC-2688,AC-563,PLAN-4,10/08/2026,active,0
SUB-4956,SC-2801,AC-615,PLAN-2,10/26/2024,active,0
SUB-4957,SC-97,AC-538,PLAN-6,07/04/2022,CANCELLED,0
SUB-4958,SC-1969,AC-810,PLAN-4,12/21/2024,CANCELLED,0
SUB-4959,SC-474,AC-835,PLAN-3,08/08/2022,CANCELLED,0
SUB-4960,SC-550,AC-514,PLAN-3,09/27/2026,active,0
SUB-4961,SC-2278,AC-35,PLAN-2,01-01-2026,ACTIVE,0
SUB-4962,SC-2479,AC-26,PLAN-4,06/15/2022,CANCELLED,0
SUB-4963,SC-1976,AC-585,PLAN-6,2024-12-23,cancelled,0
SUB-4964,SC-215,AC-400,PLAN-5,2021-04-12,CANCELLED,0
SUB-4965,SC-2724,AC-249,PLAN-4,23-11-2026,trial,1
SUB-4966,SC-4,AC-469,PLAN-2,28-06-2026,active,0
SUB-4967,SC-2440,AC-694,PLAN-1,17-05-2023,ACTIVE,0
SUB-4968,SC-2789,AC-278,PLAN-6,2021-10-18,trial,0
SUB-4969,SC-562,AC-196,PLAN-5,2022-05-16,ACTIVE,0
SUB-4970,SC-1372,AC-10,PLAN-5,2025-12-28,trial,1
SUB-4971,SC-1540,AC-413,PLAN-4,03-07-2026,ACTIVE,1
SUB-4972,SC-2166,AC-852,PLAN-3,01/09/2022,CANCELLED,0
SUB-4973,SC-1897,AC-325,PLAN-4,2021-01-21,cancelled,0
SUB-4974,SC-1751,AC-835,PLAN-3,2025-11-21,trial,0
SUB-4975,SC-1723,AC-27,PLAN-3,2025-04-23,cancelled,1
SUB-4976,SC-481,AC-481,PLAN-6,2024-11-17,trial,0
SUB-4977,SC-1708,AC-164,PLAN-2,28-05-2021,active,0
SUB-4978,SC-2267,AC-457,PLAN-1,08/08/2021,trial,0
SUB-4979,SC-99,AC-269,PLAN-2,24-07-2022,CANCELLED,0
SUB-4980,SC-714,AC-842,PLAN-3,2023-09-18,ACTIVE,0
SUB-4981,SC-2540,AC-823,PLAN-2,02/16/2025,CANCELLED,0
SUB-4982,SC-2207,AC-322,PLAN-4,08/06/2022,cancelled,0
SUB-4983,SC-2594,AC-290,PLAN-2,14-04-2025,CANCELLED,0
SUB-4984,SC-2192,AC-528,PLAN-4,2023-08-16,CANCELLED,0
SUB-4985,SC-2109,AC-74,PLAN-4,02/27/2025,ACTIVE,0
SUB-4986,SC-2337,AC-641,PLAN-2,2022-12-07,trial,0
SUB-4987,SC-1188,AC-749,PLAN-1,2026-11-13,trial,0
SUB-4988,SC-2606,AC-784,PLAN-4,2025-02-14,trial,0
SUB-4989,SC-1819,AC-298,PLAN-5,2022-01-13,active,0
SUB-4990,SC-249,AC-208,PLAN-2,2026-04-10,trial,0
SUB-4991,SC-991,AC-694,PLAN-4,2021-12-21,cancelled,0
SUB-4992,SC-304,AC-760,PLAN-4,2022-07-23,CANCELLED,0
SUB-4993,SC-1747,AC-467,PLAN-5,09/11/2024,CANCELLED,0
SUB-4994,SC-85,AC-120,PLAN-5,2024-02-11,cancelled,0
SUB-4995,SC-1212,AC-303,PLAN-5,07/25/2022,trial,0
SUB-4996,SC-2963,AC-652,PLAN-5,10/11/2026,ACTIVE,0
SUB-4997,SC-1831,AC-397,PLAN-6,06/01/2025,cancelled,1
SUB-4998,SC-2772,AC-887,PLAN-2,02/06/2025,active,0
SUB-4999,SC-1215,AC-250,PLAN-3,2022-03-01,active,0
SUB-5000,SC-979,AC-621,PLAN-4,2024-04-21,active,0
SUB-5001,SC-13,AC-316,PLAN-2,2023-12-20,cancelled,0
SUB-5002,SC-2058,AC-455,PLAN-1,11/23/2025,cancelled,0
SUB-5003,SC-2993,AC-375,PLAN-2,2022-01-18,cancelled,0
SUB-5004,SC-2949,AC-801,PLAN-2,16-02-2021,ACTIVE,1
SUB-5005,SC-2795,AC-667,PLAN-4,02-01-2024,CANCELLED,0
SUB-5006,SC-961,AC-873,PLAN-2,2024-08-18,trial,1
SUB-5007,SC-1711,AC-499,PLAN-2,04/13/2023,trial,0
SUB-5008,SC-1727,AC-840,PLAN-5,2025-07-17,cancelled,0
SUB-5009,SC-1680,AC-139,PLAN-4,09/27/2024,CANCELLED,0
SUB-5010,SC-2616,AC-599,PLAN-3,2021-08-01,CANCELLED,0
SUB-5011,SC-2177,AC-458,PLAN-6,2023-10-10,cancelled,0
SUB-5012,SC-413,AC-861,PLAN-1,2021-09-28,active,0
SUB-5013,SC-2771,AC-768,PLAN-3,09/05/2024,trial,0
SUB-5014,SC-271,AC-408,PLAN-1,2021-04-28,cancelled,0
SUB-5015,SC-1282,AC-231,PLAN-5,2025-02-10,trial,0
SUB-5016,SC-2272,AC-40,PLAN-4,2025-11-21,active,0
SUB-5017,SC-547,AC-621,PLAN-5,02/04/2024,cancelled,0
SUB-5018,SC-1664,AC-243,PLAN-3,2026-02-05,trial,1
SUB-5019,SC-1238,AC-392,PLAN-2,2024-07-27,cancelled,0
SUB-5020,SC-1343,AC-874,PLAN-6,04-05-2021,active,1
SUB-5021,SC-1375,AC-720,PLAN-4,2025-12-16,active,0
SUB-5022,SC-2038,AC-245,PLAN-2,13-04-2023,cancelled,1
SUB-5023,SC-1471,AC-732,PLAN-3,2024-04-12,trial,0
SUB-5024,SC-1570,AC-338,PLAN-4,09-04-2024,ACTIVE,0
SUB-5025,SC-694,AC-482,PLAN-5,17-09-2023,CANCELLED,0
SUB-5026,SC-2529,AC-762,PLAN-1,2023-01-13,CANCELLED,0
SUB-5027,SC-2119,AC-636,PLAN-4,2025-06-07,ACTIVE,0
SUB-5028,SC-1517,AC-147,PLAN-3,2025-10-11,active,0
SUB-5029,SC-2555,AC-238,PLAN-6,2023-09-22,trial,0
SUB-5030,SC-2782,AC-233,PLAN-1,2025-06-23,ACTIVE,0
SUB-5031,SC-2328,AC-615,PLAN-6,2025-02-01,trial,0
SUB-5032,SC-1645,AC-858,PLAN-4,12/22/2026,ACTIVE,0
SUB-5033,SC-2307,AC-674,PLAN-3,24-08-2025,active,0
SUB-5034,SC-194,AC-572,PLAN-3,2023-10-28,CANCELLED,0
SUB-5035,SC-562,AC-496,PLAN-3,2021-10-14,active,0
SUB-5036,SC-1191,AC-586,PLAN-1,2021-02-01,ACTIVE,0
SUB-5037,SC-611,AC-105,PLAN-5,27-05-2021,ACTIVE,0
SUB-5038,SC-2647,AC-161,PLAN-3,2021-04-21,trial,0
SUB-5039,SC-1249,AC-274,PLAN-5,07-11-2024,cancelled,0
SUB-5040,SC-1111,AC-201,PLAN-3,2021-07-07,ACTIVE,0
SUB-5041,SC-371,AC-854,PLAN-1,01/11/2026,cancelled,1
SUB-5042,SC-932,AC-369,PLAN-1,2026-10-18,active,0
SUB-5043,SC-388,AC-269,PLAN-5,05/08/2022,CANCELLED,0
SUB-5044,SC-2430,AC-35,PLAN-1,12-07-2022,cancelled,0
SUB-5045,SC-1508,AC-704,PLAN-1,2025-11-06,active,0
SUB-5046,SC-537,AC-18,PLAN-3,2021-07-25,CANCELLED,0
SUB-5047,SC-2826,AC-292,PLAN-4,2025-10-23,active,0
SUB-5048,SC-467,AC-25,PLAN-4,2023-07-22,cancelled,0
SUB-5049,SC-1814,AC-576,PLAN-2,02-08-2025,ACTIVE,0
SUB-5050,SC-1650,AC-378,PLAN-5,12/26/2025,active,0
SUB-5051,SC-1373,AC-230,PLAN-6,2026-03-18,active,0
SUB-5052,SC-1882,AC-365,PLAN-4,06/04/2025,cancelled,0
SUB-5053,SC-1136,AC-864,PLAN-6,2023-12-10,active,0
SUB-5054,SC-2452,AC-322,PLAN-6,2022-04-19,ACTIVE,0
SUB-5055,SC-2244,AC-768,PLAN-3,2023-01-18,trial,0
SUB-5056,SC-2819,AC-31,PLAN-2,07/08/2022,ACTIVE,0
SUB-5057,SC-2622,AC-360,PLAN-6,03-09-2023,CANCELLED,0
SUB-5058,SC-204,AC-13,PLAN-6,2025-03-20,CANCELLED,0
SUB-5059,SC-1267,AC-586,PLAN-4,07/23/2021,ACTIVE,0
SUB-5060,SC-2821,AC-271,PLAN-6,11/13/2023,ACTIVE,0
SUB-5061,SC-272,AC-569,PLAN-3,2023-06-17,cancelled,0
SUB-5062,SC-1881,AC-532,PLAN-3,14-03-2026,active,0
SUB-5063,SC-1170,AC-443,PLAN-4,09/17/2024,cancelled,0
SUB-5064,SC-55,AC-29,PLAN-2,03-12-2022,ACTIVE,0
SUB-5065,SC-1201,AC-211,PLAN-5,11/19/2021,CANCELLED,1
SUB-5066,SC-2184,AC-573,PLAN-5,2023-10-07,cancelled,0
SUB-5067,SC-1713,AC-439,PLAN-1,2026-02-09,active,0
SUB-5068,SC-1386,AC-708,PLAN-2,04/09/2024,trial,1
SUB-5069,SC-2010,AC-448,PLAN-2,2023-10-16,active,0
SUB-5070,SC-1002,AC-248,PLAN-3,04/01/2023,trial,0
SUB-5071,SC-276,AC-762,PLAN-2,2025-06-18,active,0
SUB-5072,SC-2413,AC-814,PLAN-5,2024-12-13,cancelled,0
SUB-5073,SC-2327,AC-107,PLAN-6,2022-08-18,CANCELLED,0
SUB-5074,SC-1473,AC-96,PLAN-4,01/06/2021,active,0
SUB-5075,SC-2757,AC-490,PLAN-5,05/09/2025,ACTIVE,0
SUB-5076,SC-457,AC-755,PLAN-6,2021-02-18,active,0
SUB-5077,SC-960,AC-377,PLAN-5,11-01-2025,cancelled,0
SUB-5078,SC-2212,AC-35,PLAN-1,2026-03-23,ACTIVE,1
SUB-5079,SC-1043,AC-521,PLAN-4,05/05/2025,CANCELLED,1
SUB-5080,SC-694,AC-836,PLAN-4,03/26/2025,cancelled,0
SUB-5081,SC-747,AC-423,PLAN-6,2025-08-25,active,1
SUB-5082,SC-1752,AC-430,PLAN-6,2022-10-28,CANCELLED,0
SUB-5083,SC-1917,AC-730,PLAN-2,2022-11-13,ACTIVE,0
SUB-5084,SC-194,AC-741,PLAN-5,04-02-2024,CANCELLED,0
SUB-5085,SC-996,AC-431,PLAN-2,09/09/2021,trial,0
SUB-5086,SC-470,AC-628,PLAN-3,2022-07-25,trial,0
SUB-5087,SC-2541,AC-688,PLAN-2,02-01-2025,cancelled,0
SUB-5088,SC-882,AC-200,PLAN-4,2023-10-15,trial,0
SUB-5089,SC-2307,AC-237,PLAN-1,10/09/2025,trial,0
SUB-5090,SC-2530,AC-317,PLAN-3,2022-06-27,active,0
SUB-5091,SC-1120,AC-744,PLAN-1,2022-12-22,CANCELLED,0
SUB-5092,SC-1982,AC-521,PLAN-4,03/21/2023,ACTIVE,0
SUB-5093,SC-1614,AC-709,PLAN-3,02-03-2022,trial,0
SUB-5094,SC-1879,AC-129,PLAN-6,04/23/2023,cancelled,1
SUB-5095,SC-2380,AC-214,PLAN-3,2021-10-14,cancelled,0
SUB-5096,SC-1588,AC-274,PLAN-4,08/08/2024,CANCELLED,0
SUB-5097,SC-969,AC-242,PLAN-1,2021-03-19,cancelled,0
SUB-5098,SC-1737,AC-507,PLAN-4,2025-06-21,trial,1
SUB-5099,SC-2057,AC-280,PLAN-1,23-09-2021,CANCELLED,0
SUB-5100,SC-2077,AC-420,PLAN-4,02/12/2022,cancelled,0
SUB-5101,SC-963,AC-391,PLAN-6,10-01-2022,ACTIVE,0
SUB-5102,SC-335,AC-76,PLAN-3,03/15/2023,ACTIVE,0
